"","Data","startTyg","startM","Al. Jerozolimskie - suma","Al. Jerozolimskie płd.","Al. Jerozolimskie płn.","Al. USA - suma","Al. USA płd.","Al. USA płn.","Banacha","Bazyliańska","Belwederska","Dworzec Wileński (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","NSR Most Gdański - suma","NSR Most Gdański ciąg pieszo-rowerowy","NSR Most Gdański ścieżka rowerowa","NSR Solec - suma","NSR Solec ciąg pieszo-rowerowy","NSR Solec ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater płd.","Świętokrzyska/Emilii Plater płn.","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
"290",2015-05-17,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1129,333,796,772,300,472,411,NA,NA,NA,861,111,NA,NA,NA
"291",2015-05-18,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,1660,332,1328,1578,476,1102,503,NA,NA,NA,1975,252,NA,NA,NA
"292",2015-05-19,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,1459,258,1201,1343,321,1022,342,NA,NA,NA,1941,213,NA,NA,NA
"293",2015-05-20,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,997,146,851,896,214,682,177,NA,NA,NA,1401,193,NA,NA,NA
"294",2015-05-21,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,851,127,724,772,172,600,167,NA,NA,NA,1137,167,NA,NA,NA
"295",2015-05-22,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,2053,444,1609,1653,450,1203,546,NA,NA,NA,2245,268,NA,NA,NA
"296",2015-05-23,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,1313,350,963,1159,409,750,461,NA,NA,NA,1233,157,NA,NA,NA
"297",2015-05-24,2015-05-18,2015-05-01,NA,NA,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,4794,1650,3144,3864,1732,2132,2135,NA,NA,NA,3312,463,NA,NA,NA
"298",2015-05-25,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,962,142,820,1030,230,800,151,NA,NA,NA,1604,199,NA,NA,NA
"299",2015-05-26,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,703,92,611,712,115,597,83,NA,NA,NA,1213,133,NA,NA,NA
"300",2015-05-27,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,886,158,728,863,203,660,182,NA,NA,NA,1192,166,NA,NA,NA
"301",2015-05-28,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,1641,331,1310,1591,412,1179,410,NA,NA,NA,2042,272,NA,NA,NA
"302",2015-05-29,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,3374,204,NA,1364,1189,NA,NA,2162,517,1645,2147,583,1564,629,NA,NA,NA,2491,312,NA,NA,NA
"303",2015-05-30,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,2536,230,NA,1275,1163,NA,NA,3436,1146,2290,3346,1529,1817,1428,NA,NA,NA,2465,339,NA,NA,NA
"304",2015-05-31,2015-05-25,2015-05-01,NA,NA,NA,NA,NA,NA,3214,284,NA,1576,1371,NA,NA,5180,1730,3450,4127,1636,2491,1957,NA,NA,NA,3358,434,NA,NA,NA
"305",2015-06-01,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,4120,249,NA,1599,1330,NA,NA,2500,575,1925,2258,663,1595,425,NA,NA,NA,2918,376,NA,NA,NA
"306",2015-06-02,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,4403,290,NA,1767,1418,NA,NA,2923,746,2177,2735,878,1857,695,NA,NA,NA,3165,406,NA,NA,NA
"307",2015-06-03,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,4161,240,NA,1784,1349,NA,NA,2529,616,1913,2503,755,1748,631,NA,NA,NA,2937,373,NA,NA,NA
"308",2015-06-04,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,3522,355,NA,1920,1421,NA,NA,7204,2564,4640,5508,2162,3346,2642,NA,NA,NA,4280,616,NA,NA,NA
"309",2015-06-05,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,2846,279,NA,NA,1344,NA,NA,3392,1030,2362,2988,1092,1896,1118,NA,NA,NA,2787,378,NA,NA,NA
"310",2015-06-06,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,2414,247,NA,1434,1142,NA,NA,4484,1461,3023,3768,1370,2398,1607,NA,NA,NA,2859,413,NA,NA,NA
"311",2015-06-07,2015-06-01,2015-06-01,NA,NA,NA,NA,NA,NA,2514,235,NA,1547,1154,NA,NA,4557,1612,2945,3500,1443,2057,1545,NA,NA,NA,3133,418,NA,NA,NA
"312",2015-06-08,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,3385,211,NA,1411,1162,NA,NA,1750,370,1380,1700,433,1267,401,NA,NA,NA,2395,360,NA,NA,NA
"313",2015-06-09,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,3133,172,NA,1277,988,NA,NA,1342,209,1133,1424,287,1137,248,NA,NA,NA,2057,282,NA,NA,NA
"314",2015-06-10,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,3626,221,NA,1413,1171,NA,NA,2255,476,1779,2116,583,1533,426,NA,NA,NA,2654,358,NA,NA,NA
"315",2015-06-11,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,4407,282,NA,1829,1423,NA,NA,2916,696,2220,2893,939,1954,721,NA,NA,NA,3317,454,NA,NA,NA
"316",2015-06-12,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,4092,317,NA,1836,1477,NA,NA,2815,674,2141,2502,657,1845,788,NA,NA,NA,3093,420,NA,NA,NA
"317",2015-06-13,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,3176,278,NA,1542,1332,NA,NA,4816,1706,3110,3978,1500,2478,1727,NA,NA,NA,3367,436,NA,NA,NA
"318",2015-06-14,2015-06-08,2015-06-01,NA,NA,NA,NA,NA,NA,2647,236,NA,1415,1205,NA,NA,4594,1684,2910,3621,1467,2154,1702,NA,NA,NA,3087,399,NA,NA,NA
"319",2015-06-15,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,2609,202,NA,1081,961,NA,NA,1557,381,1176,1407,427,980,341,NA,NA,NA,1762,264,NA,NA,NA
"320",2015-06-16,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,3970,245,NA,1672,1287,NA,NA,2347,529,1818,2322,636,1686,531,NA,NA,NA,2816,404,NA,NA,NA
"321",2015-06-17,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,4080,293,NA,1727,1331,NA,NA,2501,527,1974,2471,633,1838,587,NA,NA,NA,3012,452,NA,NA,NA
"322",2015-06-18,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,3089,212,NA,NA,1097,NA,NA,1629,261,1368,1694,451,1243,313,NA,NA,NA,2170,301,NA,NA,NA
"323",2015-06-19,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,2189,141,NA,927,795,NA,NA,1275,299,976,1371,357,1014,271,NA,NA,NA,1529,225,NA,NA,NA
"324",2015-06-20,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,1663,176,NA,959,991,NA,NA,2828,781,2047,2126,785,1341,743,NA,NA,NA,2179,293,NA,NA,NA
"325",2015-06-21,2015-06-15,2015-06-01,NA,NA,NA,NA,NA,NA,2700,249,NA,1124,1124,NA,NA,4496,1478,3018,3825,1603,2222,1513,NA,NA,NA,2830,377,NA,NA,NA
"326",2015-06-22,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,3424,231,NA,1502,1238,NA,NA,1754,333,1421,1844,491,1353,355,NA,NA,NA,2490,348,NA,NA,NA
"327",2015-06-23,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,2129,121,NA,845,651,NA,NA,853,125,728,878,157,721,161,NA,NA,NA,1381,180,NA,NA,NA
"328",2015-06-24,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,3730,230,NA,1497,1169,NA,NA,2201,546,1655,2345,679,1666,602,NA,NA,NA,2652,362,NA,NA,NA
"329",2015-06-25,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,4074,284,NA,1717,1326,NA,NA,2504,540,1964,2612,785,1827,665,NA,NA,NA,2990,423,NA,NA,NA
"330",2015-06-26,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,3088,251,NA,1513,1109,NA,NA,2151,499,1652,2005,554,1451,436,NA,NA,NA,2506,334,NA,NA,NA
"331",2015-06-27,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,2269,249,NA,1350,1137,NA,NA,3817,1279,2538,3937,1513,2424,1444,NA,NA,NA,2753,407,NA,NA,NA
"332",2015-06-28,2015-06-22,2015-06-01,NA,NA,NA,NA,NA,NA,2827,300,NA,1536,1276,NA,NA,5684,2017,3667,4633,1996,2637,1899,NA,NA,NA,3517,473,NA,NA,NA
"333",2015-06-29,2015-06-29,2015-06-01,NA,NA,NA,NA,NA,NA,2760,217,NA,1146,966,NA,NA,1391,238,1153,1381,352,1029,266,NA,NA,NA,1875,281,NA,NA,NA
"334",2015-06-30,2015-06-29,2015-06-01,NA,NA,NA,NA,NA,NA,4268,299,NA,1780,1375,NA,NA,2947,687,2260,2761,873,1888,755,NA,NA,NA,3083,435,NA,NA,NA
"335",2015-07-01,2015-06-29,2015-07-01,NA,NA,NA,NA,NA,NA,4547,360,NA,1955,1501,NA,NA,3470,853,2617,3324,1039,2285,914,NA,NA,NA,3439,513,NA,NA,NA
"336",2015-07-02,2015-06-29,2015-07-01,NA,NA,NA,NA,NA,NA,4511,323,NA,1988,1490,NA,NA,3493,855,2638,3331,1110,2221,950,NA,NA,NA,3659,467,NA,NA,NA
"337",2015-07-03,2015-06-29,2015-07-01,NA,NA,NA,NA,NA,NA,3869,279,NA,1833,1373,NA,NA,3100,762,2338,2974,871,2103,761,NA,NA,NA,3292,451,NA,NA,NA
"338",2015-07-04,2015-06-29,2015-07-01,NA,NA,NA,NA,NA,NA,2197,230,NA,1205,1076,NA,NA,3968,1368,2600,3510,1306,2204,1314,NA,NA,NA,2793,341,NA,NA,NA
"339",2015-07-05,2015-06-29,2015-07-01,NA,NA,NA,NA,NA,NA,2227,174,NA,1226,940,NA,NA,4014,1428,2586,3438,1403,2035,1224,NA,NA,NA,2757,303,NA,NA,NA
"340",2015-07-06,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,3396,233,NA,1592,1249,NA,NA,2140,514,1626,2040,602,1438,389,NA,NA,NA,2620,352,NA,NA,NA
"341",2015-07-07,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,4565,291,NA,1901,1398,NA,NA,3280,856,2424,3326,1069,2257,836,NA,NA,NA,3366,505,NA,NA,NA
"342",2015-07-08,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,2114,149,NA,946,788,NA,NA,1122,200,922,1137,276,861,164,NA,NA,NA,1484,216,NA,NA,NA
"343",2015-07-09,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,2686,180,NA,1253,985,NA,NA,1539,333,1206,1525,406,1119,198,NA,NA,NA,1993,265,NA,NA,NA
"344",2015-07-10,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,1999,106,NA,912,714,NA,NA,851,128,723,910,170,740,122,NA,NA,NA,1239,159,NA,NA,NA
"345",2015-07-11,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,1237,135,NA,786,885,NA,NA,1737,555,1182,1623,635,988,620,NA,NA,NA,1449,228,NA,NA,NA
"346",2015-07-12,2015-07-06,2015-07-01,NA,NA,NA,NA,NA,NA,2710,264,NA,1370,1389,NA,NA,5115,1840,3275,4542,1890,2652,1677,NA,NA,NA,3191,418,NA,NA,NA
"347",2015-07-13,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,2355,174,NA,1020,831,NA,NA,1292,337,955,1290,376,914,250,NA,NA,NA,1618,231,NA,NA,NA
"348",2015-07-14,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,3006,216,NA,1291,1078,NA,NA,2017,519,1498,1970,580,1390,445,NA,NA,NA,2105,335,NA,NA,NA
"349",2015-07-15,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,3596,237,NA,1673,1260,NA,NA,2605,643,1962,2522,771,1751,645,NA,NA,NA,2609,415,NA,NA,NA
"350",2015-07-16,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,4042,299,NA,1829,1313,NA,NA,3124,828,2296,3105,949,2156,707,NA,NA,NA,3119,483,NA,NA,NA
"351",2015-07-17,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,3596,289,NA,1749,1387,NA,NA,2888,796,2092,2966,908,2058,685,NA,NA,NA,2902,389,NA,NA,NA
"352",2015-07-18,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,1924,212,NA,1152,1135,NA,NA,3411,1104,2307,3671,1554,2117,1113,NA,NA,NA,2472,326,NA,NA,NA
"353",2015-07-19,2015-07-13,2015-07-01,NA,NA,NA,NA,NA,NA,2021,228,NA,1179,1112,NA,NA,3915,1438,2477,3229,1266,1963,1223,NA,NA,NA,2334,358,NA,NA,NA
"354",2015-07-20,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,3141,203,NA,1262,1091,NA,NA,1977,534,1443,1954,661,1293,405,NA,NA,NA,2198,299,NA,NA,NA
"355",2015-07-21,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,3977,275,NA,1686,1446,NA,NA,2439,744,1695,2729,804,1925,720,NA,NA,NA,3025,434,NA,NA,NA
"356",2015-07-22,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,4148,289,NA,1828,1452,NA,NA,2941,876,2065,3397,1085,2312,755,NA,NA,NA,3269,454,NA,NA,NA
"357",2015-07-23,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,3339,199,NA,1534,1227,NA,NA,2188,579,1609,2525,857,1668,501,NA,NA,NA,2510,327,NA,NA,NA
"358",2015-07-24,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,3543,263,NA,1625,1309,NA,NA,2718,691,2027,3087,804,2283,642,NA,NA,NA,2757,413,NA,NA,NA
"359",2015-07-25,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,1441,157,NA,825,878,NA,NA,2096,679,1417,2210,864,1346,589,NA,NA,NA,1578,215,NA,NA,NA
"360",2015-07-26,2015-07-20,2015-07-01,NA,NA,NA,NA,NA,NA,1448,149,NA,823,788,NA,NA,2320,741,1579,2142,901,1241,715,NA,NA,NA,1588,222,NA,NA,NA
"361",2015-07-27,2015-07-27,2015-07-01,NA,NA,NA,NA,NA,NA,3154,214,NA,1441,1110,NA,NA,1772,353,1419,1754,430,1324,352,NA,NA,NA,2182,305,NA,NA,NA
"362",2015-07-28,2015-07-27,2015-07-01,NA,NA,NA,NA,NA,NA,2912,189,NA,1336,1036,NA,NA,1685,290,1395,1643,427,1216,259,NA,NA,NA,2044,262,NA,NA,NA
"363",2015-07-29,2015-07-27,2015-07-01,NA,NA,NA,NA,NA,NA,3436,245,NA,1586,1239,NA,NA,2530,628,1902,2455,778,1677,498,NA,NA,NA,2640,357,NA,NA,NA
"364",2015-07-30,2015-07-27,2015-07-01,NA,NA,NA,NA,NA,NA,3398,205,NA,1624,1160,NA,NA,2189,497,1692,2358,738,1620,467,NA,NA,NA,2513,314,NA,NA,NA
"365",2015-07-31,2015-07-27,2015-07-01,NA,NA,NA,NA,NA,NA,2873,197,NA,1460,1164,NA,NA,1792,396,1396,1935,546,1389,308,NA,NA,NA,2177,283,NA,NA,NA
"366",2015-08-01,2015-07-27,2015-08-01,NA,NA,NA,NA,NA,NA,2209,246,NA,1542,1257,NA,NA,4898,1740,3158,4271,1739,2532,1341,NA,NA,NA,3236,434,NA,NA,NA
"367",2015-08-02,2015-07-27,2015-08-01,NA,NA,NA,NA,NA,NA,2708,312,NA,1698,1253,NA,NA,7736,2961,4775,5515,2082,3433,1624,NA,NA,NA,4027,507,NA,NA,NA
"368",2015-08-03,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,3803,250,NA,1851,1344,NA,NA,3879,1788,2091,3373,1124,2249,725,NA,NA,NA,3039,397,NA,NA,NA
"369",2015-08-04,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,NA,263,NA,1954,1388,NA,NA,3937,1682,2255,3788,1216,2572,596,NA,NA,NA,3213,408,NA,NA,NA
"370",2015-08-05,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,3859,273,NA,1832,1324,NA,NA,3356,1407,1949,3323,1043,2280,485,NA,NA,NA,2965,447,NA,NA,NA
"371",2015-08-06,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,3685,232,NA,1692,1231,NA,NA,3076,1297,1779,3080,962,2118,543,NA,NA,NA,2809,348,NA,NA,NA
"372",2015-08-07,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,3013,255,NA,1472,1120,NA,NA,2541,1030,1511,2361,589,1772,453,NA,NA,NA,2402,348,NA,NA,NA
"373",2015-08-08,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,1478,156,NA,960,899,NA,NA,2935,1330,1605,2759,883,1876,684,NA,NA,NA,2029,224,NA,NA,NA
"374",2015-08-09,2015-08-03,2015-08-01,NA,NA,NA,NA,NA,NA,1544,177,NA,972,942,NA,NA,3450,1620,1830,2797,1123,1674,782,NA,NA,NA,1899,268,NA,NA,NA
"375",2015-08-10,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,3598,257,NA,1663,1286,NA,NA,2997,1248,1749,2687,862,1825,542,NA,NA,NA,2705,415,NA,NA,NA
"376",2015-08-11,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,3928,288,NA,1795,1266,NA,NA,3206,1332,1874,2937,868,2069,491,NA,NA,NA,2912,402,NA,NA,NA
"377",2015-08-12,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,3715,255,NA,1788,1292,NA,NA,3330,1261,2069,3078,813,2265,529,NA,NA,NA,2920,411,NA,NA,NA
"378",2015-08-13,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,3411,228,NA,1687,1311,NA,NA,2952,1198,1754,2713,830,1883,477,NA,NA,NA,2708,348,NA,NA,NA
"379",2015-08-14,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,2638,229,NA,1487,1238,NA,NA,2982,1251,1731,2520,817,1703,525,NA,NA,NA,2440,318,NA,NA,NA
"380",2015-08-15,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,2107,213,NA,1401,944,NA,NA,5144,2225,2919,4097,1509,2588,1039,NA,NA,NA,2662,330,NA,NA,NA
"381",2015-08-16,2015-08-10,2015-08-01,NA,NA,NA,NA,NA,NA,1931,244,NA,1156,1000,NA,NA,4808,2203,2605,3381,1375,2006,985,NA,NA,NA,2607,380,NA,NA,NA
"382",2015-08-17,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,3355,257,NA,1782,1293,NA,NA,3241,1254,1987,2523,794,1729,477,NA,NA,NA,2669,410,NA,NA,NA
"383",2015-08-18,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,3957,325,NA,1913,1432,NA,NA,3649,1503,2146,3238,1051,2187,716,NA,NA,NA,3074,479,NA,NA,NA
"384",2015-08-19,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,4052,293,NA,1864,1405,NA,NA,3657,1398,2259,2898,967,1931,674,NA,NA,NA,2991,446,NA,NA,NA
"385",2015-08-20,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,3847,246,NA,1790,1421,NA,NA,3335,1374,1961,2876,907,1969,624,NA,NA,NA,2921,406,NA,NA,NA
"386",2015-08-21,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,3345,234,NA,1654,1290,NA,NA,3017,1282,1735,2502,770,1732,479,NA,NA,NA,2525,350,NA,NA,NA
"387",2015-08-22,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,1867,224,NA,1184,1179,NA,NA,4321,1855,2466,3316,1324,1992,856,NA,NA,NA,2420,357,NA,NA,NA
"388",2015-08-23,2015-08-17,2015-08-01,NA,NA,NA,NA,NA,NA,2549,257,NA,1531,1371,NA,NA,6296,2661,3635,4662,1860,2802,1401,NA,NA,NA,3369,461,NA,NA,NA
"389",2015-08-24,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,3809,314,NA,1773,1396,NA,NA,3049,1289,1760,2728,839,1889,542,NA,NA,NA,2865,404,NA,NA,NA
"390",2015-08-25,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,2382,143,NA,1114,862,NA,NA,1145,375,770,1252,332,920,136,NA,NA,NA,1641,238,NA,NA,NA
"391",2015-08-26,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,3920,289,NA,1852,1397,NA,NA,3347,1398,1949,3061,1065,1996,607,NA,NA,NA,2894,450,NA,NA,NA
"392",2015-08-27,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,4022,317,NA,1836,1392,NA,NA,3219,1308,1911,3073,977,2096,477,NA,NA,NA,3005,436,NA,NA,NA
"393",2015-08-28,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,3271,263,NA,1589,1310,NA,NA,2448,929,1519,2297,667,1630,382,NA,NA,NA,2632,367,NA,NA,NA
"394",2015-08-29,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,2289,264,NA,1449,1245,NA,NA,5432,2366,3066,4215,1680,2535,1177,NA,NA,NA,3147,403,NA,NA,NA
"395",2015-08-30,2015-08-24,2015-08-01,NA,NA,NA,NA,NA,NA,2573,273,NA,1630,1395,NA,NA,6574,2879,3695,4635,1898,2737,1555,NA,NA,NA,3556,501,NA,NA,NA
"396",2015-08-31,2015-08-31,2015-08-01,NA,NA,NA,NA,NA,NA,3919,260,NA,1812,1389,NA,NA,2739,1086,1653,2762,934,1828,437,NA,NA,NA,2868,453,NA,NA,NA
"397",2015-09-01,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,4072,233,NA,1910,1396,NA,NA,2891,1066,1825,3053,978,2075,457,NA,NA,NA,2943,431,NA,NA,NA
"398",2015-09-02,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,3254,175,NA,1532,1127,NA,NA,1619,556,1063,1695,455,1240,210,NA,NA,NA,2120,324,NA,NA,NA
"399",2015-09-03,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,3558,231,NA,1680,1281,NA,NA,2399,923,1476,2180,674,1506,334,NA,NA,NA,2624,420,NA,NA,NA
"400",2015-09-04,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,1725,114,NA,870,782,NA,NA,1039,378,661,1003,263,740,118,NA,NA,NA,1266,196,NA,NA,NA
"401",2015-09-05,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,2113,178,NA,1253,1213,NA,NA,4077,1747,2330,3108,1159,1949,891,NA,NA,NA,2471,329,NA,NA,NA
"402",2015-09-06,2015-08-31,2015-09-01,NA,NA,NA,NA,NA,NA,1086,103,NA,671,613,NA,NA,1872,809,1063,1395,510,885,456,NA,NA,NA,1186,178,NA,NA,NA
"403",2015-09-07,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,875,39,NA,413,361,NA,NA,300,86,214,330,60,270,13,NA,NA,NA,583,58,NA,NA,NA
"404",2015-09-08,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,1728,95,NA,693,546,NA,NA,792,257,535,747,175,572,82,NA,NA,NA,1052,134,NA,NA,NA
"405",2015-09-09,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,2353,112,NA,1090,952,NA,NA,1567,564,1003,1375,321,1054,246,NA,NA,NA,1638,242,NA,NA,NA
"406",2015-09-10,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,2942,184,NA,1345,1014,NA,NA,2177,718,1459,1782,464,1318,324,NA,NA,NA,2015,297,NA,NA,NA
"407",2015-09-11,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,2719,134,NA,1198,980,NA,NA,1666,496,1170,1502,351,1151,242,NA,NA,NA,1816,246,NA,NA,NA
"408",2015-09-12,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,483,43,NA,368,390,NA,NA,566,171,395,482,155,327,90,NA,NA,NA,474,72,NA,NA,NA
"409",2015-09-13,2015-09-07,2015-09-01,NA,NA,NA,NA,NA,NA,1514,124,NA,795,650,NA,NA,3438,1431,2007,1994,854,1140,692,NA,NA,NA,1643,265,NA,NA,NA
"410",2015-09-14,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,2688,153,NA,1141,917,NA,NA,1553,552,1001,1390,327,1063,211,NA,NA,NA,1789,254,NA,NA,NA
"411",2015-09-15,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,3202,233,NA,1362,1097,NA,NA,2297,959,1338,2007,603,1404,322,NA,NA,NA,2158,343,NA,NA,NA
"412",2015-09-16,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,3330,241,NA,1531,1224,NA,NA,2557,1054,1503,2237,669,1568,367,NA,NA,NA,2393,355,NA,NA,NA
"413",2015-09-17,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,3651,295,NA,1799,1342,NA,NA,3040,1341,1699,2522,829,1693,523,NA,NA,NA,2828,426,NA,NA,NA
"414",2015-09-18,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,2666,179,NA,1243,977,NA,NA,1668,620,1048,1482,381,1101,262,NA,NA,NA,1906,257,NA,NA,NA
"415",2015-09-19,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,2079,249,NA,1256,1458,NA,NA,4462,1886,2576,2926,1145,1781,964,NA,NA,NA,2520,351,NA,NA,NA
"416",2015-09-20,2015-09-14,2015-09-01,NA,NA,NA,NA,NA,NA,1441,119,NA,832,885,NA,NA,2534,1106,1428,1770,699,1071,678,NA,NA,NA,1533,225,NA,NA,NA
"417",2015-09-21,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,2196,134,NA,994,811,NA,NA,1071,331,740,1039,221,818,103,NA,NA,NA,1494,217,NA,NA,NA
"418",2015-09-22,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,2543,197,NA,1078,845,NA,NA,1693,630,1063,1335,348,987,231,NA,NA,NA,1787,315,NA,NA,NA
"419",2015-09-23,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,2926,218,NA,1224,1032,NA,NA,2055,833,1222,1723,474,1249,289,NA,NA,NA,2034,330,NA,NA,NA
"420",2015-09-24,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,2914,234,NA,1311,1075,NA,NA,2225,902,1323,1738,486,1252,252,NA,NA,NA,2125,328,NA,NA,NA
