"","Data","startTyg","startM","Al. Jerozolimskie - suma","Al. Jerozolimskie płd.","Al. Jerozolimskie płn.","Al. USA - suma","Al. USA płd.","Al. USA płn.","Banacha","Bazyliańska","Belwederska","Dworzec Wileński (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","NSR Most Gdański - suma","NSR Most Gdański ciąg pieszo-rowerowy","NSR Most Gdański ścieżka rowerowa","NSR Solec - suma","NSR Solec ciąg pieszo-rowerowy","NSR Solec ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater płd.","Świętokrzyska/Emilii Plater płn.","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
"712",2016-07-12,2016-07-11,2016-07-01,NA,NA,NA,1016,641,375,3079,168,1391,1380,1140,NA,1290,2464,650,1814,1744,517,1227,238,4239,1813,2426,1841,372,2235,1819,416
"713",2016-07-13,2016-07-11,2016-07-01,NA,NA,NA,1063,692,371,2148,204,1037,958,855,NA,867,2818,949,1869,1789,647,1142,373,3241,1370,1871,1379,382,1674,1377,297
"714",2016-07-14,2016-07-11,2016-07-01,NA,NA,NA,757,479,278,2010,137,900,851,824,NA,830,2253,540,1713,1173,380,793,204,2937,1262,1675,1344,378,1424,1139,285
"715",2016-07-15,2016-07-11,2016-07-01,NA,NA,NA,769,500,269,1978,140,948,813,766,NA,851,2068,670,1398,1393,511,882,278,3040,1323,1717,1320,284,1468,1190,278
"716",2016-07-16,2016-07-11,2016-07-01,NA,NA,NA,1036,674,362,1781,187,1109,1146,1140,NA,766,4451,1601,2850,2813,1083,1730,805,2755,1119,1636,1943,362,1272,1000,272
"717",2016-07-17,2016-07-11,2016-07-01,NA,NA,NA,987,603,384,1598,191,1036,983,1029,NA,734,4301,1613,2688,2501,1177,1324,1208,2621,1119,1502,1945,520,1473,1197,276
"718",2016-07-18,2016-07-18,2016-07-01,NA,NA,NA,1064,661,403,3096,183,1312,1309,1054,NA,1117,2068,730,1338,1742,573,1169,410,3967,1651,2316,1906,374,2227,1787,440
"719",2016-07-19,2016-07-18,2016-07-01,NA,NA,NA,1376,864,512,3497,271,1606,1529,1222,NA,1265,3006,1147,1859,2390,860,1530,446,4678,2047,2631,2366,366,2541,2042,499
"720",2016-07-20,2016-07-18,2016-07-01,NA,NA,NA,1722,1044,678,4403,304,1999,1867,1520,NA,1548,3445,1560,1885,3370,1159,2211,524,5793,2460,3333,2928,377,3115,2559,556
"721",2016-07-21,2016-07-18,2016-07-01,NA,NA,NA,1640,1058,582,4283,313,1939,1897,1459,NA,1864,3379,1670,1709,3362,1124,2238,408,5899,2499,3400,3233,372,2975,2455,520
"722",2016-07-22,2016-07-18,2016-07-01,NA,NA,NA,1189,776,413,3314,236,1468,1509,1203,NA,1351,2602,1104,1498,2365,694,1671,412,4636,2043,2593,2532,287,2399,1924,475
"723",2016-07-23,2016-07-18,2016-07-01,NA,NA,NA,1379,898,481,2282,240,1511,1343,1336,NA,1083,5162,2344,2818,4070,1503,2567,687,3631,1516,2115,2799,352,1715,1391,324
"724",2016-07-24,2016-07-18,2016-07-01,NA,NA,NA,1763,1177,586,2741,316,1718,1489,1471,NA,998,5091,3006,2085,5035,2064,2971,936,3982,1650,2332,3114,497,2101,1741,360
"725",2016-07-25,2016-07-25,2016-07-01,NA,NA,NA,1424,962,462,3758,303,1684,1761,1303,NA,1386,3074,1470,1604,2588,824,1764,494,4985,2156,2829,2637,386,2935,2384,551
"726",2016-07-26,2016-07-25,2016-07-01,NA,NA,NA,1434,973,461,3742,260,1544,1599,1278,NA,1361,3384,1460,1924,2977,856,2121,472,5141,2261,2880,2671,380,2710,2232,478
"727",2016-07-27,2016-07-25,2016-07-01,NA,NA,NA,1231,837,394,3456,237,1502,1516,1211,NA,1276,2819,1143,1676,2192,644,1548,437,4855,2110,2745,2346,392,2527,2063,464
"728",2016-07-28,2016-07-25,2016-07-01,NA,NA,NA,1482,950,532,3527,283,1600,1556,1280,NA,1278,2776,1211,1565,2528,814,1714,334,4929,2100,2829,2458,382,2534,2075,459
"729",2016-07-29,2016-07-25,2016-07-01,NA,NA,NA,1041,647,394,2852,212,1221,1395,1114,NA,1134,2207,890,1317,1926,575,1351,355,4186,1779,2407,1985,293,1968,1588,380
"730",2016-07-30,2016-07-25,2016-07-01,NA,NA,NA,1140,687,453,1950,178,1230,1159,1125,NA,912,4464,1637,2827,3103,1170,1933,693,3219,1328,1891,2162,362,1471,1169,302
"731",2016-07-31,2016-07-25,2016-07-01,NA,NA,NA,1127,730,397,2048,183,1297,1128,1008,NA,819,4292,2063,2229,3436,1400,2036,1023,2878,1160,1718,2470,513,1597,1344,253
"732",2016-08-01,2016-08-01,2016-08-01,NA,NA,NA,864,556,308,1685,160,942,906,835,NA,1120,2285,715,1570,1317,461,856,478,3170,1326,1844,1290,390,1334,1052,282
"733",2016-08-02,2016-08-01,2016-08-01,NA,NA,NA,1636,1070,566,4048,298,1757,1779,1375,NA,1483,3478,1540,1938,3169,1068,2101,457,5575,2356,3219,2862,379,2904,2397,507
"734",2016-08-03,2016-08-01,2016-08-01,NA,NA,NA,1479,966,513,3982,296,1829,1722,1406,NA,1562,3036,1477,1559,2938,934,2004,370,5594,2354,3240,2837,393,2828,2327,501
"735",2016-08-04,2016-08-01,2016-08-01,NA,NA,NA,1308,850,458,3201,270,1441,1384,1229,NA,1301,2770,1262,1508,2627,836,1791,293,4624,1907,2717,2314,381,2337,1858,479
"736",2016-08-05,2016-08-01,2016-08-01,NA,NA,NA,1293,811,482,3342,222,1421,1497,1218,NA,1272,2491,1337,1154,2561,803,1758,281,4778,2005,2773,2334,292,2141,1791,350
"737",2016-08-06,2016-08-01,2016-08-01,NA,NA,NA,538,353,185,1025,104,604,609,663,NA,597,3412,599,2813,1254,457,797,554,2056,734,1322,979,360,771,591,180
"738",2016-08-07,2016-08-01,2016-08-01,NA,NA,NA,1490,923,567,2428,266,1585,1317,1272,NA,1100,4946,2493,2453,4338,1751,2587,1123,3699,1479,2220,2875,511,1918,1570,348
"739",2016-08-08,2016-08-08,2016-08-01,NA,NA,NA,1638,1026,612,3999,335,1728,1691,1391,NA,1370,3171,1678,1493,2980,1003,1977,453,5260,2215,3045,2906,388,2947,2381,566
"740",2016-08-09,2016-08-08,2016-08-01,NA,NA,NA,831,547,284,2700,169,1049,1103,943,NA,944,2490,602,1888,1414,389,1025,407,3492,1493,1999,1578,378,1915,1519,396
"741",2016-08-10,2016-08-08,2016-08-01,NA,NA,NA,174,110,64,914,41,311,386,383,NA,374,1845,100,1745,309,59,250,428,1143,488,655,498,391,596,481,115
"742",2016-08-11,2016-08-08,2016-08-01,NA,NA,NA,1038,646,392,3101,223,1432,1209,1107,NA,1228,2657,1030,1627,1946,603,1343,314,4131,1705,2426,2042,381,2187,1729,458
"743",2016-08-12,2016-08-08,2016-08-01,NA,NA,NA,1082,729,353,2698,206,1327,1221,1158,NA,1180,2343,999,1344,2029,650,1379,333,4019,1739,2280,1996,292,1989,1618,371
"744",2016-08-13,2016-08-08,2016-08-01,NA,NA,NA,664,431,233,1233,132,811,711,793,NA,654,3757,927,2830,1656,644,1012,688,2197,830,1367,1287,360,1018,817,201
"745",2016-08-14,2016-08-08,2016-08-01,NA,NA,NA,1020,648,372,1555,222,1250,944,942,NA,781,3928,1560,2368,2838,1219,1619,1075,2447,886,1561,1803,512,1340,1091,249
"746",2016-08-15,2016-08-15,2016-08-01,NA,NA,NA,1148,748,400,2133,196,1000,1027,820,NA,957,3264,1759,1505,3108,1330,1778,462,2902,1054,1848,2001,387,1650,1399,251
"747",2016-08-16,2016-08-15,2016-08-01,NA,NA,NA,1001,619,382,2869,231,1196,1358,1071,NA,1053,2687,782,1905,1780,534,1246,449,3895,1638,2257,1894,379,2028,1621,407
"748",2016-08-17,2016-08-15,2016-08-01,NA,NA,NA,1194,758,436,3255,250,1346,1382,1156,NA,1334,2768,1049,1719,2027,645,1382,439,4505,1808,2697,2140,390,2244,1787,457
"749",2016-08-18,2016-08-15,2016-08-01,NA,NA,NA,1228,810,418,3248,240,1432,1442,1243,NA,1311,2669,1063,1606,2190,687,1503,339,4684,1949,2735,2117,381,2422,1970,452
"750",2016-08-19,2016-08-15,2016-08-01,NA,NA,NA,1227,770,457,3091,277,1448,1500,1337,NA,1315,2603,1272,1331,2404,772,1632,347,4577,2029,2548,2373,292,2338,1898,440
"751",2016-08-20,2016-08-15,2016-08-01,NA,NA,NA,1500,963,537,2344,262,1525,1405,1389,NA,1008,5489,2668,2821,4328,1532,2796,659,3919,1569,2350,2905,360,1840,1491,349
"752",2016-08-21,2016-08-15,2016-08-01,NA,NA,NA,732,474,258,1093,145,771,687,648,NA,450,3285,998,2287,1692,663,1029,1044,1520,616,904,1291,511,909,737,172
"753",2016-08-22,2016-08-22,2016-08-01,NA,NA,NA,521,322,199,1471,131,567,552,585,NA,626,1881,335,1546,823,268,555,472,2100,843,1257,868,389,1068,812,256
"754",2016-08-23,2016-08-22,2016-08-01,NA,NA,NA,1456,934,522,3866,275,1688,1699,1318,NA,1380,3224,1309,1915,2638,895,1743,448,5110,2157,2953,2450,379,2662,2140,522
"755",2016-08-24,2016-08-22,2016-08-01,NA,NA,NA,1385,940,445,3875,304,1689,1644,1300,NA,1468,2899,1222,1677,2741,900,1841,422,5098,2185,2913,2472,393,2710,2185,525
"756",2016-08-25,2016-08-22,2016-08-01,NA,NA,NA,1632,1041,591,4127,330,1833,1815,1522,NA,1571,3077,1499,1578,3050,991,2059,323,5606,2317,3289,2855,381,2962,2449,513
"757",2016-08-26,2016-08-22,2016-08-01,NA,NA,NA,1442,940,502,3629,297,1660,1819,1458,NA,1567,2833,1542,1291,3038,932,2106,334,5397,2318,3079,2723,292,2751,2223,528
"758",2016-08-27,2016-08-22,2016-08-01,NA,NA,NA,1519,978,541,2268,280,1413,1456,1424,NA,1030,5069,2242,2827,4163,1602,2561,653,3835,1544,2291,2850,360,1807,1505,302
"759",2016-08-28,2016-08-22,2016-08-01,NA,NA,NA,1613,1063,550,2461,272,1593,1403,1402,NA,951,4809,2472,2337,4231,1801,2430,1068,3699,1531,2168,2929,511,1890,1545,345
"760",2016-08-29,2016-08-29,2016-08-01,NA,NA,NA,1309,875,434,3551,298,1472,1614,1324,NA,1413,2768,1238,1530,2354,771,1583,468,5007,2127,2880,2328,389,2654,2134,520
"761",2016-08-30,2016-08-29,2016-08-01,NA,NA,NA,1451,956,495,3908,276,1642,1705,1403,NA,1675,3265,1351,1914,2613,858,1755,442,5390,2258,3132,2647,379,2805,2289,516
"762",2016-08-31,2016-08-29,2016-08-01,NA,NA,NA,1504,1007,497,4074,313,1701,1851,1507,NA,1570,3175,1499,1676,2589,814,1775,418,5631,2341,3290,2762,393,2770,2255,515
"763",2016-09-01,2016-08-29,2016-09-01,NA,NA,NA,1658,1105,553,3966,330,1774,1835,1533,NA,1559,3634,1541,2093,2736,911,1825,599,5470,2265,3205,2780,955,2813,2319,494
"764",2016-09-02,2016-08-29,2016-09-01,NA,NA,NA,1372,896,476,3571,276,1516,1567,1355,NA,1556,3020,1272,1748,2514,783,1731,371,5091,2165,2926,2367,829,2497,2046,451
"765",2016-09-03,2016-08-29,2016-09-01,NA,NA,NA,1567,1021,546,2527,263,1291,1388,1543,NA,1218,4886,2150,2736,3684,1505,2179,1025,3686,1443,2243,2473,840,1946,1603,343
"766",2016-09-04,2016-08-29,2016-09-01,NA,NA,NA,1345,857,488,2555,271,1336,1231,1117,NA,844,5190,2255,2935,3575,1660,1915,1108,2939,1231,1708,2585,843,1739,1463,276
"767",2016-09-05,2016-09-05,2016-09-01,NA,NA,NA,399,264,135,1494,85,473,602,624,NA,664,596,189,407,596,125,471,24,1893,816,1077,898,288,972,782,190
"768",2016-09-06,2016-09-05,2016-09-01,NA,NA,NA,1481,974,507,3839,321,1707,1518,1298,NA,1529,3084,1300,1784,2580,899,1681,421,5070,2121,2949,2441,923,2680,2189,491
"769",2016-09-07,2016-09-05,2016-09-01,NA,NA,NA,1624,1025,599,4255,290,1880,1692,1420,NA,1639,3629,1533,2096,2773,949,1824,459,5770,2359,3411,2693,931,2906,2376,530
"770",2016-09-08,2016-09-05,2016-09-01,NA,NA,NA,1579,1038,541,4082,301,1785,1742,1433,NA,1507,3437,1524,1913,2731,891,1840,470,5702,2370,3332,2726,896,3003,2421,582
"771",2016-09-09,2016-09-05,2016-09-01,NA,NA,NA,1574,1028,546,3780,278,1723,1709,1382,NA,1510,3321,1435,1886,2683,889,1794,434,5254,2248,3006,2529,913,2714,2233,481
"772",2016-09-10,2016-09-05,2016-09-01,NA,NA,NA,1588,990,598,2575,262,1483,1364,1349,NA,996,5298,2337,2961,4672,1629,3043,998,3739,1522,2217,2561,869,1874,1522,352
"773",2016-09-11,2016-09-05,2016-09-01,NA,NA,NA,1708,1102,606,2691,297,1475,1548,1314,NA,975,6387,2800,3587,4757,2096,2661,1385,3676,1484,2192,3045,1026,2172,1832,340
"774",2016-09-12,2016-09-12,2016-09-01,NA,NA,NA,1569,1063,506,4049,277,1709,1777,1329,NA,1291,3169,1377,1792,2473,780,1693,443,5107,2198,2909,2664,890,2842,2327,515
"775",2016-09-13,2016-09-12,2016-09-01,NA,NA,NA,1635,1050,585,4400,330,1795,1776,1431,NA,1358,3384,1440,1944,2740,914,1826,434,5886,2565,3321,2744,936,3138,2564,574
"776",2016-09-14,2016-09-12,2016-09-01,NA,NA,NA,1496,1012,484,4198,305,1780,1697,1351,NA,1264,3085,1313,1772,2608,829,1779,402,5503,2359,3144,2626,857,2961,2397,564
"777",2016-09-15,2016-09-12,2016-09-01,NA,NA,NA,1497,943,554,4027,287,1644,1658,1348,NA,1299,3210,1376,1834,2497,811,1686,389,5257,2214,3043,2579,841,2784,2252,532
"778",2016-09-16,2016-09-12,2016-09-01,NA,NA,NA,1491,985,506,3608,260,1553,1478,1255,NA,1319,3124,1370,1754,2377,782,1595,426,5115,2265,2850,2438,802,2556,2104,452
"779",2016-09-17,2016-09-12,2016-09-01,NA,NA,NA,1407,893,514,2231,246,1330,1213,1305,NA,835,4474,1979,2495,3125,1366,1759,1048,3351,1320,2031,2276,844,1633,1343,290
"780",2016-09-18,2016-09-12,2016-09-01,NA,NA,NA,1086,721,365,1583,177,1078,1032,910,NA,644,3299,1454,1845,2298,1014,1284,730,2361,941,1420,1890,687,1290,1110,180
"781",2016-09-19,2016-09-19,2016-09-01,NA,NA,NA,959,665,294,2982,182,1222,1265,1028,NA,911,1769,666,1103,1432,360,1072,188,3911,1707,2204,1724,571,2112,1731,381
"782",2016-09-20,2016-09-19,2016-09-01,NA,NA,NA,855,576,279,2899,170,1124,1084,953,NA,882,1558,612,946,1356,340,1016,156,3757,1624,2133,1539,543,1941,1588,353
"783",2016-09-21,2016-09-19,2016-09-01,NA,NA,NA,700,457,243,2665,136,1002,1002,837,NA,896,1467,602,865,1217,346,871,143,3284,1438,1846,1460,425,1819,1513,306
"784",2016-09-22,2016-09-19,2016-09-01,NA,NA,NA,715,472,243,2431,146,955,924,772,NA,911,1442,605,837,1129,312,817,140,3002,1284,1718,1334,451,1651,1346,305
"785",2016-09-23,2016-09-19,2016-09-01,NA,NA,NA,668,438,230,2352,148,952,923,897,NA,914,1295,521,774,1091,331,760,170,3004,1276,1728,1269,441,1576,1304,272
"786",2016-09-24,2016-09-19,2016-09-01,NA,NA,NA,820,547,273,1259,131,699,630,728,NA,761,2187,935,1252,1551,726,825,441,1926,780,1146,1180,458,1028,825,203
"787",2016-09-25,2016-09-19,2016-09-01,NA,NA,NA,1048,655,393,1672,214,1246,931,830,NA,857,3969,1602,2367,2696,1211,1485,890,2481,988,1493,2031,702,1481,1223,258
"788",2016-09-26,2016-09-26,2016-09-01,NA,NA,NA,741,492,249,2619,163,1008,1016,818,NA,897,1486,622,864,1235,332,903,157,3294,1367,1927,1417,504,1844,1512,332
"789",2016-09-27,2016-09-26,2016-09-01,NA,NA,NA,786,520,266,2958,182,1119,1062,911,NA,1041,1902,806,1096,1489,467,1022,197,3556,1546,2010,1640,573,2051,1667,384
"790",2016-09-28,2016-09-26,2016-09-01,NA,NA,NA,663,445,218,2414,144,953,854,792,NA,924,1333,585,748,1163,372,791,117,3145,1365,1780,1346,460,1702,1346,356
"791",2016-09-29,2016-09-26,2016-09-01,NA,NA,NA,902,624,278,2981,203,1127,1071,899,NA,1155,2124,953,1171,1649,573,1076,210,3848,1648,2200,1637,580,2090,1700,390
"792",2016-09-30,2016-09-26,2016-09-01,NA,NA,NA,912,578,334,2823,192,1157,1178,963,NA,1192,2000,842,1158,1542,453,1089,255,4056,1805,2251,1672,593,1999,1590,409
"793",2016-10-01,2016-09-26,2016-10-01,NA,NA,NA,685,445,240,1351,180,804,726,737,NA,670,2370,1086,1284,1408,571,837,375,2156,889,1267,1380,485,887,689,198
"794",2016-10-02,2016-09-26,2016-10-01,NA,NA,NA,1284,871,413,2020,214,1161,1180,1083,NA,873,4458,2008,2450,2854,1363,1491,1061,2880,1173,1707,2173,894,1803,1474,329
"795",2016-10-03,2016-10-03,2016-10-01,NA,NA,NA,301,178,123,1362,58,469,472,384,NA,519,529,193,336,449,93,356,28,1592,744,848,591,169,902,725,177
"796",2016-10-04,2016-10-03,2016-10-01,NA,NA,NA,400,267,133,1915,73,637,641,577,NA,719,734,253,481,707,211,496,89,2175,995,1180,815,241,1330,1018,312
"797",2016-10-05,2016-10-03,2016-10-01,NA,NA,NA,135,87,48,696,23,162,209,190,NA,225,186,42,144,173,34,139,3,699,309,390,245,67,421,325,96
"798",2016-10-06,2016-10-03,2016-10-01,NA,NA,NA,267,179,88,908,46,293,288,320,NA,418,435,143,292,354,92,262,24,1137,527,610,386,128,567,421,146
"799",2016-10-07,2016-10-03,2016-10-01,NA,NA,NA,336,211,125,1515,70,495,475,406,NA,507,610,216,394,540,136,404,35,1716,767,949,605,204,955,787,168
"800",2016-10-08,2016-10-03,2016-10-01,NA,NA,NA,212,139,73,528,39,200,250,273,NA,237,450,175,275,335,87,248,79,679,283,396,336,147,367,286,81
"801",2016-10-09,2016-10-03,2016-10-01,NA,NA,NA,208,129,79,491,36,251,214,209,NA,209,624,270,354,447,155,292,151,626,250,376,363,161,349,264,85
"802",2016-10-10,2016-10-10,2016-10-01,NA,NA,NA,238,156,82,1250,35,348,366,349,NA,419,420,164,256,381,102,279,26,1348,645,703,449,110,821,625,196
"803",2016-10-11,2016-10-10,2016-10-01,NA,NA,NA,214,153,61,1178,38,362,362,345,NA,413,395,133,262,371,93,278,20,1297,597,700,470,124,787,604,183
"804",2016-10-12,2016-10-10,2016-10-01,NA,NA,NA,164,114,50,888,41,271,285,241,NA,296,324,112,212,289,63,226,4,881,399,482,326,84,574,444,130
"805",2016-10-13,2016-10-10,2016-10-01,NA,NA,NA,398,253,145,1662,71,620,548,467,NA,602,872,329,543,671,187,484,77,2019,904,1115,729,244,1154,918,236
"806",2016-10-14,2016-10-10,2016-10-01,NA,NA,NA,412,274,138,1625,85,597,465,531,NA,614,949,391,558,714,235,479,105,1987,914,1073,761,256,1048,790,258
"807",2016-10-15,2016-10-10,2016-10-01,NA,NA,NA,200,129,71,420,35,187,226,238,NA,225,458,170,288,330,102,228,109,630,284,346,333,127,297,250,47
"808",2016-10-16,2016-10-10,2016-10-01,NA,NA,NA,237,152,85,375,25,198,180,209,NA,158,611,242,369,323,120,203,135,567,269,298,369,132,295,229,66
"809",2016-10-17,2016-10-17,2016-10-01,NA,NA,NA,376,254,122,1589,67,579,497,391,NA,537,793,254,539,658,188,470,62,1752,741,1011,776,215,1083,855,228
"810",2016-10-18,2016-10-17,2016-10-01,NA,NA,NA,329,230,99,1510,82,504,433,370,NA,517,628,211,417,558,138,420,24,1691,747,944,678,213,1041,820,221
"811",2016-10-19,2016-10-17,2016-10-01,NA,NA,NA,312,202,110,1381,77,505,426,383,NA,480,665,243,422,536,140,396,56,1604,691,913,635,191,926,758,168
"812",2016-10-20,2016-10-17,2016-10-01,NA,NA,NA,269,171,98,1298,66,422,361,354,NA,461,533,210,323,449,117,332,23,1409,620,789,584,173,853,675,178
"813",2016-10-21,2016-10-17,2016-10-01,NA,NA,NA,171,106,65,944,36,279,235,249,NA,279,316,92,224,288,74,214,9,940,423,517,373,105,566,457,109
"814",2016-10-22,2016-10-17,2016-10-01,NA,NA,NA,103,65,38,234,22,69,96,124,NA,118,191,80,111,111,34,77,19,329,153,176,158,63,140,105,35
"815",2016-10-23,2016-10-17,2016-10-01,NA,NA,NA,256,164,92,487,61,273,275,285,NA,216,1002,466,536,545,237,308,237,719,276,443,450,194,443,372,71
"816",2016-10-24,2016-10-24,2016-10-01,NA,NA,NA,284,180,104,1286,57,396,409,348,NA,426,580,194,386,441,108,333,23,1470,631,839,531,151,854,678,176
"817",2016-10-25,2016-10-24,2016-10-01,NA,NA,NA,191,120,71,1044,53,286,292,269,NA,342,330,103,227,322,74,248,13,1178,517,661,403,112,668,518,150
"818",2016-10-26,2016-10-24,2016-10-01,NA,NA,NA,351,223,128,1568,87,541,466,411,NA,540,799,282,517,649,209,440,66,1871,829,1042,620,238,934,743,191
"819",2016-10-27,2016-10-24,2016-10-01,NA,NA,NA,369,235,134,1522,85,493,480,449,NA,543,825,297,528,619,181,438,94,1769,776,993,704,226,983,781,202
"820",2016-10-28,2016-10-24,2016-10-01,NA,NA,NA,219,142,77,1130,50,343,367,332,NA,405,459,145,314,393,110,283,34,1322,590,732,522,150,735,583,152
"821",2016-10-29,2016-10-24,2016-10-01,NA,NA,NA,150,98,52,299,28,108,167,201,NA,126,320,109,211,227,76,151,67,477,191,286,247,90,206,165,41
"822",2016-10-30,2016-10-24,2016-10-01,NA,NA,NA,133,92,41,257,15,132,174,196,NA,97,435,169,266,252,100,152,108,388,148,240,328,83,174,142,32
"823",2016-10-31,2016-10-31,2016-10-01,NA,NA,NA,202,130,72,621,44,228,342,313,NA,306,482,181,301,362,123,239,54,906,389,517,453,130,419,322,97
"824",2016-11-01,2016-10-31,2016-11-01,NA,NA,NA,58,39,19,139,15,56,81,82,NA,42,243,91,152,121,45,76,40,181,84,97,177,48,135,103,32
"825",2016-11-02,2016-10-31,2016-11-01,NA,NA,NA,202,130,72,1005,42,309,327,294,NA,366,417,153,264,340,88,252,34,1182,534,648,149,143,677,527,150
"826",2016-11-03,2016-10-31,2016-11-01,NA,NA,NA,212,137,75,1024,32,298,272,256,NA,374,380,110,270,284,63,221,12,1136,539,597,606,104,678,533,145
"827",2016-11-04,2016-10-31,2016-11-01,NA,NA,NA,283,180,103,1252,49,392,394,351,NA,469,607,223,384,465,147,318,53,1310,561,749,570,195,752,584,168
"828",2016-11-05,2016-10-31,2016-11-01,NA,NA,NA,244,161,83,428,39,222,193,240,NA,200,570,215,355,331,111,220,151,665,306,359,273,168,339,263,76
"829",2016-11-06,2016-10-31,2016-11-01,NA,NA,NA,115,71,44,259,22,143,145,126,NA,102,452,187,265,299,102,197,111,454,185,269,384,86,220,167,53
"830",2016-11-07,2016-11-07,2016-11-01,NA,NA,NA,207,132,75,997,30,294,303,262,NA,363,424,149,275,332,92,240,27,1076,506,570,557,135,640,506,134
"831",2016-11-08,2016-11-07,2016-11-01,NA,NA,NA,253,161,92,1246,44,438,351,324,NA,441,660,229,431,508,143,365,53,1477,660,817,439,170,797,604,193
"832",2016-11-09,2016-11-07,2016-11-01,NA,NA,NA,128,87,41,876,46,235,219,196,NA,280,275,76,199,266,58,208,7,874,400,474,514,103,566,431,135
"833",2016-11-10,2016-11-07,2016-11-01,NA,NA,NA,215,130,85,1037,46,333,325,313,NA,398,490,175,315,391,112,279,37,1207,526,681,662,129,653,508,145
"834",2016-11-11,2016-11-07,2016-11-01,NA,NA,NA,44,29,15,192,15,80,79,86,NA,115,214,66,148,103,35,68,49,308,132,176,563,46,163,120,43
"835",2016-11-12,2016-11-07,2016-11-01,NA,NA,NA,125,80,45,278,20,119,151,176,NA,131,369,159,210,218,81,137,92,403,163,240,259,72,177,134,43
"836",2016-11-13,2016-11-07,2016-11-01,NA,NA,NA,110,68,42,211,15,86,117,126,NA,99,271,122,149,166,60,106,67,293,127,166,385,60,174,136,38
"837",2016-11-14,2016-11-14,2016-11-01,NA,NA,NA,226,158,68,1143,43,359,354,340,NA,392,491,179,312,489,139,350,48,1228,527,701,585,138,780,608,172
"838",2016-11-15,2016-11-14,2016-11-01,NA,NA,NA,224,151,73,1055,51,358,342,270,NA,349,449,149,300,396,88,308,35,1259,591,668,430,159,748,578,170
"839",2016-11-16,2016-11-14,2016-11-01,NA,NA,NA,152,90,62,885,30,252,206,237,NA,304,286,99,187,282,79,203,13,975,456,519,575,89,595,473,122
"840",2016-11-17,2016-11-14,2016-11-01,NA,NA,NA,199,117,82,1010,36,311,308,253,NA,353,411,122,289,358,97,261,22,1122,519,603,418,111,654,506,148
"841",2016-11-18,2016-11-14,2016-11-01,NA,NA,NA,236,169,67,1243,60,434,330,317,NA,421,647,235,412,530,138,392,46,1338,610,728,516,167,747,588,159
"842",2016-11-19,2016-11-14,2016-11-01,NA,NA,NA,120,87,33,272,28,79,120,125,NA,104,213,88,125,133,39,94,28,322,124,198,163,73,172,134,38
"843",2016-11-20,2016-11-14,2016-11-01,NA,NA,NA,306,214,92,509,56,327,240,213,NA,254,1100,537,563,569,233,336,193,653,261,392,540,192,378,301,77
"844",2016-11-21,2016-11-21,2016-11-01,NA,NA,NA,368,235,133,1495,67,451,398,315,NA,492,770,293,477,637,189,448,76,1617,713,904,658,241,938,743,195
"845",2016-11-22,2016-11-21,2016-11-01,NA,NA,NA,291,197,94,1454,71,479,419,328,NA,444,716,219,497,566,150,416,61,1502,664,838,625,188,926,742,184
"846",2016-11-23,2016-11-21,2016-11-01,NA,NA,NA,277,196,81,1426,78,402,362,302,NA,448,606,207,399,580,143,437,56,1406,646,760,587,196,882,716,166
"847",2016-11-24,2016-11-21,2016-11-01,NA,NA,NA,271,184,87,1202,49,368,361,294,NA,417,545,177,368,481,135,346,46,1320,591,729,528,162,791,638,153
"848",2016-11-25,2016-11-21,2016-11-01,NA,NA,NA,232,144,88,1030,43,303,309,279,NA,415,434,165,269,398,101,297,52,1198,542,656,468,129,639,509,130
"849",2016-11-26,2016-11-21,2016-11-01,NA,NA,NA,189,123,66,449,38,186,192,196,NA,199,658,326,332,408,166,242,161,603,256,347,389,125,301,239,62
"850",2016-11-27,2016-11-21,2016-11-01,NA,NA,NA,63,40,23,193,16,93,98,72,NA,88,191,86,105,148,56,92,42,272,120,152,148,41,163,137,26
"851",2016-11-28,2016-11-28,2016-11-01,NA,NA,NA,160,103,57,716,27,222,222,186,NA,266,234,86,148,231,45,186,18,828,377,451,306,82,462,363,99
"852",2016-11-29,2016-11-28,2016-11-01,NA,NA,NA,150,105,45,781,21,230,222,168,NA,278,245,89,156,232,59,173,15,926,423,503,299,80,466,367,99
"853",2016-11-30,2016-11-28,2016-11-01,NA,NA,NA,144,97,47,725,31,215,226,201,NA,244,233,67,166,230,44,186,15,795,361,434,292,81,452,348,104
"854",2016-12-01,2016-11-28,2016-12-01,NA,NA,NA,108,73,35,634,23,201,215,215,NA,207,224,74,150,195,47,148,17,743,326,417,274,86,422,348,74
"855",2016-12-02,2016-11-28,2016-12-01,NA,NA,NA,73,55,18,358,13,60,95,40,NA,124,53,14,39,49,6,43,2,317,108,209,130,44,122,94,28
"856",2016-12-03,2016-11-28,2016-12-01,NA,NA,NA,43,41,2,133,6,49,77,60,NA,77,110,18,92,79,27,52,24,243,108,135,88,24,51,46,5
