Data;Al. USA - po³udnie;Al. USA - pó³noc;Banacha;Bazyliañska;Belwederska;Dworzec Wilenski (al. Solidarnoœci);Dworzec Wileñski Nowy( Targowa);Marsza³kowska;Most Gdanski - œcie¿ka rowerowa;Most Gdañski - ci¹g pieszo-rowerowy;NSR - Solec - ci¹g pieszo-rowerowy;NSR-Solec - œcie¿ka rowerowa;Praska sciezka rekreacyjna;Wybrze¿e Helskie;Wysockiego;Œwiêtokrzyska - Emilii Plater, p³d;Œwiêtokrzyska - Emilii Plater, p³n;¯wirki i Wigury/Trojdena;¯wirki i Wigury/Trojdena
2015-11-01;;;584;46;;246;298;168;703;547;273;404;706;775;74;493;298;;
2015-11-02;;;1537;63;;532;436;346;503;242;233;386;232;857;148;997;857;;
2015-11-03;;;1776;53;;521;454;444;575;287;424;277;211;881;129;1060;818;;
2015-11-04;;;1562;49;;490;415;454;500;289;408;233;182;756;117;984;836;;
2015-11-05;;;1402;60;;442;379;421;388;179;287;236;97;674;89;893;712;;
2015-11-06;;;1207;72;;377;312;348;360;149;263;201;108;578;94;805;621;;
2015-11-07;;;401;24;;166;166;159;181;104;92;137;230;288;36;352;234;;
2015-11-08;;;467;33;;213;236;172;364;294;212;185;532;420;47;375;268;;
2015-11-09;;;1129;63;;348;290;338;298;130;160;196;58;512;77;710;574;;
2015-11-10;;;903;25;;280;236;293;178;59;93;141;47;331;48;596;436;;
2015-11-11;;;498;24;;176;190;230;403;321;179;176;435;414;49;511;283;;
2015-11-12;;;1149;59;;374;353;420;369;147;197;223;118;574;66;809;596;;
2015-11-13;;;1255;71;;416;341;404;454;224;194;313;156;571;86;838;672;;
2015-11-14;;;392;22;;195;214;140;225;132;82;163;280;305;45;331;214;;
2015-11-15;;;245;17;;121;104;80;201;116;53;118;281;222;22;169;137;;
2015-11-16;;;1281;67;;451;337;345;422;203;183;325;111;645;98;797;628;;
2015-11-17;;;1050;42;;338;256;292;263;82;104;189;78;428;60;591;520;;
2015-11-18;;;742;17;;209;166;209;153;46;63;128;56;250;28;438;358;;
2015-11-19;;;1050;26;;325;266;301;281;110;110;199;133;376;51;636;445;;
2015-11-20;;;973;41;;327;285;344;315;146;123;222;90;424;68;614;520;;
2015-11-21;;;371;28;;161;163;132;234;119;76;136;253;229;38;285;203;;
2015-11-22;;;389;33;;177;180;116;306;222;131;203;393;299;38;256;177;;
2015-11-23;;;1160;53;;391;291;311;312;169;147;258;128;503;72;711;576;;
2015-11-24;;;1113;39;;363;242;290;289;116;147;250;101;460;61;650;513;;
2015-11-25;;;1051;35;;348;234;265;305;146;116;237;129;447;55;674;493;;
2015-11-26;;;998;38;;318;253;273;256;126;134;203;117;398;58;638;437;;
2015-11-27;;;863;47;;281;256;281;248;88;123;195;116;379;60;530;456;;
2015-11-28;;;319;12;;122;135;105;146;106;52;106;242;210;24;261;147;;
2015-11-29;;;300;19;;150;153;95;226;199;118;147;417;268;33;205;174;;
2015-11-30;;;813;36;;251;203;245;209;87;96;155;73;315;48;536;394;;
2015-12-01;;;646;23;;226;145;191;164;53;71;139;79;284;37;388;324;;
2015-12-02;;;890;29;;304;236;251;243;133;139;184;84;372;58;547;438;;
2015-12-03;;;945;39;;329;270;311;314;157;152;203;133;435;66;618;465;;
2015-12-04;;;937;42;;359;297;288;341;178;160;187;148;428;58;617;487;;
2015-12-05;;;496;42;;227;243;196;352;299;195;224;520;423;68;377;263;;
2015-12-06;;;509;32;;218;239;180;566;394;242;240;748;472;52;350;252;;
2015-12-07;;;982;52;;368;291;345;348;166;222;180;141;449;68;643;511;;
2015-12-08;;;964;50;;326;265;317;281;97;243;101;108;434;74;601;478;;
2015-12-09;;;945;44;;325;219;296;315;117;232;88;102;387;47;604;443;;
2015-12-10;;;955;52;281;338;267;328;322;204;276;93;148;417;69;676;471;;
2015-12-11;;;846;47;227;289;236;309;255;121;233;80;133;355;63;561;398;;
2015-12-12;;;307;20;143;158;142;167;134;93;90;59;211;198;28;244;141;;
2015-12-13;;;107;6;39;41;54;50;42;22;25;22;114;81;9;114;59;;
2015-12-14;;;856;33;204;276;214;301;267;112;223;82;120;348;48;551;392;;
2015-12-15;;;765;25;223;261;223;267;204;78;186;74;102;318;39;474;370;;
2015-12-16;;;813;31;228;303;235;281;261;97;243;73;100;345;56;511;395;;
2015-12-17;;;767;36;217;257;206;272;234;102;213;48;97;302;47;467;342;;
2015-12-18;36;14;733;26;208;273;224;259;256;107;197;66;121;324;50;451;414;;
2015-12-19;52;18;425;33;283;212;196;175;287;217;167;133;288;293;41;362;269;;
2015-12-20;40;31;456;43;263;206;186;161;456;315;253;206;559;438;79;356;205;;
2015-12-21;33;12;710;33;234;305;241;271;209;104;197;72;83;324;39;524;411;;
2015-12-22;55;10;721;33;201;293;218;325;223;118;173;68;110;328;37;549;387;;
2015-12-23;59;24;601;38;231;287;222;302;288;167;187;105;152;377;55;538;407;;
2015-12-24;31;12;184;14;111;150;133;107;140;107;114;44;185;192;32;161;113;;
2015-12-25;26;16;164;7;144;72;66;58;202;164;121;75;273;165;22;122;84;;
2015-12-26;40;9;129;13;118;86;85;56;178;129;97;72;248;155;19;123;71;;
2015-12-27;67;29;287;37;209;168;131;118;409;330;237;152;478;384;46;260;142;;
2015-12-28;53;15;561;36;209;282;203;236;260;145;177;80;141;320;40;427;306;;
2015-12-29;52;23;448;20;164;223;164;202;210;82;148;56;193;308;45;391;301;;
2015-12-30;27;17;356;22;157;188;195;178;183;74;110;62;133;223;37;296;260;;
2015-12-31;23;8;244;18;120;160;114;113;139;63;75;46;283;169;27;204;113;;
2016-01-01;18;6;93;8;68;42;43;42;93;36;45;31;339;97;9;79;48;;
2016-01-02;18;4;89;5;31;44;42;36;55;15;19;25;201;65;10;75;50;;
2016-01-03;6;3;63;5;20;;31;23;48;11;13;17;222;45;6;46;21;;
2016-01-04;12;4;269;16;75;111;86;242;80;18;70;36;48;114;11;188;142;;
2016-01-05;18;6;263;8;83;122;83;115;94;26;68;39;81;113;22;216;165;;
2016-01-06;12;2;59;4;22;32;34;27;37;21;17;26;329;51;3;61;42;;
2016-01-07;19;3;400;12;104;110;66;141;93;33;79;52;77;154;14;274;182;;
2016-01-08;16;7;384;10;107;118;61;114;94;38;70;31;84;140;15;248;156;;
2016-01-09;7;4;122;6;41;57;59;63;56;26;24;24;171;68;9;124;84;;
2016-01-10;4;3;85;5;33;43;34;47;85;44;25;19;294;94;6;118;73;;
2016-01-11;6;2;371;15;114;119;87;118;96;17;49;45;35;151;28;262;179;;
2016-01-12;23;5;478;20;155;147;124;150;125;23;55;83;54;172;30;312;232;;
2016-01-13;24;8;444;22;125;142;117;157;112;21;56;67;59;168;27;287;230;;
2016-01-14;18;4;432;7;130;140;94;164;89;24;45;54;72;158;29;214;166;;
2016-01-15;10;7;410;14;114;155;105;132;90;46;85;48;73;135;29;268;167;;
2016-01-16;0;1;41;4;4;50;20;54;12;17;10;4;477;59;0;56;6;;
2016-01-17;0;0;40;1;3;50;12;19;11;13;12;2;561;46;0;49;1;;
2016-01-18;7;0;304;4;22;98;39;103;27;12;35;17;104;133;9;175;27;;
2016-01-19;17;0;335;0;67;96;36;112;27;21;29;38;167;122;12;195;49;;
2016-01-20;18;0;311;2;66;128;35;113;22;17;19;59;83;133;15;155;60;;
2016-01-21;10;0;337;1;76;113;26;122;15;9;23;49;120;124;19;238;147;;
2016-01-22;7;0;285;0;77;102;25;124;34;9;19;55;155;100;15;165;135;;
2016-01-23;2;0;115;0;36;60;12;42;17;22;18;29;563;69;5;72;31;;
2016-01-24;3;0;63;0;31;29;12;21;19;16;8;17;583;59;6;56;23;;
2016-01-25;15;0;286;0;82;110;47;130;59;7;19;58;42;100;16;215;169;;
2016-01-26;19;2;359;16;101;125;95;158;85;16;30;61;21;137;23;225;184;;
2016-01-27;33;9;472;14;148;144;116;173;148;68;78;65;46;182;25;309;221;;
2016-01-28;30;15;505;24;173;221;161;207;195;67;90;78;101;229;35;342;262;;
2016-01-29;33;8;533;27;214;216;183;228;258;105;137;105;160;302;53;366;336;;
2016-01-30;64;34;358;29;184;166;157;140;372;246;225;151;488;346;59;312;172;;
2016-01-31;27;5;150;14;77;94;74;65;148;84;62;68;283;130;18;124;85;;
2016-02-01;21;11;390;19;135;125;132;194;139;73;99;69;107;190;38;289;208;;
2016-02-02;26;9;436;22;148;146;164;181;130;67;105;68;92;179;38;304;245;;
2016-02-03;35;20;529;30;199;195;135;212;211;107;122;107;140;250;42;368;274;;
2016-02-04;22;7;456;27;155;158;126;189;130;70;81;56;123;177;34;302;242;;
2016-02-05;26;8;448;30;182;144;131;156;165;72;123;89;153;200;32;292;223;;
2016-02-06;25;19;218;25;141;138;151;89;192;156;130;88;353;217;39;200;130;;
2016-02-07;91;36;438;30;288;194;190;105;560;424;282;229;1048;446;74;299;186;;
2016-02-08;48;19;610;30;282;253;190;217;263;104;180;138;189;316;73;428;332;;
2016-02-09;37;28;708;30;308;259;87;259;262;145;184;161;184;341;84;463;370;;
2016-02-10;18;2;344;10;124;118;0;121;76;30;52;41;65;140;32;214;173;;
2016-02-11;25;6;291;14;113;112;0;145;84;36;58;42;84;122;25;225;166;;
2016-02-12;32;6;459;21;206;214;0;196;197;123;112;102;159;224;40;360;269;;
2016-02-13;54;18;277;27;152;155;;107;244;177;110;120;444;249;49;208;137;;
2016-02-14;76;37;357;51;249;183;;140;525;346;223;242;823;442;78;333;173;;
2016-02-15;60;24;604;42;224;238;;254;223;141;155;146;119;329;69;403;332;;
2016-02-16;73;15;672;32;258;251;;254;225;111;142;127;137;302;56;454;354;;
2016-02-17;69;21;651;32;286;217;;260;213;122;156;133;181;319;66;444;375;;
2016-02-18;67;22;642;40;304;263;;225;235;109;155;135;171;341;59;428;350;;
2016-02-19;24;7;315;14;109;123;;141;64;26;50;44;40;118;24;217;181;;
2016-02-20;24;18;176;19;142;105;;83;142;93;77;65;342;181;42;165;111;;
2016-02-21;30;9;180;11;110;99;;65;175;106;72;68;387;154;23;128;78;;
2016-02-22;35;3;409;9;144;149;;158;125;58;61;70;70;166;17;251;193;;
2016-02-23;59;26;670;24;264;240;;233;215;112;147;124;146;280;53;455;310;;
2016-02-24;66;27;624;22;234;217;;240;215;131;155;108;163;273;48;445;330;;
2016-02-25;30;37;687;27;247;234;;280;249;152;161;120;197;343;58;463;363;;
2016-02-26;25;22;557;11;222;221;;228;187;82;124;106;115;268;48;342;286;;
2016-02-27;38;18;261;29;188;161;;152;271;169;129;132;463;271;48;274;185;;
2016-02-28;75;21;327;34;165;159;;101;335;266;192;180;710;363;74;218;128;;
2016-02-29;37;30;590;27;160;214;0;208;162;92;108;93;97;251;49;362;273;;
2016-03-01;19;8;415;12;115;111;0;125;68;25;43;54;70;108;21;208;167;;
2016-03-02;28;20;535;23;188;142;0;203;152;64;88;90;127;200;45;318;285;;
2016-03-03;68;45;915;37;364;272;0;299;275;169;185;139;224;379;80;511;376;;
2016-03-04;58;27;775;41;260;226;0;303;222;125;180;107;116;330;54;438;370;;
2016-03-05;51;29;372;30;202;190;0;170;283;185;154;138;451;335;58;307;220;;
2016-03-06;41;12;283;15;135;154;0;142;247;130;90;96;368;271;42;232;163;;
2016-03-07;118;41;980;45;354;304;0;352;283;185;218;172;222;442;69;590;446;;
2016-03-08;71;34;973;41;343;300;0;332;297;163;197;174;205;445;67;584;470;;
2016-03-09;82;51;1110;55;390;315;0;411;361;216;250;197;223;485;83;676;534;;
2016-03-10;72;38;1022;35;374;304;0;362;277;147;172;174;195;458;57;641;476;;
2016-03-11;54;27;739;31;268;218;160;282;197;107;127;122;138;302;60;426;388;;
2016-03-12;61;44;411;33;336;226;218;204;279;207;190;183;493;347;67;344;258;;
2016-03-13;138;115;768;41;437;326;352;278;827;503;490;375;1499;744;80;551;349;;
2016-03-14;82;35;1038;34;342;323;243;342;296;135;201;159;209;429;63;591;463;;
2016-03-15;55;35;738;31;299;211;247;274;189;86;117;103;143;295;39;477;344;;
2016-03-16;87;61;1217;65;521;387;337;465;446;267;306;256;393;565;79;877;632;;
2016-03-17;85;45;1274;60;548;360;354;482;397;249;292;254;278;556;79;824;581;;
2016-03-18;67;49;984;29;348;290;259;398;311;153;197;148;187;407;52;618;499;;
2016-03-19;62;34;391;21;182;194;253;213;228;131;168;178;527;301;44;309;198;;
2016-03-20;49;38;366;26;185;192;200;182;299;202;154;166;610;321;45;301;201;;
2016-03-21;58;58;1217;54;440;367;301;425;384;222;242;194;323;513;83;790;611;;
2016-03-22;122;50;945;28;346;274;238;344;224;105;152;121;164;412;48;569;495;;
2016-03-23;178;78;1343;56;579;430;350;507;442;283;287;248;464;673;94;949;704;;
2016-03-24;190;110;1172;64;456;409;415;461;438;292;301;265;362;620;98;860;631;;
2016-03-25;186;84;805;51;332;382;363;374;361;237;202;211;307;474;77;660;469;;
2016-03-26;38;29;167;16;127;88;110;80;117;93;49;85;182;158;30;165;102;;
2016-03-27;148;117;395;63;376;242;226;229;589;491;374;324;908;552;96;399;231;;
2016-03-28;374;312;1064;117;699;512;456;350;1528;1079;819;632;1775;1248;201;811;424;;
2016-03-29;170;79;1003;66;341;374;318;367;364;195;222;219;220;541;91;671;526;;
2016-03-30;235;140;1508;59;642;521;444;571;507;308;378;251;338;722;112;980;778;;
2016-03-31;253;142;1626;99;661;591;545;620;645;397;407;367;430;898;118;1118;810;;
2016-04-01;179;106;991;39;329;353;334;386;405;238;244;230;277;488;74;691;509;;
2016-04-02;587;379;1748;133;1100;881;746;666;1815;1507;1160;1090;1985;1571;250;1386;847;;
2016-04-03;848;581;2483;210;1683;1083;889;784;2660;1999;1352;1624;2839;2368;352;1673;1039;;
2016-04-04;570;447;2833;198;1312;1197;1032;1020;1448;923;803;909;1043;1904;280;1965;1323;;
2016-04-05;740;514;3639;242;1554;1331;1118;1114;1882;1432;1041;1299;1365;2257;363;2385;1664;;
2016-04-06;365;260;2561;136;1070;947;720;883;884;500;494;629;457;1310;194;1638;1312;;
2016-04-07;523;347;2753;157;1245;1058;902;955;1309;818;626;936;726;1668;251;2067;1438;;
2016-04-08;260;195;1822;94;750;723;628;741;607;363;303;426;349;970;137;1369;1039;;
2016-04-09;244;225;968;85;575;449;490;431;599;388;321;420;744;730;115;844;546;;
2016-04-10;189;162;528;55;328;328;261;275;434;283;226;222;602;490;78;495;287;;
2016-04-11;400;261;2561;118;963;856;746;853;945;523;458;668;515;1260;190;1637;1219;;
2016-04-12;366;276;2106;127;872;771;677;723;870;537;500;546;528;1127;172;1526;1039;;
2016-04-13;530;320;2900;166;1212;1006;829;971;1201;870;708;873;788;1606;251;2004;1373;;
2016-04-14;452;289;2651;146;1057;912;837;884;950;604;475;760;512;1413;200;1816;1238;;
2016-04-15;518;354;2777;164;1248;1040;920;991;1157;830;655;902;791;1546;240;1923;1498;;
2016-04-16;574;468;1901;238;1217;929;976;681;1953;1569;1169;1208;1933;2079;295;1557;1038;;
2016-04-17;1142;733;2800;262;1530;1447;1087;944;3259;2522;1891;1988;3287;2941;439;1977;1386;;
2016-04-18;432;345;2818;185;1195;1072;894;981;1073;707;580;814;559;1554;248;1902;1459;;
2016-04-19;296;190;2271;127;843;811;648;784;719;348;354;532;319;1088;136;1464;1116;;
2016-04-20;316;220;1997;82;757;711;606;732;622;339;290;480;385;1006;126;1442;1062;;
2016-04-21;520;298;2866;38;1206;1073;969;1046;1181;828;741;912;706;1675;238;2018;1439;;
2016-04-22;356;250;2217;0;910;838;818;901;754;480;463;679;584;1250;161;1567;1256;;
2016-04-23;623;362;1681;0;1075;898;856;697;1567;1283;923;1025;1427;1603;255;1475;914;;
2016-04-24;372;263;1252;0;687;589;518;451;836;578;453;594;981;929;121;889;516;;
2016-04-25;370;216;2267;0;814;746;609;802;747;429;343;496;374;1081;171;1504;1133;;
2016-04-26;559;357;2943;0;1228;1159;923;1075;1186;850;632;870;733;1644;4;2021;1424;;
2016-04-27;148;82;1289;0;399;411;349;456;281;147;174;213;128;549;0;843;647;;
2016-04-28;385;230;2223;0;897;768;683;868;763;518;419;597;468;1097;0;1556;1104;;
