"Czas","Data","Godzina","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch.","Jaki_dzien"
2017-06-05 04:00:00,2017-06-05,4,2,1,1,2,1,0,2,3,1,NA,NA,0,NA,NA,3,1,5,0,5,5,3,1,0,1,"roboczy"
2017-06-05 05:00:00,2017-06-05,5,4,4,0,12,3,3,18,25,14,13,0,13,11,0,11,2,29,15,14,28,12,14,3,11,"roboczy"
2017-06-05 06:00:00,2017-06-05,6,35,25,10,124,17,26,78,45,25,42,0,42,47,0,47,2,107,45,62,98,24,79,17,62,"roboczy"
2017-06-05 07:00:00,2017-06-05,7,95,66,29,382,22,110,170,100,96,90,0,90,108,0,108,7,361,159,202,191,45,287,59,228,"roboczy"
2017-06-05 08:00:00,2017-06-05,8,129,86,43,524,11,170,167,91,146,100,0,100,131,0,131,13,577,241,336,202,32,357,70,287,"roboczy"
2017-06-05 09:00:00,2017-06-05,9,89,60,29,341,6,109,98,66,107,66,0,66,80,0,80,12,421,197,224,137,17,241,53,188,"roboczy"
2017-06-05 10:00:00,2017-06-05,10,52,36,16,189,9,76,50,62,61,44,0,44,62,0,62,17,252,110,142,69,25,117,41,76,"roboczy"
2017-06-05 11:00:00,2017-06-05,11,55,33,22,172,6,51,64,59,71,35,0,35,39,22,17,21,260,122,138,72,24,111,41,70,"roboczy"
2017-06-05 12:00:00,2017-06-05,12,53,30,23,171,13,52,70,60,89,81,34,47,112,56,56,24,239,117,122,94,30,97,36,61,"roboczy"
2017-06-05 13:00:00,2017-06-05,13,65,41,24,175,7,67,58,68,82,113,57,56,96,30,66,30,276,127,149,103,34,137,46,91,"roboczy"
2017-06-05 14:00:00,2017-06-05,14,73,44,29,182,19,90,96,97,95,152,66,86,114,53,61,24,252,129,123,105,37,135,54,81,"roboczy"
2017-06-05 15:00:00,2017-06-05,15,99,66,33,309,18,99,103,130,127,213,91,122,181,54,127,33,375,192,183,185,63,213,44,169,"roboczy"
2017-06-05 16:00:00,2017-06-05,16,145,104,41,501,23,235,171,177,176,263,111,152,258,58,200,30,635,283,352,290,74,341,63,278,"roboczy"
2017-06-05 17:00:00,2017-06-05,17,226,145,81,586,25,262,234,162,169,335,158,177,343,67,276,68,740,351,389,295,70,373,73,300,"roboczy"
2017-06-05 18:00:00,2017-06-05,18,211,155,56,401,23,239,160,126,181,370,187,183,341,104,237,87,555,246,309,277,78,348,69,279,"roboczy"
2017-06-05 19:00:00,2017-06-05,19,183,120,63,302,26,155,159,129,106,395,200,195,283,111,172,101,396,212,184,250,120,261,60,201,"roboczy"
2017-06-05 20:00:00,2017-06-05,20,177,116,61,255,21,129,118,81,89,338,146,192,292,108,184,70,332,179,153,208,88,219,32,187,"roboczy"
2017-06-05 21:00:00,2017-06-05,21,101,63,38,140,18,87,83,70,79,186,67,119,210,70,140,27,272,148,124,140,55,124,16,108,"roboczy"
2017-06-05 22:00:00,2017-06-05,22,56,35,21,101,10,52,39,50,36,77,23,54,112,30,82,4,133,73,60,86,26,71,12,59,"roboczy"
2017-06-05 23:00:00,2017-06-05,23,21,12,9,50,2,43,32,42,31,38,16,22,53,14,39,0,85,56,29,27,8,29,4,25,"roboczy"
2017-06-06 00:00:00,2017-06-06,0,13,9,4,16,1,5,12,7,9,6,0,6,18,9,9,0,37,20,17,17,4,8,2,6,"roboczy"
2017-06-06 01:00:00,2017-06-06,1,1,1,0,2,1,3,7,4,6,1,1,0,8,2,6,0,13,7,6,6,2,5,2,3,"roboczy"
2017-06-06 02:00:00,2017-06-06,2,1,0,1,3,0,1,4,4,4,1,1,0,11,5,6,0,6,4,2,1,0,2,0,2,"roboczy"
2017-06-06 03:00:00,2017-06-06,3,4,2,2,3,2,1,4,3,5,0,0,0,2,0,2,0,4,2,2,5,2,0,0,0,"roboczy"
2017-06-06 04:00:00,2017-06-06,4,4,2,2,3,0,2,13,2,1,4,2,2,4,1,3,1,12,7,5,4,2,5,0,5,"roboczy"
2017-06-06 05:00:00,2017-06-06,5,11,10,1,26,6,10,39,23,9,16,3,13,22,4,18,1,29,12,17,41,20,21,4,17,"roboczy"
2017-06-06 06:00:00,2017-06-06,6,42,31,11,159,17,45,114,59,47,101,38,63,99,17,82,5,139,65,74,133,37,117,26,91,"roboczy"
2017-06-06 07:00:00,2017-06-06,7,119,85,34,453,30,113,194,141,96,169,77,92,186,49,137,11,441,204,237,264,67,333,65,268,"roboczy"
2017-06-06 08:00:00,2017-06-06,8,133,91,42,570,20,198,183,118,164,245,95,150,196,56,140,19,663,316,347,238,40,414,90,324,"roboczy"
2017-06-06 09:00:00,2017-06-06,9,71,40,31,325,8,134,92,83,119,150,60,90,138,45,93,19,461,215,246,164,28,220,42,178,"roboczy"
2017-06-06 10:00:00,2017-06-06,10,62,44,18,189,11,68,61,63,72,109,46,63,73,18,55,12,278,122,156,83,25,134,44,90,"roboczy"
2017-06-06 11:00:00,2017-06-06,11,59,41,18,192,9,66,53,58,75,95,36,59,79,23,56,10,255,109,146,72,28,119,34,85,"roboczy"
2017-06-06 12:00:00,2017-06-06,12,43,25,18,132,11,49,59,55,85,115,52,63,82,27,55,26,258,126,132,92,27,105,28,77,"roboczy"
2017-06-06 13:00:00,2017-06-06,13,46,26,20,138,10,56,65,61,94,108,61,47,93,30,63,14,249,122,127,90,35,117,36,81,"roboczy"
2017-06-06 14:00:00,2017-06-06,14,64,39,25,202,13,90,75,75,88,105,43,62,112,29,83,16,301,156,145,127,45,133,40,93,"roboczy"
2017-06-06 15:00:00,2017-06-06,15,106,69,37,336,21,121,125,118,110,141,50,91,156,38,118,26,372,182,190,180,43,258,48,210,"roboczy"
2017-06-06 16:00:00,2017-06-06,16,94,77,17,378,7,145,149,86,88,167,54,113,153,24,129,13,404,184,220,169,53,239,44,195,"roboczy"
2017-06-06 17:00:00,2017-06-06,17,93,69,24,435,5,194,124,78,110,140,59,81,161,35,126,7,522,247,275,186,48,303,55,248,"roboczy"
2017-06-06 18:00:00,2017-06-06,18,85,53,32,268,9,124,100,86,101,111,50,61,84,13,71,16,333,161,172,153,37,194,36,158,"roboczy"
2017-06-06 19:00:00,2017-06-06,19,55,30,25,146,8,71,68,58,68,97,34,63,65,18,47,9,223,116,107,93,38,110,25,85,"roboczy"
2017-06-06 20:00:00,2017-06-06,20,40,29,11,108,6,53,70,68,36,68,31,37,67,16,51,14,173,98,75,94,34,80,17,63,"roboczy"
2017-06-06 21:00:00,2017-06-06,21,40,27,13,74,7,47,41,26,30,45,22,23,46,9,37,3,131,74,57,51,20,48,5,43,"roboczy"
2017-06-06 22:00:00,2017-06-06,22,19,12,7,49,5,21,30,25,27,23,8,15,37,12,25,0,96,52,44,38,16,26,1,25,"roboczy"
2017-06-06 23:00:00,2017-06-06,23,8,5,3,28,2,15,15,13,17,20,11,9,19,7,12,0,40,25,15,19,4,22,8,14,"roboczy"
2017-06-07 00:00:00,2017-06-07,0,8,2,6,13,1,7,5,4,7,2,2,0,10,4,6,0,23,12,11,4,5,6,2,4,"roboczy"
2017-06-07 01:00:00,2017-06-07,1,2,0,2,4,0,1,2,3,5,1,0,1,6,2,4,5,27,17,10,7,0,6,2,4,"roboczy"
2017-06-07 02:00:00,2017-06-07,2,0,0,0,5,1,1,3,1,2,1,0,1,1,0,1,0,6,4,2,0,1,3,0,3,"roboczy"
2017-06-07 03:00:00,2017-06-07,3,0,0,0,0,1,1,4,4,3,0,0,0,1,1,0,0,3,1,2,2,2,0,0,0,"roboczy"
2017-06-07 04:00:00,2017-06-07,4,3,2,1,6,0,0,6,7,3,3,1,2,2,0,2,0,13,5,8,3,4,3,0,3,"roboczy"
2017-06-07 05:00:00,2017-06-07,5,4,4,0,7,3,3,8,10,7,7,3,4,8,1,7,0,9,2,7,22,4,10,4,6,"roboczy"
2017-06-07 06:00:00,2017-06-07,6,16,13,3,70,2,12,33,20,14,31,12,19,32,5,27,0,43,18,25,40,13,52,17,35,"roboczy"
2017-06-07 07:00:00,2017-06-07,7,52,33,19,245,11,60,92,57,53,68,28,40,70,17,53,4,226,97,129,108,20,189,47,142,"roboczy"
2017-06-07 08:00:00,2017-06-07,8,71,50,21,435,14,127,125,100,119,115,52,63,126,31,95,8,503,233,270,178,26,337,75,262,"roboczy"
2017-06-07 09:00:00,2017-06-07,9,44,24,20,298,6,107,73,59,107,108,51,57,93,35,58,14,386,185,201,132,19,185,41,144,"roboczy"
2017-06-07 10:00:00,2017-06-07,10,45,29,16,167,5,49,73,62,60,82,30,52,52,11,41,3,211,98,113,74,19,93,20,73,"roboczy"
2017-06-07 11:00:00,2017-06-07,11,44,22,22,137,9,41,65,47,51,52,29,23,46,17,29,10,187,83,104,54,26,93,34,59,"roboczy"
2017-06-07 12:00:00,2017-06-07,12,42,21,21,124,20,52,44,61,69,76,32,44,53,16,37,13,202,95,107,64,34,86,24,62,"roboczy"
2017-06-07 13:00:00,2017-06-07,13,42,26,16,141,10,51,64,46,92,89,38,51,82,36,46,14,231,106,125,73,29,109,33,76,"roboczy"
2017-06-07 14:00:00,2017-06-07,14,46,25,21,140,11,75,72,66,89,116,58,58,83,34,49,12,283,133,150,86,31,120,34,86,"roboczy"
2017-06-07 15:00:00,2017-06-07,15,48,27,21,207,18,85,105,90,112,154,63,91,143,34,109,26,304,143,161,154,31,183,38,145,"roboczy"
2017-06-07 16:00:00,2017-06-07,16,116,78,38,416,26,194,134,134,132,225,100,125,173,43,130,35,549,263,286,245,57,290,45,245,"roboczy"
2017-06-07 17:00:00,2017-06-07,17,161,102,59,447,24,226,197,178,157,334,129,205,260,72,188,65,639,290,349,287,101,373,47,326,"roboczy"
2017-06-07 18:00:00,2017-06-07,18,206,128,78,361,31,194,161,142,117,419,168,251,358,107,251,107,498,237,261,303,89,308,57,251,"roboczy"
2017-06-07 19:00:00,2017-06-07,19,198,132,66,298,31,138,116,134,109,456,199,257,387,100,287,95,400,195,205,257,102,287,46,241,"roboczy"
2017-06-07 20:00:00,2017-06-07,20,163,91,72,229,20,133,116,104,101,455,202,253,337,86,251,87,362,193,169,210,68,182,36,146,"roboczy"
2017-06-07 21:00:00,2017-06-07,21,110,71,39,163,12,69,82,80,81,189,84,105,283,89,194,30,300,182,118,123,48,99,12,87,"roboczy"
2017-06-07 22:00:00,2017-06-07,22,75,47,28,79,7,65,55,39,58,112,45,67,161,42,119,5,167,110,57,91,30,67,6,61,"roboczy"
2017-06-07 23:00:00,2017-06-07,23,31,18,13,38,1,34,18,28,20,29,11,18,81,38,43,2,115,71,44,34,9,24,2,22,"roboczy"
2017-06-08 00:00:00,2017-06-08,0,9,4,5,25,1,20,14,9,21,23,11,12,37,13,24,0,78,41,37,15,4,9,0,9,"roboczy"
2017-06-08 01:00:00,2017-06-08,1,5,2,3,10,0,4,12,10,9,8,1,7,9,5,4,0,26,10,16,8,0,2,0,2,"roboczy"
2017-06-08 02:00:00,2017-06-08,2,0,0,0,4,0,1,1,1,6,0,0,0,3,2,1,0,18,15,3,6,0,5,1,4,"roboczy"
2017-06-08 03:00:00,2017-06-08,3,4,1,3,2,1,0,4,3,1,3,2,1,1,0,1,0,15,6,9,5,2,2,0,2,"roboczy"
2017-06-08 04:00:00,2017-06-08,4,6,4,2,6,2,2,7,5,3,4,2,2,5,1,4,5,16,11,5,10,3,5,1,4,"roboczy"
2017-06-08 05:00:00,2017-06-08,5,9,8,1,15,6,8,33,25,11,28,6,22,27,9,18,1,39,25,14,45,13,18,3,15,"roboczy"
2017-06-08 06:00:00,2017-06-08,6,44,30,14,145,18,37,103,52,25,96,35,61,87,16,71,3,122,59,63,119,36,100,22,78,"roboczy"
2017-06-08 07:00:00,2017-06-08,7,102,76,26,439,28,122,188,124,110,188,82,106,173,46,127,7,431,188,243,239,64,305,55,250,"roboczy"
2017-06-08 08:00:00,2017-06-08,8,124,93,31,547,20,184,164,130,164,184,73,111,174,60,114,19,641,297,344,239,41,383,70,313,"roboczy"
2017-06-08 09:00:00,2017-06-08,9,69,42,27,348,12,139,98,77,118,148,59,89,119,28,91,14,447,198,249,155,29,210,35,175,"roboczy"
2017-06-08 10:00:00,2017-06-08,10,59,41,18,191,10,77,64,69,88,110,44,66,58,22,36,20,237,96,141,99,40,117,30,87,"roboczy"
2017-06-08 11:00:00,2017-06-08,11,61,37,24,162,9,74,81,63,89,116,60,56,97,34,63,25,247,101,146,77,37,110,38,72,"roboczy"
2017-06-08 12:00:00,2017-06-08,12,65,35,30,146,14,38,60,63,89,135,66,69,80,30,50,14,275,131,144,88,47,121,44,77,"roboczy"
2017-06-08 13:00:00,2017-06-08,13,67,42,25,189,7,80,84,74,87,108,59,49,111,37,74,26,272,120,152,115,38,136,43,93,"roboczy"
2017-06-08 14:00:00,2017-06-08,14,71,42,29,201,11,72,85,90,91,152,63,89,115,50,65,41,286,137,149,132,47,182,51,131,"roboczy"
2017-06-08 15:00:00,2017-06-08,15,105,69,36,281,23,128,123,134,125,197,81,116,222,62,160,35,411,211,200,206,60,243,48,195,"roboczy"
2017-06-08 16:00:00,2017-06-08,16,147,100,47,534,29,236,189,147,185,342,141,201,239,63,176,34,666,305,361,312,104,347,68,279,"roboczy"
2017-06-08 17:00:00,2017-06-08,17,188,116,72,585,24,270,247,189,180,324,143,181,361,86,275,70,723,355,368,308,83,454,66,388,"roboczy"
2017-06-08 18:00:00,2017-06-08,18,139,83,56,415,22,200,178,156,136,373,155,218,329,100,229,78,553,256,297,279,103,359,68,291,"roboczy"
2017-06-08 19:00:00,2017-06-08,19,171,100,71,256,20,127,136,120,65,329,151,178,305,98,207,63,383,189,194,232,87,213,40,173,"roboczy"
2017-06-08 20:00:00,2017-06-08,20,139,85,54,213,24,120,124,92,89,262,122,140,278,82,196,95,323,170,153,200,97,169,33,136,"roboczy"
2017-06-08 21:00:00,2017-06-08,21,81,62,19,152,24,73,83,74,65,208,105,103,222,57,165,29,241,137,104,140,54,97,10,87,"roboczy"
2017-06-08 22:00:00,2017-06-08,22,63,46,17,91,3,60,64,49,53,86,30,56,143,49,94,11,198,125,73,87,19,52,6,46,"roboczy"
2017-06-08 23:00:00,2017-06-08,23,22,17,5,42,2,28,22,28,37,40,16,24,67,23,44,2,94,50,44,41,11,33,6,27,"roboczy"
2017-06-09 00:00:00,2017-06-09,0,9,6,3,23,3,15,14,10,18,16,6,10,33,13,20,0,39,28,11,21,5,13,1,12,"roboczy"
2017-06-09 01:00:00,2017-06-09,1,5,2,3,14,1,4,8,2,13,6,2,4,13,4,9,0,37,23,14,7,3,14,1,13,"roboczy"
2017-06-09 02:00:00,2017-06-09,2,0,0,0,6,0,2,2,4,4,2,0,2,7,5,2,0,15,7,8,8,0,2,0,2,"roboczy"
2017-06-09 03:00:00,2017-06-09,3,2,1,1,6,0,0,3,3,6,2,0,2,5,3,2,0,12,7,5,5,3,1,0,1,"roboczy"
2017-06-09 04:00:00,2017-06-09,4,4,4,0,4,1,2,5,11,5,4,1,3,3,2,1,1,9,6,3,3,2,2,2,0,"roboczy"
2017-06-09 05:00:00,2017-06-09,5,15,10,5,24,5,5,30,17,10,19,6,13,28,2,26,4,30,18,12,38,20,20,4,16,"roboczy"
2017-06-09 06:00:00,2017-06-09,6,35,24,11,135,14,27,107,49,31,79,36,43,84,11,73,3,124,64,60,100,35,103,18,85,"roboczy"
2017-06-09 07:00:00,2017-06-09,7,94,70,24,357,21,98,194,140,76,179,78,101,169,39,130,18,381,183,198,219,61,247,57,190,"roboczy"
2017-06-09 08:00:00,2017-06-09,8,95,71,24,519,17,172,141,97,129,168,63,105,172,48,124,13,574,266,308,222,40,362,80,282,"roboczy"
2017-06-09 09:00:00,2017-06-09,9,72,39,33,255,11,109,89,67,89,94,31,63,114,31,83,11,400,217,183,129,16,189,42,147,"roboczy"
2017-06-09 10:00:00,2017-06-09,10,53,34,19,221,7,55,68,70,59,95,43,52,63,19,44,14,232,102,130,72,22,113,28,85,"roboczy"
2017-06-09 11:00:00,2017-06-09,11,52,30,22,174,4,66,67,64,53,109,53,56,78,27,51,30,237,103,134,81,29,103,33,70,"roboczy"
2017-06-09 12:00:00,2017-06-09,12,56,35,21,150,11,59,58,65,97,122,62,60,93,29,64,27,236,119,117,99,44,115,33,82,"roboczy"
2017-06-09 13:00:00,2017-06-09,13,59,42,17,189,8,86,69,77,88,134,71,63,96,29,67,22,269,126,143,109,39,125,34,91,"roboczy"
2017-06-09 14:00:00,2017-06-09,14,83,57,26,180,14,78,105,98,82,152,68,84,134,50,84,25,301,138,163,137,48,135,24,111,"roboczy"
2017-06-09 15:00:00,2017-06-09,15,92,67,25,295,18,116,137,131,107,229,106,123,212,54,158,45,435,197,238,245,56,237,49,188,"roboczy"
2017-06-09 16:00:00,2017-06-09,16,146,98,48,506,24,250,200,165,171,345,155,190,296,71,225,41,627,286,341,337,84,342,65,277,"roboczy"
2017-06-09 17:00:00,2017-06-09,17,173,112,61,488,27,238,207,183,131,436,200,236,307,70,237,73,705,317,388,314,91,419,71,348,"roboczy"
2017-06-09 18:00:00,2017-06-09,18,206,140,66,294,23,158,180,176,112,440,192,248,361,101,260,97,506,250,256,260,102,269,55,214,"roboczy"
2017-06-09 19:00:00,2017-06-09,19,187,110,77,253,47,154,145,108,108,473,205,268,390,107,283,134,402,213,189,308,117,242,57,185,"roboczy"
2017-06-09 20:00:00,2017-06-09,20,156,95,61,213,23,125,124,100,88,424,194,230,405,86,319,107,360,166,194,233,90,218,38,180,"roboczy"
2017-06-09 21:00:00,2017-06-09,21,124,86,38,191,19,75,80,87,89,327,149,178,321,58,263,53,316,163,153,174,55,135,8,127,"roboczy"
2017-06-09 22:00:00,2017-06-09,22,54,40,14,101,7,51,59,61,75,188,65,123,220,29,191,6,251,130,121,90,41,82,18,64,"roboczy"
2017-06-09 23:00:00,2017-06-09,23,40,23,17,86,2,22,61,27,61,92,35,57,163,24,139,6,163,90,73,59,5,63,10,53,"roboczy"
2017-06-10 00:00:00,2017-06-10,0,21,12,9,32,1,18,25,29,20,39,12,27,113,20,93,0,93,59,34,35,3,21,6,15,"weekend"
2017-06-10 01:00:00,2017-06-10,1,14,8,6,28,2,10,25,13,12,17,5,12,98,15,83,4,62,41,21,13,7,17,4,13,"weekend"
2017-06-10 02:00:00,2017-06-10,2,6,2,4,13,4,7,11,5,6,12,2,10,36,7,29,2,41,32,9,8,1,9,5,4,"weekend"
2017-06-10 03:00:00,2017-06-10,3,4,2,2,2,1,0,12,8,6,4,3,1,13,2,11,4,19,13,6,2,3,6,2,4,"weekend"
2017-06-10 04:00:00,2017-06-10,4,3,3,0,2,0,2,7,8,4,5,2,3,12,3,9,9,20,11,9,5,3,1,0,1,"weekend"
2017-06-10 05:00:00,2017-06-10,5,5,2,3,11,2,5,11,5,4,5,1,4,14,4,10,8,15,10,5,20,10,14,5,9,"weekend"
2017-06-10 06:00:00,2017-06-10,6,13,7,6,26,6,14,29,14,13,29,19,10,26,9,17,5,41,12,29,27,13,24,5,19,"weekend"
2017-06-10 07:00:00,2017-06-10,7,27,14,13,43,5,34,39,32,17,54,18,36,30,10,20,6,75,35,40,53,14,41,5,36,"weekend"
2017-06-10 08:00:00,2017-06-10,8,34,23,11,101,15,35,53,44,24,84,30,54,73,21,52,4,112,48,64,75,26,70,19,51,"weekend"
2017-06-10 09:00:00,2017-06-10,9,61,39,22,110,8,69,68,81,48,165,65,100,116,36,80,26,146,60,86,100,34,106,22,84,"weekend"
2017-06-10 10:00:00,2017-06-10,10,76,48,28,157,16,114,86,79,53,249,127,122,135,33,102,38,206,80,126,113,45,146,24,122,"weekend"
2017-06-10 11:00:00,2017-06-10,11,123,85,38,245,29,138,121,94,125,370,166,204,245,94,151,76,255,113,142,191,78,180,40,140,"weekend"
2017-06-10 12:00:00,2017-06-10,12,124,79,45,205,25,177,99,118,151,451,205,246,350,158,192,171,350,176,174,256,91,168,36,132,"weekend"
2017-06-10 13:00:00,2017-06-10,13,163,89,74,235,27,166,126,152,140,580,275,305,406,165,241,132,349,158,191,301,75,202,32,170,"weekend"
2017-06-10 14:00:00,2017-06-10,14,141,96,45,236,26,164,141,160,154,518,237,281,459,198,261,132,478,225,253,294,83,196,33,163,"weekend"
2017-06-10 15:00:00,2017-06-10,15,144,90,54,259,30,190,136,107,134,482,216,266,472,143,329,128,408,203,205,292,71,214,29,185,"weekend"
2017-06-10 16:00:00,2017-06-10,16,149,112,37,262,34,178,134,114,124,503,223,280,395,174,221,90,371,200,171,239,67,180,25,155,"weekend"
2017-06-10 17:00:00,2017-06-10,17,145,93,52,261,23,153,122,137,93,384,158,226,348,126,222,84,384,220,164,252,65,214,31,183,"weekend"
2017-06-10 18:00:00,2017-06-10,18,140,100,40,186,14,121,135,123,102,336,152,184,302,84,218,55,352,197,155,202,78,159,33,126,"weekend"
2017-06-10 19:00:00,2017-06-10,19,115,73,42,159,20,100,127,117,88,248,114,134,245,78,167,41,274,152,122,182,53,148,27,121,"weekend"
2017-06-10 20:00:00,2017-06-10,20,74,46,28,121,5,67,80,70,66,163,67,96,191,60,131,20,210,99,111,129,24,119,23,96,"weekend"
2017-06-10 21:00:00,2017-06-10,21,60,36,24,72,5,34,66,45,38,67,18,49,87,14,73,10,155,93,62,60,11,52,10,42,"weekend"
2017-06-10 22:00:00,2017-06-10,22,30,23,7,67,3,33,28,22,53,55,7,48,59,10,49,2,114,77,37,58,16,21,4,17,"weekend"
2017-06-10 23:00:00,2017-06-10,23,23,13,10,41,1,16,38,49,37,32,14,18,55,4,51,1,116,64,52,34,3,29,3,26,"weekend"
2017-06-11 00:00:00,2017-06-11,0,8,5,3,42,2,11,23,27,12,18,3,15,40,1,39,0,71,49,22,27,9,18,6,12,"weekend"
2017-06-11 01:00:00,2017-06-11,1,10,6,4,12,1,5,14,10,7,17,10,7,40,6,34,4,53,39,14,16,7,9,2,7,"weekend"
2017-06-11 02:00:00,2017-06-11,2,6,4,2,14,0,9,1,2,5,12,5,7,23,2,21,2,31,21,10,7,4,11,4,7,"weekend"
2017-06-11 03:00:00,2017-06-11,3,1,1,0,8,0,8,6,2,5,0,0,0,2,1,1,6,27,17,10,3,1,5,1,4,"weekend"
2017-06-11 04:00:00,2017-06-11,4,2,1,1,7,0,0,4,7,2,7,3,4,6,3,3,5,18,16,2,2,2,5,1,4,"weekend"
2017-06-11 05:00:00,2017-06-11,5,7,6,1,4,2,7,11,7,3,8,4,4,5,2,3,4,16,11,5,8,1,6,1,5,"weekend"
2017-06-11 06:00:00,2017-06-11,6,6,1,5,23,0,7,13,6,10,18,5,13,16,2,14,3,20,8,12,17,4,22,6,16,"weekend"
2017-06-11 07:00:00,2017-06-11,7,14,8,6,24,7,2,21,10,9,28,16,12,21,5,16,4,31,12,19,30,7,19,4,15,"weekend"
2017-06-11 08:00:00,2017-06-11,8,23,12,11,31,4,32,34,21,22,74,27,47,61,27,34,10,52,25,27,48,13,46,10,36,"weekend"
2017-06-11 09:00:00,2017-06-11,9,51,30,21,75,5,48,49,51,27,115,37,78,79,30,49,30,99,38,61,97,37,61,9,52,"weekend"
2017-06-11 10:00:00,2017-06-11,10,68,43,25,156,8,72,66,62,55,280,137,143,185,66,119,74,174,81,93,135,50,122,20,102,"weekend"
2017-06-11 11:00:00,2017-06-11,11,141,90,51,252,18,132,115,87,60,509,226,283,311,143,168,128,228,82,146,251,71,182,21,161,"weekend"
2017-06-11 12:00:00,2017-06-11,12,194,135,59,308,37,179,173,140,91,679,318,361,486,211,275,192,374,134,240,346,98,271,31,240,"weekend"
2017-06-11 13:00:00,2017-06-11,13,234,152,82,383,39,258,176,170,130,937,407,530,713,290,423,244,426,202,224,453,106,248,40,208,"weekend"
2017-06-11 14:00:00,2017-06-11,14,299,186,113,422,58,222,186,182,136,936,433,503,679,247,432,228,476,193,283,465,134,296,51,245,"weekend"
2017-06-11 15:00:00,2017-06-11,15,202,137,65,370,28,247,194,159,128,946,420,526,668,239,429,176,462,228,234,420,123,305,50,255,"weekend"
2017-06-11 16:00:00,2017-06-11,16,252,149,103,390,36,221,202,168,124,862,344,518,647,236,411,205,481,236,245,445,130,308,50,258,"weekend"
2017-06-11 17:00:00,2017-06-11,17,242,173,69,385,39,245,173,154,154,877,397,480,699,189,510,180,527,322,205,493,133,314,52,262,"weekend"
2017-06-11 18:00:00,2017-06-11,18,216,143,73,367,45,233,225,199,116,730,314,416,584,183,401,168,478,270,208,420,157,340,50,290,"weekend"
2017-06-11 19:00:00,2017-06-11,19,177,120,57,344,44,205,217,160,107,605,276,329,592,158,434,143,412,248,164,378,124,267,41,226,"weekend"
2017-06-11 20:00:00,2017-06-11,20,165,126,39,222,30,148,144,133,126,434,181,253,416,131,285,109,375,230,145,272,108,200,31,169,"weekend"
2017-06-11 21:00:00,2017-06-11,21,101,61,40,124,14,108,120,101,79,217,80,137,224,71,153,50,251,168,83,169,56,109,13,96,"weekend"
2017-06-11 22:00:00,2017-06-11,22,28,19,9,95,10,58,44,73,64,108,54,54,108,40,68,0,205,140,65,58,29,50,6,44,"weekend"
2017-06-11 23:00:00,2017-06-11,23,18,11,7,36,2,23,21,30,35,47,16,31,48,14,34,0,111,78,33,49,12,18,1,17,"weekend"
2017-06-12 00:00:00,2017-06-12,0,13,12,1,19,3,15,14,18,13,18,14,4,18,6,12,0,39,23,16,28,5,8,1,7,"roboczy"
2017-06-12 01:00:00,2017-06-12,1,1,1,0,2,0,3,5,2,4,5,1,4,15,1,14,0,19,12,7,8,1,3,1,2,"roboczy"
2017-06-12 02:00:00,2017-06-12,2,2,2,0,7,3,2,2,3,4,1,0,1,4,1,3,0,13,7,6,3,5,4,1,3,"roboczy"
2017-06-12 03:00:00,2017-06-12,3,1,1,0,0,0,5,3,5,10,0,0,0,0,0,0,0,15,13,2,1,1,0,0,0,"roboczy"
2017-06-12 04:00:00,2017-06-12,4,2,2,0,3,1,1,5,6,2,5,3,2,2,1,1,3,9,5,4,3,3,6,2,4,"roboczy"
2017-06-12 05:00:00,2017-06-12,5,13,9,4,16,5,6,23,21,11,15,8,7,18,5,13,5,18,8,10,21,17,19,3,16,"roboczy"
2017-06-12 06:00:00,2017-06-12,6,33,25,8,111,8,26,96,45,18,72,28,44,73,14,59,6,118,53,65,93,18,82,19,63,"roboczy"
2017-06-12 07:00:00,2017-06-12,7,84,60,24,338,26,99,172,106,83,142,53,89,126,29,97,18,342,156,186,193,56,220,50,170,"roboczy"
2017-06-12 08:00:00,2017-06-12,8,87,57,30,445,16,135,126,90,129,131,48,83,143,41,102,14,520,234,286,184,27,350,69,281,"roboczy"
2017-06-12 09:00:00,2017-06-12,9,45,27,18,234,6,92,56,64,80,87,40,47,66,14,52,7,290,131,159,87,12,171,28,143,"roboczy"
2017-06-12 10:00:00,2017-06-12,10,42,25,17,121,7,39,40,45,60,61,33,28,40,10,30,2,180,71,109,62,18,89,15,74,"roboczy"
2017-06-12 11:00:00,2017-06-12,11,36,14,22,110,4,33,50,63,63,66,32,34,47,19,28,3,159,70,89,60,22,67,19,48,"roboczy"
2017-06-12 12:00:00,2017-06-12,12,50,35,15,125,5,24,38,36,73,57,33,24,63,17,46,3,161,71,90,91,21,67,23,44,"roboczy"
