"Czas","Data","Godzina","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch.","Jaki_dzien"
2017-05-21 10:00:00,2017-05-21,10,73,44,29,113,10,71,61,84,60,130,31,99,103,19,84,67,194,88,106,119,37,103,19,84,"weekend"
2017-05-21 11:00:00,2017-05-21,11,90,53,37,194,26,100,98,63,95,232,50,182,209,28,181,92,293,135,158,219,66,148,28,120,"weekend"
2017-05-21 12:00:00,2017-05-21,12,140,90,50,282,38,155,122,121,78,408,113,295,270,38,232,188,362,173,189,337,93,200,27,173,"weekend"
2017-05-21 13:00:00,2017-05-21,13,165,106,59,258,36,225,157,132,112,838,397,441,393,85,308,249,415,213,202,367,110,247,41,206,"weekend"
2017-05-21 14:00:00,2017-05-21,14,194,134,60,275,33,177,170,126,74,759,358,401,391,56,335,235,466,235,231,367,98,224,34,190,"weekend"
2017-05-21 15:00:00,2017-05-21,15,140,82,58,285,23,157,145,143,139,654,287,367,361,50,311,222,442,275,167,319,84,212,31,181,"weekend"
2017-05-21 16:00:00,2017-05-21,16,205,115,90,263,28,131,170,122,89,442,77,365,318,31,287,205,425,230,195,345,72,223,47,176,"weekend"
2017-05-21 17:00:00,2017-05-21,17,167,103,64,297,28,154,141,167,119,335,29,306,339,19,320,169,388,213,175,304,104,228,36,192,"weekend"
2017-05-21 18:00:00,2017-05-21,18,160,109,51,291,36,150,177,138,90,357,18,339,330,14,316,196,391,232,159,333,109,249,44,205,"weekend"
2017-05-21 19:00:00,2017-05-21,19,182,115,67,228,19,103,148,122,74,223,9,214,276,10,266,103,352,226,126,253,87,206,27,179,"weekend"
2017-05-21 20:00:00,2017-05-21,20,125,80,45,216,28,73,107,102,53,132,4,128,171,6,165,67,363,225,138,189,57,180,48,132,"weekend"
2017-05-21 21:00:00,2017-05-21,21,62,46,16,127,15,56,58,75,57,77,5,72,78,2,76,9,230,149,81,108,30,81,20,61,"weekend"
2017-05-21 22:00:00,2017-05-21,22,30,17,13,51,1,40,31,30,27,31,3,28,35,2,33,6,144,101,43,46,9,23,9,14,"weekend"
2017-05-21 23:00:00,2017-05-21,23,17,6,11,31,0,9,12,25,18,9,2,7,18,2,16,1,47,36,11,28,3,16,6,10,"weekend"
2017-05-22 00:00:00,2017-05-22,0,10,4,6,17,2,5,4,7,8,5,0,5,4,0,4,1,32,16,16,13,2,4,1,3,"roboczy"
2017-05-22 01:00:00,2017-05-22,1,3,0,3,4,0,1,3,2,6,2,0,2,4,0,4,1,17,14,3,7,0,5,2,3,"roboczy"
2017-05-22 02:00:00,2017-05-22,2,3,3,0,1,0,1,2,8,2,0,0,0,0,0,0,2,12,7,5,2,0,2,0,2,"roboczy"
2017-05-22 03:00:00,2017-05-22,3,0,0,0,5,1,0,2,2,3,0,0,0,0,0,0,4,1,1,0,4,1,3,1,2,"roboczy"
2017-05-22 04:00:00,2017-05-22,4,1,1,0,4,0,2,5,5,1,3,0,3,0,0,0,2,17,8,9,5,2,1,1,0,"roboczy"
2017-05-22 05:00:00,2017-05-22,5,10,5,5,24,5,6,21,14,6,12,1,11,19,0,19,0,31,17,14,27,12,16,2,14,"roboczy"
2017-05-22 06:00:00,2017-05-22,6,34,27,7,136,17,33,83,47,35,66,6,60,58,1,57,2,138,66,72,120,30,108,21,87,"roboczy"
2017-05-22 07:00:00,2017-05-22,7,92,56,36,436,31,123,178,110,99,128,17,111,111,10,101,10,406,199,207,226,54,302,60,242,"roboczy"
2017-05-22 08:00:00,2017-05-22,8,101,78,23,568,24,172,148,117,148,121,14,107,149,6,143,25,700,350,350,227,48,93,0,93,"roboczy"
2017-05-22 09:00:00,2017-05-22,9,71,44,27,221,7,102,83,74,110,68,9,59,70,5,65,17,267,36,231,131,26,161,0,161,"roboczy"
2017-05-22 10:00:00,2017-05-22,10,55,26,29,178,11,76,58,61,73,51,4,47,54,2,52,19,250,134,116,86,24,125,34,91,"roboczy"
2017-05-22 11:00:00,2017-05-22,11,46,26,20,182,5,45,72,49,57,14,8,6,48,5,43,25,232,121,111,73,22,91,24,67,"roboczy"
2017-05-22 12:00:00,2017-05-22,12,52,30,22,166,10,61,69,76,70,73,11,62,68,4,64,30,218,108,110,103,44,115,32,83,"roboczy"
2017-05-22 13:00:00,2017-05-22,13,55,30,25,177,14,63,72,57,77,75,11,64,52,5,47,32,254,115,139,109,36,105,31,74,"roboczy"
2017-05-22 14:00:00,2017-05-22,14,80,44,36,184,13,78,81,75,89,76,14,62,77,7,70,29,310,172,138,125,50,115,37,78,"roboczy"
2017-05-22 15:00:00,2017-05-22,15,118,65,53,253,19,130,114,114,136,125,27,98,134,11,123,30,408,216,192,187,56,201,38,163,"roboczy"
2017-05-22 16:00:00,2017-05-22,16,148,104,44,524,28,278,195,162,179,294,105,189,203,17,186,64,726,386,340,353,100,377,79,298,"roboczy"
2017-05-22 17:00:00,2017-05-22,17,228,144,84,610,29,304,183,137,178,328,121,207,287,15,272,87,833,461,372,357,104,441,80,361,"roboczy"
2017-05-22 18:00:00,2017-05-22,18,229,156,73,454,34,227,184,136,138,263,46,217,261,7,254,114,573,312,261,324,137,370,62,308,"roboczy"
2017-05-22 19:00:00,2017-05-22,19,251,162,89,350,38,179,173,139,116,250,11,239,278,7,271,94,488,290,198,266,122,296,51,245,"roboczy"
2017-05-22 20:00:00,2017-05-22,20,170,105,65,271,24,117,99,112,72,175,4,171,217,3,214,66,407,255,152,202,83,221,50,171,"roboczy"
2017-05-22 21:00:00,2017-05-22,21,124,84,40,147,7,72,91,76,74,107,5,102,138,2,136,20,266,174,92,121,32,135,35,100,"roboczy"
2017-05-22 22:00:00,2017-05-22,22,55,40,15,74,3,52,45,36,39,56,2,54,69,1,68,7,185,123,62,80,11,68,18,50,"roboczy"
2017-05-22 23:00:00,2017-05-22,23,21,10,11,38,3,26,25,20,21,15,1,14,31,2,29,3,67,50,17,27,8,27,6,21,"roboczy"
2017-05-23 00:00:00,2017-05-23,0,16,8,8,10,0,10,4,14,11,7,1,6,12,0,12,0,40,21,19,8,1,9,1,8,"roboczy"
2017-05-23 01:00:00,2017-05-23,1,1,1,0,3,0,5,6,7,8,2,1,1,7,0,7,0,23,17,6,5,0,6,4,2,"roboczy"
2017-05-23 02:00:00,2017-05-23,2,2,0,2,3,0,1,0,2,1,4,0,4,1,0,1,0,10,6,4,2,0,4,1,3,"roboczy"
2017-05-23 03:00:00,2017-05-23,3,2,1,1,3,1,0,3,5,3,6,0,6,0,0,0,0,12,8,4,0,2,1,1,0,"roboczy"
2017-05-23 04:00:00,2017-05-23,4,2,2,0,10,0,1,5,6,4,6,0,6,2,0,2,2,5,3,2,6,1,3,2,1,"roboczy"
2017-05-23 05:00:00,2017-05-23,5,18,12,6,23,7,8,35,21,7,17,2,15,24,0,24,1,32,17,15,38,20,19,2,17,"roboczy"
2017-05-23 06:00:00,2017-05-23,6,50,36,14,160,13,46,98,55,38,83,11,72,77,5,72,7,148,78,70,152,42,124,23,101,"roboczy"
2017-05-23 07:00:00,2017-05-23,7,119,86,33,471,32,128,194,123,115,143,23,120,143,12,131,9,517,274,243,258,67,320,67,253,"roboczy"
2017-05-23 08:00:00,2017-05-23,8,49,7,42,617,20,96,160,131,174,129,21,108,178,11,167,17,699,338,361,252,41,398,80,318,"roboczy"
2017-05-23 09:00:00,2017-05-23,9,79,50,29,340,14,119,3,19,116,89,14,75,97,9,88,24,489,265,224,162,23,231,56,175,"roboczy"
2017-05-23 10:00:00,2017-05-23,10,53,32,21,186,7,65,60,55,68,94,17,77,10,5,5,26,240,129,111,99,31,131,35,96,"roboczy"
2017-05-23 11:00:00,2017-05-23,11,59,34,25,150,19,54,65,74,25,74,22,52,54,7,47,21,259,139,120,78,40,127,49,78,"roboczy"
2017-05-23 12:00:00,2017-05-23,12,71,32,39,159,21,75,54,68,61,81,17,64,71,13,58,21,245,116,129,82,49,115,30,85,"roboczy"
2017-05-23 13:00:00,2017-05-23,13,68,44,24,162,17,80,82,76,83,113,23,90,87,13,74,25,277,159,118,120,33,118,39,79,"roboczy"
2017-05-23 14:00:00,2017-05-23,14,82,48,34,191,8,118,89,76,94,96,34,62,94,11,83,36,292,155,137,125,44,137,39,98,"roboczy"
2017-05-23 15:00:00,2017-05-23,15,116,58,58,296,28,145,118,119,127,175,62,113,164,15,149,35,437,214,223,220,61,229,44,185,"roboczy"
2017-05-23 16:00:00,2017-05-23,16,163,105,58,559,29,285,180,147,201,405,198,207,256,28,228,41,777,441,336,340,107,413,76,337,"roboczy"
2017-05-23 17:00:00,2017-05-23,17,214,138,76,660,30,287,197,174,187,430,190,240,318,23,295,90,832,437,395,367,106,491,71,420,"roboczy"
2017-05-23 18:00:00,2017-05-23,18,211,132,79,481,29,245,176,139,133,340,79,261,259,9,250,104,607,308,299,318,120,392,71,321,"roboczy"
2017-05-23 19:00:00,2017-05-23,19,223,147,76,392,39,193,166,125,124,333,54,279,280,6,274,110,563,335,228,263,130,306,43,263,"roboczy"
2017-05-23 20:00:00,2017-05-23,20,181,127,54,239,22,142,147,132,98,188,13,175,259,9,250,112,383,234,149,236,113,240,50,190,"roboczy"
2017-05-23 21:00:00,2017-05-23,21,119,67,52,171,17,95,91,75,85,133,9,124,183,6,177,21,349,223,126,144,69,148,38,110,"roboczy"
2017-05-23 22:00:00,2017-05-23,22,70,44,26,96,6,57,57,56,72,61,3,58,89,1,88,12,236,158,78,98,32,88,21,67,"roboczy"
2017-05-23 23:00:00,2017-05-23,23,22,13,9,32,1,25,22,25,20,33,1,32,35,0,35,7,109,81,28,33,10,25,5,20,"roboczy"
2017-05-24 00:00:00,2017-05-24,0,11,4,7,22,1,11,12,12,9,11,0,11,15,0,15,0,46,33,13,29,2,14,1,13,"roboczy"
2017-05-24 01:00:00,2017-05-24,1,4,1,3,6,0,9,8,2,11,3,1,2,9,0,9,1,24,21,3,8,2,3,1,2,"roboczy"
2017-05-24 02:00:00,2017-05-24,2,2,1,1,1,1,4,2,2,3,2,1,1,0,0,0,0,15,14,1,3,1,3,2,1,"roboczy"
2017-05-24 03:00:00,2017-05-24,3,3,3,0,1,1,2,4,5,2,0,0,0,2,0,2,0,5,2,3,3,1,1,0,1,"roboczy"
2017-05-24 04:00:00,2017-05-24,4,1,1,0,10,0,3,1,5,5,2,0,2,2,0,2,0,16,9,7,3,1,3,1,2,"roboczy"
2017-05-24 05:00:00,2017-05-24,5,13,9,4,16,7,5,20,12,13,17,3,14,20,2,18,0,28,12,16,27,15,15,6,9,"roboczy"
2017-05-24 06:00:00,2017-05-24,6,32,23,9,124,15,27,80,36,31,66,9,57,77,4,73,1,129,60,69,108,40,100,14,86,"roboczy"
2017-05-24 07:00:00,2017-05-24,7,82,56,26,360,32,105,158,102,92,106,17,89,98,6,92,10,380,195,185,189,51,240,58,182,"roboczy"
2017-05-24 08:00:00,2017-05-24,8,74,48,26,487,19,149,117,83,134,89,12,77,114,10,104,18,530,262,268,181,33,310,62,248,"roboczy"
2017-05-24 09:00:00,2017-05-24,9,46,23,23,224,6,85,56,59,89,63,8,55,56,6,50,9,341,178,163,100,18,180,43,137,"roboczy"
2017-05-24 10:00:00,2017-05-24,10,31,18,13,109,8,44,50,44,66,45,10,35,33,6,27,5,193,95,98,53,18,77,18,59,"roboczy"
2017-05-24 11:00:00,2017-05-24,11,19,11,8,56,11,17,19,26,25,26,11,15,27,7,20,6,98,62,36,39,22,22,10,12,"roboczy"
2017-05-24 12:00:00,2017-05-24,12,14,6,8,38,0,15,11,15,15,22,12,10,20,9,11,0,73,37,36,24,3,29,8,21,"roboczy"
2017-05-24 13:00:00,2017-05-24,13,18,11,7,67,4,25,25,25,39,23,13,10,29,9,20,6,124,53,71,38,8,50,15,35,"roboczy"
2017-05-24 14:00:00,2017-05-24,14,41,26,15,121,10,41,48,60,75,44,21,23,28,10,18,3,211,109,102,71,19,68,19,49,"roboczy"
2017-05-24 15:00:00,2017-05-24,15,76,47,29,201,16,78,91,79,96,116,39,77,100,12,88,10,322,169,153,121,39,140,25,115,"roboczy"
2017-05-24 16:00:00,2017-05-24,16,81,57,24,261,11,137,137,126,122,200,99,101,105,19,86,8,426,252,174,191,47,184,49,135,"roboczy"
2017-05-24 17:00:00,2017-05-24,17,77,58,19,279,14,107,107,86,81,226,154,72,86,15,71,12,372,198,174,161,54,201,36,165,"roboczy"
2017-05-24 18:00:00,2017-05-24,18,62,42,20,149,10,111,72,50,84,137,85,52,67,13,54,10,258,145,113,88,37,106,16,90,"roboczy"
2017-05-24 19:00:00,2017-05-24,19,43,20,23,97,9,43,58,59,42,45,20,25,40,4,36,8,170,91,79,75,32,64,15,49,"roboczy"
2017-05-24 20:00:00,2017-05-24,20,46,25,21,65,4,37,48,53,34,34,10,24,40,8,32,12,123,64,59,50,20,59,15,44,"roboczy"
2017-05-24 21:00:00,2017-05-24,21,29,18,11,43,1,16,35,45,29,19,3,16,26,2,24,0,99,56,43,36,5,46,14,32,"roboczy"
2017-05-24 22:00:00,2017-05-24,22,11,8,3,30,0,17,12,16,13,14,5,9,17,1,16,2,77,46,31,31,6,20,6,14,"roboczy"
2017-05-24 23:00:00,2017-05-24,23,10,7,3,10,0,10,7,8,6,8,3,5,6,3,3,0,21,12,9,10,1,11,5,6,"roboczy"
2017-05-25 00:00:00,2017-05-25,0,3,1,2,7,0,2,7,10,8,4,1,3,4,1,3,0,17,6,11,6,1,4,0,4,"roboczy"
2017-05-25 01:00:00,2017-05-25,1,4,2,2,5,1,3,3,4,3,2,1,1,1,0,1,0,15,8,7,1,1,1,0,1,"roboczy"
2017-05-25 02:00:00,2017-05-25,2,0,0,0,8,0,5,1,1,0,0,0,0,0,0,0,0,7,6,1,1,1,5,1,4,"roboczy"
2017-05-25 03:00:00,2017-05-25,3,0,0,0,4,0,1,1,1,5,0,0,0,0,0,0,0,3,1,2,5,1,0,0,0,"roboczy"
2017-05-25 04:00:00,2017-05-25,4,5,3,2,4,0,1,4,4,0,2,0,2,0,0,0,4,7,5,2,5,1,2,2,0,"roboczy"
2017-05-25 05:00:00,2017-05-25,5,8,6,2,15,3,5,23,15,10,17,3,14,17,1,16,2,31,15,16,22,16,14,2,12,"roboczy"
2017-05-25 06:00:00,2017-05-25,6,38,30,8,127,15,29,79,41,31,63,11,52,71,6,65,0,105,47,58,114,40,87,13,74,"roboczy"
2017-05-25 07:00:00,2017-05-25,7,104,69,35,379,21,104,157,101,95,135,30,105,112,12,100,5,397,209,188,219,50,261,61,200,"roboczy"
2017-05-25 08:00:00,2017-05-25,8,97,76,21,516,17,165,145,103,144,133,26,107,123,9,114,18,596,280,316,197,31,338,75,263,"roboczy"
2017-05-25 09:00:00,2017-05-25,9,61,39,22,304,12,106,79,76,92,78,12,66,69,7,62,14,411,183,228,126,32,212,54,158,"roboczy"
2017-05-25 10:00:00,2017-05-25,10,42,31,11,202,10,67,66,46,84,62,15,47,48,4,44,10,243,128,115,79,19,131,37,94,"roboczy"
2017-05-25 11:00:00,2017-05-25,11,56,37,19,170,8,63,70,73,74,86,23,63,59,4,55,24,248,126,122,99,31,100,25,75,"roboczy"
2017-05-25 12:00:00,2017-05-25,12,60,40,20,149,12,65,67,86,81,86,17,69,52,6,46,22,238,118,120,109,45,153,48,105,"roboczy"
2017-05-25 13:00:00,2017-05-25,13,67,36,31,169,19,73,67,70,103,93,14,79,76,4,72,51,309,146,163,115,48,131,48,83,"roboczy"
2017-05-25 14:00:00,2017-05-25,14,62,38,24,159,25,88,88,71,108,127,41,86,91,8,83,39,315,163,152,112,60,118,27,91,"roboczy"
2017-05-25 15:00:00,2017-05-25,15,102,63,39,268,24,127,139,116,120,160,48,112,159,9,150,31,423,208,215,202,73,240,43,197,"roboczy"
2017-05-25 16:00:00,2017-05-25,16,142,104,38,492,25,255,180,142,202,259,88,171,213,16,197,56,637,310,327,308,98,341,54,287,"roboczy"
2017-05-25 17:00:00,2017-05-25,17,162,106,56,580,23,243,204,163,181,267,55,212,249,7,242,63,723,362,361,312,91,446,79,367,"roboczy"
2017-05-25 18:00:00,2017-05-25,18,219,128,91,442,32,217,172,132,141,265,38,227,238,6,232,105,540,274,266,262,102,326,57,269,"roboczy"
2017-05-25 19:00:00,2017-05-25,19,205,126,79,303,29,171,141,159,105,269,9,260,296,3,293,83,443,226,217,248,126,259,45,214,"roboczy"
2017-05-25 20:00:00,2017-05-25,20,173,108,65,239,22,132,122,119,89,202,8,194,282,7,275,75,396,233,163,207,87,188,32,156,"roboczy"
2017-05-25 21:00:00,2017-05-25,21,82,50,32,152,13,91,104,82,90,98,4,94,155,2,153,24,257,153,104,129,58,88,18,70,"roboczy"
2017-05-25 22:00:00,2017-05-25,22,38,22,16,86,6,54,47,45,43,66,3,63,90,0,90,13,187,126,61,113,17,73,16,57,"roboczy"
2017-05-25 23:00:00,2017-05-25,23,33,21,12,34,3,30,25,25,21,40,4,36,48,0,48,1,109,76,33,36,9,31,9,22,"roboczy"
2017-05-26 00:00:00,2017-05-26,0,9,3,6,24,5,15,13,17,13,7,0,7,13,0,13,0,72,46,26,12,10,14,2,12,"roboczy"
2017-05-26 01:00:00,2017-05-26,1,0,0,0,13,1,7,5,1,8,4,1,3,8,0,8,0,31,22,9,4,1,8,1,7,"roboczy"
2017-05-26 02:00:00,2017-05-26,2,0,0,0,4,0,2,4,3,4,3,1,2,1,0,1,1,10,7,3,0,2,4,2,2,"roboczy"
2017-05-26 03:00:00,2017-05-26,3,0,0,0,8,0,1,3,4,0,1,0,1,0,0,0,1,7,4,3,2,2,0,0,0,"roboczy"
2017-05-26 04:00:00,2017-05-26,4,4,3,1,6,1,0,14,6,3,2,0,2,2,0,2,0,9,6,3,4,1,4,2,2,"roboczy"
2017-05-26 05:00:00,2017-05-26,5,16,9,7,26,6,5,29,15,9,15,4,11,16,0,16,0,22,9,13,32,12,19,6,13,"roboczy"
2017-05-26 06:00:00,2017-05-26,6,38,33,5,132,17,36,89,47,35,60,9,51,62,4,58,3,103,52,51,109,31,96,20,76,"roboczy"
2017-05-26 07:00:00,2017-05-26,7,100,69,31,339,32,113,168,97,87,109,22,87,101,10,91,10,401,220,181,206,63,255,66,189,"roboczy"
2017-05-26 08:00:00,2017-05-26,8,95,74,21,512,12,161,135,101,166,108,18,90,134,12,122,13,601,261,340,191,36,331,85,246,"roboczy"
2017-05-26 09:00:00,2017-05-26,9,60,29,31,292,12,110,79,64,92,90,16,74,69,9,60,18,412,200,212,126,28,207,49,158,"roboczy"
2017-05-26 10:00:00,2017-05-26,10,45,33,12,184,10,59,65,54,52,75,26,49,55,5,50,21,231,112,119,82,24,111,32,79,"roboczy"
2017-05-26 11:00:00,2017-05-26,11,28,8,20,136,2,64,65,40,57,64,18,46,52,8,44,13,200,82,118,61,19,87,32,55,"roboczy"
2017-05-26 12:00:00,2017-05-26,12,43,25,18,102,11,51,43,47,68,68,38,30,44,12,32,12,215,108,107,71,36,80,29,51,"roboczy"
2017-05-26 13:00:00,2017-05-26,13,46,28,18,144,12,57,68,67,91,112,60,52,65,12,53,17,226,98,128,91,43,103,42,61,"roboczy"
2017-05-26 14:00:00,2017-05-26,14,73,40,33,165,15,83,77,73,97,161,113,48,81,14,67,11,266,121,145,136,46,130,28,102,"roboczy"
2017-05-26 15:00:00,2017-05-26,15,90,48,42,250,11,122,132,112,138,207,124,83,136,14,122,13,409,196,213,164,46,182,42,140,"roboczy"
2017-05-26 16:00:00,2017-05-26,16,106,77,29,438,20,188,176,144,161,316,188,128,185,17,168,37,540,278,262,244,69,283,46,237,"roboczy"
2017-05-26 17:00:00,2017-05-26,17,113,74,39,431,18,202,126,119,126,244,120,124,152,8,144,40,537,273,264,228,57,329,82,247,"roboczy"
2017-05-26 18:00:00,2017-05-26,18,91,61,30,216,12,114,111,79,81,183,59,124,80,4,76,33,345,175,170,160,55,150,31,119,"roboczy"
2017-05-26 19:00:00,2017-05-26,19,50,32,18,96,2,86,60,46,59,69,23,46,62,2,60,14,169,83,86,86,35,85,18,67,"roboczy"
2017-05-26 20:00:00,2017-05-26,20,39,26,13,123,12,54,57,66,47,57,8,49,61,4,57,17,175,92,83,105,28,79,7,72,"roboczy"
2017-05-26 21:00:00,2017-05-26,21,38,27,11,72,8,40,55,49,47,59,8,51,59,2,57,8,159,89,70,76,35,59,6,53,"roboczy"
2017-05-26 22:00:00,2017-05-26,22,23,11,12,46,2,30,27,35,24,34,3,31,37,1,36,0,118,74,44,56,12,45,9,36,"roboczy"
2017-05-26 23:00:00,2017-05-26,23,15,9,6,15,1,18,29,31,19,17,1,16,32,0,32,0,73,52,21,20,7,25,9,16,"roboczy"
2017-05-27 00:00:00,2017-05-27,0,14,7,7,21,2,24,12,4,8,7,0,7,31,0,31,2,58,48,10,8,6,12,4,8,"weekend"
2017-05-27 01:00:00,2017-05-27,1,5,4,1,18,0,5,11,5,10,1,0,1,20,0,20,0,26,20,6,16,5,14,2,12,"weekend"
2017-05-27 02:00:00,2017-05-27,2,6,6,0,9,0,4,11,1,4,2,0,2,10,0,10,0,21,16,5,2,0,5,3,2,"weekend"
2017-05-27 03:00:00,2017-05-27,3,2,0,2,5,0,2,4,4,3,1,0,1,7,0,7,0,16,8,8,3,2,3,2,1,"weekend"
2017-05-27 04:00:00,2017-05-27,4,3,1,2,4,0,4,5,3,8,3,0,3,7,0,7,1,21,7,14,3,1,2,1,1,"weekend"
2017-05-27 05:00:00,2017-05-27,5,6,5,1,5,2,4,20,13,5,12,4,8,7,1,6,1,16,11,5,12,11,12,1,11,"weekend"
2017-05-27 06:00:00,2017-05-27,6,10,5,5,22,2,9,24,15,11,21,2,19,18,2,16,9,38,21,17,26,6,17,4,13,"weekend"
2017-05-27 07:00:00,2017-05-27,7,14,10,4,44,3,25,19,28,24,32,8,24,26,3,23,8,45,17,28,46,22,47,8,39,"weekend"
2017-05-27 08:00:00,2017-05-27,8,37,29,8,74,9,20,39,37,31,59,10,49,51,5,46,14,107,60,47,56,20,58,17,41,"weekend"
2017-05-27 09:00:00,2017-05-27,9,38,21,17,95,7,53,45,72,29,106,15,91,82,13,69,21,143,76,67,99,30,89,18,71,"weekend"
2017-05-27 10:00:00,2017-05-27,10,85,62,23,129,13,82,65,69,69,138,27,111,109,11,98,68,176,74,102,162,32,105,23,82,"weekend"
2017-05-27 11:00:00,2017-05-27,11,86,53,33,185,20,98,84,79,77,241,32,209,143,15,128,65,252,123,129,222,73,158,19,139,"weekend"
2017-05-27 12:00:00,2017-05-27,12,154,97,57,264,39,109,127,122,117,300,52,248,213,26,187,123,376,186,190,274,105,198,28,170,"weekend"
2017-05-27 13:00:00,2017-05-27,13,174,107,67,280,29,148,138,154,112,447,150,297,291,36,255,145,376,202,174,297,103,164,23,141,"weekend"
2017-05-27 14:00:00,2017-05-27,14,172,105,67,309,26,151,154,164,125,641,296,345,339,47,292,177,362,187,175,336,120,184,41,143,"weekend"
2017-05-27 15:00:00,2017-05-27,15,210,139,71,285,32,167,122,136,115,771,361,410,435,68,367,184,367,203,164,361,105,172,32,140,"weekend"
2017-05-27 16:00:00,2017-05-27,16,215,137,78,270,39,172,172,144,125,649,233,416,487,38,449,207,383,202,181,410,102,241,38,203,"weekend"
2017-05-27 17:00:00,2017-05-27,17,234,150,84,304,30,170,183,172,137,410,27,383,406,26,380,184,530,286,244,388,121,250,35,215,"weekend"
2017-05-27 18:00:00,2017-05-27,18,240,155,85,253,43,192,160,171,104,419,12,407,393,7,386,209,437,240,197,308,126,272,30,242,"weekend"
2017-05-27 19:00:00,2017-05-27,19,216,140,76,234,39,147,152,115,98,274,5,269,372,4,368,154,420,236,184,282,103,219,29,190,"weekend"
2017-05-27 20:00:00,2017-05-27,20,172,114,58,191,28,146,139,132,90,256,3,253,295,3,292,114,344,221,123,256,86,152,14,138,"weekend"
2017-05-27 21:00:00,2017-05-27,21,120,80,40,138,14,84,77,49,63,153,4,149,194,3,191,28,212,129,83,171,38,93,22,71,"weekend"
2017-05-27 22:00:00,2017-05-27,22,75,38,37,69,7,54,49,50,76,117,3,114,122,1,121,12,228,144,84,109,22,56,11,45,"weekend"
2017-05-27 23:00:00,2017-05-27,23,41,29,12,51,1,36,43,51,44,47,2,45,85,0,85,1,131,91,40,40,9,36,8,28,"weekend"
2017-05-28 00:00:00,2017-05-28,0,15,6,9,40,3,31,28,21,18,31,0,31,54,1,53,0,94,59,35,27,5,15,2,13,"weekend"
2017-05-28 01:00:00,2017-05-28,1,17,8,9,22,2,15,19,20,27,8,0,8,47,0,47,2,115,83,32,17,4,14,1,13,"weekend"
2017-05-28 02:00:00,2017-05-28,2,2,2,0,16,2,12,10,4,26,3,0,3,16,0,16,3,37,25,12,10,4,14,7,7,"weekend"
2017-05-28 03:00:00,2017-05-28,3,3,3,0,9,1,1,7,1,14,10,0,10,10,0,10,4,29,20,9,9,1,4,1,3,"weekend"
2017-05-28 04:00:00,2017-05-28,4,4,4,0,7,0,6,8,4,5,4,0,4,8,0,8,7,18,10,8,2,1,0,0,0,"weekend"
2017-05-28 05:00:00,2017-05-28,5,4,4,0,9,0,4,14,10,3,9,2,7,8,0,8,3,15,10,5,4,3,5,3,2,"weekend"
2017-05-28 06:00:00,2017-05-28,6,10,7,3,16,5,10,21,13,6,10,2,8,14,1,13,3,35,19,16,19,12,19,6,13,"weekend"
2017-05-28 07:00:00,2017-05-28,7,17,10,7,42,2,16,22,23,6,31,4,27,26,5,21,5,32,18,14,41,8,30,13,17,"weekend"
2017-05-28 08:00:00,2017-05-28,8,40,25,15,61,3,27,35,42,17,71,4,67,45,4,41,26,73,34,39,70,20,58,14,44,"weekend"
2017-05-28 09:00:00,2017-05-28,9,68,44,24,77,11,47,49,45,29,126,15,111,70,9,61,70,105,43,62,118,26,88,15,73,"weekend"
2017-05-28 10:00:00,2017-05-28,10,83,49,34,167,26,83,92,62,55,190,31,159,145,19,126,68,187,80,107,148,85,127,25,102,"weekend"
2017-05-28 11:00:00,2017-05-28,11,144,98,46,261,39,127,102,103,83,319,49,270,258,28,230,157,248,109,139,289,94,174,35,139,"weekend"
2017-05-28 12:00:00,2017-05-28,12,189,110,79,349,26,183,136,109,100,525,110,415,371,38,333,283,373,149,224,393,135,257,48,209,"weekend"
2017-05-28 13:00:00,2017-05-28,13,235,141,94,341,32,212,204,166,112,1079,470,609,517,82,435,247,440,175,265,496,134,263,40,223,"weekend"
2017-05-28 14:00:00,2017-05-28,14,210,142,68,418,49,211,193,160,145,1049,445,604,558,71,487,223,497,234,263,470,122,299,38,261,"weekend"
2017-05-28 15:00:00,2017-05-28,15,198,131,67,396,51,220,175,176,154,922,367,555,584,55,529,260,442,233,209,506,145,320,61,259,"weekend"
2017-05-28 16:00:00,2017-05-28,16,267,169,98,428,44,218,188,160,138,717,149,568,567,42,525,282,469,239,230,436,143,340,40,300,"weekend"
2017-05-28 17:00:00,2017-05-28,17,245,129,116,357,47,215,184,167,142,564,29,535,545,19,526,216,494,297,197,487,147,374,64,310,"weekend"
2017-05-28 18:00:00,2017-05-28,18,243,165,78,380,36,159,191,150,117,513,18,495,551,14,537,214,434,238,196,424,146,324,77,247,"weekend"
