Data;Al. USA - południe;Al. USA - południe Rower IN;Al. USA - południe Rower OUT;Al. USA - północ;Al. USA - północ Rower IN;Al. USA - północ Rower OUT;Banacha;Banacha_IN;Banacha_OUT;Bazyliańska;Bazylia?ska_IN;Bazylia?ska_OUT;Belwederska;Belwederska Rower IN;Belwederska Rower OUT;Dworzec Wilenski (al. Solidarności);Dworzec Wile?ski (Al. Solidarno?ci)_IN;Dworzec Wile?ski (Al. Solidarno?ci)_OUT;Dworzec Wileński Nowy( Targowa);Dworzec Wile?ski Nowy_IN;Dworzec Wile?ski Nowy_OUT;Marszałkowska;Marszałkowska Rower IN;Marszałkowska Rower OUT;Most Gdanski - ścieżka rowerowa;Most Gdański - ciąg pieszo-rowerowy;NSR - Solec - ciąg pieszo-rowerowy;NSR-Solec - ścieżka rowerowa;Praska sciezka rekreacyjna;Piesi;Rowery;Wybrzeże Helskie;Wybrzeże Helskie_nowy Wyb.Helskie IN;Wybrzeże Helskie_nowy Wyb. Helskie OUT;Wysockiego;Wysockiego_IN;Wysockiego_OUT;Świętokrzyska - Emilii Plater, płd;Świętokrzyska - Emilii Plater, płd Rower IN;Świętokrzyska - Emilii Plater, płd Rower OUT;Świętokrzyska - Emilii Plater, płn;Świętokrzyska - Emilii Plater, płn Rower IN;Świętokrzyska - Emilii Plater, płn Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT
11-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11-01-17 5:00;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;2;1;1;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0
11-01-17 6:00;2;1;1;0;0;0;5;4;1;0;0;0;1;1;0;5;3;2;3;3;0;1;0;1;6;0;1;4;1;1;0;9;6;3;3;1;2;2;1;1;4;4;0;2;2;0;0;0;0
11-01-17 7:00;2;0;2;0;0;0;30;25;5;0;0;0;6;6;0;11;11;0;5;2;3;8;4;4;9;1;1;6;3;3;0;9;5;4;1;1;0;14;13;1;10;9;1;9;4;5;0;0;0
11-01-17 8:00;4;1;3;2;2;0;59;36;23;1;1;0;11;6;5;15;10;5;3;2;1;12;4;8;13;1;1;6;3;3;0;19;13;6;4;2;2;19;16;3;18;13;5;21;12;9;0;0;0
11-01-17 9:00;2;0;2;3;3;0;25;15;10;1;1;0;7;4;3;9;6;3;5;5;0;6;3;3;7;1;1;6;2;2;0;5;1;4;0;0;0;15;11;4;15;14;1;18;9;9;0;0;0
11-01-17 10:00;3;2;1;0;0;0;23;11;12;0;0;0;2;2;0;6;2;4;2;0;2;4;1;3;1;0;1;4;3;3;0;2;0;2;2;1;1;12;10;2;9;7;2;4;1;3;0;0;0
11-01-17 11:00;1;1;0;0;0;0;9;2;7;0;0;0;2;2;0;2;1;1;2;1;1;10;3;7;1;0;0;4;6;4;2;1;1;0;1;1;0;10;4;6;13;7;6;6;3;3;0;0;0
11-01-17 12:00;3;3;0;2;2;0;12;3;9;0;0;0;1;0;1;0;0;0;1;0;1;6;2;4;1;2;0;1;6;5;1;6;4;2;3;0;3;13;9;4;14;9;5;4;2;2;0;0;0
11-01-17 13:00;3;2;1;2;0;2;8;5;3;0;0;0;6;0;6;4;2;2;1;0;1;12;5;7;1;3;2;1;26;23;3;7;2;5;6;1;5;12;7;5;10;7;3;1;1;0;0;0;0
11-01-17 14:00;3;2;1;0;0;0;13;7;6;0;0;0;3;2;1;7;4;3;5;4;1;3;0;3;5;1;1;1;7;5;2;5;4;1;2;2;0;12;6;6;6;5;1;7;4;3;0;0;0
11-01-17 15:00;4;4;0;0;0;0;18;6;12;2;2;0;8;2;6;7;3;4;3;2;1;10;6;4;17;6;2;7;12;12;0;13;7;6;3;2;1;15;11;4;23;16;7;7;4;3;0;0;0
11-01-17 16:00;3;3;0;2;0;2;46;16;30;0;0;0;12;3;9;9;1;8;4;1;3;18;3;15;4;1;0;9;3;2;1;16;6;10;1;1;0;26;19;7;15;12;3;12;10;2;1;0;1
11-01-17 17:00;5;3;2;0;0;0;35;12;23;0;0;0;13;3;10;10;3;7;5;3;2;11;5;6;13;1;1;8;4;4;0;15;4;11;3;0;3;15;10;5;12;9;3;18;14;4;1;0;1
11-01-17 18:00;4;2;2;3;2;1;28;10;18;0;0;0;9;2;7;8;5;3;6;3;3;5;1;4;5;1;0;5;3;3;0;16;8;8;1;1;0;20;17;3;15;11;4;16;13;3;1;1;0
11-01-17 19:00;1;0;1;0;0;0;16;9;7;1;0;1;7;1;6;5;1;4;2;1;1;5;2;3;6;2;1;5;0;0;0;5;2;3;0;0;0;14;10;4;7;4;3;5;4;1;0;0;0
11-01-17 20:00;3;1;2;0;0;0;13;6;7;0;0;0;6;1;5;6;1;5;4;3;1;12;8;4;1;0;0;2;0;0;0;2;1;1;1;0;1;7;3;4;13;9;4;6;3;3;0;0;0
11-01-17 21:00;0;0;0;0;0;0;6;4;2;0;0;0;6;1;5;1;0;1;1;0;1;2;2;0;1;0;0;0;1;1;0;3;2;1;1;0;1;8;4;4;7;6;1;4;1;3;0;0;0
11-01-17 22:00;1;1;0;0;0;0;3;0;3;0;0;0;2;2;0;1;0;1;0;0;0;1;0;1;3;0;1;5;0;0;0;5;1;4;0;0;0;9;8;1;2;1;1;4;1;3;0;0;0
11-01-17 23:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;3;3;0;1;1;0;1;1;0;0;0;0
12-01-17 0:00;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;1;1;0;0;0;0
12-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;1;0;1;0;0;0
12-01-17 2:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
12-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-01-17 4:00;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12-01-17 5:00;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;2;0;2;1;0;0;4;1;1;0;0;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0
12-01-17 6:00;1;0;1;0;0;0;4;3;1;1;0;1;0;0;0;0;0;0;3;2;1;2;1;1;3;0;0;1;2;2;0;9;7;2;1;1;0;1;0;1;2;2;0;4;3;1;0;0;0
12-01-17 7:00;1;0;1;0;0;0;21;17;4;0;0;0;5;4;1;7;6;1;1;1;0;5;3;2;6;2;1;2;7;7;0;7;5;2;0;0;0;5;5;0;7;7;0;7;2;5;1;0;1
12-01-17 8:00;1;0;1;1;1;0;57;33;24;0;0;0;8;6;2;14;10;4;3;1;2;10;4;6;10;1;0;7;5;5;0;18;12;6;2;2;0;10;7;3;16;15;1;17;11;6;0;0;0
12-01-17 9:00;2;1;1;0;0;0;27;14;13;0;0;0;5;4;1;5;5;0;5;2;3;4;1;3;2;1;1;3;2;1;1;11;6;5;1;1;0;13;10;3;8;7;1;9;4;5;0;0;0
12-01-17 10:00;2;1;1;0;0;0;18;11;7;0;0;0;1;1;0;3;2;1;4;1;3;4;1;3;1;0;0;0;7;6;1;2;1;1;2;0;2;5;4;1;11;11;0;7;4;3;0;0;0
12-01-17 11:00;1;0;1;0;0;0;16;7;9;2;2;0;2;1;1;4;2;2;3;1;2;7;2;5;3;1;0;2;5;5;0;1;0;1;3;2;1;9;5;4;4;1;3;4;2;2;0;0;0
12-01-17 12:00;6;5;1;0;0;0;5;1;4;0;0;0;0;0;0;6;2;4;1;0;1;5;2;3;2;0;0;2;2;2;0;0;0;0;3;3;0;7;6;1;8;6;2;3;3;0;0;0;0
12-01-17 13:00;1;1;0;0;0;0;9;2;7;0;0;0;2;0;2;4;2;2;3;3;0;4;2;2;2;0;0;1;1;1;0;1;0;1;3;1;2;6;6;0;10;8;2;6;5;1;0;0;0
12-01-17 14:00;2;1;1;0;0;0;9;3;6;0;0;0;2;2;0;1;0;1;5;1;4;11;5;6;2;0;0;5;1;0;1;5;2;3;3;2;1;12;10;2;14;11;3;5;4;1;0;0;0
12-01-17 15:00;5;4;1;0;0;0;15;5;10;0;0;0;5;1;4;6;2;4;4;1;3;11;5;6;4;1;0;7;4;4;0;6;3;3;2;1;1;15;12;3;12;10;2;8;7;1;0;0;0
12-01-17 16:00;2;1;1;0;0;0;37;12;25;0;0;0;6;2;4;6;2;4;3;1;2;9;4;5;8;0;0;5;1;0;1;15;4;11;11;6;5;22;16;6;15;7;8;12;3;9;0;0;0
12-01-17 17:00;4;3;1;0;0;0;31;11;20;1;1;0;11;3;8;10;4;6;8;6;2;12;5;7;10;2;0;9;4;2;2;12;2;10;3;1;2;14;11;3;5;4;1;19;13;6;0;0;0
12-01-17 18:00;3;1;2;0;0;0;26;16;10;0;0;0;8;4;4;10;1;9;10;6;4;2;1;1;4;0;0;5;3;2;1;9;3;6;1;0;1;14;10;4;13;8;5;8;5;3;0;0;0
12-01-17 19:00;2;1;1;0;0;0;18;9;9;0;0;0;5;3;2;3;0;3;2;2;0;10;3;7;7;0;2;6;4;1;3;2;2;0;1;1;0;10;10;0;5;2;3;14;7;7;0;0;0
12-01-17 20:00;2;1;1;0;0;0;10;3;7;0;0;0;0;0;0;3;1;2;0;0;0;3;2;1;7;0;2;3;4;4;0;2;1;1;1;0;1;7;4;3;5;4;1;3;1;2;0;0;0
12-01-17 21:00;0;0;0;0;0;0;7;2;5;0;0;0;2;1;1;2;1;1;2;0;2;6;4;2;6;1;0;4;2;2;0;1;1;0;0;0;0;1;1;0;3;2;1;5;1;4;0;0;0
12-01-17 22:00;0;0;0;0;0;0;4;2;2;0;0;0;2;1;1;2;0;2;2;2;0;2;1;1;1;0;0;4;0;0;0;1;1;0;0;0;0;6;2;4;1;0;1;3;1;2;0;0;0
12-01-17 23:00;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;3;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0
13-01-17 0:00;1;1;0;0;0;0;2;0;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0
13-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;0;0;0
13-01-17 2:00;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0
13-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13-01-17 4:00;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
13-01-17 5:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;2;0;2;0;0;0;2;1;1;0;0;0;0;0;0
13-01-17 6:00;1;1;0;0;0;0;4;3;1;0;0;0;1;1;0;4;4;0;1;1;0;0;0;0;4;0;0;7;2;2;0;7;5;2;2;1;1;3;1;2;2;1;1;2;1;1;0;0;0
13-01-17 7:00;3;0;3;0;0;0;29;25;4;1;1;0;6;5;1;5;5;0;1;1;0;1;0;1;5;0;0;1;2;2;0;5;2;3;1;1;0;6;5;1;4;3;1;11;6;5;0;0;0
13-01-17 8:00;2;1;1;1;1;0;39;24;15;0;0;0;5;4;1;11;8;3;5;2;3;11;5;6;8;0;1;5;2;2;0;9;8;1;1;1;0;12;7;5;11;11;0;15;9;6;1;1;0
13-01-17 9:00;1;0;1;0;0;0;24;16;8;0;0;0;6;3;3;6;2;4;1;0;1;8;5;3;4;1;1;4;3;2;1;8;7;1;0;0;0;12;8;4;14;10;4;9;5;4;0;0;0
13-01-17 10:00;1;1;0;0;0;0;13;6;7;0;0;0;4;2;2;4;4;0;2;1;1;3;1;2;1;0;1;0;3;2;1;7;1;6;2;1;1;10;3;7;10;6;4;5;4;1;0;0;0
13-01-17 11:00;1;0;1;1;0;1;3;1;2;0;0;0;1;1;0;2;1;1;1;0;1;0;0;0;1;0;0;1;4;4;0;2;2;0;0;0;0;5;2;3;3;2;1;3;1;2;0;0;0
13-01-17 12:00;0;0;0;0;0;0;10;3;7;1;0;1;5;1;4;3;3;0;0;0;0;8;3;5;1;0;0;4;7;7;0;2;1;1;0;0;0;15;4;11;8;6;2;1;0;1;0;0;0
13-01-17 13:00;4;4;0;0;0;0;7;2;5;0;0;0;4;2;2;2;1;1;3;0;3;5;2;3;2;0;0;3;5;5;0;5;1;4;0;0;0;10;5;5;5;3;2;4;2;2;0;0;0
13-01-17 14:00;1;1;0;0;0;0;9;3;6;0;0;0;1;0;1;2;1;1;2;2;0;8;2;6;2;0;0;6;2;2;0;2;2;0;6;5;1;10;6;4;12;11;1;10;6;4;0;0;0
13-01-17 15:00;5;4;1;0;0;0;21;12;9;1;1;0;4;0;4;6;5;1;3;3;0;6;1;5;8;0;0;6;6;5;1;10;5;5;2;0;2;8;8;0;19;13;6;9;5;4;0;0;0
13-01-17 16:00;3;1;2;0;0;0;23;5;18;1;1;0;10;0;10;12;3;9;5;2;3;14;8;6;12;1;0;8;6;5;1;7;2;5;3;1;2;27;17;10;13;9;4;10;7;3;0;0;0
13-01-17 17:00;3;2;1;0;0;0;24;7;17;0;0;0;9;3;6;8;1;7;2;1;1;8;3;5;7;0;0;13;4;4;0;11;2;9;1;0;1;10;7;3;16;13;3;19;10;9;0;0;0
13-01-17 18:00;0;0;0;0;0;0;18;9;9;0;0;0;1;0;1;4;2;2;3;2;1;4;0;4;4;1;1;5;8;7;1;11;3;8;3;1;2;13;5;8;11;8;3;12;9;3;0;0;0
13-01-17 19:00;0;0;0;1;0;1;16;10;6;1;0;1;4;3;1;4;1;3;2;2;0;5;1;4;2;0;3;1;7;7;0;6;3;3;1;0;1;11;5;6;3;1;2;5;3;2;0;0;0
13-01-17 20:00;0;0;0;0;0;0;7;7;0;0;0;0;1;0;1;4;1;3;3;2;1;6;2;4;3;0;1;1;3;3;0;2;1;1;0;0;0;8;6;2;3;0;3;2;1;1;0;0;0
13-01-17 21:00;1;0;1;0;0;0;3;1;2;1;1;0;0;0;0;1;0;1;0;0;0;3;0;3;2;2;0;1;7;7;0;3;2;1;1;0;1;2;1;1;3;1;2;0;0;0;0;0;0
13-01-17 22:00;1;1;0;0;0;0;3;2;1;0;0;0;2;2;0;0;0;0;0;0;0;2;0;2;1;0;1;0;2;2;0;0;0;0;0;0;0;7;3;4;2;2;0;1;0;1;0;0;0
13-01-17 23:00;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;0;1;2;0;0;0;2;1;1;0;0;0;6;2;4;0;0;0;2;1;1;0;0;0
14-01-17 0:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0
14-01-17 1:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
14-01-17 2:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
14-01-17 3:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
14-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14-01-17 5:00;2;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0
14-01-17 6:00;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;3;1;2;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0
14-01-17 7:00;3;2;1;0;0;0;3;1;2;1;1;0;0;0;0;2;1;1;0;0;0;1;1;0;0;1;0;1;3;3;0;1;1;0;2;2;0;1;0;1;2;0;2;3;2;1;0;0;0
14-01-17 8:00;2;1;1;1;1;0;4;4;0;1;0;1;2;0;2;3;2;1;1;0;1;3;1;2;1;0;0;3;11;10;1;3;2;1;1;0;1;1;1;0;1;1;0;7;5;2;0;0;0
14-01-17 9:00;2;2;0;0;0;0;7;2;5;0;0;0;0;0;0;2;1;1;3;1;2;2;1;1;4;2;0;2;13;13;0;6;1;5;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0
14-01-17 10:00;2;1;1;0;0;0;6;2;4;1;0;1;5;2;3;5;3;2;3;2;1;3;1;2;4;0;0;1;8;8;0;4;2;2;0;0;0;7;4;3;5;4;1;0;0;0;0;0;0
14-01-17 11:00;3;1;2;1;0;1;8;3;5;0;0;0;4;4;0;3;1;2;2;1;1;1;0;1;8;1;0;6;18;18;0;6;1;5;1;0;1;7;6;1;2;1;1;1;0;1;0;0;0
14-01-17 12:00;5;2;3;0;0;0;8;5;3;1;1;0;3;0;3;5;3;2;4;2;2;3;2;1;5;2;0;6;19;17;2;4;4;0;3;1;2;6;5;1;4;3;1;4;1;3;0;0;0
14-01-17 13:00;5;3;2;0;0;0;10;5;5;0;0;0;2;0;2;4;2;2;3;1;2;5;2;3;11;2;4;6;35;33;2;9;3;6;4;0;4;9;7;2;4;3;1;4;1;3;0;0;0
14-01-17 14:00;3;3;0;0;0;0;4;0;4;0;0;0;2;1;1;6;2;4;3;1;2;10;2;8;10;2;1;12;33;30;3;6;3;3;1;0;1;4;3;1;4;4;0;4;0;4;0;0;0
14-01-17 15:00;4;1;3;0;0;0;7;3;4;1;1;0;2;1;1;3;1;2;2;2;0;6;2;4;5;1;3;6;22;22;0;7;2;5;1;0;1;7;7;0;12;7;5;1;0;1;0;0;0
14-01-17 16:00;0;0;0;0;0;0;5;1;4;1;1;0;1;0;1;5;1;4;4;3;1;3;1;2;10;0;0;5;12;11;1;7;4;3;2;1;1;6;3;3;5;1;4;3;2;1;0;0;0
14-01-17 17:00;4;3;1;0;0;0;4;4;0;1;0;1;1;0;1;5;1;4;8;3;5;2;1;1;4;0;0;4;1;1;0;5;4;1;6;1;5;3;2;1;9;8;1;1;1;0;0;0;0
14-01-17 18:00;1;1;0;0;0;0;1;1;0;0;0;0;2;0;2;4;1;3;1;1;0;3;3;0;5;0;0;4;2;2;0;5;3;2;2;0;2;5;4;1;6;3;3;4;3;1;0;0;0
14-01-17 19:00;0;0;0;0;0;0;5;5;0;0;0;0;4;2;2;3;2;1;1;0;1;4;2;2;3;1;1;6;4;4;0;5;4;1;1;0;1;8;3;5;0;0;0;1;1;0;0;0;0
14-01-17 20:00;1;0;1;0;0;0;3;1;2;0;0;0;1;0;1;3;0;3;1;0;1;3;0;3;4;2;0;0;3;2;1;1;0;1;0;0;0;4;2;2;5;4;1;1;0;1;0;0;0
14-01-17 21:00;0;0;0;1;0;1;4;1;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;2;1;1;0;2;0;2;1;1;0;3;3;0;1;0;1;2;1;1;0;0;0
14-01-17 22:00;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0;1;0;1;3;2;1;1;0;0;2;2;2;0;4;3;1;0;0;0;2;2;0;3;1;2;0;0;0;0;0;0
14-01-17 23:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;2;1;1;0;0;0
15-01-17 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;3;2;1;0;0;0;2;0;2;3;1;2;0;0;0;0;0;0
15-01-17 1:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-01-17 2:00;0;0;0;0;0;0;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
15-01-17 3:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-01-17 4:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0
15-01-17 5:00;1;0;1;0;0;0;1;0;1;0;0;0;2;2;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
15-01-17 6:00;0;0;0;0;0;0;4;2;2;0;0;0;1;1;0;6;3;3;1;1;0;1;0;1;1;0;0;0;1;1;0;2;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0
15-01-17 7:00;2;1;1;0;0;0;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;7;7;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
15-01-17 8:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;1;0;1;1;14;14;0;1;0;1;0;0;0;2;1;1;2;0;2;3;2;1;0;0;0
15-01-17 9:00;0;0;0;0;0;0;1;0;1;0;0;0;3;1;2;5;4;1;3;1;2;2;1;1;7;1;0;1;34;34;0;4;4;0;0;0;0;2;1;1;2;2;0;3;1;2;0;0;0
15-01-17 10:00;1;1;0;2;2;0;2;2;0;0;0;0;4;3;1;0;0;0;2;0;2;3;0;3;5;0;1;4;19;19;0;7;3;4;3;0;3;2;1;1;6;6;0;3;2;1;0;0;0
15-01-17 11:00;4;0;4;0;0;0;5;3;2;0;0;0;6;3;3;6;2;4;0;0;0;2;1;1;9;4;5;2;30;26;4;1;1;0;3;0;3;8;5;3;7;4;3;1;0;1;0;0;0
15-01-17 12:00;3;1;2;0;0;0;7;4;3;1;0;1;5;1;4;3;3;0;3;1;2;4;2;2;13;3;0;8;55;50;5;13;10;3;4;3;1;9;7;2;3;2;1;2;1;1;0;0;0
15-01-17 13:00;5;1;4;0;0;0;10;6;4;1;0;1;5;0;5;8;6;2;2;1;1;1;1;0;12;5;3;4;46;41;5;20;11;9;2;1;1;6;4;2;9;9;0;6;4;2;0;0;0
15-01-17 14:00;3;2;1;2;2;0;3;0;3;0;0;0;7;2;5;4;2;2;2;2;0;3;0;3;13;0;2;8;58;56;2;9;2;7;4;4;0;8;7;1;11;6;5;4;3;1;0;0;0
15-01-17 15:00;1;1;0;2;1;1;4;0;4;0;0;0;2;2;0;6;3;3;1;1;0;0;0;0;5;2;0;2;23;21;2;5;0;5;0;0;0;0;0;0;5;4;1;2;0;2;0;0;0
15-01-17 16:00;2;2;0;0;0;0;6;2;4;0;0;0;2;1;1;3;2;1;3;1;2;7;3;4;2;3;0;2;16;15;1;4;3;1;1;0;1;3;2;1;7;6;1;3;2;1;0;0;0
15-01-17 17:00;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;4;0;4;1;1;0;7;1;6;3;1;1;2;5;4;1;6;2;4;3;3;0;5;4;1;8;3;5;1;1;0;0;0;0
15-01-17 18:00;0;0;0;0;0;0;3;2;1;0;0;0;2;0;2;2;0;2;0;0;0;4;4;0;0;0;0;2;6;6;0;1;0;1;2;0;2;5;3;2;3;2;1;1;1;0;0;0;0
15-01-17 19:00;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;1;1;0;2;0;2;5;2;3;5;0;0;0;8;8;0;4;4;0;1;0;1;3;1;2;29;21;8;4;3;1;0;0;0
15-01-17 20:00;0;0;0;0;0;0;3;1;2;0;0;0;3;2;1;2;0;2;1;0;1;1;0;1;2;0;0;2;3;3;0;0;0;0;0;0;0;12;10;2;8;1;7;2;1;1;0;0;0
15-01-17 21:00;0;0;0;0;0;0;2;2;0;0;0;0;4;1;3;0;0;0;0;0;0;3;2;1;1;0;0;2;11;10;1;1;0;1;1;0;1;3;1;2;0;0;0;0;0;0;0;0;0
15-01-17 22:00;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;2;2;0;0;0;0;1;0;1;0;0;0;1;3;3;0;1;1;0;0;0;0;7;4;3;1;0;1;1;0;1;0;0;0
15-01-17 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;0;2;1;1;0;0;0;0;2;1;1;0;0;0;2;2;0;0;0;0;0;0;0
16-01-17 0:00;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
16-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
16-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0
16-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;2;2;3;1;2;0;0;0;0;0;0
16-01-17 5:00;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0
