"","Data","startTyg","startM","al. Solidarności/Dworzec Wileński","al. Stanów Zjednoczonych N","al. Stanów Zjednoczonych S","Aleje Jerozolimskie/pl. Zawiszy N","Aleje Jerozolimskie/pl. Zawiszy S","Banacha/Żwirki i Wigury","Bazyliańska/Wysockiego","Belwederska","Czerniakowska E","Czerniakowska W","Jagiellońska","Marsa","Marszałkowska/Metro Świętokrzyska","NSR Most Gdański CPR","NSR Most Gdański DDR","NSR Solec CPR","NSR Solec DDR","Praska ścieżka rekreacyjna","Przyczółkowa/al. Wilanowska","Szaserów N","Szaserów S","Świętokrzyska/Emilii Plater N","Świętokrzyska/Emilii Plater S","Targowa/Dworzec Wileński","Wiertnicza","Wybrzeże Helskie/Starzyńskiego","Wysockiego","Żwirki i Wigury/1 Sierpnia","Żwirki i Wigury/Trojdena E","Żwirki i Wigury/Trojdena W"
"788",2016-10-08,2016-10-03,2016-10-01,250,73,139,NA,NA,528,39,200,NA,NA,NA,NA,237,175,275,87,248,79,NA,NA,NA,396,283,273,NA,336,147,NA,286,81
"789",2016-10-09,2016-10-03,2016-10-01,214,79,129,NA,NA,491,36,251,NA,NA,NA,NA,209,270,354,155,292,151,NA,NA,NA,376,250,209,NA,363,161,NA,264,85
"790",2016-10-10,2016-10-10,2016-10-01,366,82,156,NA,NA,1250,35,348,NA,NA,NA,NA,419,164,256,102,279,26,NA,NA,NA,703,645,349,NA,449,110,NA,625,196
"791",2016-10-11,2016-10-10,2016-10-01,362,61,153,NA,NA,1178,38,362,NA,NA,NA,NA,413,133,262,93,278,20,NA,NA,NA,700,597,345,NA,470,124,NA,604,183
"792",2016-10-12,2016-10-10,2016-10-01,285,50,114,NA,NA,888,41,271,NA,NA,NA,NA,296,112,212,63,226,4,NA,NA,NA,482,399,241,NA,326,84,NA,444,130
"793",2016-10-13,2016-10-10,2016-10-01,548,145,253,NA,NA,1662,71,620,NA,NA,NA,NA,602,329,543,187,484,77,NA,NA,NA,1115,904,467,NA,729,244,NA,918,236
"794",2016-10-14,2016-10-10,2016-10-01,465,138,274,NA,NA,1625,85,597,NA,NA,NA,NA,614,391,558,235,479,105,NA,NA,NA,1073,914,531,NA,761,256,NA,790,258
"795",2016-10-15,2016-10-10,2016-10-01,226,71,129,NA,NA,420,35,187,NA,NA,NA,NA,225,170,288,102,228,109,NA,NA,NA,346,284,238,NA,333,127,NA,250,47
"796",2016-10-16,2016-10-10,2016-10-01,180,85,152,NA,NA,375,25,198,NA,NA,NA,NA,158,242,369,120,203,135,NA,NA,NA,298,269,209,NA,369,132,NA,229,66
"797",2016-10-17,2016-10-17,2016-10-01,497,122,254,NA,NA,1589,67,579,NA,NA,NA,NA,537,254,539,188,470,62,NA,NA,NA,1011,741,391,NA,776,215,NA,855,228
"798",2016-10-18,2016-10-17,2016-10-01,433,99,230,NA,NA,1510,82,504,NA,NA,NA,NA,517,211,417,138,420,24,NA,NA,NA,944,747,370,NA,678,213,NA,820,221
"799",2016-10-19,2016-10-17,2016-10-01,426,110,202,NA,NA,1381,77,505,NA,NA,NA,NA,480,243,422,140,396,56,NA,NA,NA,913,691,383,NA,635,191,NA,758,168
"800",2016-10-20,2016-10-17,2016-10-01,361,98,171,NA,NA,1298,66,422,NA,NA,NA,NA,461,210,323,117,332,23,NA,NA,NA,789,620,354,NA,584,173,NA,675,178
"801",2016-10-21,2016-10-17,2016-10-01,235,65,106,NA,NA,944,36,279,NA,NA,NA,NA,279,92,224,74,214,9,NA,NA,NA,517,423,249,NA,373,105,NA,457,109
"802",2016-10-22,2016-10-17,2016-10-01,96,38,65,NA,NA,234,22,69,NA,NA,NA,NA,118,80,111,34,77,19,NA,NA,NA,176,153,124,NA,158,63,NA,105,35
"803",2016-10-23,2016-10-17,2016-10-01,275,92,164,NA,NA,487,61,273,NA,NA,NA,NA,216,466,536,237,308,237,NA,NA,NA,443,276,285,NA,450,194,NA,372,71
"804",2016-10-24,2016-10-24,2016-10-01,409,104,180,NA,NA,1286,57,396,NA,NA,NA,NA,426,194,386,108,333,23,NA,NA,NA,839,631,348,NA,531,151,NA,678,176
"805",2016-10-25,2016-10-24,2016-10-01,292,71,120,NA,NA,1044,53,286,NA,NA,NA,NA,342,103,227,74,248,13,NA,NA,NA,661,517,269,NA,403,112,NA,518,150
"806",2016-10-26,2016-10-24,2016-10-01,466,128,223,NA,NA,1568,87,541,NA,NA,NA,NA,540,282,517,209,440,66,NA,NA,NA,1042,829,411,NA,620,238,NA,743,191
"807",2016-10-27,2016-10-24,2016-10-01,480,134,235,NA,NA,1522,85,493,NA,NA,NA,NA,543,297,528,181,438,94,NA,NA,NA,993,776,449,NA,704,226,NA,781,202
"808",2016-10-28,2016-10-24,2016-10-01,367,77,142,NA,NA,1130,50,343,NA,NA,NA,NA,405,145,314,110,283,34,NA,NA,NA,732,590,332,NA,522,150,NA,583,152
"809",2016-10-29,2016-10-24,2016-10-01,167,52,98,NA,NA,299,28,108,NA,NA,NA,NA,126,109,211,76,151,67,NA,NA,NA,286,191,201,NA,247,90,NA,165,41
"810",2016-10-30,2016-10-24,2016-10-01,174,41,92,NA,NA,257,15,132,NA,NA,NA,NA,97,169,266,100,152,108,NA,NA,NA,240,148,196,NA,328,83,NA,142,32
"811",2016-10-31,2016-10-31,2016-10-01,342,72,130,NA,NA,621,44,228,NA,NA,NA,NA,306,181,301,123,239,54,NA,NA,NA,517,389,313,NA,453,130,NA,322,97
"812",2016-11-01,2016-10-31,2016-11-01,81,19,39,NA,NA,139,15,56,NA,NA,NA,NA,42,91,152,45,76,40,NA,NA,NA,97,84,82,NA,177,48,NA,103,32
"813",2016-11-02,2016-10-31,2016-11-01,327,72,130,NA,NA,1005,42,309,NA,NA,NA,NA,366,153,264,88,252,34,NA,NA,NA,648,534,294,NA,149,143,NA,527,150
"814",2016-11-03,2016-10-31,2016-11-01,272,75,137,NA,NA,1024,32,298,NA,NA,NA,NA,374,110,270,63,221,12,NA,NA,NA,597,539,256,NA,606,104,NA,533,145
"815",2016-11-04,2016-10-31,2016-11-01,394,103,180,NA,NA,1252,49,392,NA,NA,NA,NA,469,223,384,147,318,53,NA,NA,NA,749,561,351,NA,570,195,NA,584,168
"816",2016-11-05,2016-10-31,2016-11-01,193,83,161,NA,NA,428,39,222,NA,NA,NA,NA,200,215,355,111,220,151,NA,NA,NA,359,306,240,NA,273,168,NA,263,76
"817",2016-11-06,2016-10-31,2016-11-01,145,44,71,NA,NA,259,22,143,NA,NA,NA,NA,102,187,265,102,197,111,NA,NA,NA,269,185,126,NA,384,86,NA,167,53
"818",2016-11-07,2016-11-07,2016-11-01,303,75,132,NA,NA,997,30,294,NA,NA,NA,NA,363,149,275,92,240,27,NA,NA,NA,570,506,262,NA,557,135,NA,506,134
"819",2016-11-08,2016-11-07,2016-11-01,351,92,161,NA,NA,1246,44,438,NA,NA,NA,NA,441,229,431,143,365,53,NA,NA,NA,817,660,324,NA,439,170,NA,604,193
"820",2016-11-09,2016-11-07,2016-11-01,219,41,87,NA,NA,876,46,235,NA,NA,NA,NA,280,76,199,58,208,7,NA,NA,NA,474,400,196,NA,514,103,NA,431,135
"821",2016-11-10,2016-11-07,2016-11-01,325,85,130,NA,NA,1037,46,333,NA,NA,NA,NA,398,175,315,112,279,37,NA,NA,NA,681,526,313,NA,662,129,NA,508,145
"822",2016-11-11,2016-11-07,2016-11-01,79,15,29,NA,NA,192,15,80,NA,NA,NA,NA,115,66,148,35,68,49,NA,NA,NA,176,132,86,NA,563,46,NA,120,43
"823",2016-11-12,2016-11-07,2016-11-01,151,45,80,NA,NA,278,20,119,NA,NA,NA,NA,131,159,210,81,137,92,NA,NA,NA,240,163,176,NA,259,72,NA,134,43
"824",2016-11-13,2016-11-07,2016-11-01,117,42,68,NA,NA,211,15,86,NA,NA,NA,NA,99,122,149,60,106,67,NA,NA,NA,166,127,126,NA,385,60,NA,136,38
"825",2016-11-14,2016-11-14,2016-11-01,354,68,158,NA,NA,1143,43,359,NA,NA,NA,NA,392,179,312,139,350,48,NA,NA,NA,701,527,340,NA,585,138,NA,608,172
"826",2016-11-15,2016-11-14,2016-11-01,342,73,151,NA,NA,1055,51,358,NA,NA,NA,NA,349,149,300,88,308,35,NA,NA,NA,668,591,270,NA,430,159,NA,578,170
"827",2016-11-16,2016-11-14,2016-11-01,206,62,90,NA,NA,885,30,252,NA,NA,NA,NA,304,99,187,79,203,13,NA,NA,NA,519,456,237,NA,575,89,NA,473,122
"828",2016-11-17,2016-11-14,2016-11-01,308,82,117,NA,NA,1010,36,311,NA,NA,NA,NA,353,122,289,97,261,22,NA,NA,NA,603,519,253,NA,418,111,NA,506,148
"829",2016-11-18,2016-11-14,2016-11-01,330,67,169,NA,NA,1243,60,434,NA,NA,NA,NA,421,235,412,138,392,46,NA,NA,NA,728,610,317,NA,516,167,NA,588,159
"830",2016-11-19,2016-11-14,2016-11-01,120,33,87,NA,NA,272,28,79,NA,NA,NA,NA,104,88,125,39,94,28,NA,NA,NA,198,124,125,NA,163,73,NA,134,38
"831",2016-11-20,2016-11-14,2016-11-01,240,92,214,NA,NA,509,56,327,NA,NA,NA,NA,254,537,563,233,336,193,NA,NA,NA,392,261,213,NA,540,192,NA,301,77
"832",2016-11-21,2016-11-21,2016-11-01,398,133,235,NA,NA,1495,67,451,NA,NA,NA,NA,492,293,477,189,448,76,NA,NA,NA,904,713,315,NA,658,241,NA,743,195
"833",2016-11-22,2016-11-21,2016-11-01,419,94,197,NA,NA,1454,71,479,NA,NA,NA,NA,444,219,497,150,416,61,NA,NA,NA,838,664,328,NA,625,188,NA,742,184
"834",2016-11-23,2016-11-21,2016-11-01,362,81,196,NA,NA,1426,78,402,NA,NA,NA,NA,448,207,399,143,437,56,NA,NA,NA,760,646,302,NA,587,196,NA,716,166
"835",2016-11-24,2016-11-21,2016-11-01,361,87,184,NA,NA,1202,49,368,NA,NA,NA,NA,417,177,368,135,346,46,NA,NA,NA,729,591,294,NA,528,162,NA,638,153
"836",2016-11-25,2016-11-21,2016-11-01,309,88,144,NA,NA,1030,43,303,NA,NA,NA,NA,415,165,269,101,297,52,NA,NA,NA,656,542,279,NA,468,129,NA,509,130
"837",2016-11-26,2016-11-21,2016-11-01,192,66,123,NA,NA,449,38,186,NA,NA,NA,NA,199,326,332,166,242,161,NA,NA,NA,347,256,196,NA,389,125,NA,239,62
"838",2016-11-27,2016-11-21,2016-11-01,98,23,40,NA,NA,193,16,93,NA,NA,NA,NA,88,86,105,56,92,42,NA,NA,NA,152,120,72,NA,148,41,NA,137,26
"839",2016-11-28,2016-11-28,2016-11-01,222,57,103,NA,NA,716,27,222,NA,NA,NA,NA,266,86,148,45,186,18,NA,NA,NA,451,377,186,NA,306,82,NA,363,99
"840",2016-11-29,2016-11-28,2016-11-01,222,45,105,NA,NA,781,21,230,NA,NA,NA,NA,278,89,156,59,173,15,NA,NA,NA,503,423,168,NA,299,80,NA,367,99
"841",2016-11-30,2016-11-28,2016-11-01,226,47,97,NA,NA,725,31,215,NA,NA,NA,NA,244,67,166,44,186,15,NA,NA,NA,434,361,201,NA,292,81,NA,348,104
"842",2016-12-01,2016-11-28,2016-12-01,215,35,73,NA,NA,634,23,201,NA,NA,NA,NA,207,74,150,47,148,17,NA,NA,NA,417,326,215,NA,274,86,NA,348,74
"843",2016-12-02,2016-11-28,2016-12-01,95,18,55,NA,NA,358,13,60,NA,NA,NA,NA,124,14,39,6,43,2,NA,NA,NA,209,108,40,NA,130,44,NA,94,28
"844",2016-12-03,2016-11-28,2016-12-01,77,2,41,NA,NA,133,6,49,NA,NA,NA,NA,77,18,92,27,52,24,NA,NA,NA,135,108,60,NA,88,24,NA,46,5
"845",2016-12-04,2016-11-28,2016-12-01,75,16,53,NA,NA,118,3,60,NA,NA,NA,NA,65,36,118,28,77,24,NA,NA,NA,114,73,71,NA,96,27,NA,46,11
"846",2016-12-05,2016-12-05,2016-12-01,215,48,99,NA,NA,659,7,212,NA,NA,NA,NA,222,33,184,29,160,15,NA,NA,NA,403,341,160,NA,259,77,NA,299,70
"847",2016-12-06,2016-12-05,2016-12-01,163,43,80,NA,NA,532,10,153,NA,NA,NA,NA,219,23,168,27,138,8,NA,NA,NA,361,290,138,NA,222,87,NA,269,55
"848",2016-12-07,2016-12-05,2016-12-01,224,47,109,NA,NA,610,18,181,NA,NA,NA,NA,197,51,209,34,157,15,NA,NA,NA,438,317,158,NA,278,92,NA,310,79
"849",2016-12-08,2016-12-05,2016-12-01,187,45,116,NA,NA,635,22,194,NA,NA,NA,NA,228,63,181,49,168,4,NA,NA,NA,377,338,210,NA,253,63,NA,320,103
"850",2016-12-09,2016-12-05,2016-12-01,207,41,84,NA,NA,628,17,191,NA,NA,NA,NA,249,84,186,68,174,5,NA,NA,NA,435,332,153,NA,224,74,NA,293,86
"851",2016-12-10,2016-12-05,2016-12-01,69,9,27,NA,NA,104,12,28,NA,NA,NA,NA,60,23,37,13,36,3,NA,NA,NA,96,78,85,NA,61,24,NA,51,14
"852",2016-12-11,2016-12-05,2016-12-01,44,10,32,NA,NA,84,1,35,NA,NA,NA,NA,45,43,39,16,31,12,NA,NA,NA,76,51,56,NA,67,20,NA,42,11
"853",2016-12-12,2016-12-12,2016-12-01,163,39,89,NA,NA,555,16,182,NA,NA,NA,NA,208,68,124,33,166,18,NA,NA,NA,335,280,184,NA,203,75,NA,272,80
"854",2016-12-13,2016-12-12,2016-12-01,176,32,97,NA,NA,665,23,187,NA,NA,NA,NA,213,80,158,40,165,8,NA,NA,NA,411,351,165,NA,242,77,NA,288,112
"855",2016-12-14,2016-12-12,2016-12-01,161,17,62,NA,NA,525,22,156,NA,NA,NA,NA,209,51,122,35,129,10,NA,NA,NA,313,298,119,NA,189,70,NA,238,79
"856",2016-12-15,2016-12-12,2016-12-01,145,43,75,NA,NA,550,35,169,NA,NA,NA,NA,223,83,133,45,142,10,NA,NA,NA,353,329,121,NA,211,68,NA,271,75
"857",2016-12-16,2016-12-12,2016-12-01,195,29,74,NA,NA,617,22,186,NA,NA,NA,NA,244,106,169,62,178,22,NA,NA,NA,368,323,126,NA,280,87,NA,273,88
"858",2016-12-17,2016-12-12,2016-12-01,109,21,48,NA,NA,212,16,155,NA,NA,NA,NA,114,79,113,46,99,38,NA,NA,NA,192,159,111,NA,156,43,NA,97,25
"859",2016-12-18,2016-12-12,2016-12-01,59,15,41,NA,NA,122,8,90,NA,NA,NA,NA,60,55,79,21,51,30,NA,NA,NA,103,71,46,NA,83,26,NA,52,16
"860",2016-12-19,2016-12-19,2016-12-01,184,35,80,NA,NA,576,25,175,NA,NA,NA,NA,211,68,142,37,145,22,NA,NA,NA,417,325,141,NA,243,77,NA,276,84
"861",2016-12-20,2016-12-19,2016-12-01,189,43,90,NA,NA,657,24,228,NA,NA,NA,NA,229,102,179,56,168,9,NA,NA,NA,441,375,167,NA,232,83,NA,320,102
"862",2016-12-21,2016-12-19,2016-12-01,181,38,72,NA,NA,688,26,227,NA,NA,NA,NA,232,84,178,38,172,6,NA,NA,NA,461,345,181,NA,269,92,NA,301,106
"863",2016-12-22,2016-12-19,2016-12-01,206,41,114,NA,NA,625,26,190,NA,NA,NA,NA,236,98,166,53,146,22,NA,NA,NA,395,339,155,NA,278,91,NA,298,92
"864",2016-12-23,2016-12-19,2016-12-01,119,17,49,NA,NA,312,13,93,NA,NA,NA,NA,147,26,74,18,72,6,NA,NA,NA,269,178,128,NA,156,60,NA,140,37
"865",2016-12-24,2016-12-19,2016-12-01,54,11,35,NA,NA,72,5,37,NA,NA,NA,NA,31,43,52,27,31,10,NA,NA,NA,51,44,53,NA,71,17,NA,39,12
"866",2016-12-25,2016-12-19,2016-12-01,62,20,28,NA,NA,66,7,69,NA,NA,NA,NA,44,109,96,31,60,28,NA,NA,NA,67,29,29,NA,86,18,NA,51,13
"867",2016-12-26,2016-12-26,2016-12-01,38,18,33,NA,NA,59,7,46,NA,NA,NA,NA,32,65,88,38,42,29,NA,NA,NA,67,37,32,NA,68,23,NA,49,9
"868",2016-12-27,2016-12-26,2016-12-01,89,15,36,NA,NA,209,10,73,NA,NA,NA,NA,78,35,76,12,67,3,NA,NA,NA,197,111,81,NA,108,30,NA,109,33
"869",2016-12-28,2016-12-26,2016-12-01,140,27,106,NA,NA,374,22,148,NA,NA,NA,NA,192,103,202,36,152,27,NA,NA,NA,296,228,147,NA,215,72,NA,207,57
"870",2016-12-29,2016-12-26,2016-12-01,178,48,127,NA,NA,395,26,155,NA,NA,NA,NA,199,117,195,59,150,30,NA,NA,NA,327,234,142,NA,239,87,NA,206,65
"871",2016-12-30,2016-12-26,2016-12-01,199,29,98,NA,NA,357,32,181,NA,NA,NA,NA,180,131,181,58,130,42,NA,NA,NA,307,247,145,NA,213,86,NA,204,58
"872",2016-12-31,2016-12-26,2016-12-01,92,33,63,NA,NA,167,18,101,NA,NA,NA,NA,131,169,194,73,82,81,NA,NA,NA,147,113,78,NA,168,45,NA,108,24
"873",2017-01-01,2016-12-26,2017-01-01,62,19,43,NA,NA,105,9,83,NA,NA,NA,NA,52,93,129,50,73,36,NA,NA,NA,118,83,47,NA,103,26,NA,76,30
"874",2017-01-02,2017-01-02,2017-01-01,160,29,83,NA,NA,441,14,141,NA,NA,NA,NA,160,60,140,30,122,11,NA,NA,NA,251,214,117,NA,211,60,NA,231,69
"875",2017-01-03,2017-01-02,2017-01-01,162,34,69,NA,NA,466,19,128,NA,NA,NA,NA,180,55,131,12,133,14,NA,NA,NA,259,222,138,NA,235,62,NA,233,60
"876",2017-01-04,2017-01-02,2017-01-01,93,11,45,NA,NA,364,12,99,NA,NA,NA,NA,132,16,71,15,85,1,NA,NA,NA,193,158,82,NA,121,39,NA,151,25
"877",2017-01-05,2017-01-02,2017-01-01,80,8,34,NA,NA,198,9,64,NA,NA,NA,NA,105,15,55,9,69,5,NA,NA,NA,139,139,49,NA,104,31,NA,115,8
"878",2017-01-06,2017-01-02,2017-01-01,38,4,20,NA,NA,28,3,22,NA,NA,NA,NA,21,7,30,8,19,32,NA,NA,NA,51,28,18,NA,38,12,NA,29,1
"879",2017-01-07,2017-01-02,2017-01-01,31,2,19,NA,NA,48,0,15,NA,NA,NA,NA,30,5,38,7,17,20,NA,NA,NA,43,28,25,NA,28,8,NA,16,2
"880",2017-01-08,2017-01-02,2017-01-01,27,4,21,NA,NA,28,1,21,NA,NA,NA,NA,32,15,48,5,21,28,NA,NA,NA,64,34,13,NA,38,10,NA,31,2
"881",2017-01-09,2017-01-09,2017-01-01,75,16,45,NA,NA,294,4,60,NA,NA,NA,NA,106,14,61,14,52,8,NA,NA,NA,152,131,46,NA,97,31,NA,118,6
"882",2017-01-10,2017-01-09,2017-01-01,94,18,40,NA,NA,327,3,104,NA,NA,NA,NA,117,16,98,7,71,7,NA,NA,NA,211,175,51,NA,123,28,NA,156,6
"883",2017-01-11,2017-01-09,2017-01-01,110,14,45,NA,NA,354,5,103,NA,NA,NA,NA,129,20,97,13,74,9,NA,NA,NA,228,195,55,NA,140,34,NA,146,3
"884",2017-01-12,2017-01-09,2017-01-01,92,1,36,NA,NA,320,5,66,NA,NA,NA,NA,110,9,81,6,70,10,NA,NA,NA,166,141,61,NA,105,39,NA,137,1
"885",2017-01-13,2017-01-09,2017-01-01,80,3,29,NA,NA,262,6,66,NA,NA,NA,NA,94,5,73,10,69,5,NA,NA,NA,178,144,34,NA,101,25,NA,123,1
"886",2017-01-14,2017-01-09,2017-01-01,59,4,39,NA,NA,87,8,30,NA,NA,NA,NA,54,14,78,10,68,10,NA,NA,NA,81,67,41,NA,80,27,NA,42,0
"887",2017-01-15,2017-01-09,2017-01-01,56,6,22,NA,NA,65,2,59,NA,NA,NA,NA,51,19,80,13,45,21,NA,NA,NA,79,107,23,NA,84,27,NA,40,0
"888",2017-01-16,2017-01-16,2017-01-01,117,0,48,NA,NA,349,9,102,NA,NA,NA,NA,145,9,103,6,88,21,NA,NA,NA,238,168,52,NA,141,43,NA,150,0
"889",2017-01-17,2017-01-16,2017-01-01,133,1,51,NA,NA,345,8,103,NA,NA,NA,NA,125,6,108,7,97,18,NA,NA,NA,202,183,50,NA,152,41,NA,180,2
"890",2017-01-18,2017-01-16,2017-01-01,106,2,56,NA,NA,341,5,75,NA,NA,NA,NA,135,10,133,10,78,9,NA,NA,NA,263,161,37,NA,138,35,NA,174,1
"891",2017-01-19,2017-01-16,2017-01-01,103,1,52,NA,NA,330,7,90,NA,NA,NA,NA,136,8,123,7,102,16,NA,NA,NA,227,190,43,NA,148,34,NA,164,0
"892",2017-01-20,2017-01-16,2017-01-01,108,0,32,NA,NA,277,5,64,NA,NA,NA,NA,97,10,55,2,54,7,NA,NA,NA,204,176,43,NA,101,25,NA,117,1
"893",2017-01-21,2017-01-16,2017-01-01,47,2,31,NA,NA,89,8,43,NA,NA,NA,NA,37,16,53,18,46,12,NA,NA,NA,75,61,33,NA,56,44,NA,47,0
"894",2017-01-22,2017-01-16,2017-01-01,72,6,36,NA,NA,92,7,48,NA,NA,NA,NA,40,18,70,20,61,11,NA,NA,NA,75,72,48,NA,79,36,NA,35,0
"895",2017-01-23,2017-01-23,2017-01-01,123,5,68,NA,NA,420,15,118,NA,NA,NA,NA,152,33,171,16,128,7,NA,NA,NA,303,233,101,NA,209,59,NA,218,2
"896",2017-01-24,2017-01-23,2017-01-01,120,4,61,NA,NA,373,7,126,NA,NA,NA,NA,126,23,136,12,133,6,NA,NA,NA,266,233,76,NA,181,33,NA,177,4
"897",2017-01-25,2017-01-23,2017-01-01,110,7,73,NA,NA,394,19,146,NA,NA,NA,NA,149,24,145,12,106,3,NA,NA,NA,254,239,77,NA,178,54,NA,213,6
"898",2017-01-26,2017-01-23,2017-01-01,114,4,54,NA,NA,422,15,140,NA,NA,NA,NA,151,32,146,22,135,8,NA,NA,NA,319,229,91,NA,179,56,NA,190,8
"899",2017-01-27,2017-01-23,2017-01-01,134,9,60,NA,NA,376,11,131,NA,NA,NA,NA,141,37,126,20,133,9,NA,NA,NA,290,233,92,NA,167,54,NA,212,10
"900",2017-01-28,2017-01-23,2017-01-01,95,11,58,NA,NA,128,8,79,NA,NA,NA,NA,74,59,172,38,95,14,NA,NA,NA,136,97,74,NA,135,34,NA,87,10
"901",2017-01-29,2017-01-23,2017-01-01,73,14,70,NA,NA,139,9,74,NA,NA,NA,NA,55,53,189,28,92,14,NA,NA,NA,121,83,66,NA,139,50,NA,60,11
"902",2017-01-30,2017-01-30,2017-01-01,165,15,75,NA,NA,386,18,129,NA,NA,NA,NA,165,24,186,15,160,0,NA,NA,NA,299,256,130,NA,187,49,NA,198,34
"903",2017-01-31,2017-01-30,2017-01-01,155,26,61,NA,NA,459,11,160,NA,NA,NA,NA,163,35,177,29,153,6,NA,NA,NA,321,257,129,NA,192,58,NA,212,29
"904",2017-02-01,2017-01-30,2017-02-01,130,21,66,NA,NA,416,11,149,NA,NA,NA,NA,163,28,164,18,134,5,NA,NA,NA,327,270,123,NA,183,50,NA,195,41
"905",2017-02-02,2017-01-30,2017-02-01,139,7,52,NA,NA,353,6,122,NA,NA,NA,NA,133,28,106,17,96,7,NA,NA,NA,280,202,76,NA,156,54,NA,142,25
"906",2017-02-03,2017-01-30,2017-02-01,127,2,43,NA,NA,345,4,117,NA,NA,NA,NA,139,32,98,13,103,3,NA,NA,NA,250,224,96,NA,148,48,NA,172,27
"907",2017-02-04,2017-01-30,2017-02-01,71,1,41,NA,NA,137,5,65,NA,NA,NA,NA,68,27,97,16,68,11,NA,NA,NA,123,74,70,NA,89,32,NA,74,10
"908",2017-02-05,2017-01-30,2017-02-01,42,3,29,NA,NA,96,1,37,NA,NA,NA,NA,41,24,67,25,43,14,NA,NA,NA,54,79,50,NA,90,18,NA,25,5
"909",2017-02-06,2017-02-06,2017-02-01,130,4,45,NA,NA,371,13,117,NA,NA,NA,NA,128,23,135,12,94,6,NA,NA,NA,256,222,76,NA,163,50,NA,174,24
"910",2017-02-07,2017-02-06,2017-02-01,104,10,43,NA,NA,306,2,92,NA,NA,NA,NA,106,24,81,12,71,7,NA,NA,NA,214,172,76,NA,131,40,NA,163,9
"911",2017-02-08,2017-02-06,2017-02-01,91,1,44,NA,NA,239,2,76,NA,NA,NA,NA,96,30,65,13,56,5,NA,NA,NA,175,157,32,NA,107,39,NA,110,0
"912",2017-02-09,2017-02-06,2017-02-01,94,3,39,NA,NA,279,2,80,NA,NA,NA,NA,118,22,81,7,59,10,NA,NA,NA,198,163,38,NA,120,28,NA,125,3
"913",2017-02-10,2017-02-06,2017-02-01,94,3,46,NA,NA,287,0,104,NA,NA,NA,NA,127,27,94,8,70,9,NA,NA,NA,224,194,37,NA,117,34,NA,120,1
"914",2017-02-11,2017-02-06,2017-02-01,46,3,31,NA,NA,77,0,42,NA,NA,NA,NA,56,25,65,17,48,23,NA,NA,NA,69,67,33,NA,69,23,NA,33,2
"915",2017-02-12,2017-02-06,2017-02-01,42,0,19,NA,NA,64,0,38,NA,NA,NA,NA,37,10,47,13,28,15,NA,NA,NA,61,32,29,NA,52,20,NA,30,0
"916",2017-02-13,2017-02-13,2017-02-01,121,0,42,NA,NA,262,1,88,NA,NA,NA,NA,122,17,110,9,68,13,NA,NA,NA,243,198,79,NA,125,46,NA,124,2
"917",2017-02-14,2017-02-13,2017-02-01,119,4,41,NA,NA,329,1,111,NA,NA,NA,NA,133,41,123,17,90,9,NA,NA,NA,262,227,70,NA,131,42,NA,130,8
"918",2017-02-15,2017-02-13,2017-02-01,117,7,48,NA,NA,360,2,137,NA,NA,NA,NA,168,31,110,20,110,14,NA,NA,NA,262,237,83,NA,160,50,NA,143,28
"919",2017-02-16,2017-02-13,2017-02-01,135,15,65,NA,NA,329,1,132,NA,NA,NA,NA,171,58,152,31,118,10,NA,NA,NA,310,257,140,NA,176,51,NA,151,45
"920",2017-02-17,2017-02-13,2017-02-01,97,10,24,NA,NA,184,1,75,NA,NA,NA,NA,99,19,60,7,56,0,NA,NA,NA,187,167,73,NA,79,37,NA,99,18
"921",2017-02-18,2017-02-13,2017-02-01,52,23,47,NA,NA,127,1,69,NA,NA,NA,NA,58,60,83,17,61,1,NA,NA,NA,122,94,88,NA,90,28,NA,66,22
"922",2017-02-19,2017-02-13,2017-02-01,82,19,56,NA,NA,106,2,72,NA,NA,NA,NA,98,93,146,61,86,6,NA,NA,NA,116,86,68,NA,129,44,NA,55,13
"923",2017-02-20,2017-02-20,2017-02-01,147,26,65,NA,NA,342,13,128,NA,NA,NA,NA,188,59,147,24,138,1,NA,NA,NA,322,265,92,NA,196,60,NA,164,42
"924",2017-02-21,2017-02-20,2017-02-01,157,32,78,NA,NA,418,24,160,NA,NA,NA,NA,214,86,124,51,122,7,NA,NA,NA,332,292,111,NA,185,54,NA,203,62
"925",2017-02-22,2017-02-20,2017-02-01,123,19,60,NA,NA,342,18,114,NA,NA,NA,NA,156,67,95,21,105,1,NA,NA,NA,236,239,90,NA,161,45,NA,168,50
"926",2017-02-23,2017-02-20,2017-02-01,150,31,77,NA,NA,386,13,160,NA,NA,NA,NA,206,76,125,40,102,5,NA,NA,NA,326,269,119,NA,184,59,NA,183,61
"927",2017-02-24,2017-02-20,2017-02-01,96,13,47,NA,NA,279,7,76,NA,NA,NA,NA,126,34,51,11,74,6,NA,NA,NA,205,189,76,NA,127,27,NA,115,41
"928",2017-02-25,2017-02-20,2017-02-01,95,27,72,NA,NA,118,8,79,NA,NA,NA,NA,74,92,136,56,92,26,NA,NA,NA,152,84,107,NA,143,49,NA,77,22
"929",2017-02-26,2017-02-20,2017-02-01,80,35,42,NA,NA,121,5,84,NA,NA,NA,NA,45,77,128,40,61,14,NA,NA,NA,90,78,52,NA,109,35,NA,60,14
