"Data","temp_min","temp_avg","temp_max","deszcz","snieg"
2014-07-28,18.9,23.6,30.1,1.4,0
2014-07-29,18.7,24,29.9,0,0
2014-07-30,18.3,23.3,27.9,0,0
2014-07-31,19.3,24.1,28.8,0,0
2014-08-01,19.9,21.1,24.3,3.8,0
2014-08-02,19.2,24.8,31.6,0,0
2014-08-03,18.5,25.4,31,0,0
2014-08-04,19.9,24.3,32.8,10.2,0
2014-08-05,17.4,21.7,25.9,0,0
2014-08-06,16.9,20.1,24.2,0,0
2014-08-07,17.5,21.4,26,6.2,0
2014-08-08,17.3,19.1,22.2,1.8,0
2014-08-09,15.2,21,27.3,0,0
2014-08-10,17.3,23.5,29.1,0,0
2014-08-11,18.8,22.9,29.8,4.6,0
2014-08-12,17.4,19.1,22.8,0,0
2014-08-13,13,18.8,23.3,19.8,0
2014-08-14,17.6,18.7,20.7,0,0
2014-08-15,13.3,18.6,23.5,0,0
2014-08-16,13.1,15.4,19.7,2,0
2014-08-17,12.4,15.1,18.7,0,0
2014-08-18,13.4,18.6,23.4,0,0
2014-08-19,11.9,16.2,20.6,0,0
2014-08-20,11.6,15.7,20.8,0,0
2014-08-21,9.1,12.6,17.1,0.4,0
2014-08-22,6.5,14.6,21.3,0,0
2014-08-23,11.3,17,23.3,0,0
2014-08-24,12.2,13.7,18.2,5.2,0
2014-08-25,9,12.8,18.6,0.4,0
2014-08-26,9.9,12.2,14.4,3.4,0
2014-08-27,6.5,12.6,17.6,5.2,0
2014-08-28,9.8,13.9,20.6,4,0
2014-08-29,8.8,16.2,22.3,1,0
2014-08-30,14.4,18,22.4,0,0
2014-08-31,14.3,18.5,23.4,0,0
2014-09-01,13.4,14.9,18.7,0,0
2014-09-02,12.8,15.1,19,0,0
2014-09-03,11.1,15.7,21,0,0
2014-09-04,9.9,15.9,21.8,0,0
2014-09-05,9,15,21.2,0,0
2014-09-06,9.6,16.2,23.2,0,0
2014-09-07,10.8,18,24.6,0,0
2014-09-08,12.7,18.7,26,1.6,0
2014-09-09,13.5,17.3,21.8,0,0
2014-09-10,9.3,14.6,18.5,0,0
2014-09-11,11.3,15.4,17.6,0.4,0
2014-09-12,15.4,20.4,26.3,0,0
2014-09-13,14.3,20.4,26.8,0,0
2014-09-14,16.4,20.5,26.6,0,0
2014-09-15,13.9,17.7,23.4,0,0
2014-09-16,9.5,14.5,19.9,0,0
2014-09-17,8.8,14.6,20.7,0,0
2014-09-18,8.8,15.9,23,0,0
2014-09-19,9.9,15.8,21.8,0.6,0
2014-09-20,13.5,16.4,20.8,0,0
2014-09-21,11.3,14.7,18.3,1,0
2014-09-22,11.8,13.5,16.2,1.4,0
2014-09-23,8,9.4,13.6,1.2,0
2014-09-24,2.8,8.1,14,0,0
2014-09-25,6,10.8,16.9,0.8,0
2014-09-26,8.3,11.1,15.2,0.6,0
2014-09-27,8.5,13.2,17.7,0,0
2014-09-28,5,12,18.4,0,0
2014-09-29,5.1,13.1,21.1,0,0
2014-09-30,9.8,15,19.2,0,0
2014-10-01,11.7,13.2,15.6,0.8,0
2014-10-02,8.3,12.6,17.9,0,0
2014-10-03,4.7,10.7,17.1,0,0
2014-10-04,3.5,9.5,16.2,0,0
2014-10-05,2.5,9.2,16.7,0,0
2014-10-06,3.1,9.5,16.5,0,0
2014-10-07,6.7,11.9,16.8,0,0
2014-10-08,9.1,13.4,17.5,0,0
2014-10-09,9.6,16.6,24,0,0
2014-10-10,11.5,16.2,23.4,0,0
2014-10-11,8.2,15.9,22.4,0,0
2014-10-12,10,14.1,17.7,0,0
2014-10-13,6.3,13.7,21,0,0
2014-10-14,12.9,15.4,20.2,0.2,0
2014-10-15,11,13.9,16.7,0.6,0
2014-10-16,8.5,11.1,13.6,0.2,0
2014-10-17,8.5,11,12.9,0.2,0
2014-10-18,7.8,8.8,10.9,0,0
2014-10-19,6,12.5,19.4,0,0
2014-10-20,13.3,14.8,17.4,1.5,0
2014-10-21,10.5,11.2,14,1.5,0
2014-10-22,9.1,10.8,13.7,0.8,0
2014-10-23,2.7,3.8,10.9,0,0
2014-10-24,-2.6,0.8,5.2,0,0
2014-10-25,-2.9,0.5,3.9,0,0
2014-10-26,-2.5,1.8,8.2,0,0
2014-10-27,-0.2,3,9.8,0,0
2014-10-28,-1.6,3.8,11.4,0,0
2014-10-29,-1.3,3.5,10.7,0,0
2014-10-30,-4.1,3.4,9,0,0
2014-10-31,5,5.3,7.4,0,0
2014-11-01,-0.1,4.4,9.2,0,0
2014-11-02,0.8,5.8,10.8,0,0
2014-11-03,3.5,8,14.3,0,0
2014-11-04,2.9,8.4,15.3,0,0
2014-11-05,7.3,12.1,18.5,0,0
2014-11-06,9.4,13.8,18.6,0.5,0
2014-11-07,8.9,10.6,15.3,1.7,0
2014-11-08,8.1,8.5,9.4,4.7,0
2014-11-09,7.8,9,9.8,0.1,0
2014-11-10,9.2,10.6,11.4,0,0
2014-11-11,6.8,10.1,13.7,0,0
2014-11-12,6.6,7.5,11.3,0,0
2014-11-13,7,8.7,10,0,0
2014-11-14,6.6,7.5,9.7,0,0
2014-11-15,4.3,5.5,6.7,0,0
2014-11-16,3.8,4.6,4.9,0.6,0
2014-11-17,4.5,5.2,5.7,1.2,0
2014-11-18,2.2,2.6,5,2.1,0
2014-11-19,1.2,1.7,2.4,0,0.3
2014-11-20,0.5,1.4,2,0,0
2014-11-21,0.9,1.7,2.4,0,0
2014-11-22,1.8,3,4,0,0
2014-11-23,-0.4,2.1,5.2,0,0
2014-11-24,-0.3,1.4,4.4,0,4.3
2014-11-25,0,2.3,4.3,0.1,0
2014-11-26,1.3,2.3,3.5,0,0
2014-11-27,-1.7,-0.7,1.4,0,0
2014-11-28,-5.5,-3,-1.6,0,0
2014-11-29,-6.5,-5,-1.7,0,0
2014-11-30,-8.5,-6.8,-4.1,0,0
2014-12-01,-6.4,-4,-3,0,0
2014-12-02,-7.2,-3.8,0.1,0,0
2014-12-03,-3.8,-2,-0.7,0,0
2014-12-04,-0.9,0,1.4,0,0
2014-12-05,-3,-2.3,0.7,0,0
2014-12-06,-2.4,-0.6,0.6,0,0
2014-12-07,0.3,1.2,2.2,0.1,0
2014-12-08,0.9,1.9,3.3,0,0.1
2014-12-09,-4.2,-0.6,3.3,0,0
2014-12-10,-6.5,-3.1,-2.1,0,0
2014-12-11,-2.3,0.3,1.9,0.6,0
2014-12-12,0.1,3.9,5.6,0,0
2014-12-13,4,7,9.9,0.6,0
2014-12-14,1.8,3.5,5.4,4.9,0
2014-12-15,1.5,5,8,0,0
2014-12-16,2.9,4.8,7.3,4.8,0
2014-12-17,-0.4,2.7,5.6,0,0
2014-12-18,-0.8,4,6.7,3.2,0
2014-12-19,5.5,10.2,11.9,4.2,0
2014-12-20,3.9,5.5,10.3,1.3,0
2014-12-21,2.4,3.8,4.7,6.9,0
2014-12-22,3,6.5,8.6,23.2,0
2014-12-23,7,8.7,10.3,19.4,0
2014-12-24,6.2,7.7,9.5,4.2,0
2014-12-25,3.3,4.2,8,0,8.1
2014-12-26,-6.5,-4.2,3.7,0,0
2014-12-27,-8.1,-7.5,-6.5,0,0
2014-12-28,-9.8,-7.5,-6.4,0,0
2014-12-29,-8,-6.2,-4.9,0,0
2014-12-30,-11,-8.6,-6.8,0,0
2014-12-31,-9.8,-3.7,-1.2,0,0.2
2015-01-01,-1.2,1.5,2.7,0,0
2015-01-02,1,3.8,6.6,0.9,0
2015-01-03,1.4,3.5,5.6,0,1.2
2015-01-04,0.7,1.9,3.6,0,0.3
2015-01-05,-1.8,0,1.8,0,0.8
2015-01-06,-9.8,-7,0.8,0,0
2015-01-07,-12.5,-8.5,-5.6,0,0.5
2015-01-08,-6.4,-1.4,1.5,0,4.5
2015-01-09,0.3,3.5,5.8,4.1,0
2015-01-10,3.7,5.8,11.1,5,0
2015-01-11,3.1,3.8,11.5,0,0
2015-01-12,2.7,4,4.8,0.9,0
2015-01-13,4.7,7.3,9.7,0.4,0
2015-01-14,5.3,6.7,10,1,0
2015-01-15,-0.2,2.2,5.7,0.1,0
2015-01-16,0.9,5.2,10.1,0,0
2015-01-17,1,3.9,8.2,1.1,0
2015-01-18,1.6,2.4,4,0,0
2015-01-19,-4.8,-1.2,2.1,0,0.6
2015-01-20,-0.4,0.3,0.8,0,0.3
2015-01-21,0.6,2.4,4.1,0,0
2015-01-22,0.6,1.7,3.3,0,5.3
2015-01-23,0.5,0.8,1.1,0,0.3
2015-01-24,-0.3,0,0.7,0,1.7
2015-01-25,-1.5,-0.8,0.3,0,1.2
2015-01-26,-2,-0.9,0.3,0,0
2015-01-27,-3.4,-0.7,0.7,0,2.6
2015-01-28,0.5,1,1.8,0,0.2
2015-01-29,-1,0.3,2.1,0,0
2015-01-30,-2.5,0.7,3.7,0,5.3
2015-01-31,-0.7,0.3,2.8,0,0.1
2015-02-01,-1.8,-0.1,3.8,0,0
2015-02-02,-5.8,-1.8,2.6,0,0
2015-02-03,-2.5,-0.5,3.2,0,0
2015-02-04,-5.3,-1.1,2.6,0,1
2015-02-05,-2.2,-1.5,0,0,0.1
2015-02-06,-3.8,-2.5,-0.2,0,0
2015-02-07,-5.6,-1.9,0.5,0,0.7
2015-02-08,-2.5,-0.8,1.4,0,0.2
2015-02-09,-4.4,-1,1.7,0,2
2015-02-10,1,1.6,2.5,0.1,0
2015-02-11,1.1,2,3.1,0,0
2015-02-12,0.8,1.8,4.6,0,0
2015-02-13,-4.5,0.9,7.8,0,0
2015-02-14,-3.1,1.6,8.9,0,0
2015-02-15,-3,-1.3,2.5,0,0
2015-02-16,-2.2,-1,0.9,0,0
2015-02-17,-6,-2.3,2.3,0,0
2015-02-18,-7.8,-1.3,2.1,0.6,0
2015-02-19,-0.2,2.6,4.5,0.3,0
2015-02-20,0.9,3.3,9.4,0,0
2015-02-21,-2.2,2,7.2,0,0
2015-02-22,-3.9,2.7,7.9,0,0
2015-02-23,-0.8,4.1,9,0,0
2015-02-24,3.6,5.3,7.5,0,0
2015-02-25,2.2,5.4,8,1.3,0
2015-02-26,4.2,5.6,7.2,0,0
2015-02-27,4.6,5.4,6.9,0,0
2015-02-28,2.9,4.7,8.2,0,0
2015-03-01,-3.8,3.4,9.7,0,0
2015-03-02,2.8,5.3,9.2,1.9,0
2015-03-03,1.1,2.2,4.6,0,1.7
2015-03-04,-1.9,1.7,5.6,0,1.2
2015-03-05,-0.5,1.3,3.6,0,0.9
2015-03-06,-2.5,-0.2,2.6,0.3,0
2015-03-07,-0.3,4.2,7.3,0.1,0
2015-03-08,3.2,8.1,12.7,0,0
2015-03-09,5.4,8.3,14.1,0,0
2015-03-10,-2.1,6.4,14.9,0,0
2015-03-11,-0.2,4.5,9.8,0,0
2015-03-12,-0.4,4.9,10,0,0
2015-03-13,2.2,3.3,5.5,2.8,0
2015-03-14,2.2,4.3,5.3,2.1,0
2015-03-15,3.9,6.4,8.6,0,0
2015-03-16,4.3,7.3,11.9,0,0
2015-03-17,1.8,7,13,0,0
2015-03-18,-0.2,5.7,11.7,0,0
2015-03-19,-1.3,4.5,10.9,0,0
2015-03-20,-3,4.5,11.1,0,0
2015-03-21,1.5,7.3,13,0,0.5
2015-03-22,-2.4,0.3,8.7,0,0
2015-03-23,-5.6,1.9,8.4,0,0
2015-03-24,-3.5,7.2,16,0,0
2015-03-25,1.4,10.2,18.1,0,0
2015-03-26,8.6,12.3,17.3,0.3,0
2015-03-27,6.7,10.9,19.7,3.2,0
2015-03-28,4.2,6.3,9.6,0.3,0
2015-03-29,3.1,8.4,12.8,3.7,0
2015-03-30,5.1,7.6,11.5,1,0
2015-03-31,1.9,4.4,6.4,0,10.2
2015-04-01,2.4,4,6.5,0,3.1
2015-04-02,0.9,2.2,4.6,0,0.6
2015-04-03,-0.6,1.9,8.3,0,3.6
2015-04-04,-0.1,2,7.8,0,0.7
2015-04-05,-0.1,2.1,5.7,0,4.7
2015-04-06,0.5,3,5.6,0,0
2015-04-07,-0.1,4.4,7.9,0.1,0
2015-04-08,5,7.8,13.1,0,0
2015-04-09,0.3,7.2,14.1,0,0
2015-04-10,0.2,10.1,17.9,0,0
2015-04-11,3.9,13.5,20.7,0,0
2015-04-12,7.7,11.4,16.8,0,0
2015-04-13,3,7.9,14.9,1.3,0
2015-04-14,1.9,6.5,10.2,0.8,0
2015-04-15,7.1,11.2,14.6,0,0
2015-04-16,9.5,11.9,15.7,0,0
2015-04-17,3.2,7.4,12.5,0,0
2015-04-18,0.4,4.6,9.1,0,0
2015-04-19,1.4,5,9.2,0,0
2015-04-20,4.6,8.6,14.1,0,0
2015-04-21,0.4,8.5,16,0,0
2015-04-22,3.1,10.3,16.2,0,0
2015-04-23,1.5,11.8,18.5,0,0
2015-04-24,7.9,14.3,19.9,0,0
2015-04-25,5.1,15.3,22.9,0,0
2015-04-26,12.6,14.2,18.2,6.8,0
2015-04-27,6.4,16,23.3,0,0
2015-04-28,12.8,15.8,23.5,13.5,0
2015-04-29,4.2,8.1,14.4,0,0
2015-04-30,2.3,9.8,14.9,0,0
2015-05-01,6.6,10.5,15.9,0.2,0
2015-05-02,1.7,9.3,15,0,0
2015-05-03,4,11.5,16.8,0,0
2015-05-04,7.5,12.7,17.1,0.2,0
2015-05-05,7.4,17,23.6,0.3,0
2015-05-06,15.1,15.9,20.5,16.7,0
2015-05-07,8,14.4,19.5,0,0
2015-05-08,6.9,12.7,17.6,0,0
2015-05-09,9.5,15,20.2,0.5,0
2015-05-10,11.3,13,16.2,2.2,0
2015-05-11,8.5,11,15.2,0,0
2015-05-12,4.7,14.6,21.8,0.8,0
2015-05-13,10.9,14,19.1,0.3,0
2015-05-14,9.1,11.9,16.7,2.2,0
2015-05-15,6.7,11.1,16.3,0.1,0
2015-05-16,2.2,12,17.5,0.1,0
2015-05-17,9.6,11.9,16.1,0,0
2015-05-18,7.2,12.7,18.1,0,0
2015-05-19,8.9,16.6,25.6,3.6,0
2015-05-20,13.7,16.9,22.4,1.5,0
2015-05-21,9.8,12.5,17.4,0,0
2015-05-22,10.9,13.6,17.5,0,0
2015-05-23,9,12.4,15.3,0,0
2015-05-24,10.3,14.6,19.1,0,0
2015-05-25,11.3,15.2,20,1.3,0
2015-05-26,11.5,14.1,17.1,8.3,0
2015-05-27,8.1,10.8,14.2,0,0
2015-05-28,7.2,11.5,15.9,0,0
2015-05-29,4.7,14.2,20.6,0,0
2015-05-30,12,17.2,23.4,0.3,0
2015-05-31,10.8,14.9,19.3,0,0
2015-06-01,9.6,19.3,26.2,0,0
2015-06-02,15.1,21.7,28.1,0,0
2015-06-03,15.4,23.3,30,0,0
2015-06-04,12.6,17.1,26.3,0,0
2015-06-05,10,17.5,24,0,0
2015-06-06,12,20.8,27.7,0,0
2015-06-07,15.2,20.5,27.8,0,0
2015-06-08,13.4,17.3,20.8,0,0
2015-06-09,13,15,19.4,0.5,0
2015-06-10,12.7,16.7,21.2,0,0
2015-06-11,11.5,18.2,24.1,0,0
2015-06-12,9.6,20.2,27.1,5.1,0
2015-06-13,16.9,22.7,28.3,4.1,0
2015-06-14,18.1,21.8,26.6,0.8,0
2015-06-15,15.6,17.9,24,0,0
2015-06-16,8.4,13.6,19.5,0,0
2015-06-17,10.1,15.6,20.4,0,0
2015-06-18,8.7,15.1,19.8,1.8,0
2015-06-19,12.7,14.8,18.4,0,0
2015-06-20,6.6,13.6,19.5,0.7,0
2015-06-21,10.9,15.2,19.8,0,0
2015-06-22,8.8,16.1,21.1,0.7,0
2015-06-23,12.9,14.1,18.2,3.2,0
2015-06-24,8.3,15.2,20,0,0
2015-06-25,9.6,16.2,21.6,0,0
2015-06-26,10.9,17.7,23.9,1.5,0
2015-06-27,12,17.4,21.3,0,0
2015-06-28,12,19.7,25.9,0.1,0
2015-06-29,16.3,17.6,22,0.6,0
2015-06-30,11.2,19.3,26.2,0.1,0
2015-07-01,14,20.6,26.4,0,0
2015-07-02,15.4,21.5,26.9,0,0
2015-07-03,16.2,23.3,29.2,0,0
2015-07-04,14.3,23.9,31.6,0,0
2015-07-05,15.5,26.7,34.5,0,0
2015-07-06,17.5,24.6,31.9,1,0
2015-07-07,13.5,23.1,30.3,6.9,0
2015-07-08,18.1,20.6,28,15.3,0
2015-07-09,14.2,17,23.3,5.2,0
2015-07-10,11.7,13.3,15.8,0.3,0
2015-07-11,11.9,15.7,18.7,0,0
2015-07-12,11.6,18,23.7,0,0
2015-07-13,15.4,17.7,22,2.5,0
2015-07-14,15.2,18.1,22.5,0,0
2015-07-15,13.8,18.5,23.4,0,0
2015-07-16,12.2,19.5,25.4,0,0
2015-07-17,13.1,21.7,27.8,0,0
2015-07-18,15.9,24.2,35.7,1.9,0
2015-07-19,17.7,22.1,30,14.5,0
2015-07-20,16.8,19.7,23.9,0,0
2015-07-21,10.9,19.1,24.7,0,0
2015-07-22,17.6,23.4,29,0,0
2015-07-23,20.3,23.5,29.2,0,0
2015-07-24,16.7,22.5,27.1,0,0
2015-07-25,18.8,23.7,32.9,10,0
2015-07-26,15.9,17.7,20.2,0,0
2015-07-27,10,16.8,21.6,0,0
2015-07-28,14.9,18,21.7,0.2,0
2015-07-29,13,17.8,22.3,1.2,0
2015-07-30,12.3,16.4,21.6,0,0
2015-07-31,10.5,15.6,19.9,0,0
2015-08-01,7.1,16.2,22.9,0,0
2015-08-02,12.4,21.2,28.6,0,0
2015-08-03,17.3,24.9,31.4,0,0
2015-08-04,19,27,33.4,0,0
2015-08-05,19.4,26.8,34.1,0,0
2015-08-06,17.5,25.8,33.7,0,0
2015-08-07,21.1,28.6,35.1,0,0
2015-08-08,21.6,29.3,36.6,0,0
2015-08-09,22.8,27.4,33.9,0,0
2015-08-10,19.6,25.2,31.1,0,0
2015-08-11,19.6,26.8,33.9,0,0
2015-08-12,19.4,27.9,34.5,0,0
2015-08-13,20.8,25.1,30.4,0,0
2015-08-14,18,24,29.8,0,0
2015-08-15,16.8,24.9,31.9,1.6,0
2015-08-16,17.2,23.9,30.4,0,0
2015-08-17,17.9,23.3,29.3,0,0
2015-08-18,15.3,20.6,26.2,0,0
2015-08-19,11.9,18.2,23.9,0,0
2015-08-20,11.2,18.2,24,0,0
2015-08-21,11.6,19.1,24.7,0.4,0
2015-08-22,13.9,19,24.4,0,0
2015-08-23,13.9,21.2,27.1,0,0
2015-08-24,14.8,22.4,29,0,0
2015-08-25,14.7,18.9,27.3,6.4,0
2015-08-26,11,18.3,24.4,0,0
2015-08-27,13,21.1,29.2,0,0
2015-08-28,17.1,21.9,29.4,0,0
2015-08-29,15.6,19.2,24.2,0,0
2015-08-30,11,21.7,30.3,0,0
2015-08-31,18.6,26.5,34.7,0,0
2015-09-01,17.8,27.2,34.5,0,0
2015-09-02,16.7,18.8,29.6,0,0
2015-09-03,11.3,16.8,22,0.5,0
2015-09-04,12.4,14.5,18.3,4.5,0
2015-09-05,10.3,16.3,22.5,0,0
2015-09-06,9.7,12.8,17.4,11,0
2015-09-07,9.8,11.6,12.7,6.8,0
2015-09-08,9.5,12.1,15.9,1.8,0
2015-09-09,8.2,12.3,18.1,0,0
2015-09-10,9.6,15.2,20.3,0,0
2015-09-11,11.6,15.6,20.1,2.1,0
2015-09-12,12.1,13.6,16.6,1,0
2015-09-13,10.5,14.2,18.1,0,0
2015-09-14,10.4,16.5,22.1,2.4,0
2015-09-15,14.6,19.2,23.1,10.9,0
2015-09-16,16.4,21.3,26.3,0,0
2015-09-17,17.4,23.6,29.9,0,0
2015-09-18,15.7,18.3,25,0.4,0
2015-09-19,13.7,17.3,22.4,0,0
2015-09-20,11.9,14.7,19.8,0,0
2015-09-21,8.3,10.9,15.1,0,0
2015-09-22,5.7,12,18.6,0,0
2015-09-23,10.1,16.3,23.3,0,0
2015-09-24,12.7,18.1,23.4,2.3,0
2015-09-25,13.7,16.5,19.3,11.7,0
2015-09-26,12.5,13.2,17.4,3,0
2015-09-27,7.4,11.3,16.1,0,0
2015-09-28,5.3,10.6,16.7,0,0
2015-09-29,7.6,11.2,14.7,0,0
2015-09-30,8.8,10.5,15,0,0
2015-10-01,1.3,9,16,0,0
2015-10-02,2.5,10.2,17.7,0,0
2015-10-03,1.6,11.6,19.8,0,0
2015-10-04,8.8,14.6,22.1,0,0
2015-10-05,9.8,13.7,19.8,0,0
2015-10-06,9.5,12.3,14.9,0,0
2015-10-07,3.3,6.7,13.1,0,0
2015-10-08,0.5,5.2,11,0,0
2015-10-09,-1.6,3.4,8.8,0,0
2015-10-10,-1.8,3,8.9,0,0
2015-10-11,-2.5,2.6,7.8,0,0
2015-10-12,0.2,3,6.4,4.3,0
2015-10-13,2.8,4.2,4.9,0.4,0
2015-10-14,4.7,6.7,10.2,0,0
2015-10-15,5.1,8.2,10.4,2.3,0
2015-10-16,6.6,9.8,13.4,2.4,0
2015-10-17,8.5,9.5,11.4,17.7,0
2015-10-18,8.3,9.1,10.3,9.9,0
2015-10-19,6.4,8.2,10.4,0,0
2015-10-20,6.8,8.2,10.1,0.3,0
2015-10-21,7,7.8,8.8,1.5,0
2015-10-22,7.1,8.3,10.4,0.7,0
2015-10-23,6.3,9.6,12.3,0,0
2015-10-24,7.7,8.9,10.8,0,0
2015-10-25,1.4,6.8,10.9,0.3,0
2015-10-26,4.5,6.4,11.1,0,0
2015-10-27,-1.8,3.2,9.8,0,0
2015-10-28,-0.9,5.2,11.9,0,0
2015-10-29,2.5,5.8,9.9,0,0
2015-10-30,3.4,7.2,12.5,0,0
2015-10-31,1.7,5.8,12.1,0,0
2015-11-01,0,6.9,15.4,0,0
2015-11-02,1.9,6.7,12.6,0,0
2015-11-03,-1.2,4.5,11.4,0,0
2015-11-04,-3.2,2.2,9,0,0
2015-11-05,0.9,2.8,4.6,0,0
2015-11-06,0.5,1.1,3.1,1.3,0
2015-11-07,1,4.6,7.5,3.2,0
2015-11-08,7.1,12.3,15.8,0,0
2015-11-09,3.9,8.6,11.8,6.3,0
2015-11-10,9.7,12,14,1.9,0
2015-11-11,13.1,13.8,15,1.6,0
2015-11-12,10.4,11.4,13.5,0,0
2015-11-13,5.9,7.6,10.7,3.9,0
2015-11-14,6.2,7.9,10.4,0,0
2015-11-15,5,5.9,7.3,4.2,0
2015-11-16,4.4,5.9,7.5,0.4,0
2015-11-17,5.5,9.3,10.2,4.8,0
2015-11-18,9.1,10.6,12.6,9.8,0
2015-11-19,7.4,10.1,12.8,5.8,0
2015-11-20,3.8,7.4,10,1.4,0
2015-11-21,3.4,4.5,5.7,2.3,0
2015-11-22,1.1,2.7,3.9,0,0
2015-11-23,-1.8,0.9,4.1,0,0
2015-11-24,-2,-0.5,1.4,0,0
2015-11-25,-4.9,-1.9,1.7,0,0
2015-11-26,-3.5,-1.9,-0.7,0,0
2015-11-27,-5.9,-2.8,-0.3,0,0
2015-11-28,-3.9,-1.1,-0.1,0,0.1
2015-11-29,-0.4,3.1,5.1,1.2,0
2015-11-30,3.9,5.3,7.2,0,4.5
2015-12-01,0.1,2.6,5.5,0,2.5
2015-12-02,1.1,3.4,5.4,0.5,0
2015-12-03,4.2,7.5,9,0,0
2015-12-04,4.4,6.9,9.5,0.1,0
2015-12-05,5.4,7.5,9.5,0,0
2015-12-06,6.9,8.4,10.6,0,0
2015-12-07,6.5,8.5,10.7,0,0
2015-12-08,-2.7,0.5,6.6,0,0
2015-12-09,1.6,3.1,4.4,0.2,0
2015-12-10,0,3.5,5.9,0,0
2015-12-11,-3,1.8,5.2,0.7,0
2015-12-12,4.2,4.8,5.5,0.3,0
2015-12-13,2.2,4.1,8.6,5.4,0
2015-12-14,-1.2,1.3,3.9,0,0
2015-12-15,-1.9,-0.1,1.4,0,1.7
2015-12-16,0.3,1.2,1.7,0,0
2015-12-17,1.7,4.4,6.1,0.9,0
2015-12-18,6.1,9.3,10.9,0,0
2015-12-19,8.2,9.6,11.3,0,0
2015-12-20,4.4,6.6,9.9,0,0
2015-12-21,0.6,5.4,8.1,2.3,0
2015-12-22,6.1,8.8,9.9,0,0
2015-12-23,9.1,11.7,14.4,0,0
2015-12-24,3.2,5.5,10.8,0,0
2015-12-25,-0.4,5.4,10,0,0
2015-12-26,2.5,11,13.8,0,0
2015-12-27,6.4,9.6,13.9,2.2,0
2015-12-28,3.1,6.5,10.4,0,0.5
2015-12-29,-4,-1.9,4.6,0,0
2015-12-30,-6.4,-4.1,-1.8,0,0
2015-12-31,-8.3,-5.6,-1,0,0
2016-01-01,-11.1,-9.1,-4.9,0,0
2016-01-02,-12.6,-10.7,-8.3,0,0
2016-01-03,-16.5,-15,-12.6,0,0
2016-01-04,-16.4,-14.1,-10.6,0,0
2016-01-05,-17.1,-13.6,-10.8,0,0.4
2016-01-06,-11.7,-6.8,-5.3,0,0
2016-01-07,-5.9,-5.4,-4.9,0,0
2016-01-08,-5.9,-3.2,1.9,0,3.3
2016-01-09,-1.5,0.5,2.1,0,0
2016-01-10,-5,-1.7,0.4,0,0
2016-01-11,-0.5,1,2.7,1.4,0
2016-01-12,-1.4,0.2,2.2,0,0.3
2016-01-13,-1.5,1,2.8,0,1.2
2016-01-14,-1.9,-0.8,1.7,0,0
2016-01-15,-3.1,-1.1,0.1,0,7.9
2016-01-16,-6.3,-3.9,-0.9,0,0
2016-01-17,-9.8,-4.8,-2,0,0
2016-01-18,-8,-6.1,-2.9,0,0.3
2016-01-19,-9.6,-5.5,-3.2,0,0
2016-01-20,-10,-6.5,-4.1,0,0.3
2016-01-21,-5.3,-3.3,-2,0,0.1
2016-01-22,-6.3,-4.5,-1.9,0,0
2016-01-23,-14.6,-9.6,-3.6,0,0
2016-01-24,-12,-3.2,0.6,0,0.4
2016-01-25,0.6,1.6,2.7,1,0
2016-01-26,0.4,3.3,6.2,1.5,0
2016-01-27,3.3,7.1,8.3,0.1,0
2016-01-28,5.2,7.7,11.2,0,0
2016-01-29,0.4,4.2,7.4,0,0
2016-01-30,5.4,7.7,9.6,2,0
2016-01-31,2.9,4.4,8.4,0,0.4
2016-02-01,1.5,3.5,5.5,1.8,0
2016-02-02,3.4,9.7,11.1,3.9,0
2016-02-03,5,5.9,10.1,0,0
2016-02-04,1.1,2.3,5,0,0.7
2016-02-05,0.2,1.4,2.5,0,0
2016-02-06,-1.5,2.5,6.2,0,0
2016-02-07,0,4.3,9.5,0,0
2016-02-08,1.3,6.3,10.2,0,0
2016-02-09,6.5,8.5,10.3,0.4,0
2016-02-10,1,5.5,9.4,0,16.2
2016-02-11,0.2,1.7,3.4,0,5.6
2016-02-12,1.3,3.1,6.7,0.1,0
2016-02-13,1.1,3,5.1,0.2,0
2016-02-14,2.6,5,8.6,0,0
2016-02-15,1.5,4.9,7.8,0,0
2016-02-16,1.5,3.6,6.3,0,0
2016-02-17,-3.2,1.3,3.9,0.7,0
2016-02-18,2.9,6.4,8.3,5.1,0
2016-02-19,1.9,3.4,7,0,10.4
2016-02-20,-0.1,1.4,3.2,0,3.1
2016-02-21,1.4,4.6,8.5,4.6,0
2016-02-22,4.1,8,12.5,6.2,0
2016-02-23,2,3.5,5.4,0,0
2016-02-24,0.3,2.8,5.3,0,0.8
2016-02-25,-1.8,1.3,5.5,0,0
2016-02-26,-3,-0.5,2.7,0,1.2
2016-02-27,-5.6,-1.8,2.2,0,0
2016-02-28,-2.2,1.4,5.4,0,0.2
2016-02-29,-0.4,0.8,2.1,0,5.8
2016-03-01,0.3,0.7,1.2,0,7.7
2016-03-02,0.1,1.3,3.4,0,0
2016-03-03,0.8,4,8.5,0,0
2016-03-04,1.3,2.3,4.9,0,0
2016-03-05,1.2,2.8,5.8,0,0
2016-03-06,1.4,5.8,9.4,1.2,0
2016-03-07,-1.8,3.8,8.2,0,0
