"","Data","startTyg","al. Solidarności/Dworzec Wileński","al. Stanów Zjednoczonych - suma","al. Stanów Zjednoczonych N","al. Stanów Zjednoczonych S","Aleje Jerozolimskie/pl. Zawiszy - suma","Aleje Jerozolimskie/pl. Zawiszy N","Aleje Jerozolimskie/pl. Zawiszy S","Banacha/Żwirki i Wigury","Bazyliańska/Wysockiego","Belwederska","Bystra/Radzymińska","Czerniakowska - suma","Czerniakowska E","Czerniakowska W","Jagiellońska","Marsa","Marszałkowska/Metro Świętokrzyska","NSR Most Gdański - suma","NSR Most Gdański CPR","NSR Most Gdański DDR","NSR Solec - suma","NSR Solec CPR","NSR Solec DDR","Okopowa/rondo Radosława","Praska ścieżka rekreacyjna","Przyczółkowa/al. Wilanowska","Radzymińska/Jórskiego","Szaserów - suma","Szaserów N","Szaserów S","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater N","Świętokrzyska/Emilii Plater S","Świętokrzyska/Zielna (display)","Targowa/Dworzec Wileński","Towarowa/Łucka","Wiertnicza","Wybrzeże Helskie/Starzyńskiego","Wysockiego","Żwirki i Wigury/1 Sierpnia","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena E","Żwirki i Wigury/Trojdena W","temp_min","temp_avg","temp_max","deszcz","snieg","Rodzaj_opadu","Jaki_dzien","Wolne"
"1290",2018-02-22,2018-02-19,159,184,58,126,315,276,39,519,14,158,NA,265,224,41,NA,64,233,213,117,96,255,78,177,NA,26,NA,NA,NA,NA,NA,852,462,390,NA,126,NA,NA,214,63,NA,400,304,96,-8.4,-5.8,-2.3,0,0,"s","roboczy",FALSE
"1291",2018-02-23,2018-02-19,155,207,84,123,308,282,26,468,10,130,NA,204,174,30,NA,77,222,244,147,97,266,74,192,NA,17,NA,NA,NA,NA,NA,815,438,377,NA,139,NA,NA,196,42,NA,345,282,63,-8.2,-6.1,-2.2,0,0.3,"s","roboczy",FALSE
"1292",2018-02-24,2018-02-19,42,68,26,42,81,67,14,75,8,25,NA,56,46,10,NA,19,91,74,48,26,83,49,34,NA,22,NA,NA,NA,NA,NA,278,164,114,NA,36,NA,NA,74,20,NA,79,61,18,-10.2,-7.6,-5.4,0,0.1,"s","weekend",TRUE
"1293",2018-02-25,2018-02-19,42,56,18,38,45,35,10,54,2,37,NA,34,27,7,NA,14,71,77,47,30,65,31,34,NA,32,NA,NA,NA,NA,NA,255,140,115,NA,30,NA,NA,41,12,NA,58,47,11,-15.2,-10.9,-7.6,0,0,"s","weekend",TRUE
"1294",2018-02-26,2018-02-26,135,104,35,69,210,188,22,330,6,74,NA,123,98,25,NA,42,152,125,74,51,137,33,104,NA,7,NA,NA,NA,NA,NA,623,319,304,NA,76,NA,NA,139,21,NA,261,199,62,-11.7,-11,-9.7,0,0,"s","roboczy",FALSE
"1295",2018-02-27,2018-02-26,120,95,31,64,222,204,18,361,7,100,NA,137,116,21,NA,45,155,126,67,59,133,36,97,NA,6,NA,NA,NA,NA,NA,601,309,292,NA,74,NA,NA,125,23,NA,249,194,55,-15.3,-11.8,-8.5,0,0,"s","roboczy",FALSE
"1296",2018-02-28,2018-02-26,100,123,39,84,253,236,17,361,2,80,NA,126,88,38,NA,42,176,141,82,59,125,23,102,NA,13,NA,NA,NA,NA,NA,594,307,287,NA,75,NA,NA,139,31,NA,280,215,65,-13.5,-11,-6.8,0,0,"s","roboczy",FALSE
"1297",2018-03-01,2018-02-26,119,112,45,67,255,238,17,404,9,87,NA,145,114,31,NA,49,171,122,71,51,134,38,96,NA,7,NA,NA,NA,NA,NA,616,309,307,NA,84,NA,NA,131,22,NA,257,193,64,-14.7,-11.5,-8.5,0,0,"s","roboczy",FALSE
"1298",2018-03-02,2018-02-26,107,128,49,79,209,187,22,417,5,90,NA,112,91,21,NA,52,192,148,83,65,146,42,104,NA,12,NA,NA,NA,NA,NA,673,341,332,NA,100,NA,NA,146,30,NA,266,190,76,-15.2,-11.6,-7.2,0,0.1,"s","roboczy",FALSE
"1299",2018-03-03,2018-02-26,76,80,24,56,79,69,10,109,11,46,NA,49,35,14,NA,23,89,75,44,31,85,33,52,NA,14,NA,NA,NA,NA,NA,278,141,137,NA,72,NA,NA,102,20,NA,90,64,26,-12.8,-9.6,-6.3,0,0.1,"s","weekend",TRUE
"1300",2018-03-04,2018-02-26,101,118,60,58,112,97,15,147,8,63,NA,173,134,39,NA,28,128,211,104,107,247,79,168,NA,60,NA,NA,NA,NA,NA,457,248,209,NA,114,NA,NA,135,38,NA,134,98,36,-13.3,-7.2,-0.2,0,0,"s","weekend",TRUE
"1301",2018-03-05,2018-03-05,245,251,113,138,343,308,35,726,18,151,NA,226,188,38,NA,62,289,324,145,179,362,136,226,NA,41,NA,NA,NA,NA,NA,1027,519,508,NA,157,NA,NA,280,89,NA,482,345,137,-9.6,-2.3,4,0,0,"s","roboczy",FALSE
"1302",2018-03-06,2018-03-05,286,259,102,157,395,359,36,770,30,186,NA,316,239,77,NA,95,312,341,188,153,400,119,281,NA,34,NA,NA,NA,NA,NA,1058,518,540,NA,202,NA,NA,320,89,NA,520,378,142,-2,1.4,6.5,0,0.8,"s","roboczy",FALSE
"1303",2018-03-07,2018-03-05,238,216,90,126,410,371,39,724,27,182,NA,273,206,67,NA,87,328,312,145,167,338,100,238,NA,12,NA,NA,NA,NA,NA,1100,589,511,NA,208,NA,NA,288,80,NA,520,399,121,0.6,2.1,4,0.2,0,"d","roboczy",FALSE
"1304",2018-03-08,2018-03-05,250,349,157,192,488,441,47,961,35,267,NA,409,319,90,NA,114,465,489,241,248,546,179,367,NA,20,NA,NA,NA,NA,NA,1471,792,679,NA,278,NA,NA,454,104,NA,698,520,178,0.3,4.5,9.3,0,0,"s","roboczy",FALSE
"1305",2018-03-09,2018-03-05,279,358,127,231,491,439,52,889,37,252,NA,328,253,75,NA,118,413,416,218,198,502,166,336,NA,19,NA,NA,NA,NA,NA,1456,738,718,NA,298,NA,NA,355,105,NA,627,463,164,-0.2,3.7,8.7,0,0.8,"s","roboczy",FALSE
"1306",2018-03-10,2018-03-05,378,674,231,443,315,276,39,770,88,365,NA,615,453,162,NA,167,476,1589,846,743,1358,582,776,NA,172,NA,NA,NA,NA,NA,1481,812,669,NA,389,NA,NA,716,247,NA,608,441,167,-2.6,4.6,9.5,0,0,"s","weekend",TRUE
"1307",2018-03-11,2018-03-05,672,1341,503,838,469,407,62,1361,192,695,NA,1191,861,330,NA,287,708,4098,1926,2172,3338,1292,2046,NA,529,NA,NA,NA,NA,NA,2366,1277,1089,NA,746,NA,NA,1583,563,NA,1225,1012,213,4.6,9.3,15.4,0,0,"s","weekend",TRUE
"1308",2018-03-12,2018-03-12,478,679,249,430,756,678,78,1511,70,483,NA,640,459,181,NA,183,643,990,487,503,988,333,655,NA,40,NA,NA,NA,NA,NA,2086,1080,1006,NA,492,NA,NA,703,243,NA,1077,803,274,4.8,10.3,15.4,0,0,"s","roboczy",FALSE
"1309",2018-03-13,2018-03-12,550,718,269,449,839,760,79,1674,74,568,NA,786,610,176,NA,213,743,1094,514,580,1136,378,758,NA,81,NA,NA,NA,NA,NA,2342,1205,1137,NA,543,NA,NA,800,261,NA,1181,873,308,8.5,10.6,13.8,0,0,"s","roboczy",FALSE
"1310",2018-03-14,2018-03-12,384,452,159,293,700,630,70,1200,44,376,NA,420,317,103,NA,159,542,555,255,300,612,170,442,NA,24,NA,NA,NA,NA,NA,1702,864,838,NA,381,NA,NA,545,144,NA,866,611,255,3.8,6.3,10.5,0.3,0,"d","roboczy",FALSE
"1311",2018-03-15,2018-03-12,298,366,138,228,584,527,57,1104,34,305,NA,401,300,101,NA,125,452,428,184,244,503,146,357,NA,36,NA,NA,NA,NA,NA,1473,773,700,NA,273,NA,NA,425,104,NA,741,531,210,0.2,0.8,3.8,0,0,"s","roboczy",FALSE
"1312",2018-03-16,2018-03-12,209,186,70,116,373,345,28,719,23,158,NA,204,149,55,NA,74,285,262,116,146,278,96,182,NA,19,NA,NA,NA,NA,NA,950,488,462,NA,174,NA,NA,252,57,NA,479,333,146,-3.4,-1.8,0.2,0,1.8,"s","roboczy",FALSE
"1313",2018-03-17,2018-03-12,50,47,25,22,42,31,11,56,7,48,NA,13,12,1,NA,19,107,110,87,23,87,54,33,NA,36,NA,NA,NA,NA,NA,375,233,142,NA,84,NA,NA,92,30,NA,83,69,14,-6.8,-5.1,-2.8,0,0,"s","weekend",TRUE
"1314",2018-03-18,2018-03-12,52,74,39,35,97,81,16,98,4,69,NA,79,72,7,NA,20,136,195,139,56,184,74,110,NA,39,NA,NA,NA,NA,NA,458,273,185,NA,94,NA,NA,95,35,NA,127,96,31,-8.2,-5.1,-1,0,0,"s","weekend",TRUE
"1315",2018-03-19,2018-03-19,233,233,88,145,404,358,46,748,11,183,NA,236,186,50,NA,67,329,326,211,115,321,98,223,NA,20,NA,NA,NA,NA,NA,1155,604,551,NA,193,NA,NA,288,85,NA,499,362,137,-7.1,-3.4,0.8,0,0,"s","roboczy",FALSE
"1316",2018-03-20,2018-03-19,244,288,111,177,481,434,47,898,13,243,NA,355,275,80,NA,95,393,398,229,169,405,116,289,NA,28,NA,NA,NA,NA,NA,1255,670,585,NA,221,NA,NA,301,108,NA,646,469,177,-5.3,-1.4,1.9,0,0,"s","roboczy",FALSE
"1317",2018-03-21,2018-03-19,281,330,135,195,525,470,55,1070,29,271,NA,356,279,77,NA,95,409,465,256,209,518,161,357,NA,32,NA,NA,NA,NA,NA,1364,732,632,NA,247,NA,NA,386,94,NA,663,486,177,-4.8,-0.8,3.4,0,0,"s","roboczy",FALSE
"1318",2018-03-22,2018-03-19,297,332,135,197,482,436,46,1141,43,333,NA,427,344,83,NA,130,455,576,296,280,570,167,403,NA,34,NA,NA,NA,NA,NA,1475,724,751,NA,286,NA,NA,445,123,NA,713,496,217,-3.1,1.3,6.4,0,0,"s","roboczy",FALSE
"1319",2018-03-23,2018-03-19,305,344,126,218,531,467,64,977,23,301,NA,368,287,81,NA,133,417,415,190,225,486,118,368,NA,19,NA,NA,NA,NA,NA,1421,735,686,NA,260,NA,NA,335,106,NA,675,465,210,-1.6,1.6,3.8,0,0.1,"s","roboczy",FALSE
"1320",2018-03-24,2018-03-19,324,529,210,319,330,289,41,610,54,337,NA,560,403,157,NA,110,393,1199,629,570,996,329,667,NA,162,NA,NA,NA,NA,NA,1308,695,613,NA,352,NA,NA,526,217,NA,550,404,146,0.6,3.4,7.5,0,0,"s","weekend",TRUE
"1321",2018-03-25,2018-03-19,760,1270,481,789,501,438,63,1393,135,723,NA,1382,1052,330,NA,290,616,3820,1815,2005,3329,1215,2114,NA,585,NA,NA,NA,NA,NA,2258,1174,1084,NA,737,NA,NA,1632,511,NA,1183,935,248,-2.2,3.9,11.4,0,0,"s","weekend",TRUE
"1322",2018-03-26,2018-03-26,486,644,243,401,783,707,76,1712,76,498,NA,796,634,162,NA,201,637,1037,546,491,1126,393,733,NA,98,NA,NA,NA,NA,NA,2237,1130,1107,NA,505,NA,NA,781,268,NA,1134,830,304,-3,4.1,9.8,0.1,0,"d","roboczy",FALSE
"1323",2018-03-27,2018-03-26,375,454,177,277,673,615,58,1291,37,351,NA,471,366,105,NA,164,508,571,270,301,646,166,480,NA,57,NA,NA,NA,NA,NA,1693,875,818,NA,293,NA,NA,534,117,NA,817,590,227,0.4,1.8,7,0,0,"s","roboczy",FALSE
"1324",2018-03-28,2018-03-26,426,454,186,268,668,604,64,1255,38,353,NA,548,438,110,NA,155,521,649,323,326,698,183,515,NA,47,NA,NA,NA,NA,NA,1786,882,904,NA,373,NA,NA,524,135,NA,826,591,235,-0.4,1.8,4.5,0,1.6,"s","roboczy",FALSE
"1325",2018-03-29,2018-03-26,177,149,67,82,342,313,29,497,21,137,NA,210,167,43,NA,76,264,200,92,108,185,49,136,NA,3,NA,NA,NA,NA,NA,896,482,414,NA,157,NA,NA,204,57,NA,357,269,88,0.3,2.4,5.7,0,5,"s","roboczy",FALSE
"1326",2018-03-30,2018-03-26,513,707,267,440,596,541,55,1134,67,475,NA,801,617,184,NA,187,645,1439,780,659,1477,559,918,NA,208,NA,NA,NA,NA,NA,1834,958,876,NA,493,NA,NA,727,233,NA,882,672,210,1.2,6.4,11.4,0,0,"s","roboczy",FALSE
"1327",2018-03-31,2018-03-26,164,259,97,162,134,117,17,259,30,152,NA,339,249,90,NA,70,138,515,259,256,445,161,284,NA,74,NA,NA,NA,NA,NA,525,306,219,NA,203,NA,NA,331,146,NA,200,165,35,0.4,6.5,11.2,8.4,0,"d","weekend",TRUE
"1328",2018-04-01,2018-03-26,42,50,19,31,19,18,1,65,7,35,NA,65,51,14,NA,8,57,99,48,51,99,39,60,NA,10,NA,NA,NA,NA,NA,121,56,65,NA,45,NA,NA,53,12,NA,50,28,22,2.8,5.5,9.1,0,0.6,"s","weekend",TRUE
"1329",2018-04-02,2018-04-02,154,269,108,161,111,93,18,192,34,135,NA,235,177,58,NA,46,205,522,262,260,517,242,275,NA,97,NA,NA,NA,NA,NA,553,305,248,NA,206,NA,NA,244,82,NA,252,198,54,0.6,2.8,7.2,0,0.1,"s","roboczy",TRUE
"1330",2018-04-03,2018-04-02,820,1039,414,625,933,828,105,1680,128,689,NA,1017,741,276,NA,260,837,1982,1057,925,1906,701,1205,NA,269,NA,NA,NA,NA,NA,2680,1375,1305,NA,687,NA,NA,1083,428,NA,1275,980,295,-2.1,7.5,15.6,0,0,"s","roboczy",FALSE
"1331",2018-04-04,2018-04-02,1188,1744,663,1081,1442,1290,152,2986,212,1215,NA,1793,1334,459,NA,472,1222,3239,1783,1456,3061,981,2080,NA,416,NA,NA,NA,NA,NA,4178,2153,2025,NA,941,NA,NA,1923,654,NA,2195,1730,465,4.3,13.3,21.5,0,0,"s","roboczy",FALSE
"1332",2018-04-05,2018-04-02,1355,2019,778,1241,1568,1385,183,3176,188,1364,NA,1981,1487,494,NA,444,1231,3334,1755,1579,3233,970,2263,NA,434,NA,NA,NA,NA,NA,4451,2243,2208,NA,1131,NA,NA,1974,564,NA,2299,1806,493,6.5,13.8,19.6,0,0,"s","roboczy",FALSE
"1333",2018-04-06,2018-04-02,999,1438,600,838,1358,1223,135,2418,134,995,NA,1341,1026,315,NA,369,1103,1821,922,899,1970,500,1470,NA,303,NA,NA,NA,NA,NA,3800,1907,1893,NA,881,NA,NA,1371,433,NA,1738,1336,402,6.8,8.7,15.4,0,0,"s","roboczy",FALSE
"1334",2018-04-07,2018-04-02,1344,2374,918,1456,898,764,134,2293,298,1156,NA,2522,1855,667,NA,452,1104,5178,2551,2627,4990,1644,3346,NA,1066,NA,NA,NA,NA,NA,3708,2015,1693,NA,1264,NA,NA,2484,874,NA,1941,1551,390,-1.2,8.7,16.2,0,0,"s","weekend",TRUE
"1335",2018-04-08,2018-04-02,2147,4116,1558,2558,1266,1129,137,4172,473,2182,NA,4509,3437,1072,NA,999,1569,11267,4248,7019,9104,2383,6721,NA,2831,NA,NA,NA,NA,NA,5832,3139,2693,NA,1687,NA,NA,5024,1592,NA,3487,2890,597,7.2,15.5,23.4,0,0,"s","weekend",TRUE
"1336",2018-04-09,2018-04-09,1686,2694,1031,1663,1860,1688,172,4080,270,1704,NA,2548,1846,702,NA,559,1578,3935,2210,1725,4139,1136,3003,NA,545,NA,NA,NA,NA,NA,5934,3038,2896,NA,1295,NA,NA,2612,839,NA,3131,2403,728,10.4,18.1,25.8,0,0,"s","roboczy",FALSE
"1337",2018-04-10,2018-04-09,1866,2806,1097,1709,2084,1899,185,4538,284,1910,NA,2877,2161,716,NA,640,2035,4136,2218,1918,4314,1134,3180,NA,608,NA,NA,NA,NA,NA,6311,3298,3013,NA,1489,NA,NA,2910,952,NA,3363,2507,856,9.5,18.1,25.1,0,0,"s","roboczy",FALSE
"1338",2018-04-11,2018-04-09,1453,2299,895,1404,1958,1755,203,3881,229,1565,NA,2246,1694,552,NA,558,1443,2730,1418,1312,3015,722,2293,NA,388,NA,NA,NA,NA,NA,5512,2794,2718,NA,1255,NA,NA,2222,698,NA,2985,2225,760,11.4,14.3,20.2,0,0,"s","roboczy",FALSE
"1339",2018-04-12,2018-04-09,1670,2553,1009,1544,2040,1849,191,4108,276,1607,NA,2737,2029,708,NA,605,1612,3687,1873,1814,3853,940,2913,NA,516,NA,NA,NA,NA,NA,5925,3057,2868,NA,1328,NA,NA,2510,819,NA,3162,2416,746,7.3,14.2,21.2,0,0,"s","roboczy",FALSE
"1340",2018-04-13,2018-04-09,1489,2352,896,1456,1781,1611,170,3607,247,1513,NA,2237,1617,620,NA,543,1359,3134,1644,1490,3205,742,2463,NA,517,NA,NA,NA,NA,NA,5286,2716,2570,NA,1238,NA,NA,2260,715,NA,2711,2039,672,8.9,16.1,23.5,5,0,"d","roboczy",FALSE
"1341",2018-04-14,2018-04-09,1770,3093,1180,1913,1145,1015,130,3320,347,1848,NA,3460,2543,917,NA,596,1469,6536,3341,3195,6819,2149,4670,NA,1579,NA,NA,NA,NA,NA,4890,2681,2209,NA,1636,NA,NA,3641,1041,NA,2493,1991,502,9.6,14.6,20.6,0,0,"s","weekend",TRUE
"1342",2018-04-15,2018-04-09,2332,4349,1616,2733,1470,1304,166,4207,580,2339,NA,5174,3913,1261,NA,1011,1774,11062,4751,6311,9411,2698,6713,NA,2571,NA,NA,NA,NA,NA,6241,3369,2872,NA,1805,NA,NA,5174,1826,NA,3538,2963,575,6.7,16.4,23.5,0,0,"s","weekend",TRUE
"1343",2018-04-16,2018-04-16,1583,2293,887,1406,1938,1748,190,3877,266,1520,NA,2196,1660,536,NA,520,1368,2844,1548,1296,3111,825,2286,NA,384,NA,NA,NA,NA,NA,5455,2807,2648,NA,1243,NA,NA,2235,782,NA,3067,2283,784,13.4,18.5,23.2,0.8,0,"d","roboczy",FALSE
"1344",2018-04-17,2018-04-16,1127,1421,576,845,1498,1375,123,3038,163,1083,NA,1413,1038,375,NA,403,1079,1878,937,941,1964,458,1506,NA,207,NA,NA,NA,NA,NA,4110,2068,2042,NA,917,NA,NA,1496,489,NA,2378,1759,619,11,13.3,21,0.3,0,"d","roboczy",FALSE
"1345",2018-04-18,2018-04-16,1695,2686,1024,1662,2214,2002,212,4289,287,1758,NA,2632,1965,667,NA,657,1631,3697,1878,1819,3865,951,2914,NA,569,NA,NA,NA,NA,NA,6093,3109,2984,NA,1428,NA,NA,2553,862,NA,3374,2497,877,7.7,12.9,18.3,0,0,"s","roboczy",FALSE
"1346",2018-04-19,2018-04-16,1880,2645,1033,1612,2246,2039,207,4518,266,1726,NA,2856,2106,750,NA,631,1688,3854,1935,1919,4180,1071,3109,NA,549,NA,NA,NA,NA,NA,6490,3359,3131,NA,1558,NA,NA,2798,257,NA,3392,2535,857,10,14.9,20.1,0,0,"s","roboczy",FALSE
"1347",2018-04-20,2018-04-16,1985,2988,1149,1839,2248,2022,226,4482,330,1726,NA,2992,2219,773,NA,668,1732,4604,2330,2274,4787,1125,3662,NA,642,NA,NA,NA,NA,NA,6524,3313,3211,NA,1581,NA,NA,2916,NA,NA,3348,2583,765,6.1,14.1,20.9,0,0,"s","roboczy",FALSE
"1348",2018-04-21,2018-04-16,1888,3145,1180,1965,1387,1228,159,3548,379,1768,NA,3800,2865,935,NA,687,1580,7183,3528,3655,7068,2223,4845,NA,1575,NA,NA,NA,NA,NA,5902,3188,2714,NA,1728,NA,NA,3700,NA,NA,2743,2215,528,9,16.4,23.5,0,0,"s","weekend",TRUE
"1349",2018-04-22,2018-04-16,2088,3922,1556,2366,1333,1190,143,4520,506,2075,NA,4902,3811,1091,NA,937,1614,9443,4227,5216,7987,2314,5673,NA,2151,NA,NA,NA,NA,NA,5969,3309,2660,NA,2016,NA,NA,4667,NA,NA,3457,2831,626,6,13,18.7,0,0,"s","weekend",TRUE
"1350",2018-04-23,2018-04-23,1480,2194,860,1334,1955,1775,180,4034,276,1427,NA,2295,1747,548,NA,511,1413,2677,1411,1266,2783,759,2024,NA,377,NA,NA,NA,NA,NA,5398,2754,2644,NA,1243,NA,NA,2144,NA,NA,2988,2268,720,4.6,14.5,21,2.7,0,"d","roboczy",FALSE
"1351",2018-04-24,2018-04-23,1359,1920,760,1160,1929,1761,168,3867,186,1349,NA,1946,1458,488,NA,465,1339,2231,1114,1117,2409,542,1867,NA,253,NA,NA,NA,NA,NA,5056,2522,2534,NA,1096,NA,NA,1941,NA,NA,2871,2077,794,10.6,14.3,19.6,0.5,0,"d","roboczy",FALSE
"1352",2018-04-25,2018-04-23,1224,1681,666,1015,1792,1629,163,3387,182,1265,NA,1846,1400,446,NA,432,1237,1979,1038,941,2145,499,1646,NA,297,NA,NA,NA,NA,NA,4796,2492,2304,NA,1056,NA,NA,1730,NA,NA,2676,1917,759,9.3,15.1,23.1,0.2,0,"d","roboczy",FALSE
"1353",2018-04-26,2018-04-23,1166,1486,564,922,1761,1600,161,3296,151,1060,NA,1580,1173,407,NA,366,1307,1716,884,832,1827,409,1418,NA,214,NA,NA,NA,NA,NA,4517,2292,2225,NA,997,NA,NA,1573,NA,NA,2419,1787,632,6.4,10.6,16.2,1.7,0,"d","roboczy",FALSE
"1354",2018-04-27,2018-04-23,1196,1825,734,1091,1808,1643,165,3339,203,1224,NA,1856,1391,465,NA,445,1295,2292,1087,1205,2626,518,2108,NA,346,NA,NA,NA,NA,NA,4864,2448,2416,NA,1112,NA,NA,1831,NA,NA,2430,1847,583,5.3,10.1,15.3,0,0,"s","roboczy",FALSE
"1355",2018-04-28,2018-04-23,1613,2706,995,1711,1159,1014,145,2884,341,1505,NA,3229,2484,745,NA,547,1339,6690,3367,3323,6141,1890,4251,NA,1414,NA,NA,NA,NA,NA,4635,2555,2080,NA,1491,NA,NA,3122,NA,NA,2235,1820,415,6.5,15,23.9,0,0,"s","weekend",TRUE
"1356",2018-04-29,2018-04-23,1636,2612,998,1614,1116,1009,107,2739,327,1414,NA,3442,2575,867,NA,580,1128,6826,3373,3453,6038,2031,4007,NA,1493,NA,NA,NA,NA,NA,4143,2204,1939,NA,1465,NA,NA,3224,NA,NA,2082,1721,361,9.8,18.8,27.7,1.1,0,"d","weekend",TRUE
"1357",2018-04-30,2018-04-30,1615,2564,1007,1557,1595,1431,164,3028,281,1474,NA,2616,1893,723,NA,556,1549,4277,2375,1902,4497,1340,3157,NA,785,NA,NA,NA,NA,NA,5206,2774,2432,NA,1384,NA,NA,2472,NA,NA,2469,1956,513,15.2,21.8,28.1,0,0,"s","roboczy",FALSE
"1358",2018-05-01,2018-04-30,2287,3668,1415,2253,1411,1264,147,3562,447,1995,NA,4562,3506,1056,NA,867,1642,9944,4618,5326,8973,2521,6452,NA,1902,NA,NA,NA,NA,NA,5803,3137,2666,NA,1946,NA,NA,4779,NA,NA,2973,2536,437,12.2,19.7,26.3,0,0,"s","roboczy",TRUE
"1359",2018-05-02,2018-04-30,1413,2181,826,1355,1409,1262,147,2399,234,1296,NA,2133,1534,599,NA,542,1334,3155,1587,1568,3523,906,2617,NA,533,NA,NA,NA,NA,NA,4489,2400,2089,NA,1325,NA,NA,2142,NA,NA,2029,1554,475,10.7,16.5,21.1,0,0,"s","roboczy",FALSE
"1360",2018-05-03,2018-04-30,2240,3418,1379,2039,1437,1280,157,3408,505,2143,NA,4726,3689,1037,NA,869,1627,9893,4529,5364,9012,2586,6426,NA,2065,NA,NA,NA,NA,NA,5747,3074,2673,NA,1815,NA,NA,4630,NA,NA,3050,2595,455,14,21.9,29.4,0,0,"s","roboczy",TRUE
"1361",2018-05-04,2018-04-30,1524,2298,915,1383,1510,1367,143,2841,278,1281,NA,2378,1679,699,NA,563,1389,3567,1781,1786,4080,1260,2820,NA,746,NA,NA,NA,NA,NA,4600,2384,2216,NA,1577,NA,NA,2623,NA,NA,2273,1798,475,11.5,16.4,24.1,0,0,"s","roboczy",FALSE
"1362",2018-05-05,2018-04-30,1703,2733,1062,1671,1108,981,127,2650,335,1411,NA,3166,2373,793,NA,547,1144,5752,2704,3048,5973,1762,4211,NA,1241,NA,NA,NA,NA,NA,4362,2345,2017,NA,1477,NA,NA,2978,NA,NA,2113,1711,402,6,13.4,19,0,0,"s","weekend",TRUE
"1363",2018-05-06,2018-04-30,2085,3572,1419,2153,1217,1085,132,3466,365,1703,NA,4093,3164,929,NA,816,1236,7792,3647,4145,7389,2081,5308,NA,1642,NA,NA,NA,NA,NA,5004,2802,2202,NA,1686,NA,NA,3777,NA,NA,2965,2454,511,7.8,14.9,20.4,0,0,"s","weekend",TRUE
"1364",2018-05-07,2018-05-07,2008,3196,1278,1918,2455,2229,226,4964,347,1880,NA,3046,2275,771,NA,691,1858,4004,2073,1931,4380,1080,3300,NA,573,NA,NA,NA,NA,NA,7076,3701,3375,NA,1697,NA,NA,3147,NA,NA,3903,2988,915,9.7,17,22.7,0,0,"s","roboczy",FALSE
"1365",2018-05-08,2018-05-07,2373,3786,1488,2298,2758,2539,219,5675,398,2238,NA,3583,2677,906,NA,820,1915,4920,2440,2480,5409,1350,4059,NA,743,NA,NA,NA,NA,NA,7835,4110,3725,NA,1830,NA,NA,3512,NA,NA,4391,3419,972,11.6,19.4,25.7,0,0,"s","roboczy",FALSE
"1366",2018-05-09,2018-05-07,2102,3249,1308,1941,2701,2472,229,5437,331,2041,NA,3201,2424,777,NA,818,1802,4059,2022,2037,4439,1089,3350,NA,474,NA,NA,NA,NA,NA,7651,4001,3650,NA,1728,NA,NA,3079,NA,NA,4152,3201,951,13.9,20.2,28,0,0,"s","roboczy",FALSE
"1367",2018-05-10,2018-05-07,2248,3481,1352,2129,2687,2437,250,5657,347,2310,NA,3410,2523,887,NA,800,1996,4667,2444,2223,5252,1252,4000,NA,731,NA,NA,NA,NA,NA,7914,4089,3825,NA,1801,NA,NA,3353,NA,NA,4361,3402,959,13,20.9,27.7,0,0,"s","roboczy",FALSE
"1368",2018-05-11,2018-05-07,2095,3390,1281,2109,2757,2493,264,5003,340,2135,NA,3303,2468,835,NA,793,1961,4343,2137,2206,5052,1074,3978,NA,698,NA,NA,NA,NA,NA,7694,3971,3723,NA,1793,NA,NA,3196,815,570,3792,2959,833,14.1,21.1,27.6,0,0,"s","roboczy",FALSE
"1369",2018-05-12,2018-05-07,2028,3581,1371,2210,1564,1420,144,3850,463,2002,NA,4510,3381,1129,NA,732,1768,7832,3772,4060,7566,1939,5627,NA,1494,NA,NA,NA,NA,NA,6104,3290,2814,NA,1939,NA,NA,4091,1287,678,2995,2427,568,13.2,19.2,24.6,0,0,"s","weekend",TRUE
"1370",2018-05-13,2018-05-07,2084,4071,1609,2462,1465,1333,132,4119,504,2187,NA,4798,3749,1049,NA,926,1742,9458,4083,5375,8352,2292,6060,NA,2024,NA,NA,NA,NA,NA,6440,3518,2922,NA,1894,NA,NA,4683,1496,854,3328,2752,576,11.2,20.1,27.2,0,0,"s","weekend",TRUE
"1371",2018-05-14,2018-05-14,1711,2405,911,1494,2341,2118,223,4548,245,1585,NA,2529,1912,617,NA,642,1689,2680,1261,1419,2946,575,2371,NA,281,NA,NA,NA,NA,NA,6565,3364,3201,NA,1456,NA,NA,2548,773,745,3623,2771,852,10.4,15.9,21.4,0,0,"s","roboczy",FALSE
"1372",2018-05-15,2018-05-14,1641,2476,1003,1473,2341,2116,225,4539,261,1674,NA,2627,1971,656,NA,670,1664,3149,1484,1665,3279,686,2593,NA,438,NA,NA,NA,NA,NA,6456,3303,3153,NA,1394,NA,NA,2548,775,722,3573,2678,895,9.6,15.1,20.9,0.4,0,"d","roboczy",FALSE
