"","Data","startTyg","startM","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch."
"673",2016-06-15,2016-06-13,2016-06-01,1395,888,507,4001,267,1646,1660,1271,NA,1490,3031,1210,1821,2514,947,1567,523,5060,3017,2043,2503,394,2721,554,2167
"674",2016-06-16,2016-06-13,2016-06-01,1455,908,547,4248,290,1710,1853,1476,NA,1571,2969,1242,1727,2478,908,1570,519,5249,3107,2142,2754,405,2817,560,2257
"675",2016-06-17,2016-06-13,2016-06-01,938,580,358,3067,164,1227,1291,1104,NA,1119,1658,658,1000,1578,477,1101,161,3962,2307,1655,1798,260,1944,415,1529
"676",2016-06-18,2016-06-13,2016-06-01,1519,929,590,2890,311,1636,1573,1480,NA,1140,5175,2195,2980,4028,1637,2391,1263,3831,2264,1567,2959,410,2111,350,1761
"677",2016-06-19,2016-06-13,2016-06-01,1991,1256,735,3715,435,1892,1927,1604,NA,1102,8614,3523,5091,5916,2448,3468,2291,4346,2738,1608,4333,605,2729,454,2275
"678",2016-06-20,2016-06-20,2016-06-01,376,233,143,971,60,402,490,457,NA,394,460,183,277,545,203,342,58,1352,774,578,575,398,645,152,493
"679",2016-06-21,2016-06-20,2016-06-01,1393,891,502,3824,226,1461,1644,1392,NA,1132,2568,965,1603,2390,770,1620,333,4589,2684,1905,2230,304,2512,501,2011
"680",2016-06-22,2016-06-20,2016-06-01,1844,1165,679,5055,364,2136,2140,1655,NA,1421,4393,1675,2718,3573,1239,2334,873,6228,3681,2547,3458,311,3507,627,2880
"681",2016-06-23,2016-06-20,2016-06-01,1759,1150,609,4704,317,2015,2134,1732,NA,1461,3785,1510,2275,3442,1120,2322,706,6062,3644,2418,3150,315,3277,618,2659
"682",2016-06-24,2016-06-20,2016-06-01,1445,958,487,4084,297,1697,1909,1477,NA,1265,3602,1381,2221,3208,974,2234,643,5385,3151,2234,2882,256,2921,544,2377
"683",2016-06-25,2016-06-20,2016-06-01,1052,658,394,2017,194,1027,1146,1078,NA,746,4182,1406,2776,2989,1017,1972,667,3010,1790,1220,2273,298,1536,313,1223
"684",2016-06-26,2016-06-20,2016-06-01,854,511,343,1484,112,798,804,756,NA,460,2665,1145,1520,1996,785,1211,584,1974,1165,809,1516,425,1182,216,966
"685",2016-06-27,2016-06-27,2016-06-01,1402,875,527,4261,269,1628,1849,1419,NA,1407,2942,1192,1750,2336,781,1555,558,5029,2973,2056,2654,369,2833,567,2266
"686",2016-06-28,2016-06-27,2016-06-01,1526,959,567,4093,301,1731,1714,1334,NA,1406,3126,1270,1856,2748,908,1840,536,5113,2979,2134,2666,379,2811,574,2237
"687",2016-06-29,2016-06-27,2016-06-01,1650,1073,577,4678,326,2006,2061,1590,NA,1554,3614,1476,2138,3252,1068,2184,705,5797,3408,2389,3157,389,3290,625,2665
"688",2016-06-30,2016-06-27,2016-06-01,1313,854,459,4141,276,1671,1842,1441,NA,1381,3068,1267,1801,2733,790,1943,509,5273,3020,2253,2821,391,2974,597,2377
"689",2016-07-01,2016-06-27,2016-07-01,1395,872,523,3604,268,1617,1835,1372,NA,1161,3406,1434,1972,2908,925,1983,653,4929,2787,2142,2696,319,2680,517,2163
"690",2016-07-02,2016-06-27,2016-07-01,1303,832,471,2421,249,1404,1291,1222,NA,950,5058,2179,2879,3757,1543,2214,1249,3298,2020,1278,2764,371,1931,348,1583
"691",2016-07-03,2016-06-27,2016-07-01,853,565,288,1173,175,669,760,644,NA,474,2294,961,1333,1923,866,1057,621,1844,1132,712,1293,529,1086,240,846
"692",2016-07-04,2016-07-04,2016-07-01,1437,924,513,4160,265,1717,1795,1457,NA,1428,3234,1359,1875,2687,927,1760,580,5271,3054,2217,2795,398,2849,569,2280
"693",2016-07-05,2016-07-04,2016-07-01,1676,1102,574,4488,304,2021,2070,1557,NA,1566,3720,1569,2151,3098,1082,2016,667,5769,3329,2440,3041,393,3316,620,2696
"694",2016-07-06,2016-07-04,2016-07-01,655,441,214,2609,127,1030,1141,872,NA,904,1079,276,803,1112,297,815,131,3233,1851,1382,1443,406,1745,328,1417
"695",2016-07-07,2016-07-04,2016-07-01,718,405,313,2194,123,949,938,996,NA,892,1458,421,1037,1386,482,904,211,2832,1565,1267,1328,382,1556,295,1261
"696",2016-07-08,2016-07-04,2016-07-01,1480,854,626,3792,285,1544,1749,1576,NA,1512,1801,1415,386,3437,1169,2268,67,4787,2746,2041,2892,281,2820,565,2255
"697",2016-07-09,2016-07-04,2016-07-01,818,460,358,1391,146,748,718,904,NA,798,3507,754,2753,2026,924,1102,23,2330,1390,940,1329,355,1210,267,943
"698",2016-07-10,2016-07-04,2016-07-01,1623,1042,581,2601,260,1712,1421,1338,NA,980,5368,2575,2793,4337,1900,2437,1318,3682,2184,1498,3085,507,2090,346,1744
"699",2016-07-11,2016-07-11,2016-07-01,1132,734,398,3730,239,1453,1689,1341,NA,1390,2458,1011,1447,2134,671,1463,425,5012,2850,2162,2533,399,2548,474,2074
"700",2016-07-12,2016-07-11,2016-07-01,1016,641,375,3079,168,1391,1380,1140,NA,1290,2464,650,1814,1744,517,1227,238,4239,2426,1813,1841,372,2235,416,1819
"701",2016-07-13,2016-07-11,2016-07-01,1063,692,371,2148,204,1037,958,855,NA,867,2818,949,1869,1789,647,1142,373,3241,1871,1370,1379,382,1674,297,1377
"702",2016-07-14,2016-07-11,2016-07-01,757,479,278,2010,137,900,851,824,NA,830,2253,540,1713,1173,380,793,204,2937,1675,1262,1344,378,1424,285,1139
"703",2016-07-15,2016-07-11,2016-07-01,769,500,269,1978,140,948,813,766,NA,851,2068,670,1398,1393,511,882,278,3040,1717,1323,1320,284,1468,278,1190
"704",2016-07-16,2016-07-11,2016-07-01,1036,674,362,1781,187,1109,1146,1140,NA,766,4451,1601,2850,2813,1083,1730,805,2755,1636,1119,1943,362,1272,272,1000
"705",2016-07-17,2016-07-11,2016-07-01,987,603,384,1598,191,1036,983,1029,NA,734,4301,1613,2688,2501,1177,1324,1208,2621,1502,1119,1945,520,1473,276,1197
"706",2016-07-18,2016-07-18,2016-07-01,1064,661,403,3096,183,1312,1309,1054,NA,1117,2068,730,1338,1742,573,1169,410,3967,2316,1651,1906,374,2227,440,1787
"707",2016-07-19,2016-07-18,2016-07-01,1376,864,512,3497,271,1606,1529,1222,NA,1265,3006,1147,1859,2390,860,1530,446,4678,2631,2047,2366,366,2541,499,2042
"708",2016-07-20,2016-07-18,2016-07-01,1722,1044,678,4403,304,1999,1867,1520,NA,1548,3445,1560,1885,3370,1159,2211,524,5793,3333,2460,2928,377,3115,556,2559
"709",2016-07-21,2016-07-18,2016-07-01,1640,1058,582,4283,313,1939,1897,1459,NA,1864,3379,1670,1709,3362,1124,2238,408,5899,3400,2499,3233,372,2975,520,2455
"710",2016-07-22,2016-07-18,2016-07-01,1189,776,413,3314,236,1468,1509,1203,NA,1351,2602,1104,1498,2365,694,1671,412,4636,2593,2043,2532,287,2399,475,1924
"711",2016-07-23,2016-07-18,2016-07-01,1379,898,481,2282,240,1511,1343,1336,NA,1083,5162,2344,2818,4070,1503,2567,687,3631,2115,1516,2799,352,1715,324,1391
"712",2016-07-24,2016-07-18,2016-07-01,1763,1177,586,2741,316,1718,1489,1471,NA,998,5091,3006,2085,5035,2064,2971,936,3982,2332,1650,3114,497,2101,360,1741
"713",2016-07-25,2016-07-25,2016-07-01,1424,962,462,3758,303,1684,1761,1303,NA,1386,3074,1470,1604,2588,824,1764,494,4985,2829,2156,2637,386,2935,551,2384
"714",2016-07-26,2016-07-25,2016-07-01,1434,973,461,3742,260,1544,1599,1278,NA,1361,3384,1460,1924,2977,856,2121,472,5141,2880,2261,2671,380,2710,478,2232
"715",2016-07-27,2016-07-25,2016-07-01,1231,837,394,3456,237,1502,1516,1211,NA,1276,2819,1143,1676,2192,644,1548,437,4855,2745,2110,2346,392,2527,464,2063
"716",2016-07-28,2016-07-25,2016-07-01,1482,950,532,3527,283,1600,1556,1280,NA,1278,2776,1211,1565,2528,814,1714,334,4929,2829,2100,2458,382,2534,459,2075
"717",2016-07-29,2016-07-25,2016-07-01,1041,647,394,2852,212,1221,1395,1114,NA,1134,2207,890,1317,1926,575,1351,355,4186,2407,1779,1985,293,1968,380,1588
"718",2016-07-30,2016-07-25,2016-07-01,1140,687,453,1950,178,1230,1159,1125,NA,912,4464,1637,2827,3103,1170,1933,693,3219,1891,1328,2162,362,1471,302,1169
"719",2016-07-31,2016-07-25,2016-07-01,1127,730,397,2048,183,1297,1128,1008,NA,819,4292,2063,2229,3436,1400,2036,1023,2878,1718,1160,2470,513,1597,253,1344
"720",2016-08-01,2016-08-01,2016-08-01,864,556,308,1685,160,942,906,835,NA,1120,2285,715,1570,1317,461,856,478,3170,1844,1326,1290,390,1334,282,1052
"721",2016-08-02,2016-08-01,2016-08-01,1636,1070,566,4048,298,1757,1779,1375,NA,1483,3478,1540,1938,3169,1068,2101,457,5575,3219,2356,2862,379,2904,507,2397
"722",2016-08-03,2016-08-01,2016-08-01,1479,966,513,3982,296,1829,1722,1406,NA,1562,3036,1477,1559,2938,934,2004,370,5594,3240,2354,2837,393,2828,501,2327
"723",2016-08-04,2016-08-01,2016-08-01,1308,850,458,3201,270,1441,1384,1229,NA,1301,2770,1262,1508,2627,836,1791,293,4624,2717,1907,2314,381,2337,479,1858
"724",2016-08-05,2016-08-01,2016-08-01,1293,811,482,3342,222,1421,1497,1218,NA,1272,2491,1337,1154,2561,803,1758,281,4778,2773,2005,2334,292,2141,350,1791
"725",2016-08-06,2016-08-01,2016-08-01,538,353,185,1025,104,604,609,663,NA,597,3412,599,2813,1254,457,797,554,2056,1322,734,979,360,771,180,591
"726",2016-08-07,2016-08-01,2016-08-01,1490,923,567,2428,266,1585,1317,1272,NA,1100,4946,2493,2453,4338,1751,2587,1123,3699,2220,1479,2875,511,1918,348,1570
"727",2016-08-08,2016-08-08,2016-08-01,1638,1026,612,3999,335,1728,1691,1391,NA,1370,3171,1678,1493,2980,1003,1977,453,5260,3045,2215,2906,388,2947,566,2381
"728",2016-08-09,2016-08-08,2016-08-01,831,547,284,2700,169,1049,1103,943,NA,944,2490,602,1888,1414,389,1025,407,3492,1999,1493,1578,378,1915,396,1519
"729",2016-08-10,2016-08-08,2016-08-01,174,110,64,914,41,311,386,383,NA,374,1845,100,1745,309,59,250,428,1143,655,488,498,391,596,115,481
"730",2016-08-11,2016-08-08,2016-08-01,1038,646,392,3101,223,1432,1209,1107,NA,1228,2657,1030,1627,1946,603,1343,314,4131,2426,1705,2042,381,2187,458,1729
"731",2016-08-12,2016-08-08,2016-08-01,1082,729,353,2698,206,1327,1221,1158,NA,1180,2343,999,1344,2029,650,1379,333,4019,2280,1739,1996,292,1989,371,1618
"732",2016-08-13,2016-08-08,2016-08-01,664,431,233,1233,132,811,711,793,NA,654,3757,927,2830,1656,644,1012,688,2197,1367,830,1287,360,1018,201,817
"733",2016-08-14,2016-08-08,2016-08-01,1020,648,372,1555,222,1250,944,942,NA,781,3928,1560,2368,2838,1219,1619,1075,2447,1561,886,1803,512,1340,249,1091
"734",2016-08-15,2016-08-15,2016-08-01,1148,748,400,2133,196,1000,1027,820,NA,957,3264,1759,1505,3108,1330,1778,462,2902,1848,1054,2001,387,1650,251,1399
"735",2016-08-16,2016-08-15,2016-08-01,1001,619,382,2869,231,1196,1358,1071,NA,1053,2687,782,1905,1780,534,1246,449,3895,2257,1638,1894,379,2028,407,1621
"736",2016-08-17,2016-08-15,2016-08-01,1194,758,436,3255,250,1346,1382,1156,NA,1334,2768,1049,1719,2027,645,1382,439,4505,2697,1808,2140,390,2244,457,1787
"737",2016-08-18,2016-08-15,2016-08-01,1228,810,418,3248,240,1432,1442,1243,NA,1311,2669,1063,1606,2190,687,1503,339,4684,2735,1949,2117,381,2422,452,1970
"738",2016-08-19,2016-08-15,2016-08-01,1227,770,457,3091,277,1448,1500,1337,NA,1315,2603,1272,1331,2404,772,1632,347,4577,2548,2029,2373,292,2338,440,1898
"739",2016-08-20,2016-08-15,2016-08-01,1500,963,537,2344,262,1525,1405,1389,NA,1008,5489,2668,2821,4328,1532,2796,659,3919,2350,1569,2905,360,1840,349,1491
"740",2016-08-21,2016-08-15,2016-08-01,732,474,258,1093,145,771,687,648,NA,450,3285,998,2287,1692,663,1029,1044,1520,904,616,1291,511,909,172,737
"741",2016-08-22,2016-08-22,2016-08-01,521,322,199,1471,131,567,552,585,NA,626,1881,335,1546,823,268,555,472,2100,1257,843,868,389,1068,256,812
"742",2016-08-23,2016-08-22,2016-08-01,1456,934,522,3866,275,1688,1699,1318,NA,1380,3224,1309,1915,2638,895,1743,448,5110,2953,2157,2450,379,2662,522,2140
"743",2016-08-24,2016-08-22,2016-08-01,1385,940,445,3875,304,1689,1644,1300,NA,1468,2899,1222,1677,2741,900,1841,422,5098,2913,2185,2472,393,2710,525,2185
"744",2016-08-25,2016-08-22,2016-08-01,1632,1041,591,4127,330,1833,1815,1522,NA,1571,3077,1499,1578,3050,991,2059,323,5606,3289,2317,2855,381,2962,513,2449
"745",2016-08-26,2016-08-22,2016-08-01,1442,940,502,3629,297,1660,1819,1458,NA,1567,2833,1542,1291,3038,932,2106,334,5397,3079,2318,2723,292,2751,528,2223
"746",2016-08-27,2016-08-22,2016-08-01,1519,978,541,2268,280,1413,1456,1424,NA,1030,5069,2242,2827,4163,1602,2561,653,3835,2291,1544,2850,360,1807,302,1505
"747",2016-08-28,2016-08-22,2016-08-01,1613,1063,550,2461,272,1593,1403,1402,NA,951,4809,2472,2337,4231,1801,2430,1068,3699,2168,1531,2929,511,1890,345,1545
"748",2016-08-29,2016-08-29,2016-08-01,1309,875,434,3551,298,1472,1614,1324,NA,1413,2768,1238,1530,2354,771,1583,468,5007,2880,2127,2328,389,2654,520,2134
"749",2016-08-30,2016-08-29,2016-08-01,1451,956,495,3908,276,1642,1705,1403,NA,1675,3265,1351,1914,2613,858,1755,442,5390,3132,2258,2647,379,2805,516,2289
"750",2016-08-31,2016-08-29,2016-08-01,1504,1007,497,4074,313,1701,1851,1507,NA,1570,3175,1499,1676,2589,814,1775,418,5631,3290,2341,2762,393,2770,515,2255
"751",2016-09-01,2016-08-29,2016-09-01,1658,1105,553,3966,330,1774,1835,1533,NA,1559,3634,1541,2093,2736,911,1825,599,5470,3205,2265,2780,955,2813,494,2319
"752",2016-09-02,2016-08-29,2016-09-01,1372,896,476,3571,276,1516,1567,1355,NA,1556,3020,1272,1748,2514,783,1731,371,5091,2926,2165,2367,829,2497,451,2046
"753",2016-09-03,2016-08-29,2016-09-01,1567,1021,546,2527,263,1291,1388,1543,NA,1218,4886,2150,2736,3684,1505,2179,1025,3686,2243,1443,2473,840,1946,343,1603
"754",2016-09-04,2016-08-29,2016-09-01,1345,857,488,2555,271,1336,1231,1117,NA,844,5190,2255,2935,3575,1660,1915,1108,2939,1708,1231,2585,843,1739,276,1463
"755",2016-09-05,2016-09-05,2016-09-01,399,264,135,1494,85,473,602,624,NA,664,596,189,407,596,125,471,24,1893,1077,816,898,288,972,190,782
"756",2016-09-06,2016-09-05,2016-09-01,1481,974,507,3839,321,1707,1518,1298,NA,1529,3084,1300,1784,2580,899,1681,421,5070,2949,2121,2441,923,2680,491,2189
"757",2016-09-07,2016-09-05,2016-09-01,1624,1025,599,4255,290,1880,1692,1420,NA,1639,3629,1533,2096,2773,949,1824,459,5770,3411,2359,2693,931,2906,530,2376
"758",2016-09-08,2016-09-05,2016-09-01,1579,1038,541,4082,301,1785,1742,1433,NA,1507,3437,1524,1913,2731,891,1840,470,5702,3332,2370,2726,896,3003,582,2421
"759",2016-09-09,2016-09-05,2016-09-01,1574,1028,546,3780,278,1723,1709,1382,NA,1510,3321,1435,1886,2683,889,1794,434,5254,3006,2248,2529,913,2714,481,2233
"760",2016-09-10,2016-09-05,2016-09-01,1588,990,598,2575,262,1483,1364,1349,NA,996,5298,2337,2961,4672,1629,3043,998,3739,2217,1522,2561,869,1874,352,1522
"761",2016-09-11,2016-09-05,2016-09-01,1708,1102,606,2691,297,1475,1548,1314,NA,975,6387,2800,3587,4757,2096,2661,1385,3676,2192,1484,3045,1026,2172,340,1832
"762",2016-09-12,2016-09-12,2016-09-01,1569,1063,506,4049,277,1709,1777,1329,NA,1291,3169,1377,1792,2473,780,1693,443,5107,2909,2198,2664,890,2842,515,2327
"763",2016-09-13,2016-09-12,2016-09-01,1635,1050,585,4400,330,1795,1776,1431,NA,1358,3384,1440,1944,2740,914,1826,434,5886,3321,2565,2744,936,3138,574,2564
"764",2016-09-14,2016-09-12,2016-09-01,1496,1012,484,4198,305,1780,1697,1351,NA,1264,3085,1313,1772,2608,829,1779,402,5503,3144,2359,2626,857,2961,564,2397
"765",2016-09-15,2016-09-12,2016-09-01,1497,943,554,4027,287,1644,1658,1348,NA,1299,3210,1376,1834,2497,811,1686,389,5257,3043,2214,2579,841,2784,532,2252
"766",2016-09-16,2016-09-12,2016-09-01,1491,985,506,3608,260,1553,1478,1255,NA,1319,3124,1370,1754,2377,782,1595,426,5115,2850,2265,2438,802,2556,452,2104
"767",2016-09-17,2016-09-12,2016-09-01,1407,893,514,2231,246,1330,1213,1305,NA,835,4474,1979,2495,3125,1366,1759,1048,3351,2031,1320,2276,844,1633,290,1343
"768",2016-09-18,2016-09-12,2016-09-01,1086,721,365,1583,177,1078,1032,910,NA,644,3299,1454,1845,2298,1014,1284,730,2361,1420,941,1890,687,1290,180,1110
"769",2016-09-19,2016-09-19,2016-09-01,959,665,294,2982,182,1222,1265,1028,NA,911,1769,666,1103,1432,360,1072,188,3911,2204,1707,1724,571,2112,381,1731
"770",2016-09-20,2016-09-19,2016-09-01,855,576,279,2899,170,1124,1084,953,NA,882,1558,612,946,1356,340,1016,156,3757,2133,1624,1539,543,1941,353,1588
"771",2016-09-21,2016-09-19,2016-09-01,700,457,243,2665,136,1002,1002,837,NA,896,1467,602,865,1217,346,871,143,3284,1846,1438,1460,425,1819,306,1513
"772",2016-09-22,2016-09-19,2016-09-01,715,472,243,2431,146,955,924,772,NA,911,1442,605,837,1129,312,817,140,3002,1718,1284,1334,451,1651,305,1346
"773",2016-09-23,2016-09-19,2016-09-01,668,438,230,2352,148,952,923,897,NA,914,1295,521,774,1091,331,760,170,3004,1728,1276,1269,441,1576,272,1304
"774",2016-09-24,2016-09-19,2016-09-01,820,547,273,1259,131,699,630,728,NA,761,2187,935,1252,1551,726,825,441,1926,1146,780,1180,458,1028,203,825
"775",2016-09-25,2016-09-19,2016-09-01,1048,655,393,1672,214,1246,931,830,NA,857,3969,1602,2367,2696,1211,1485,890,2481,1493,988,2031,702,1481,258,1223
"776",2016-09-26,2016-09-26,2016-09-01,741,492,249,2619,163,1008,1016,818,NA,897,1486,622,864,1235,332,903,157,3294,1927,1367,1417,504,1844,332,1512
"777",2016-09-27,2016-09-26,2016-09-01,786,520,266,2958,182,1119,1062,911,NA,1041,1902,806,1096,1489,467,1022,197,3556,2010,1546,1640,573,2051,384,1667
"778",2016-09-28,2016-09-26,2016-09-01,663,445,218,2414,144,953,854,792,NA,924,1333,585,748,1163,372,791,117,3145,1780,1365,1346,460,1702,356,1346
"779",2016-09-29,2016-09-26,2016-09-01,902,624,278,2981,203,1127,1071,899,NA,1155,2124,953,1171,1649,573,1076,210,3848,2200,1648,1637,580,2090,390,1700
"780",2016-09-30,2016-09-26,2016-09-01,912,578,334,2823,192,1157,1178,963,NA,1192,2000,842,1158,1542,453,1089,255,4056,2251,1805,1672,593,1999,409,1590
"781",2016-10-01,2016-09-26,2016-10-01,685,445,240,1351,180,804,726,737,NA,670,2370,1086,1284,1408,571,837,375,2156,1267,889,1380,485,887,198,689
"782",2016-10-02,2016-09-26,2016-10-01,1284,871,413,2020,214,1161,1180,1083,NA,873,4458,2008,2450,2854,1363,1491,1061,2880,1707,1173,2173,894,1803,329,1474
"783",2016-10-03,2016-10-03,2016-10-01,301,178,123,1362,58,469,472,384,NA,519,529,193,336,449,93,356,28,1592,848,744,591,169,902,177,725
"784",2016-10-04,2016-10-03,2016-10-01,400,267,133,1915,73,637,641,577,NA,719,734,253,481,707,211,496,89,2175,1180,995,815,241,1330,312,1018
"785",2016-10-05,2016-10-03,2016-10-01,135,87,48,696,23,162,209,190,NA,225,186,42,144,173,34,139,3,699,390,309,245,67,421,96,325
"786",2016-10-06,2016-10-03,2016-10-01,267,179,88,908,46,293,288,320,NA,418,435,143,292,354,92,262,24,1137,610,527,386,128,567,146,421
"787",2016-10-07,2016-10-03,2016-10-01,336,211,125,1515,70,495,475,406,NA,507,610,216,394,540,136,404,35,1716,949,767,605,204,955,168,787
"788",2016-10-08,2016-10-03,2016-10-01,212,139,73,528,39,200,250,273,NA,237,450,175,275,335,87,248,79,679,396,283,336,147,367,81,286
"789",2016-10-09,2016-10-03,2016-10-01,208,129,79,491,36,251,214,209,NA,209,624,270,354,447,155,292,151,626,376,250,363,161,349,85,264
"790",2016-10-10,2016-10-10,2016-10-01,238,156,82,1250,35,348,366,349,NA,419,420,164,256,381,102,279,26,1348,703,645,449,110,821,196,625
"791",2016-10-11,2016-10-10,2016-10-01,214,153,61,1178,38,362,362,345,NA,413,395,133,262,371,93,278,20,1297,700,597,470,124,787,183,604
"792",2016-10-12,2016-10-10,2016-10-01,164,114,50,888,41,271,285,241,NA,296,324,112,212,289,63,226,4,881,482,399,326,84,574,130,444
"793",2016-10-13,2016-10-10,2016-10-01,398,253,145,1662,71,620,548,467,NA,602,872,329,543,671,187,484,77,2019,1115,904,729,244,1154,236,918
"794",2016-10-14,2016-10-10,2016-10-01,412,274,138,1625,85,597,465,531,NA,614,949,391,558,714,235,479,105,1987,1073,914,761,256,1048,258,790
"795",2016-10-15,2016-10-10,2016-10-01,200,129,71,420,35,187,226,238,NA,225,458,170,288,330,102,228,109,630,346,284,333,127,297,47,250
"796",2016-10-16,2016-10-10,2016-10-01,237,152,85,375,25,198,180,209,NA,158,611,242,369,323,120,203,135,567,298,269,369,132,295,66,229
"797",2016-10-17,2016-10-17,2016-10-01,376,254,122,1589,67,579,497,391,NA,537,793,254,539,658,188,470,62,1752,1011,741,776,215,1083,228,855
"798",2016-10-18,2016-10-17,2016-10-01,329,230,99,1510,82,504,433,370,NA,517,628,211,417,558,138,420,24,1691,944,747,678,213,1041,221,820
"799",2016-10-19,2016-10-17,2016-10-01,312,202,110,1381,77,505,426,383,NA,480,665,243,422,536,140,396,56,1604,913,691,635,191,926,168,758
"800",2016-10-20,2016-10-17,2016-10-01,269,171,98,1298,66,422,361,354,NA,461,533,210,323,449,117,332,23,1409,789,620,584,173,853,178,675
"801",2016-10-21,2016-10-17,2016-10-01,171,106,65,944,36,279,235,249,NA,279,316,92,224,288,74,214,9,940,517,423,373,105,566,109,457
"802",2016-10-22,2016-10-17,2016-10-01,103,65,38,234,22,69,96,124,NA,118,191,80,111,111,34,77,19,329,176,153,158,63,140,35,105
"803",2016-10-23,2016-10-17,2016-10-01,256,164,92,487,61,273,275,285,NA,216,1002,466,536,545,237,308,237,719,443,276,450,194,443,71,372
"804",2016-10-24,2016-10-24,2016-10-01,284,180,104,1286,57,396,409,348,NA,426,580,194,386,441,108,333,23,1470,839,631,531,151,854,176,678
"805",2016-10-25,2016-10-24,2016-10-01,191,120,71,1044,53,286,292,269,NA,342,330,103,227,322,74,248,13,1178,661,517,403,112,668,150,518
"806",2016-10-26,2016-10-24,2016-10-01,351,223,128,1568,87,541,466,411,NA,540,799,282,517,649,209,440,66,1871,1042,829,620,238,934,191,743
"807",2016-10-27,2016-10-24,2016-10-01,369,235,134,1522,85,493,480,449,NA,543,825,297,528,619,181,438,94,1769,993,776,704,226,983,202,781
"808",2016-10-28,2016-10-24,2016-10-01,219,142,77,1130,50,343,367,332,NA,405,459,145,314,393,110,283,34,1322,732,590,522,150,735,152,583
"809",2016-10-29,2016-10-24,2016-10-01,150,98,52,299,28,108,167,201,NA,126,320,109,211,227,76,151,67,477,286,191,247,90,206,41,165
"810",2016-10-30,2016-10-24,2016-10-01,133,92,41,257,15,132,174,196,NA,97,435,169,266,252,100,152,108,388,240,148,328,83,174,32,142
"811",2016-10-31,2016-10-31,2016-10-01,202,130,72,621,44,228,342,313,NA,306,482,181,301,362,123,239,54,906,517,389,453,130,419,97,322
"812",2016-11-01,2016-10-31,2016-11-01,58,39,19,139,15,56,81,82,NA,42,243,91,152,121,45,76,40,181,97,84,177,48,135,32,103
"813",2016-11-02,2016-10-31,2016-11-01,202,130,72,1005,42,309,327,294,NA,366,417,153,264,340,88,252,34,1182,648,534,149,143,677,150,527
"814",2016-11-03,2016-10-31,2016-11-01,212,137,75,1024,32,298,272,256,NA,374,380,110,270,284,63,221,12,1136,597,539,606,104,678,145,533
"815",2016-11-04,2016-10-31,2016-11-01,283,180,103,1252,49,392,394,351,NA,469,607,223,384,465,147,318,53,1310,749,561,570,195,752,168,584
"816",2016-11-05,2016-10-31,2016-11-01,244,161,83,428,39,222,193,240,NA,200,570,215,355,331,111,220,151,665,359,306,273,168,339,76,263
"817",2016-11-06,2016-10-31,2016-11-01,115,71,44,259,22,143,145,126,NA,102,452,187,265,299,102,197,111,454,269,185,384,86,220,53,167
"818",2016-11-07,2016-11-07,2016-11-01,207,132,75,997,30,294,303,262,NA,363,424,149,275,332,92,240,27,1076,570,506,557,135,640,134,506
"819",2016-11-08,2016-11-07,2016-11-01,253,161,92,1246,44,438,351,324,NA,441,660,229,431,508,143,365,53,1477,817,660,439,170,797,193,604
"820",2016-11-09,2016-11-07,2016-11-01,128,87,41,876,46,235,219,196,NA,280,275,76,199,266,58,208,7,874,474,400,514,103,566,135,431
"821",2016-11-10,2016-11-07,2016-11-01,215,130,85,1037,46,333,325,313,NA,398,490,175,315,391,112,279,37,1207,681,526,662,129,653,145,508
"822",2016-11-11,2016-11-07,2016-11-01,44,29,15,192,15,80,79,86,NA,115,214,66,148,103,35,68,49,308,176,132,563,46,163,43,120
"823",2016-11-12,2016-11-07,2016-11-01,125,80,45,278,20,119,151,176,NA,131,369,159,210,218,81,137,92,403,240,163,259,72,177,43,134
"824",2016-11-13,2016-11-07,2016-11-01,110,68,42,211,15,86,117,126,NA,99,271,122,149,166,60,106,67,293,166,127,385,60,174,38,136
"825",2016-11-14,2016-11-14,2016-11-01,226,158,68,1143,43,359,354,340,NA,392,491,179,312,489,139,350,48,1228,701,527,585,138,780,172,608
"826",2016-11-15,2016-11-14,2016-11-01,224,151,73,1055,51,358,342,270,NA,349,449,149,300,396,88,308,35,1259,668,591,430,159,748,170,578
"827",2016-11-16,2016-11-14,2016-11-01,152,90,62,885,30,252,206,237,NA,304,286,99,187,282,79,203,13,975,519,456,575,89,595,122,473
"828",2016-11-17,2016-11-14,2016-11-01,199,117,82,1010,36,311,308,253,NA,353,411,122,289,358,97,261,22,1122,603,519,418,111,654,148,506
"829",2016-11-18,2016-11-14,2016-11-01,236,169,67,1243,60,434,330,317,NA,421,647,235,412,530,138,392,46,1338,728,610,516,167,747,159,588
"830",2016-11-19,2016-11-14,2016-11-01,120,87,33,272,28,79,120,125,NA,104,213,88,125,133,39,94,28,322,198,124,163,73,172,38,134
