"","Data","startTyg","startM","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch."
"1006",2017-05-14,2017-05-08,2017-05-01,2332,1580,752,3809,429,2334,1958,1601,NA,1425,5838,1204,4634,4469,348,4121,2136,5448,3027,2421,4165,1469,2994,493,2501
"1007",2017-05-15,2017-05-15,2017-05-01,1412,919,493,3567,253,1625,1509,1240,NA,1400,1753,378,1375,1669,110,1559,423,5065,2773,2292,2152,721,2800,637,2163
"1008",2017-05-16,2017-05-15,2017-05-01,1837,1168,669,4872,322,2036,1987,1690,NA,1675,2757,649,2108,2464,183,2281,729,6798,3704,3094,3044,986,3694,810,2884
"1009",2017-05-17,2017-05-15,2017-05-01,1945,1295,650,5112,309,2271,2112,1721,NA,1782,2675,460,2215,2690,146,2544,797,7189,3985,3204,3388,1032,3724,780,2944
"1010",2017-05-18,2017-05-15,2017-05-01,2151,1440,711,5235,334,2356,2299,1743,NA,1718,2830,410,2420,2821,112,2709,820,7428,4066,3362,3423,1115,3929,770,3159
"1011",2017-05-19,2017-05-15,2017-05-01,2039,1357,682,5129,357,2275,2184,1923,NA,1904,3305,794,2511,3073,137,2936,988,7297,4012,3285,3655,1037,3741,780,2961
"1012",2017-05-20,2017-05-15,2017-05-01,2477,1595,882,3862,406,2386,2266,2082,NA,1677,5525,1233,4292,5072,265,4807,2133,6546,3624,2922,4605,1415,2992,541,2451
"1013",2017-05-21,2017-05-15,2017-05-01,1907,1204,703,3190,339,1809,1779,1622,NA,1248,4877,1410,3467,3632,382,3250,1867,5121,2905,2216,3583,1024,2588,479,2109
"1014",2017-05-22,2017-05-22,2017-05-01,1957,1244,713,5024,325,2153,1990,1636,NA,1737,2307,417,1890,2332,110,2222,684,6838,3631,3207,3175,1004,3382,665,2717
"1015",2017-05-23,2017-05-22,2017-05-01,1990,1224,766,5414,360,2280,2012,1724,NA,1855,3042,795,2247,2700,183,2517,721,7581,4156,3425,3406,1142,4075,848,3227
"1016",2017-05-24,2017-05-22,2017-05-01,826,523,303,2777,180,1098,1178,1010,NA,1116,1318,536,782,1017,146,871,121,4081,2175,1906,1639,475,1946,439,1507
"1017",2017-05-25,2017-05-22,2017-05-01,1763,1136,627,4814,320,2097,1991,1685,NA,1830,2514,451,2063,2453,112,2341,640,6657,3409,3248,3027,1038,3549,746,2803
"1018",2017-05-26,2017-05-22,2017-05-01,1122,719,403,3774,222,1618,1630,1317,NA,1484,2065,860,1205,1507,138,1369,282,5331,2660,2671,2266,698,2686,646,2040
"1019",2017-05-27,2017-05-22,2017-05-01,2329,1494,835,3259,385,1906,1855,1790,NA,1485,5107,1246,3861,4143,309,3834,1727,5085,2808,2277,3887,1248,2559,413,2146
"1020",2017-05-28,2017-05-22,2017-05-01,2567,1663,904,4283,473,2316,2221,1899,NA,1545,7061,1718,5343,5510,410,5100,2479,5576,2965,2611,4978,1565,3475,589,2886
"1021",2017-05-29,2017-05-29,2017-05-01,1803,1213,590,5002,352,2010,2124,1761,NA,1753,2449,504,1945,2476,115,2361,630,6541,3382,3159,3109,1060,3678,755,2923
"1022",2017-05-30,2017-05-29,2017-05-01,2233,1444,789,5628,399,2424,2390,1972,NA,1833,3543,956,2587,3068,193,2875,778,7403,3635,3768,3750,1276,4260,839,3421
"1023",2017-05-31,2017-05-29,2017-05-01,1567,1012,555,4420,274,1845,1750,1485,NA,1613,2112,542,1570,2092,146,1946,387,6157,3064,3093,2569,765,3324,735,2589
"1024",2017-06-01,2017-05-29,2017-06-01,1325,890,435,4189,234,1693,1744,1380,NA,1492,1307,471,836,1755,117,1638,411,5577,2628,2949,2386,652,2869,622,2247
"1025",2017-06-02,2017-05-29,2017-06-01,1617,1075,542,4387,285,1823,2022,1797,NA,1747,3055,1008,2047,2523,137,2386,592,6317,3012,3305,3134,858,3256,675,2581
"1026",2017-06-03,2017-05-29,2017-06-01,1955,1281,674,3399,332,1843,1997,1757,NA,1526,5154,1466,3688,3873,313,3560,1576,4896,2479,2417,3711,1104,2492,521,1971
"1027",2017-06-04,2017-05-29,2017-06-01,1824,1194,630,3111,337,1843,1582,1464,NA,1099,5442,1871,3571,3594,428,3166,1610,3789,1928,1861,3505,1081,2369,382,1987
"1028",2017-06-05,2017-06-05,2017-06-01,1878,1247,631,4931,283,2063,1976,1656,NA,1792,2957,1156,1801,2885,777,2108,575,6344,3031,3313,2881,872,3572,795,2777
"1029",2017-06-06,2017-06-05,2017-06-01,1213,817,396,4235,209,1632,1697,1314,NA,1461,2037,834,1203,1911,487,1424,222,5440,2626,2814,2320,655,3013,652,2361
"1030",2017-06-07,2017-06-05,2017-06-01,1527,945,582,4030,264,1725,1653,1476,NA,1568,3124,1337,1787,2848,821,2027,535,5687,2773,2914,2551,768,3105,622,2483
"1031",2017-06-08,2017-06-05,2017-06-01,1750,1135,615,4999,310,2100,2164,1784,NA,1847,3464,1507,1957,3262,973,2289,592,6742,3233,3509,3157,1019,3672,738,2934
"1032",2017-06-09,2017-06-05,2017-06-01,1812,1196,616,4684,307,1967,2153,1812,NA,1702,4135,1821,2314,3767,912,2855,730,6661,3219,3442,3270,1008,3551,728,2823
"1033",2017-06-10,2017-06-05,2017-06-01,1695,1095,600,2874,302,1845,1719,1626,NA,1512,4852,2136,2716,4280,1468,2812,1048,4646,2378,2268,2941,874,2337,423,1914
"1034",2017-06-11,2017-06-05,2017-06-01,2465,1619,846,4094,429,2480,2232,1961,NA,1507,8464,3713,4751,6653,2297,4356,1965,5398,2848,2550,4609,1416,3232,501,2731
"1035",2017-06-12,2017-06-12,2017-06-01,1130,744,386,3366,186,1294,1481,1337,NA,1306,1695,703,992,1640,461,1179,196,4392,2074,2318,1974,584,2513,494,2019
"1036",2017-06-13,2017-06-12,2017-06-01,1086,725,361,3603,210,1392,1470,1339,NA,1401,1926,763,1163,1785,506,1279,227,4835,2330,2505,2007,537,2727,604,2123
"1037",2017-06-14,2017-06-12,2017-06-01,1110,723,387,2940,184,1220,1490,1434,NA,1359,2117,994,1123,1927,516,1411,259,4634,2175,2459,1912,555,2291,496,1795
"1038",2017-06-15,2017-06-12,2017-06-01,2726,1789,937,3764,475,2216,2257,1746,NA,1648,11287,4999,6288,9718,3238,6480,2218,6059,3062,2997,5309,1373,2792,423,2369
"1039",2017-06-16,2017-06-12,2017-06-01,858,593,265,1804,152,731,955,1106,NA,870,1721,796,925,1658,613,1045,304,2972,1458,1514,1281,458,1383,275,1108
"1040",2017-06-17,2017-06-12,2017-06-01,1209,751,458,1708,227,904,1020,1147,NA,1069,3337,1589,1748,3105,1251,1854,704,3294,1685,1609,2019,719,1490,280,1210
"1041",2017-06-18,2017-06-12,2017-06-01,2452,1600,852,3582,428,2030,2163,1874,NA,1319,8863,3984,4879,7628,2639,4989,1905,5056,2386,2670,4496,1311,2820,415,2405
"1042",2017-06-19,2017-06-19,2017-06-01,1882,1247,635,4847,314,1965,2252,1899,NA,1838,3876,1833,2043,4059,1352,2707,515,6782,3207,3575,3190,1027,3675,775,2900
"1043",2017-06-20,2017-06-19,2017-06-01,1679,1123,556,4684,278,1876,2148,1815,NA,1719,3358,1589,1769,3491,1150,2341,501,6528,3077,3451,3134,852,3740,698,3042
"1044",2017-06-21,2017-06-19,2017-06-01,1916,1319,597,4936,348,2119,2313,1886,NA,1860,3926,1769,2157,4034,1229,2805,565,7073,3335,3738,3340,975,3791,733,3058
"1045",2017-06-22,2017-06-19,2017-06-01,1579,1030,549,4456,308,1919,2003,1731,NA,1675,3101,1399,1702,3027,887,2140,389,6382,2938,3444,2911,925,3465,702,2763
"1046",2017-06-23,2017-06-19,2017-06-01,689,459,230,1588,125,580,839,867,NA,702,1004,407,597,1102,300,802,152,2478,1152,1326,1116,348,1151,248,903
"1047",2017-06-24,2017-06-19,2017-06-01,1230,832,398,1739,201,1129,1278,1320,NA,1176,3796,1367,2429,3194,960,2234,715,3454,1680,1774,2308,595,1494,344,1150
"1048",2017-06-25,2017-06-19,2017-06-01,2251,1510,741,3125,360,1939,1932,1870,NA,1231,7075,3496,3579,6263,2293,3970,1459,4722,2360,2362,3732,1138,2531,419,2112
"1049",2017-06-26,2017-06-26,2017-06-01,1218,795,423,3798,200,1478,1634,1591,NA,1390,2071,950,1121,2144,638,1506,227,5457,2582,2875,2332,650,2816,550,2266
"1050",2017-06-27,2017-06-26,2017-06-01,1985,1290,695,5318,378,2310,2484,2257,NA,1948,4777,2254,2523,4475,1393,3082,774,7458,3531,3927,3697,1238,3910,736,3174
"1051",2017-06-28,2017-06-26,2017-06-01,597,366,231,1504,121,634,844,967,NA,723,1241,583,658,1081,361,720,172,2604,1248,1356,1125,396,1157,240,917
"1052",2017-06-29,2017-06-26,2017-06-01,1207,765,442,3305,240,1349,1491,1567,NA,1276,2128,1060,1068,2158,653,1505,231,4720,2187,2533,2062,728,2524,501,2023
"1053",2017-06-30,2017-06-26,2017-06-01,730,495,235,2604,121,971,1087,1214,NA,1057,1072,513,559,1257,353,904,106,3853,1751,2102,1324,364,1793,365,1428
"1054",2017-07-01,2017-06-26,2017-07-01,1377,935,442,2204,217,1334,1391,1645,NA,1180,4073,2083,1990,4125,1638,2487,797,3821,1876,1945,2588,692,1688,323,1365
"1055",2017-07-02,2017-06-26,2017-07-01,1025,667,358,1486,157,863,1029,980,NA,843,2638,1419,1219,2524,931,1593,518,2605,1261,1344,1568,481,1228,210,1018
"1056",2017-07-03,2017-07-03,2017-07-01,1456,984,472,3873,245,1618,1716,1688,NA,1487,2715,1323,1392,2537,821,1716,431,5648,2590,3058,2466,752,2800,572,2228
"1057",2017-07-04,2017-07-03,2017-07-01,1056,727,329,2833,173,1204,1435,1271,NA,1128,1812,896,916,1915,533,1382,257,4006,1753,2253,1708,526,2029,406,1623
"1058",2017-07-05,2017-07-03,2017-07-01,1064,713,351,3352,210,985,1488,1323,NA,1329,1754,874,880,1863,472,1391,208,4750,2172,2578,1902,563,2471,509,1962
"1059",2017-07-06,2017-07-03,2017-07-01,1800,1253,547,4526,333,1473,2091,1911,NA,1866,3640,1678,1962,3567,1068,2499,559,6445,3005,3440,3176,1018,3248,604,2644
"1060",2017-07-07,2017-07-03,2017-07-01,1482,997,485,3826,293,1443,1918,1804,NA,1458,3031,1579,1452,2909,895,2014,416,5817,2688,3129,2813,906,2823,516,2307
"1061",2017-07-08,2017-07-03,2017-07-01,1382,867,515,2027,273,1250,1387,1462,NA,1102,4131,2064,2067,3748,1305,2443,835,3624,1771,1853,2426,867,1694,308,1386
"1062",2017-07-09,2017-07-03,2017-07-01,2020,1295,725,2939,419,1855,2150,1748,NA,1288,7765,3721,4044,6887,2435,4452,1630,5030,2445,2585,3977,1348,2345,386,1959
"1063",2017-07-10,2017-07-10,2017-07-01,1312,874,438,3688,235,1573,1809,1686,NA,1673,2430,1188,1242,2326,766,1560,286,5686,2615,3071,2565,688,2754,542,2212
"1064",2017-07-11,2017-07-10,2017-07-01,1189,788,401,3383,241,1435,1681,1489,NA,1377,1974,952,1022,2227,668,1559,198,5127,2307,2820,2209,629,2585,522,2063
"1065",2017-07-12,2017-07-10,2017-07-01,1495,962,533,3844,324,1644,2008,1849,NA,1654,3193,1701,1492,3191,1055,2136,368,5947,2752,3195,2859,917,2839,546,2293
"1066",2017-07-13,2017-07-10,2017-07-01,781,473,308,1669,138,735,896,941,NA,720,1522,777,745,1683,555,1128,203,2668,1200,1468,1165,430,1248,306,942
"1067",2017-07-14,2017-07-10,2017-07-01,1552,1057,495,3737,299,1698,1933,1783,NA,1706,3360,1614,1746,3215,924,2291,492,6001,2796,3205,2825,839,2600,498,2102
"1068",2017-07-15,2017-07-10,2017-07-01,1494,994,500,2020,225,1448,1432,1455,363,1097,4093,1941,2152,3906,1540,2366,907,3795,1815,1980,2499,747,1496,262,1234
"1069",2017-07-16,2017-07-10,2017-07-01,1988,1281,707,3098,371,2480,1963,1921,589,1476,6865,3257,3608,6373,2351,4022,1395,5355,2646,2709,3886,1185,2307,395,1912
"1070",2017-07-17,2017-07-17,2017-07-01,1058,684,374,2242,188,1137,1333,1310,277,1062,1885,950,935,2030,661,1369,240,3756,1774,1982,1682,598,1738,350,1388
"1071",2017-07-18,2017-07-17,2017-07-01,1933,1304,629,4783,343,2404,2420,2023,509,1926,3985,1943,2042,4162,1228,2934,601,7181,3374,3807,3557,1057,3386,597,2789
"1072",2017-07-19,2017-07-17,2017-07-01,2009,1343,666,4778,376,2419,2513,2111,521,1830,4399,2282,2117,4508,1329,3179,688,7202,3282,3920,3684,1095,3431,599,2832
"1073",2017-07-20,2017-07-17,2017-07-01,1625,1129,496,4127,305,2413,2240,1835,474,1902,3230,1495,1735,3120,883,2237,425,6837,3152,3685,3056,947,3034,548,2486
"1074",2017-07-21,2017-07-17,2017-07-01,1016,696,320,2850,186,1288,1421,1373,262,1323,1702,828,874,1664,419,1245,189,4617,2108,2509,1915,501,2049,413,1636
"1075",2017-07-22,2017-07-17,2017-07-01,1696,1075,621,2577,299,1971,1813,1815,354,1543,5677,2755,2922,5308,1550,3758,1141,4663,2169,2494,3277,1039,1950,363,1587
"1076",2017-07-23,2017-07-17,2017-07-01,894,572,322,1482,142,1053,881,1014,228,816,2852,1369,1483,2521,884,1637,498,2705,1292,1413,1597,525,1334,242,1092
"1077",2017-07-24,2017-07-24,2017-07-01,1758,1172,586,4311,309,2176,2111,1990,439,2020,3863,1920,1943,3802,1234,2568,623,6927,3225,3702,3284,1061,3266,610,2656
"1078",2017-07-25,2017-07-24,2017-07-01,528,351,177,1532,117,594,880,944,185,693,858,354,504,919,276,643,78,2473,1114,1359,1058,400,1069,215,854
"1079",2017-07-26,2017-07-24,2017-07-01,1251,874,377,2862,202,1343,1425,1421,339,1322,2252,1133,1119,2338,688,1650,297,4776,2192,2584,2006,686,2148,415,1733
"1080",2017-07-27,2017-07-24,2017-07-01,1647,1129,518,4027,294,1866,2055,1932,424,1777,3449,1816,1633,3426,1183,2243,502,6374,2863,3511,2972,1004,2896,520,2376
"1081",2017-07-28,2017-07-24,2017-07-01,754,499,255,2412,163,938,1101,1191,243,1093,1404,700,704,1464,481,983,145,4159,1794,2365,1706,468,1722,349,1373
"1082",2017-07-29,2017-07-24,2017-07-01,1682,1104,578,2623,304,1727,1812,1707,479,1528,5588,2721,2867,5858,1525,4333,1109,4695,2028,2667,3322,944,1896,358,1538
"1083",2017-07-30,2017-07-24,2017-07-01,1905,1265,640,2905,317,1804,1950,NA,478,1204,6827,3245,3582,6500,2019,4481,1440,4612,2108,2504,3535,1042,2423,420,2003
"1084",2017-07-31,2017-07-31,2017-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
