"","Data","startTyg","startM","temp_min","temp_avg","temp_max","deszcz","snieg","Jaki_dzien","Miejsce","Liczba_rowerow"
"14898",2016-11-28,2016-11-28,2016-11-01,-3.4,-1.5,0.3,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",828
"14899",2016-11-29,2016-11-28,2016-11-01,-4.7,-0.2,1.4,0,0.3,"roboczy","Świętokrzyska - Emilii Plater - suma",926
"14900",2016-11-30,2016-11-28,2016-11-01,-0.6,0.3,1.1,0,0.8,"roboczy","Świętokrzyska - Emilii Plater - suma",795
"14901",2016-12-01,2016-11-28,2016-12-01,0.2,1.5,2.8,0,18.5,"roboczy","Świętokrzyska - Emilii Plater - suma",743
"14902",2016-12-02,2016-11-28,2016-12-01,-0.5,0.7,1.8,0,0.7,"roboczy","Świętokrzyska - Emilii Plater - suma",317
"14903",2016-12-03,2016-11-28,2016-12-01,-0.5,0.9,1.8,0,2.2,"weekend","Świętokrzyska - Emilii Plater - suma",243
"14904",2016-12-04,2016-11-28,2016-12-01,-0.4,0.2,1.1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",187
"14905",2016-12-05,2016-12-05,2016-12-01,-1.7,-0.4,2.3,0,0.4,"roboczy","Świętokrzyska - Emilii Plater - suma",744
"14906",2016-12-06,2016-12-05,2016-12-01,-0.8,0.4,1.9,0,1,"roboczy","Świętokrzyska - Emilii Plater - suma",651
"14907",2016-12-07,2016-12-05,2016-12-01,-5.2,-1.7,0.3,1.4,0,"roboczy","Świętokrzyska - Emilii Plater - suma",755
"14908",2016-12-08,2016-12-05,2016-12-01,-2.3,5.7,8.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",715
"14909",2016-12-09,2016-12-05,2016-12-01,5.3,6.6,8.3,1.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",767
"14910",2016-12-10,2016-12-05,2016-12-01,7,8.2,9.3,7.2,0,"weekend","Świętokrzyska - Emilii Plater - suma",174
"14911",2016-12-11,2016-12-05,2016-12-01,4.1,6.6,9.1,0,15.7,"weekend","Świętokrzyska - Emilii Plater - suma",127
"14912",2016-12-12,2016-12-12,2016-12-01,-4.8,-0.6,5.6,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",615
"14913",2016-12-13,2016-12-12,2016-12-01,-6.7,-4,-0.9,0,0.1,"roboczy","Świętokrzyska - Emilii Plater - suma",762
"14914",2016-12-14,2016-12-12,2016-12-01,-4.8,1.5,2.3,0,2.3,"roboczy","Świętokrzyska - Emilii Plater - suma",611
"14915",2016-12-15,2016-12-12,2016-12-01,0.4,0.8,2.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",682
"14916",2016-12-16,2016-12-12,2016-12-01,-6.2,-2.9,1.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",691
"14917",2016-12-17,2016-12-12,2016-12-01,-6.1,-2.3,-1.4,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",351
"14918",2016-12-18,2016-12-12,2016-12-01,-3.2,-1.4,0,0,0.3,"weekend","Świętokrzyska - Emilii Plater - suma",174
"14919",2016-12-19,2016-12-19,2016-12-01,-0.3,0.6,1.6,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",742
"14920",2016-12-20,2016-12-19,2016-12-01,0.6,1.3,2.3,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",816
"14921",2016-12-21,2016-12-19,2016-12-01,-1.7,-0.1,1.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",806
"14922",2016-12-22,2016-12-19,2016-12-01,-5.6,-2.4,0.5,0,0.6,"roboczy","Świętokrzyska - Emilii Plater - suma",734
"14923",2016-12-23,2016-12-19,2016-12-01,-4.8,-0.3,1.5,0,0.5,"roboczy","Świętokrzyska - Emilii Plater - suma",447
"14924",2016-12-24,2016-12-19,2016-12-01,0.2,1.4,2.1,0,3.5,"weekend","Świętokrzyska - Emilii Plater - suma",95
"14925",2016-12-25,2016-12-19,2016-12-01,2.1,3.5,4.1,2.3,0,"weekend","Świętokrzyska - Emilii Plater - suma",96
"14926",2016-12-26,2016-12-26,2016-12-01,3.2,7.7,9.9,1.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",104
"14927",2016-12-27,2016-12-26,2016-12-01,2.8,3.7,6.9,0,3.6,"roboczy","Świętokrzyska - Emilii Plater - suma",308
"14928",2016-12-28,2016-12-26,2016-12-01,0.2,1.8,3.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",524
"14929",2016-12-29,2016-12-26,2016-12-01,-2.7,-0.6,2.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",561
"14930",2016-12-30,2016-12-26,2016-12-01,-1.4,0.9,3.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",554
"14931",2016-12-31,2016-12-26,2016-12-01,-1.4,0.8,3.8,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",260
"14932",2017-01-01,2016-12-26,2017-01-01,-0.3,1.5,3.9,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",201
"14933",2017-01-02,2017-01-02,2017-01-01,-1,0.9,2.9,0,0.8,"roboczy","Świętokrzyska - Emilii Plater - suma",465
"14934",2017-01-03,2017-01-02,2017-01-01,-2.5,-0.7,0.8,0,7.1,"roboczy","Świętokrzyska - Emilii Plater - suma",481
"14935",2017-01-04,2017-01-02,2017-01-01,0.4,1.2,2.5,0,5.4,"roboczy","Świętokrzyska - Emilii Plater - suma",351
"14936",2017-01-05,2017-01-02,2017-01-01,-10.2,-7.1,1.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",278
"14937",2017-01-06,2017-01-02,2017-01-01,-15.4,-13.6,-9.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",79
"14938",2017-01-07,2017-01-02,2017-01-01,-19.3,-15.6,-10.7,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",71
"14939",2017-01-08,2017-01-02,2017-01-01,-18.4,-12.9,-6.6,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",98
"14940",2017-01-09,2017-01-09,2017-01-01,-12,-9.5,-4.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",283
"14941",2017-01-10,2017-01-09,2017-01-01,-12.3,-8.3,-5.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",386
"14942",2017-01-11,2017-01-09,2017-01-01,-14.3,-9.1,-3.3,0,1.6,"roboczy","Świętokrzyska - Emilii Plater - suma",423
"14943",2017-01-12,2017-01-09,2017-01-01,-8.4,-0.6,2.5,0,1.6,"roboczy","Świętokrzyska - Emilii Plater - suma",307
"14944",2017-01-13,2017-01-09,2017-01-01,-3.2,0.2,2.5,0,0.8,"roboczy","Świętokrzyska - Emilii Plater - suma",322
"14945",2017-01-14,2017-01-09,2017-01-01,0.1,0.6,2.3,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",148
"14946",2017-01-15,2017-01-09,2017-01-01,-2.7,-1,1.2,0,1.2,"weekend","Świętokrzyska - Emilii Plater - suma",186
"14947",2017-01-16,2017-01-16,2017-01-01,-3.4,-1,-0.1,0,0.2,"roboczy","Świętokrzyska - Emilii Plater - suma",406
"14948",2017-01-17,2017-01-16,2017-01-01,-6.8,-2.4,-0.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",385
"14949",2017-01-18,2017-01-16,2017-01-01,-11.1,-6.9,-3.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",424
"14950",2017-01-19,2017-01-16,2017-01-01,-7.5,-5.8,-4.6,0,0.1,"roboczy","Świętokrzyska - Emilii Plater - suma",417
"14951",2017-01-20,2017-01-16,2017-01-01,-4.6,-1.7,0.2,0.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",380
"14952",2017-01-21,2017-01-16,2017-01-01,0.1,1,1.4,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",136
"14953",2017-01-22,2017-01-16,2017-01-01,-0.1,0.2,1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",147
"14954",2017-01-23,2017-01-23,2017-01-01,-2.2,-0.7,3,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",536
"14955",2017-01-24,2017-01-23,2017-01-01,-4,-2.6,-1.2,0,0.1,"roboczy","Świętokrzyska - Emilii Plater - suma",499
"14956",2017-01-25,2017-01-23,2017-01-01,-1.4,0.3,1.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",493
"14957",2017-01-26,2017-01-23,2017-01-01,-7.8,-4,0.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",548
"14958",2017-01-27,2017-01-23,2017-01-01,-9.1,-4.4,1.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",523
"14959",2017-01-28,2017-01-23,2017-01-01,-7.1,-3,1.8,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",233
"14960",2017-01-29,2017-01-23,2017-01-01,-2.8,-1.7,0.5,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",204
"14961",2017-01-30,2017-01-30,2017-01-01,-5.8,-2.9,1.7,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",555
"14962",2017-01-31,2017-01-30,2017-01-01,-6.4,-3.6,0.3,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",578
"14963",2017-02-01,2017-01-30,2017-02-01,-7.3,-3.5,-0.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",597
"14964",2017-02-02,2017-01-30,2017-02-01,-5.4,-1,0.9,0,0.9,"roboczy","Świętokrzyska - Emilii Plater - suma",482
"14965",2017-02-03,2017-01-30,2017-02-01,-1.4,-0.2,1.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",474
"14966",2017-02-04,2017-01-30,2017-02-01,-3.5,-2.8,0,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",197
"14967",2017-02-05,2017-01-30,2017-02-01,-4.2,-3.7,-3,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",133
"14968",2017-02-06,2017-02-06,2017-02-01,-3.7,-2.8,-1.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",478
"14969",2017-02-07,2017-02-06,2017-02-01,-8.3,-6.4,-2.8,0,0.6,"roboczy","Świętokrzyska - Emilii Plater - suma",386
"14970",2017-02-08,2017-02-06,2017-02-01,-9.6,-8.9,-8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",332
"14971",2017-02-09,2017-02-06,2017-02-01,-9.4,-7.2,-6.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",361
"14972",2017-02-10,2017-02-06,2017-02-01,-8.8,-6,-1.3,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",418
"14973",2017-02-11,2017-02-06,2017-02-01,-10.9,-7.7,-4.3,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",136
"14974",2017-02-12,2017-02-06,2017-02-01,-7.8,-6.2,-4.8,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",93
"14975",2017-02-13,2017-02-13,2017-02-01,-8,-7,-4.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",441
"14976",2017-02-14,2017-02-13,2017-02-01,-9.2,-5.2,-1.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",489
"14977",2017-02-15,2017-02-13,2017-02-01,-7,-2.7,2.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",499
"14978",2017-02-16,2017-02-13,2017-02-01,-6.4,0.6,9.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",567
"14979",2017-02-17,2017-02-13,2017-02-01,-2.9,1.2,3.1,4.7,0,"roboczy","Świętokrzyska - Emilii Plater - suma",354
"14980",2017-02-18,2017-02-13,2017-02-01,1.4,1.9,2.4,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",216
"14981",2017-02-19,2017-02-13,2017-02-01,1.4,1.9,3.7,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",202
"14982",2017-02-20,2017-02-20,2017-02-01,-0.4,3.3,5.8,5.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",587
"14983",2017-02-21,2017-02-20,2017-02-01,4.1,6,7.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",624
"14984",2017-02-22,2017-02-20,2017-02-01,1.9,5.1,8.8,8.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",475
"14985",2017-02-23,2017-02-20,2017-02-01,2.7,5.1,8.3,3.7,0,"roboczy","Świętokrzyska - Emilii Plater - suma",595
"14986",2017-02-24,2017-02-20,2017-02-01,-1,4.6,9.3,0,5.6,"roboczy","Świętokrzyska - Emilii Plater - suma",394
"14987",2017-02-25,2017-02-20,2017-02-01,-2.1,0.2,2.4,0,1.8,"weekend","Świętokrzyska - Emilii Plater - suma",236
"14988",2017-02-26,2017-02-20,2017-02-01,-0.6,4.1,7.4,0,0.2,"weekend","Świętokrzyska - Emilii Plater - suma",168
"14989",2017-02-27,2017-02-27,2017-02-01,6,8.4,13.7,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1030
"14990",2017-02-28,2017-02-27,2017-02-01,4,7.8,12.9,7.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1339
"14991",2017-03-01,2017-02-27,2017-03-01,4.5,6.1,8.5,0.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1301
"14992",2017-03-02,2017-02-27,2017-03-01,0.2,4.1,10.6,6.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1206
"14993",2017-03-03,2017-02-27,2017-03-01,1.9,4.1,7.9,0.4,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1327
"14994",2017-03-04,2017-02-27,2017-03-01,0.6,6.7,14.3,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1860
"14995",2017-03-05,2017-02-27,2017-03-01,7,10.5,15.8,10.5,0,"weekend","Świętokrzyska - Emilii Plater - suma",2627
"14996",2017-03-06,2017-03-06,2017-03-01,5.3,6.5,9.6,2.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",856
"14997",2017-03-07,2017-03-06,2017-03-01,3.3,4.8,6.7,0.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1417
"14998",2017-03-08,2017-03-06,2017-03-01,0.6,2.5,5.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1832
"14999",2017-03-09,2017-03-06,2017-03-01,-1.2,2.9,6.5,0.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1423
"15000",2017-03-10,2017-03-06,2017-03-01,2.5,4.5,6.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1645
"15001",2017-03-11,2017-03-06,2017-03-01,0.9,3.7,5.5,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1051
"15002",2017-03-12,2017-03-06,2017-03-01,3,4.3,6.4,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1064
"15003",2017-03-13,2017-03-13,2017-03-01,2.7,4.1,6.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1834
"15004",2017-03-14,2017-03-13,2017-03-01,2.6,4.6,8.7,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2220
"15005",2017-03-15,2017-03-13,2017-03-01,0.5,6.5,12,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1975
"15006",2017-03-16,2017-03-13,2017-03-01,3.1,5.1,9.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2191
"15007",2017-03-17,2017-03-13,2017-03-01,-2.3,5,11.7,2.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1861
"15008",2017-03-18,2017-03-13,2017-03-01,1.5,4,7.7,6.3,0,"weekend","Świętokrzyska - Emilii Plater - suma",479
"15009",2017-03-19,2017-03-13,2017-03-01,2.1,3.7,6.4,0,2.1,"weekend","Świętokrzyska - Emilii Plater - suma",630
"15010",2017-03-20,2017-03-20,2017-03-01,0.2,5.1,10.5,0.3,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1494
"15011",2017-03-21,2017-03-20,2017-03-01,7.9,10.6,13.3,0.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2206
"15012",2017-03-22,2017-03-20,2017-03-01,4.5,6.6,10.8,1.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1768
"15013",2017-03-23,2017-03-20,2017-03-01,0.8,5.9,10.9,2.4,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2054
"15014",2017-03-24,2017-03-20,2017-03-01,4.1,7.1,12.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2486
"15015",2017-03-25,2017-03-20,2017-03-01,-0.8,4.3,9.1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1563
"15016",2017-03-26,2017-03-20,2017-03-01,1.1,4.6,9.6,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",2123
"15017",2017-03-27,2017-03-27,2017-03-01,4.3,10.1,16.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",3564
"15018",2017-03-28,2017-03-27,2017-03-01,6.7,10.7,16,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",3882
"15019",2017-03-29,2017-03-27,2017-03-01,2.9,10,17.3,1.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2717
"15020",2017-03-30,2017-03-27,2017-03-01,5.8,7.7,10.2,0.1,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2736
"15021",2017-03-31,2017-03-27,2017-03-01,7.7,14.2,20.6,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4008
"15022",2017-04-01,2017-03-27,2017-04-01,7.7,14.2,22.6,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5564
"15023",2017-04-02,2017-03-27,2017-04-01,7.2,15.5,24.3,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5923
"15024",2017-04-03,2017-04-03,2017-04-01,6.8,16.2,18.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4531
"15025",2017-04-04,2017-04-03,2017-04-01,7.1,11.8,19.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5268
"15026",2017-04-05,2017-04-03,2017-04-01,6.3,13.4,20.4,2.3,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4742
"15027",2017-04-06,2017-04-03,2017-04-01,3.5,13.3,12.5,5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1669
"15028",2017-04-07,2017-04-03,2017-04-01,2.1,5.8,8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2536
"15029",2017-04-08,2017-04-03,2017-04-01,5.3,5.5,13.9,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",3184
"15030",2017-04-09,2017-04-03,2017-04-01,1.2,9.3,11.6,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1896
"15031",2017-04-10,2017-04-10,2017-04-01,1.8,8.2,21.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5660
"15032",2017-04-11,2017-04-10,2017-04-01,5.6,13,17.3,0.3,0,"roboczy","Świętokrzyska - Emilii Plater - suma",3109
"15033",2017-04-12,2017-04-10,2017-04-01,2.2,7.1,8,6.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1567
"15034",2017-04-13,2017-04-10,2017-04-01,5.8,6,11.1,1.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1448
"15035",2017-04-14,2017-04-10,2017-04-01,4.4,7.7,9.7,0.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1131
"15036",2017-04-15,2017-04-10,2017-04-01,5.3,6.7,11.4,1.9,0,"weekend","Świętokrzyska - Emilii Plater - suma",514
"15037",2017-04-16,2017-04-10,2017-04-01,2.6,8.3,9,0.4,0,"weekend","Świętokrzyska - Emilii Plater - suma",338
"15038",2017-04-17,2017-04-17,2017-04-01,-2.7,3.3,8.4,0,1.8,"roboczy","Świętokrzyska - Emilii Plater - suma",821
"15039",2017-04-18,2017-04-17,2017-04-01,0.1,3.1,5.4,0,0.1,"roboczy","Świętokrzyska - Emilii Plater - suma",1170
"15040",2017-04-19,2017-04-17,2017-04-01,0.7,4.1,8.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2079
"15041",2017-04-20,2017-04-17,2017-04-01,1.7,3.5,6.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2457
"15042",2017-04-21,2017-04-17,2017-04-01,-2.6,6,10.1,1.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2292
"15043",2017-04-22,2017-04-17,2017-04-01,5.4,7,10.1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1337
"15044",2017-04-23,2017-04-17,2017-04-01,1.6,4.8,10.2,0,0.6,"weekend","Świętokrzyska - Emilii Plater - suma",1490
"15045",2017-04-24,2017-04-24,2017-04-01,1.5,5.8,9.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2775
"15046",2017-04-25,2017-04-24,2017-04-01,4.8,11.1,18.6,3.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",3345
"15047",2017-04-26,2017-04-24,2017-04-01,4.7,5.5,11.1,5.7,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1391
"15048",2017-04-27,2017-04-24,2017-04-01,3,4.9,6.8,6.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1977
"15049",2017-04-28,2017-04-24,2017-04-01,4.6,5.2,6.6,10.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",736
"15050",2017-04-29,2017-04-24,2017-04-01,3.7,7,12,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1323
"15051",2017-04-30,2017-04-24,2017-04-01,4,7,10.1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",1673
"15052",2017-05-01,2017-05-01,2017-05-01,5.4,7,13.9,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2981
"15053",2017-05-02,2017-05-01,2017-05-01,4.4,9.7,12.3,2.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2701
"15054",2017-05-03,2017-05-01,2017-05-01,5.8,8.4,11.1,11.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1412
"15055",2017-05-04,2017-05-01,2017-05-01,9.8,8.5,17.1,7.3,0,"roboczy","Świętokrzyska - Emilii Plater - suma",1216
"15056",2017-05-05,2017-05-01,2017-05-01,11.1,12.5,20.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",3972
"15057",2017-05-06,2017-05-01,2017-05-01,14.2,15.9,24.3,1.9,0,"weekend","Świętokrzyska - Emilii Plater - suma",4035
"15058",2017-05-07,2017-05-01,2017-05-01,9.6,17.5,16.8,9.7,0,"weekend","Świętokrzyska - Emilii Plater - suma",1442
"15059",2017-05-08,2017-05-08,2017-05-01,6,12.2,10.2,0.1,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2139
"15060",2017-05-09,2017-05-08,2017-05-01,0.9,7.1,8.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2517
"15061",2017-05-10,2017-05-08,2017-05-01,-2.2,4.2,11.3,1.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2530
"15062",2017-05-11,2017-05-08,2017-05-01,5.8,5.6,12.1,0.5,0,"roboczy","Świętokrzyska - Emilii Plater - suma",2518
"15063",2017-05-12,2017-05-08,2017-05-01,4.1,7.9,18.6,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4818
"15064",2017-05-13,2017-05-08,2017-05-01,8.6,12.1,21,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5213
"15065",2017-05-14,2017-05-08,2017-05-01,8,15,21.8,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5448
"15066",2017-05-15,2017-05-15,2017-05-01,8.9,15.4,20.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5065
"15067",2017-05-16,2017-05-15,2017-05-01,12,16.4,21.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6798
"15068",2017-05-17,2017-05-15,2017-05-01,8.5,16.2,22.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",7189
"15069",2017-05-18,2017-05-15,2017-05-01,10.8,18.3,24.2,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",7428
"15070",2017-05-19,2017-05-15,2017-05-01,12,19.5,25.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",7297
"15071",2017-05-20,2017-05-15,2017-05-01,12.7,20.4,27.1,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",6546
"15072",2017-05-21,2017-05-15,2017-05-01,13.6,16.9,22.9,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5121
"15073",2017-05-22,2017-05-22,2017-05-01,9.5,16.6,21.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6838
"15074",2017-05-23,2017-05-22,2017-05-01,12.8,18.1,23.5,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",7581
"15075",2017-05-24,2017-05-22,2017-05-01,10.4,13.7,19.2,10.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4081
"15076",2017-05-25,2017-05-22,2017-05-01,10.1,15.5,21,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6657
"15077",2017-05-26,2017-05-22,2017-05-01,10.2,15.5,21.2,2.6,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5331
"15078",2017-05-27,2017-05-22,2017-05-01,10.7,16.8,21.9,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5085
"15079",2017-05-28,2017-05-22,2017-05-01,9.4,19.4,26.4,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5576
"15080",2017-05-29,2017-05-29,2017-05-01,13.9,21.5,27,0.1,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6541
"15081",2017-05-30,2017-05-29,2017-05-01,14.1,20.6,26.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",7403
"15082",2017-05-31,2017-05-29,2017-05-01,18.7,20.1,22.7,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6157
"15083",2017-06-01,2017-05-29,2017-06-01,11,14.0333333333333,20.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5577
"15084",2017-06-02,2017-05-29,2017-06-01,9.5,16.2,21.6,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6317
"15085",2017-06-03,2017-05-29,2017-06-01,7.9,14.8,20.6,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",4896
"15086",2017-06-04,2017-05-29,2017-06-01,11.1,19.3,27.2,2.7,0,"weekend","Świętokrzyska - Emilii Plater - suma",3789
"15087",2017-06-05,2017-06-05,2017-06-01,14.3,17.4,21.8,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6344
"15088",2017-06-06,2017-06-05,2017-06-01,12.1,19.3,25,0.8,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5440
"15089",2017-06-07,2017-06-05,2017-06-01,14,18,21.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",5687
"15090",2017-06-08,2017-06-05,2017-06-01,7.8,16.3,21.4,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6742
"15091",2017-06-09,2017-06-05,2017-06-01,10.4,18.9,25.1,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",6661
"15092",2017-06-10,2017-06-05,2017-06-01,12.8,19.3,26.8,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",4646
"15093",2017-06-11,2017-06-05,2017-06-01,14.8,19.1,23.7,0,0,"weekend","Świętokrzyska - Emilii Plater - suma",5398
"15094",2017-06-12,2017-06-12,2017-06-01,13.9,18.1,26.2,10.2,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4392
"15095",2017-06-13,2017-06-12,2017-06-01,14.5,16.3,19,0,0,"roboczy","Świętokrzyska - Emilii Plater - suma",4835
