"Godzina","Jaki_dzien","Miejsce","Czas","Data","Liczba_rowerow","Srednia"
3,"weekend","Banacha",2017-05-13 03:00:00,2017-05-13,10,5.2
3,"weekend","Banacha",2017-05-14 03:00:00,2017-05-14,2,5.2
3,"weekend","Banacha",2017-05-20 03:00:00,2017-05-20,1,5.2
3,"weekend","Banacha",2017-05-21 03:00:00,2017-05-21,5,5.2
3,"weekend","Banacha",2017-05-27 03:00:00,2017-05-27,5,5.2
3,"weekend","Banacha",2017-05-28 03:00:00,2017-05-28,9,5.2
3,"weekend","Banacha",2017-06-03 03:00:00,2017-06-03,5,5.2
3,"weekend","Banacha",2017-06-04 03:00:00,2017-06-04,5,5.2
3,"weekend","Banacha",2017-06-10 03:00:00,2017-06-10,2,5.2
3,"weekend","Banacha",2017-06-11 03:00:00,2017-06-11,8,5.2
3,"weekend","Bazyliańska",2017-05-13 03:00:00,2017-05-13,0,0.5
3,"weekend","Bazyliańska",2017-05-14 03:00:00,2017-05-14,0,0.5
3,"weekend","Bazyliańska",2017-05-20 03:00:00,2017-05-20,0,0.5
3,"weekend","Bazyliańska",2017-05-21 03:00:00,2017-05-21,0,0.5
3,"weekend","Bazyliańska",2017-05-27 03:00:00,2017-05-27,0,0.5
3,"weekend","Bazyliańska",2017-05-28 03:00:00,2017-05-28,1,0.5
3,"weekend","Bazyliańska",2017-06-03 03:00:00,2017-06-03,2,0.5
3,"weekend","Bazyliańska",2017-06-04 03:00:00,2017-06-04,1,0.5
3,"weekend","Bazyliańska",2017-06-10 03:00:00,2017-06-10,1,0.5
3,"weekend","Bazyliańska",2017-06-11 03:00:00,2017-06-11,0,0.5
3,"weekend","Belwederska",2017-05-13 03:00:00,2017-05-13,4,4.9
3,"weekend","Belwederska",2017-05-14 03:00:00,2017-05-14,4,4.9
3,"weekend","Belwederska",2017-05-20 03:00:00,2017-05-20,5,4.9
3,"weekend","Belwederska",2017-05-21 03:00:00,2017-05-21,16,4.9
3,"weekend","Belwederska",2017-05-27 03:00:00,2017-05-27,2,4.9
3,"weekend","Belwederska",2017-05-28 03:00:00,2017-05-28,1,4.9
3,"weekend","Belwederska",2017-06-03 03:00:00,2017-06-03,5,4.9
3,"weekend","Belwederska",2017-06-04 03:00:00,2017-06-04,4,4.9
3,"weekend","Belwederska",2017-06-10 03:00:00,2017-06-10,0,4.9
3,"weekend","Belwederska",2017-06-11 03:00:00,2017-06-11,8,4.9
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-13 03:00:00,2017-05-13,4,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-14 03:00:00,2017-05-14,3,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-20 03:00:00,2017-05-20,5,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-21 03:00:00,2017-05-21,7,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-27 03:00:00,2017-05-27,4,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-05-28 03:00:00,2017-05-28,7,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-06-03 03:00:00,2017-06-03,3,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-06-04 03:00:00,2017-06-04,3,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-06-10 03:00:00,2017-06-10,12,5.4
3,"weekend","Dworzec Wilenski (al. Solidarności)",2017-06-11 03:00:00,2017-06-11,6,5.4
3,"weekend","Dworzec Wileński (Targowa)",2017-05-13 03:00:00,2017-05-13,3,3
3,"weekend","Dworzec Wileński (Targowa)",2017-05-14 03:00:00,2017-05-14,4,3
3,"weekend","Dworzec Wileński (Targowa)",2017-05-20 03:00:00,2017-05-20,2,3
3,"weekend","Dworzec Wileński (Targowa)",2017-05-21 03:00:00,2017-05-21,1,3
3,"weekend","Dworzec Wileński (Targowa)",2017-05-27 03:00:00,2017-05-27,4,3
3,"weekend","Dworzec Wileński (Targowa)",2017-05-28 03:00:00,2017-05-28,1,3
3,"weekend","Dworzec Wileński (Targowa)",2017-06-03 03:00:00,2017-06-03,2,3
3,"weekend","Dworzec Wileński (Targowa)",2017-06-04 03:00:00,2017-06-04,3,3
3,"weekend","Dworzec Wileński (Targowa)",2017-06-10 03:00:00,2017-06-10,8,3
3,"weekend","Dworzec Wileński (Targowa)",2017-06-11 03:00:00,2017-06-11,2,3
3,"weekend","Marszałkowska",2017-05-13 03:00:00,2017-05-13,14,8.3
3,"weekend","Marszałkowska",2017-05-14 03:00:00,2017-05-14,9,8.3
3,"weekend","Marszałkowska",2017-05-20 03:00:00,2017-05-20,9,8.3
3,"weekend","Marszałkowska",2017-05-21 03:00:00,2017-05-21,12,8.3
3,"weekend","Marszałkowska",2017-05-27 03:00:00,2017-05-27,3,8.3
3,"weekend","Marszałkowska",2017-05-28 03:00:00,2017-05-28,14,8.3
3,"weekend","Marszałkowska",2017-06-03 03:00:00,2017-06-03,5,8.3
3,"weekend","Marszałkowska",2017-06-04 03:00:00,2017-06-04,6,8.3
3,"weekend","Marszałkowska",2017-06-10 03:00:00,2017-06-10,6,8.3
3,"weekend","Marszałkowska",2017-06-11 03:00:00,2017-06-11,5,8.3
3,"weekend","Most Gdański - suma",2017-05-13 03:00:00,2017-05-13,2,3.8
3,"weekend","Most Gdański - suma",2017-05-14 03:00:00,2017-05-14,1,3.8
3,"weekend","Most Gdański - suma",2017-05-20 03:00:00,2017-05-20,5,3.8
3,"weekend","Most Gdański - suma",2017-05-21 03:00:00,2017-05-21,4,3.8
3,"weekend","Most Gdański - suma",2017-05-27 03:00:00,2017-05-27,1,3.8
3,"weekend","Most Gdański - suma",2017-05-28 03:00:00,2017-05-28,10,3.8
3,"weekend","Most Gdański - suma",2017-06-03 03:00:00,2017-06-03,5,3.8
3,"weekend","Most Gdański - suma",2017-06-04 03:00:00,2017-06-04,6,3.8
3,"weekend","Most Gdański - suma",2017-06-10 03:00:00,2017-06-10,4,3.8
3,"weekend","Most Gdański - suma",2017-06-11 03:00:00,2017-06-11,0,3.8
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-13 03:00:00,2017-05-13,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-14 03:00:00,2017-05-14,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-20 03:00:00,2017-05-20,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-21 03:00:00,2017-05-21,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-27 03:00:00,2017-05-27,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-05-28 03:00:00,2017-05-28,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-06-03 03:00:00,2017-06-03,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-06-04 03:00:00,2017-06-04,0,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-06-10 03:00:00,2017-06-10,3,0.3
3,"weekend","Most Gdański - ciąg pieszo-rowerowy",2017-06-11 03:00:00,2017-06-11,0,0.3
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-13 03:00:00,2017-05-13,2,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-14 03:00:00,2017-05-14,1,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-20 03:00:00,2017-05-20,5,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-21 03:00:00,2017-05-21,4,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-27 03:00:00,2017-05-27,1,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-05-28 03:00:00,2017-05-28,10,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-06-03 03:00:00,2017-06-03,5,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-06-04 03:00:00,2017-06-04,6,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-06-10 03:00:00,2017-06-10,1,3.5
3,"weekend","Most Gdanski - ścieżka rowerowa",2017-06-11 03:00:00,2017-06-11,0,3.5
3,"weekend","NSR - Solec - suma",2017-05-13 03:00:00,2017-05-13,1,8.9
3,"weekend","NSR - Solec - suma",2017-05-14 03:00:00,2017-05-14,7,8.9
3,"weekend","NSR - Solec - suma",2017-05-20 03:00:00,2017-05-20,13,8.9
3,"weekend","NSR - Solec - suma",2017-05-21 03:00:00,2017-05-21,9,8.9
3,"weekend","NSR - Solec - suma",2017-05-27 03:00:00,2017-05-27,7,8.9
3,"weekend","NSR - Solec - suma",2017-05-28 03:00:00,2017-05-28,10,8.9
3,"weekend","NSR - Solec - suma",2017-06-03 03:00:00,2017-06-03,16,8.9
3,"weekend","NSR - Solec - suma",2017-06-04 03:00:00,2017-06-04,11,8.9
3,"weekend","NSR - Solec - suma",2017-06-10 03:00:00,2017-06-10,13,8.9
3,"weekend","NSR - Solec - suma",2017-06-11 03:00:00,2017-06-11,2,8.9
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-13 03:00:00,2017-05-13,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-14 03:00:00,2017-05-14,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-20 03:00:00,2017-05-20,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-21 03:00:00,2017-05-21,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-27 03:00:00,2017-05-27,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-05-28 03:00:00,2017-05-28,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-06-03 03:00:00,2017-06-03,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-06-04 03:00:00,2017-06-04,0,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-06-10 03:00:00,2017-06-10,2,0.3
3,"weekend","NSR - Solec - ciąg pieszo-rowerowy",2017-06-11 03:00:00,2017-06-11,1,0.3
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-13 03:00:00,2017-05-13,1,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-14 03:00:00,2017-05-14,7,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-20 03:00:00,2017-05-20,13,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-21 03:00:00,2017-05-21,9,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-27 03:00:00,2017-05-27,7,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-05-28 03:00:00,2017-05-28,10,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-06-03 03:00:00,2017-06-03,16,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-06-04 03:00:00,2017-06-04,11,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-06-10 03:00:00,2017-06-10,11,8.6
3,"weekend","NSR-Solec - ścieżka rowerowa",2017-06-11 03:00:00,2017-06-11,1,8.6
3,"weekend","Praska ścieżka rekreacyjna",2017-05-13 03:00:00,2017-05-13,0,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-05-14 03:00:00,2017-05-14,0,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-05-20 03:00:00,2017-05-20,1,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-05-21 03:00:00,2017-05-21,0,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-05-27 03:00:00,2017-05-27,0,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-05-28 03:00:00,2017-05-28,4,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-06-03 03:00:00,2017-06-03,3,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-06-04 03:00:00,2017-06-04,5,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-06-10 03:00:00,2017-06-10,4,2.3
3,"weekend","Praska ścieżka rekreacyjna",2017-06-11 03:00:00,2017-06-11,6,2.3
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-13 03:00:00,2017-05-13,12,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-14 03:00:00,2017-05-14,26,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-20 03:00:00,2017-05-20,20,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-21 03:00:00,2017-05-21,39,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-27 03:00:00,2017-05-27,16,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-05-28 03:00:00,2017-05-28,29,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-06-03 03:00:00,2017-06-03,18,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-06-04 03:00:00,2017-06-04,23,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-06-10 03:00:00,2017-06-10,19,22.9
3,"weekend","Świętokrzyska - Emilii Plater - suma",2017-06-11 03:00:00,2017-06-11,27,22.9
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-13 03:00:00,2017-05-13,7,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-14 03:00:00,2017-05-14,19,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-20 03:00:00,2017-05-20,16,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-21 03:00:00,2017-05-21,24,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-27 03:00:00,2017-05-27,8,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-05-28 03:00:00,2017-05-28,20,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-06-03 03:00:00,2017-06-03,13,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-06-04 03:00:00,2017-06-04,7,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-06-10 03:00:00,2017-06-10,13,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płd",2017-06-11 03:00:00,2017-06-11,17,14.4
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-13 03:00:00,2017-05-13,5,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-14 03:00:00,2017-05-14,7,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-20 03:00:00,2017-05-20,4,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-21 03:00:00,2017-05-21,15,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-27 03:00:00,2017-05-27,8,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-05-28 03:00:00,2017-05-28,9,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-06-03 03:00:00,2017-06-03,5,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-06-04 03:00:00,2017-06-04,16,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-06-10 03:00:00,2017-06-10,6,8.5
3,"weekend","Świętokrzyska - Emilii Plater, płn",2017-06-11 03:00:00,2017-06-11,10,8.5
3,"weekend","Wybrzeże Helskie",2017-05-13 03:00:00,2017-05-13,3,3.8
3,"weekend","Wybrzeże Helskie",2017-05-14 03:00:00,2017-05-14,1,3.8
3,"weekend","Wybrzeże Helskie",2017-05-20 03:00:00,2017-05-20,6,3.8
3,"weekend","Wybrzeże Helskie",2017-05-21 03:00:00,2017-05-21,3,3.8
3,"weekend","Wybrzeże Helskie",2017-05-27 03:00:00,2017-05-27,3,3.8
3,"weekend","Wybrzeże Helskie",2017-05-28 03:00:00,2017-05-28,9,3.8
3,"weekend","Wybrzeże Helskie",2017-06-03 03:00:00,2017-06-03,3,3.8
3,"weekend","Wybrzeże Helskie",2017-06-04 03:00:00,2017-06-04,5,3.8
3,"weekend","Wybrzeże Helskie",2017-06-10 03:00:00,2017-06-10,2,3.8
3,"weekend","Wybrzeże Helskie",2017-06-11 03:00:00,2017-06-11,3,3.8
3,"weekend","Wysockiego",2017-05-13 03:00:00,2017-05-13,0,1.9
3,"weekend","Wysockiego",2017-05-14 03:00:00,2017-05-14,0,1.9
3,"weekend","Wysockiego",2017-05-20 03:00:00,2017-05-20,2,1.9
3,"weekend","Wysockiego",2017-05-21 03:00:00,2017-05-21,3,1.9
3,"weekend","Wysockiego",2017-05-27 03:00:00,2017-05-27,2,1.9
3,"weekend","Wysockiego",2017-05-28 03:00:00,2017-05-28,1,1.9
3,"weekend","Wysockiego",2017-06-03 03:00:00,2017-06-03,5,1.9
3,"weekend","Wysockiego",2017-06-04 03:00:00,2017-06-04,2,1.9
3,"weekend","Wysockiego",2017-06-10 03:00:00,2017-06-10,3,1.9
3,"weekend","Wysockiego",2017-06-11 03:00:00,2017-06-11,1,1.9
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-13 03:00:00,2017-05-13,4,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-14 03:00:00,2017-05-14,9,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-20 03:00:00,2017-05-20,7,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-21 03:00:00,2017-05-21,8,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-27 03:00:00,2017-05-27,3,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-05-28 03:00:00,2017-05-28,4,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-06-03 03:00:00,2017-06-03,2,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-06-04 03:00:00,2017-06-04,8,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-06-10 03:00:00,2017-06-10,6,5.6
3,"weekend","Żwirki i Wigury/Trojdena - suma",2017-06-11 03:00:00,2017-06-11,5,5.6
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-13 03:00:00,2017-05-13,3,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-14 03:00:00,2017-05-14,0,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-20 03:00:00,2017-05-20,3,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-21 03:00:00,2017-05-21,4,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-27 03:00:00,2017-05-27,2,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-05-28 03:00:00,2017-05-28,1,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-06-03 03:00:00,2017-06-03,0,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-06-04 03:00:00,2017-06-04,1,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-06-10 03:00:00,2017-06-10,2,1.7
3,"weekend","Żwirki i Wigury/Trojdena zach.",2017-06-11 03:00:00,2017-06-11,1,1.7
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-13 03:00:00,2017-05-13,1,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-14 03:00:00,2017-05-14,9,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-20 03:00:00,2017-05-20,4,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-21 03:00:00,2017-05-21,4,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-27 03:00:00,2017-05-27,1,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-05-28 03:00:00,2017-05-28,3,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-06-03 03:00:00,2017-06-03,2,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-06-04 03:00:00,2017-06-04,7,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-06-10 03:00:00,2017-06-10,4,3.9
3,"weekend","Żwirki i Wigury/Trojdena wsch.",2017-06-11 03:00:00,2017-06-11,4,3.9
4,"roboczy","Al. USA - suma",2017-05-08 04:00:00,2017-05-08,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-09 04:00:00,2017-05-09,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-10 04:00:00,2017-05-10,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-11 04:00:00,2017-05-11,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-12 04:00:00,2017-05-12,3,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-15 04:00:00,2017-05-15,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-16 04:00:00,2017-05-16,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-17 04:00:00,2017-05-17,3,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-18 04:00:00,2017-05-18,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-19 04:00:00,2017-05-19,5,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-22 04:00:00,2017-05-22,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-23 04:00:00,2017-05-23,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-24 04:00:00,2017-05-24,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-25 04:00:00,2017-05-25,5,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-26 04:00:00,2017-05-26,4,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-29 04:00:00,2017-05-29,4,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-30 04:00:00,2017-05-30,3,2.73076923076923
4,"roboczy","Al. USA - suma",2017-05-31 04:00:00,2017-05-31,3,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-01 04:00:00,2017-06-01,1,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-02 04:00:00,2017-06-02,4,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-05 04:00:00,2017-06-05,2,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-06 04:00:00,2017-06-06,4,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-07 04:00:00,2017-06-07,3,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-08 04:00:00,2017-06-08,6,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-09 04:00:00,2017-06-09,4,2.73076923076923
4,"roboczy","Al. USA - suma",2017-06-12 04:00:00,2017-06-12,2,2.73076923076923
4,"roboczy","Al. USA - południe",2017-05-08 04:00:00,2017-05-08,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-09 04:00:00,2017-05-09,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-10 04:00:00,2017-05-10,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-11 04:00:00,2017-05-11,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-12 04:00:00,2017-05-12,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-15 04:00:00,2017-05-15,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-16 04:00:00,2017-05-16,0,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-17 04:00:00,2017-05-17,3,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-18 04:00:00,2017-05-18,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-19 04:00:00,2017-05-19,3,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-22 04:00:00,2017-05-22,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-23 04:00:00,2017-05-23,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-24 04:00:00,2017-05-24,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-25 04:00:00,2017-05-25,3,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-26 04:00:00,2017-05-26,3,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-29 04:00:00,2017-05-29,3,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-30 04:00:00,2017-05-30,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-05-31 04:00:00,2017-05-31,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-01 04:00:00,2017-06-01,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-02 04:00:00,2017-06-02,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-05 04:00:00,2017-06-05,1,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-06 04:00:00,2017-06-06,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-07 04:00:00,2017-06-07,2,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-08 04:00:00,2017-06-08,4,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-09 04:00:00,2017-06-09,4,1.88461538461538
4,"roboczy","Al. USA - południe",2017-06-12 04:00:00,2017-06-12,2,1.88461538461538
4,"roboczy","Al. USA - północ",2017-05-08 04:00:00,2017-05-08,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-09 04:00:00,2017-05-09,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-10 04:00:00,2017-05-10,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-11 04:00:00,2017-05-11,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-12 04:00:00,2017-05-12,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-15 04:00:00,2017-05-15,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-16 04:00:00,2017-05-16,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-17 04:00:00,2017-05-17,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-18 04:00:00,2017-05-18,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-19 04:00:00,2017-05-19,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-22 04:00:00,2017-05-22,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-23 04:00:00,2017-05-23,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-24 04:00:00,2017-05-24,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-25 04:00:00,2017-05-25,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-26 04:00:00,2017-05-26,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-29 04:00:00,2017-05-29,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-30 04:00:00,2017-05-30,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-05-31 04:00:00,2017-05-31,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-01 04:00:00,2017-06-01,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-02 04:00:00,2017-06-02,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-05 04:00:00,2017-06-05,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-06 04:00:00,2017-06-06,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-07 04:00:00,2017-06-07,1,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-08 04:00:00,2017-06-08,2,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-09 04:00:00,2017-06-09,0,0.846153846153846
4,"roboczy","Al. USA - północ",2017-06-12 04:00:00,2017-06-12,0,0.846153846153846
4,"roboczy","Banacha",2017-05-08 04:00:00,2017-05-08,1,4.61538461538461
4,"roboczy","Banacha",2017-05-09 04:00:00,2017-05-09,1,4.61538461538461
4,"roboczy","Banacha",2017-05-10 04:00:00,2017-05-10,2,4.61538461538461
