"","Data","Miejsce","Liczba_rowerow"
"3557","2019-03-23","Aleje Jerozolimskie/pl. Zawiszy N",NA
"3558","2019-03-24","Aleje Jerozolimskie/pl. Zawiszy N",NA
"3559","2019-03-25","Aleje Jerozolimskie/pl. Zawiszy N",NA
"3560","2019-03-26","Aleje Jerozolimskie/pl. Zawiszy N",NA
"3561","2019-03-27","Aleje Jerozolimskie/pl. Zawiszy N",NA
"3562","2019-03-28","Aleje Jerozolimskie/pl. Zawiszy N",5003
"3563","2019-03-29","Aleje Jerozolimskie/pl. Zawiszy N",7052
"3564","2019-03-30","Aleje Jerozolimskie/pl. Zawiszy N",7050
"3565","2019-03-31","Aleje Jerozolimskie/pl. Zawiszy N",7051
"3566","2019-04-01","Aleje Jerozolimskie/pl. Zawiszy N",5910
"3567","2019-04-02","Aleje Jerozolimskie/pl. Zawiszy N",4926
"3568","2019-04-03","Aleje Jerozolimskie/pl. Zawiszy N",3437
"3569","2019-04-04","Aleje Jerozolimskie/pl. Zawiszy N",1188
"3570","2019-04-05","Aleje Jerozolimskie/pl. Zawiszy N",381
"3571","2019-04-06","Aleje Jerozolimskie/pl. Zawiszy N",201
"3572","2019-04-07","Aleje Jerozolimskie/pl. Zawiszy N",810
"3573","2019-04-08","Aleje Jerozolimskie/pl. Zawiszy N",1
"3574","2019-04-09","Aleje Jerozolimskie/pl. Zawiszy N",0
"3575","2019-04-10","Aleje Jerozolimskie/pl. Zawiszy N",0
"3576","2019-04-11","Aleje Jerozolimskie/pl. Zawiszy N",0
"3577","2019-04-12","Aleje Jerozolimskie/pl. Zawiszy N",506
"3578","2019-04-13","Aleje Jerozolimskie/pl. Zawiszy N",324
"3579","2019-04-14","Aleje Jerozolimskie/pl. Zawiszy N",649
"3580","2019-04-15","Aleje Jerozolimskie/pl. Zawiszy N",279
"3581","2019-04-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"3582","2019-04-17","Aleje Jerozolimskie/pl. Zawiszy N",923
"3583","2019-04-18","Aleje Jerozolimskie/pl. Zawiszy N",2004
"3584","2019-04-19","Aleje Jerozolimskie/pl. Zawiszy N",1666
"3585","2019-04-20","Aleje Jerozolimskie/pl. Zawiszy N",638
"3586","2019-04-21","Aleje Jerozolimskie/pl. Zawiszy N",275
"3587","2019-04-22","Aleje Jerozolimskie/pl. Zawiszy N",477
"3588","2019-04-23","Aleje Jerozolimskie/pl. Zawiszy N",1519
"3589","2019-04-24","Aleje Jerozolimskie/pl. Zawiszy N",1904
"3590","2019-04-25","Aleje Jerozolimskie/pl. Zawiszy N",2221
"3591","2019-04-26","Aleje Jerozolimskie/pl. Zawiszy N",2393
"3592","2019-04-27","Aleje Jerozolimskie/pl. Zawiszy N",759
"3593","2019-04-28","Aleje Jerozolimskie/pl. Zawiszy N",444
"3594","2019-04-29","Aleje Jerozolimskie/pl. Zawiszy N",1598
"3595","2019-04-30","Aleje Jerozolimskie/pl. Zawiszy N",1824
"3596","2019-05-01","Aleje Jerozolimskie/pl. Zawiszy N",1054
"3597","2019-05-02","Aleje Jerozolimskie/pl. Zawiszy N",761
"3598","2019-05-03","Aleje Jerozolimskie/pl. Zawiszy N",589
"3599","2019-05-04","Aleje Jerozolimskie/pl. Zawiszy N",713
"3600","2019-05-05","Aleje Jerozolimskie/pl. Zawiszy N",472
"3601","2019-05-06","Aleje Jerozolimskie/pl. Zawiszy N",1581
"3602","2019-05-07","Aleje Jerozolimskie/pl. Zawiszy N",1969
"3603","2019-05-08","Aleje Jerozolimskie/pl. Zawiszy N",2056
"3604","2019-05-09","Aleje Jerozolimskie/pl. Zawiszy N",1961
"3605","2019-05-10","Aleje Jerozolimskie/pl. Zawiszy N",1450
"3606","2019-05-11","Aleje Jerozolimskie/pl. Zawiszy N",1040
"3607","2019-05-12","Aleje Jerozolimskie/pl. Zawiszy N",715
"3608","2019-05-13","Aleje Jerozolimskie/pl. Zawiszy N",1154
"3609","2019-05-14","Aleje Jerozolimskie/pl. Zawiszy N",966
"3610","2019-05-15","Aleje Jerozolimskie/pl. Zawiszy N",859
"3611","2019-05-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"3612","2019-05-17","Aleje Jerozolimskie/pl. Zawiszy N",1048
"3613","2019-05-18","Aleje Jerozolimskie/pl. Zawiszy N",32
"3614","2019-05-19","Aleje Jerozolimskie/pl. Zawiszy N",0
"3615","2019-05-20","Aleje Jerozolimskie/pl. Zawiszy N",0
"3616","2019-05-21","Aleje Jerozolimskie/pl. Zawiszy N",0
"3617","2019-05-22","Aleje Jerozolimskie/pl. Zawiszy N",0
"3618","2019-05-23","Aleje Jerozolimskie/pl. Zawiszy N",0
"3619","2019-05-24","Aleje Jerozolimskie/pl. Zawiszy N",0
"3620","2019-05-25","Aleje Jerozolimskie/pl. Zawiszy N",0
"3621","2019-05-26","Aleje Jerozolimskie/pl. Zawiszy N",0
"3622","2019-05-27","Aleje Jerozolimskie/pl. Zawiszy N",1216
"3623","2019-05-28","Aleje Jerozolimskie/pl. Zawiszy N",1524
"3624","2019-05-29","Aleje Jerozolimskie/pl. Zawiszy N",1673
"3625","2019-05-30","Aleje Jerozolimskie/pl. Zawiszy N",2502
"3626","2019-05-31","Aleje Jerozolimskie/pl. Zawiszy N",2589
"3627","2019-06-01","Aleje Jerozolimskie/pl. Zawiszy N",1305
"3628","2019-06-02","Aleje Jerozolimskie/pl. Zawiszy N",1250
"3629","2019-06-03","Aleje Jerozolimskie/pl. Zawiszy N",2783
"3630","2019-06-04","Aleje Jerozolimskie/pl. Zawiszy N",2992
"3631","2019-06-05","Aleje Jerozolimskie/pl. Zawiszy N",2981
"3632","2019-06-06","Aleje Jerozolimskie/pl. Zawiszy N",2929
"3633","2019-06-07","Aleje Jerozolimskie/pl. Zawiszy N",2719
"3634","2019-06-08","Aleje Jerozolimskie/pl. Zawiszy N",1094
"3635","2019-06-09","Aleje Jerozolimskie/pl. Zawiszy N",1402
"3636","2019-06-10","Aleje Jerozolimskie/pl. Zawiszy N",2886
"3637","2019-06-11","Aleje Jerozolimskie/pl. Zawiszy N",2981
"3638","2019-06-12","Aleje Jerozolimskie/pl. Zawiszy N",2807
"3639","2019-06-13","Aleje Jerozolimskie/pl. Zawiszy N",2642
"3640","2019-06-14","Aleje Jerozolimskie/pl. Zawiszy N",2505
"3641","2019-06-15","Aleje Jerozolimskie/pl. Zawiszy N",1121
"3642","2019-06-16","Aleje Jerozolimskie/pl. Zawiszy N",1168
"3643","2019-06-17","Aleje Jerozolimskie/pl. Zawiszy N",2871
"3644","2019-06-18","Aleje Jerozolimskie/pl. Zawiszy N",3059
"3645","2019-06-19","Aleje Jerozolimskie/pl. Zawiszy N",2105
"3646","2019-06-20","Aleje Jerozolimskie/pl. Zawiszy N",1125
"3647","2019-06-21","Aleje Jerozolimskie/pl. Zawiszy N",1511
"3648","2019-06-22","Aleje Jerozolimskie/pl. Zawiszy N",981
"3649","2019-06-23","Aleje Jerozolimskie/pl. Zawiszy N",1088
"3650","2019-06-24","Aleje Jerozolimskie/pl. Zawiszy N",2830
"3651","2019-06-25","Aleje Jerozolimskie/pl. Zawiszy N",2975
"3652","2019-06-26","Aleje Jerozolimskie/pl. Zawiszy N",2641
"3653","2019-06-27","Aleje Jerozolimskie/pl. Zawiszy N",2713
"3654","2019-06-28","Aleje Jerozolimskie/pl. Zawiszy N",2546
"3655","2019-06-29","Aleje Jerozolimskie/pl. Zawiszy N",1278
"3656","2019-06-30","Aleje Jerozolimskie/pl. Zawiszy N",1017
"3657","2019-07-01","Aleje Jerozolimskie/pl. Zawiszy N",2541
"3658","2019-07-02","Aleje Jerozolimskie/pl. Zawiszy N",3075
"3659","2019-07-03","Aleje Jerozolimskie/pl. Zawiszy N",2759
"3660","2019-07-04","Aleje Jerozolimskie/pl. Zawiszy N",2717
"3661","2019-07-05","Aleje Jerozolimskie/pl. Zawiszy N",1794
"3662","2019-07-06","Aleje Jerozolimskie/pl. Zawiszy N",843
"3663","2019-07-07","Aleje Jerozolimskie/pl. Zawiszy N",872
"3664","2019-07-08","Aleje Jerozolimskie/pl. Zawiszy N",2167
"3665","2019-07-09","Aleje Jerozolimskie/pl. Zawiszy N",1636
"3666","2019-07-10","Aleje Jerozolimskie/pl. Zawiszy N",1792
"3667","2019-07-11","Aleje Jerozolimskie/pl. Zawiszy N",2385
"3668","2019-07-12","Aleje Jerozolimskie/pl. Zawiszy N",2456
"3669","2019-07-13","Aleje Jerozolimskie/pl. Zawiszy N",773
"3670","2019-07-14","Aleje Jerozolimskie/pl. Zawiszy N",1247
"3671","2019-07-15","Aleje Jerozolimskie/pl. Zawiszy N",2053
"3672","2019-07-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"3673","2019-07-17","Aleje Jerozolimskie/pl. Zawiszy N",0
"3674","2019-07-18","Aleje Jerozolimskie/pl. Zawiszy N",0
"3675","2019-07-19","Aleje Jerozolimskie/pl. Zawiszy N",0
"3676","2019-07-20","Aleje Jerozolimskie/pl. Zawiszy N",0
"3677","2019-07-21","Aleje Jerozolimskie/pl. Zawiszy N",786
"3678","2019-07-22","Aleje Jerozolimskie/pl. Zawiszy N",2801
"3679","2019-07-23","Aleje Jerozolimskie/pl. Zawiszy N",2834
"3680","2019-07-24","Aleje Jerozolimskie/pl. Zawiszy N",2908
"3681","2019-07-25","Aleje Jerozolimskie/pl. Zawiszy N",3003
"3682","2019-07-26","Aleje Jerozolimskie/pl. Zawiszy N",2484
"3683","2019-07-27","Aleje Jerozolimskie/pl. Zawiszy N",1020
"3684","2019-07-28","Aleje Jerozolimskie/pl. Zawiszy N",1036
"3685","2019-07-29","Aleje Jerozolimskie/pl. Zawiszy N",2176
"3686","2019-07-30","Aleje Jerozolimskie/pl. Zawiszy N",2584
"3687","2019-07-31","Aleje Jerozolimskie/pl. Zawiszy N",2943
"3688","2019-08-01","Aleje Jerozolimskie/pl. Zawiszy N",3067
"3689","2019-08-02","Aleje Jerozolimskie/pl. Zawiszy N",2353
"3690","2019-08-03","Aleje Jerozolimskie/pl. Zawiszy N",1239
"3691","2019-08-04","Aleje Jerozolimskie/pl. Zawiszy N",1115
"3692","2019-08-05","Aleje Jerozolimskie/pl. Zawiszy N",2732
"3693","2019-08-06","Aleje Jerozolimskie/pl. Zawiszy N",2992
"3694","2019-08-07","Aleje Jerozolimskie/pl. Zawiszy N",2682
"3695","2019-08-08","Aleje Jerozolimskie/pl. Zawiszy N",2475
"3696","2019-08-09","Aleje Jerozolimskie/pl. Zawiszy N",2641
"3697","2019-08-10","Aleje Jerozolimskie/pl. Zawiszy N",1009
"3698","2019-08-11","Aleje Jerozolimskie/pl. Zawiszy N",1299
"3699","2019-08-12","Aleje Jerozolimskie/pl. Zawiszy N",2475
"3700","2019-08-13","Aleje Jerozolimskie/pl. Zawiszy N",2204
"3701","2019-08-14","Aleje Jerozolimskie/pl. Zawiszy N",1656
"3702","2019-08-15","Aleje Jerozolimskie/pl. Zawiszy N",1244
"3703","2019-08-16","Aleje Jerozolimskie/pl. Zawiszy N",1550
"3704","2019-08-17","Aleje Jerozolimskie/pl. Zawiszy N",955
"3705","2019-08-18","Aleje Jerozolimskie/pl. Zawiszy N",1035
"3706","2019-08-19","Aleje Jerozolimskie/pl. Zawiszy N",2294
"3707","2019-08-20","Aleje Jerozolimskie/pl. Zawiszy N",2580
"3708","2019-08-21","Aleje Jerozolimskie/pl. Zawiszy N",1796
"3709","2019-08-22","Aleje Jerozolimskie/pl. Zawiszy N",2579
"3710","2019-08-23","Aleje Jerozolimskie/pl. Zawiszy N",2482
"3711","2019-08-24","Aleje Jerozolimskie/pl. Zawiszy N",1187
"3712","2019-08-25","Aleje Jerozolimskie/pl. Zawiszy N",1169
"3713","2019-08-26","Aleje Jerozolimskie/pl. Zawiszy N",2763
"3714","2019-08-27","Aleje Jerozolimskie/pl. Zawiszy N",3069
"3715","2019-08-28","Aleje Jerozolimskie/pl. Zawiszy N",3029
"3716","2019-08-29","Aleje Jerozolimskie/pl. Zawiszy N",2943
"3717","2019-08-30","Aleje Jerozolimskie/pl. Zawiszy N",2472
"3718","2019-08-31","Aleje Jerozolimskie/pl. Zawiszy N",1297
"3719","2019-09-01","Aleje Jerozolimskie/pl. Zawiszy N",1252
"3720","2019-09-02","Aleje Jerozolimskie/pl. Zawiszy N",2425
"3721","2019-09-03","Aleje Jerozolimskie/pl. Zawiszy N",2334
"3722","2019-09-04","Aleje Jerozolimskie/pl. Zawiszy N",2797
"3723","2019-09-05","Aleje Jerozolimskie/pl. Zawiszy N",2875
"3724","2019-09-06","Aleje Jerozolimskie/pl. Zawiszy N",2600
"3725","2019-09-07","Aleje Jerozolimskie/pl. Zawiszy N",900
"3726","2019-09-08","Aleje Jerozolimskie/pl. Zawiszy N",308
"3727","2019-09-09","Aleje Jerozolimskie/pl. Zawiszy N",2591
"3728","2019-09-10","Aleje Jerozolimskie/pl. Zawiszy N",2485
"3729","2019-09-11","Aleje Jerozolimskie/pl. Zawiszy N",2678
"3730","2019-09-12","Aleje Jerozolimskie/pl. Zawiszy N",2762
"3731","2019-09-13","Aleje Jerozolimskie/pl. Zawiszy N",2340
"3732","2019-09-14","Aleje Jerozolimskie/pl. Zawiszy N",860
"3733","2019-09-15","Aleje Jerozolimskie/pl. Zawiszy N",869
"3734","2019-09-16","Aleje Jerozolimskie/pl. Zawiszy N",2146
"3735","2019-09-17","Aleje Jerozolimskie/pl. Zawiszy N",1798
"3736","2019-09-18","Aleje Jerozolimskie/pl. Zawiszy N",1067
"3737","2019-09-19","Aleje Jerozolimskie/pl. Zawiszy N",1470
"3738","2019-09-20","Aleje Jerozolimskie/pl. Zawiszy N",1406
"3739","2019-09-21","Aleje Jerozolimskie/pl. Zawiszy N",570
"3740","2019-09-22","Aleje Jerozolimskie/pl. Zawiszy N",943
"3741","2019-03-20","Wiertnicza",NA
"3742","2019-03-21","Wiertnicza",NA
"3743","2019-03-22","Wiertnicza",NA
"3744","2019-03-23","Wiertnicza",NA
"3745","2019-03-24","Wiertnicza",NA
"3746","2019-03-25","Wiertnicza",NA
"3747","2019-03-26","Wiertnicza",NA
"3748","2019-03-27","Wiertnicza",NA
"3749","2019-03-28","Wiertnicza",439
"3750","2019-03-29","Wiertnicza",968
"3751","2019-03-30","Wiertnicza",967
"3752","2019-03-31","Wiertnicza",968
"3753","2019-04-01","Wiertnicza",659
"3754","2019-04-02","Wiertnicza",475
"3755","2019-04-03","Wiertnicza",554
"3756","2019-04-04","Wiertnicza",720
"3757","2019-04-05","Wiertnicza",935
"3758","2019-04-06","Wiertnicza",1
"3759","2019-04-07","Wiertnicza",0
"3760","2019-04-08","Wiertnicza",4
"3761","2019-04-09","Wiertnicza",549
"3762","2019-04-10","Wiertnicza",488
"3763","2019-04-11","Wiertnicza",408
"3764","2019-04-12","Wiertnicza",2
"3765","2019-04-13","Wiertnicza",0
"3766","2019-04-14","Wiertnicza",0
"3767","2019-04-15","Wiertnicza",95
"3768","2019-04-16","Wiertnicza",492
"3769","2019-04-17","Wiertnicza",1115
"3770","2019-04-18","Wiertnicza",1233
"3771","2019-04-19","Wiertnicza",1271
"3772","2019-04-20","Wiertnicza",1242
"3773","2019-04-21","Wiertnicza",0
"3774","2019-04-22","Wiertnicza",0
"3775","2019-04-23","Wiertnicza",452
"3776","2019-04-24","Wiertnicza",885
"3777","2019-04-25","Wiertnicza",1338
"3778","2019-04-26","Wiertnicza",1542
"3779","2019-04-27","Wiertnicza",913
"3780","2019-04-28","Wiertnicza",511
"3781","2019-04-29","Wiertnicza",889
"3782","2019-04-30","Wiertnicza",1155
"3783","2019-05-01","Wiertnicza",2341
"3784","2019-05-02","Wiertnicza",598
"3785","2019-05-03","Wiertnicza",689
"3786","2019-05-04","Wiertnicza",907
"3787","2019-05-05","Wiertnicza",573
"3788","2019-05-06","Wiertnicza",654
"3789","2019-05-07","Wiertnicza",858
"3790","2019-05-08","Wiertnicza",955
"3791","2019-05-09","Wiertnicza",0
"3792","2019-05-10","Wiertnicza",497
"3793","2019-05-11","Wiertnicza",1519
"3794","2019-05-12","Wiertnicza",1458
"3795","2019-05-13","Wiertnicza",296
"3796","2019-05-14","Wiertnicza",250
"3797","2019-05-15","Wiertnicza",237
"3798","2019-05-16","Wiertnicza",490
"3799","2019-05-17","Wiertnicza",508
"3800","2019-05-18","Wiertnicza",6
"3801","2019-05-19","Wiertnicza",2
"3802","2019-05-20","Wiertnicza",2
"3803","2019-05-21","Wiertnicza",0
"3804","2019-05-22","Wiertnicza",0
"3805","2019-05-23","Wiertnicza",0
"3806","2019-05-24","Wiertnicza",0
"3807","2019-05-25","Wiertnicza",0
"3808","2019-05-26","Wiertnicza",0
"3809","2019-05-27","Wiertnicza",860
"3810","2019-05-28","Wiertnicza",454
"3811","2019-05-29","Wiertnicza",477
"3812","2019-05-30","Wiertnicza",1154
"3813","2019-05-31","Wiertnicza",1442
"3814","2019-06-01","Wiertnicza",1881
"3815","2019-06-02","Wiertnicza",1964
"3816","2019-06-03","Wiertnicza",1533
"3817","2019-06-04","Wiertnicza",1567
"3818","2019-06-05","Wiertnicza",1480
"3819","2019-06-06","Wiertnicza",1435
"3820","2019-06-07","Wiertnicza",1341
"3821","2019-06-08","Wiertnicza",1104
"3822","2019-06-09","Wiertnicza",2560
"3823","2019-06-10","Wiertnicza",1341
"3824","2019-06-11","Wiertnicza",1411
"3825","2019-06-12","Wiertnicza",1389
"3826","2019-06-13","Wiertnicza",1118
"3827","2019-06-14","Wiertnicza",1219
"3828","2019-06-15","Wiertnicza",1532
"3829","2019-06-16","Wiertnicza",2016
"3830","2019-06-17","Wiertnicza",1271
"3831","2019-06-18","Wiertnicza",1515
"3832","2019-06-19","Wiertnicza",1037
"3833","2019-06-20","Wiertnicza",1992
"3834","2019-06-21","Wiertnicza",970
"3835","2019-06-22","Wiertnicza",1676
"3836","2019-06-23","Wiertnicza",2029
"3837","2019-06-24","Wiertnicza",1500
"3838","2019-06-25","Wiertnicza",1537
"3839","2019-06-26","Wiertnicza",1305
"3840","2019-06-27","Wiertnicza",1168
"3841","2019-06-28","Wiertnicza",1172
"3842","2019-06-29","Wiertnicza",1621
"3843","2019-06-30","Wiertnicza",1422
"3844","2019-07-01","Wiertnicza",1069
"3845","2019-07-02","Wiertnicza",1438
"3846","2019-07-03","Wiertnicza",1179
"3847","2019-07-04","Wiertnicza",1104
"3848","2019-07-05","Wiertnicza",626
"3849","2019-07-06","Wiertnicza",855
"3850","2019-07-07","Wiertnicza",1439
"3851","2019-07-08","Wiertnicza",731
"3852","2019-07-09","Wiertnicza",421
"3853","2019-07-10","Wiertnicza",584
"3854","2019-07-11","Wiertnicza",1064
"3855","2019-07-12","Wiertnicza",1296
"3856","2019-07-13","Wiertnicza",871
"3857","2019-07-14","Wiertnicza",1995
"3858","2019-07-15","Wiertnicza",1433
"3859","2019-07-16","Wiertnicza",694
"3860","2019-07-17","Wiertnicza",809
"3861","2019-07-18","Wiertnicza",1339
"3862","2019-07-19","Wiertnicza",1283
"3863","2019-07-20","Wiertnicza",1494
"3864","2019-07-21","Wiertnicza",1267
"3865","2019-07-22","Wiertnicza",1254
"3866","2019-07-23","Wiertnicza",1126
"3867","2019-07-24","Wiertnicza",1321
"3868","2019-07-25","Wiertnicza",1391
"3869","2019-07-26","Wiertnicza",1254
"3870","2019-07-27","Wiertnicza",1287
"3871","2019-07-28","Wiertnicza",1527
"3872","2019-07-29","Wiertnicza",750
"3873","2019-07-30","Wiertnicza",995
"3874","2019-07-31","Wiertnicza",1518
"3875","2019-08-01","Wiertnicza",1239
"3876","2019-08-02","Wiertnicza",948
"3877","2019-08-03","Wiertnicza",1419
"3878","2019-08-04","Wiertnicza",1757
"3879","2019-08-05","Wiertnicza",1258
"3880","2019-08-06","Wiertnicza",1443
"3881","2019-08-07","Wiertnicza",1175
"3882","2019-08-08","Wiertnicza",1110
"3883","2019-08-09","Wiertnicza",1173
"3884","2019-08-10","Wiertnicza",1138
"3885","2019-08-11","Wiertnicza",2117
"3886","2019-08-12","Wiertnicza",1098
"3887","2019-08-13","Wiertnicza",1027
"3888","2019-08-14","Wiertnicza",610
"3889","2019-08-15","Wiertnicza",2103
"3890","2019-08-16","Wiertnicza",979
"3891","2019-08-17","Wiertnicza",1369
"3892","2019-08-18","Wiertnicza",1726
"3893","2019-08-19","Wiertnicza",1007
"3894","2019-08-20","Wiertnicza",1301
"3895","2019-08-21","Wiertnicza",783
"3896","2019-08-22","Wiertnicza",1374
"3897","2019-08-23","Wiertnicza",1407
"3898","2019-08-24","Wiertnicza",1748
"3899","2019-08-25","Wiertnicza",1977
"3900","2019-08-26","Wiertnicza",1386
"3901","2019-08-27","Wiertnicza",1562
"3902","2019-08-28","Wiertnicza",1468
"3903","2019-08-29","Wiertnicza",1354
"3904","2019-08-30","Wiertnicza",1087
"3905","2019-08-31","Wiertnicza",1477
"3906","2019-09-01","Wiertnicza",1874
"3907","2019-09-02","Wiertnicza",700
"3908","2019-09-03","Wiertnicza",954
"3909","2019-09-04","Wiertnicza",1291
"3910","2019-09-05","Wiertnicza",1403
"3911","2019-09-06","Wiertnicza",1275
"3912","2019-09-07","Wiertnicza",1154
"3913","2019-09-08","Wiertnicza",353
"3914","2019-09-09","Wiertnicza",1055
"3915","2019-09-10","Wiertnicza",938
"3916","2019-09-11","Wiertnicza",1315
"3917","2019-09-12","Wiertnicza",1245
"3918","2019-09-13","Wiertnicza",151
"3919","2019-09-14","Wiertnicza",0
"3920","2019-09-15","Wiertnicza",0
"3921","2019-09-16","Wiertnicza",0
"3922","2019-09-17","Wiertnicza",234
"3923","2019-09-18","Wiertnicza",228
"3924","2019-09-19","Wiertnicza",414
"3925","2019-09-20","Wiertnicza",483
"3926","2019-09-21","Wiertnicza",477
"3927","2019-09-22","Wiertnicza",1599
"3928","2019-03-20","NSR Most Gdański DDR",NA
"3929","2019-03-21","NSR Most Gdański DDR",NA
"3930","2019-03-22","NSR Most Gdański DDR",NA
"3931","2019-03-23","NSR Most Gdański DDR",NA
"3932","2019-03-24","NSR Most Gdański DDR",NA
"3933","2019-03-25","NSR Most Gdański DDR",NA
"3934","2019-03-26","NSR Most Gdański DDR",NA
"3935","2019-03-27","NSR Most Gdański DDR",NA
"3936","2019-03-28","NSR Most Gdański DDR",14
"3937","2019-03-29","NSR Most Gdański DDR",8
"3938","2019-03-30","NSR Most Gdański DDR",9
"3939","2019-03-31","NSR Most Gdański DDR",8
"3940","2019-04-01","NSR Most Gdański DDR",6
"3941","2019-04-02","NSR Most Gdański DDR",6
"3942","2019-04-03","NSR Most Gdański DDR",4
"3943","2019-04-04","NSR Most Gdański DDR",2
"3944","2019-04-05","NSR Most Gdański DDR",7
"3945","2019-04-06","NSR Most Gdański DDR",7
"3946","2019-04-07","NSR Most Gdański DDR",20
"3947","2019-04-08","NSR Most Gdański DDR",6
"3948","2019-04-09","NSR Most Gdański DDR",9
"3949","2019-04-10","NSR Most Gdański DDR",10
"3950","2019-04-11","NSR Most Gdański DDR",6
"3951","2019-04-12","NSR Most Gdański DDR",2
"3952","2019-04-13","NSR Most Gdański DDR",3
"3953","2019-04-14","NSR Most Gdański DDR",25
"3954","2019-04-15","NSR Most Gdański DDR",4
"3955","2019-04-16","NSR Most Gdański DDR",9
"3956","2019-04-17","NSR Most Gdański DDR",15
"3957","2019-04-18","NSR Most Gdański DDR",14
"3958","2019-04-19","NSR Most Gdański DDR",11
"3959","2019-04-20","NSR Most Gdański DDR",16
"3960","2019-04-21","NSR Most Gdański DDR",3
"3961","2019-04-22","NSR Most Gdański DDR",17
"3962","2019-04-23","NSR Most Gdański DDR",9
"3963","2019-04-24","NSR Most Gdański DDR",11
"3964","2019-04-25","NSR Most Gdański DDR",10
"3965","2019-04-26","NSR Most Gdański DDR",22
"3966","2019-04-27","NSR Most Gdański DDR",8
"3967","2019-04-28","NSR Most Gdański DDR",9
"3968","2019-04-29","NSR Most Gdański DDR",1
"3969","2019-04-30","NSR Most Gdański DDR",7
"3970","2019-05-01","NSR Most Gdański DDR",28
"3971","2019-05-02","NSR Most Gdański DDR",7
"3972","2019-05-03","NSR Most Gdański DDR",66
"3973","2019-05-04","NSR Most Gdański DDR",29
"3974","2019-05-05","NSR Most Gdański DDR",18
"3975","2019-05-06","NSR Most Gdański DDR",14
"3976","2019-05-07","NSR Most Gdański DDR",10
"3977","2019-05-08","NSR Most Gdański DDR",31
"3978","2019-05-09","NSR Most Gdański DDR",17
"3979","2019-05-10","NSR Most Gdański DDR",25
"3980","2019-05-11","NSR Most Gdański DDR",40
"3981","2019-05-12","NSR Most Gdański DDR",61
"3982","2019-05-13","NSR Most Gdański DDR",11
"3983","2019-05-14","NSR Most Gdański DDR",0
"3984","2019-05-15","NSR Most Gdański DDR",0
"3985","2019-05-16","NSR Most Gdański DDR",11
"3986","2019-05-17","NSR Most Gdański DDR",19
"3987","2019-05-18","NSR Most Gdański DDR",402
"3988","2019-05-19","NSR Most Gdański DDR",68
"3989","2019-05-20","NSR Most Gdański DDR",0
"3990","2019-05-21","NSR Most Gdański DDR",0
"3991","2019-05-22","NSR Most Gdański DDR",0
"3992","2019-05-23","NSR Most Gdański DDR",0
"3993","2019-05-24","NSR Most Gdański DDR",7
"3994","2019-05-25","NSR Most Gdański DDR",0
"3995","2019-05-26","NSR Most Gdański DDR",0
"3996","2019-05-27","NSR Most Gdański DDR",22
"3997","2019-05-28","NSR Most Gdański DDR",124
"3998","2019-05-29","NSR Most Gdański DDR",24
"3999","2019-05-30","NSR Most Gdański DDR",16
"4000","2019-05-31","NSR Most Gdański DDR",7
"4001","2019-06-01","NSR Most Gdański DDR",19
"4002","2019-06-02","NSR Most Gdański DDR",19
"4003","2019-06-03","NSR Most Gdański DDR",17
"4004","2019-06-04","NSR Most Gdański DDR",22
"4005","2019-06-05","NSR Most Gdański DDR",8
"4006","2019-06-06","NSR Most Gdański DDR",18
"4007","2019-06-07","NSR Most Gdański DDR",19
"4008","2019-06-08","NSR Most Gdański DDR",27
"4009","2019-06-09","NSR Most Gdański DDR",48
"4010","2019-06-10","NSR Most Gdański DDR",19
"4011","2019-06-11","NSR Most Gdański DDR",17
"4012","2019-06-12","NSR Most Gdański DDR",21
"4013","2019-06-13","NSR Most Gdański DDR",8
"4014","2019-06-14","NSR Most Gdański DDR",26
"4015","2019-06-15","NSR Most Gdański DDR",28
"4016","2019-06-16","NSR Most Gdański DDR",41
"4017","2019-06-17","NSR Most Gdański DDR",3
"4018","2019-06-18","NSR Most Gdański DDR",2
"4019","2019-06-19","NSR Most Gdański DDR",11
"4020","2019-06-20","NSR Most Gdański DDR",28
"4021","2019-06-21","NSR Most Gdański DDR",8
"4022","2019-06-22","NSR Most Gdański DDR",69
"4023","2019-06-23","NSR Most Gdański DDR",46
"4024","2019-06-24","NSR Most Gdański DDR",15
"4025","2019-06-25","NSR Most Gdański DDR",9
"4026","2019-06-26","NSR Most Gdański DDR",11
"4027","2019-06-27","NSR Most Gdański DDR",8
"4028","2019-06-28","NSR Most Gdański DDR",7
"4029","2019-06-29","NSR Most Gdański DDR",15
"4030","2019-06-30","NSR Most Gdański DDR",17
"4031","2019-07-01","NSR Most Gdański DDR",8
"4032","2019-07-02","NSR Most Gdański DDR",17
"4033","2019-07-03","NSR Most Gdański DDR",12
"4034","2019-07-04","NSR Most Gdański DDR",13
"4035","2019-07-05","NSR Most Gdański DDR",3
"4036","2019-07-06","NSR Most Gdański DDR",16
"4037","2019-07-07","NSR Most Gdański DDR",21
"4038","2019-07-08","NSR Most Gdański DDR",3
"4039","2019-07-09","NSR Most Gdański DDR",7
"4040","2019-07-10","NSR Most Gdański DDR",2
"4041","2019-07-11","NSR Most Gdański DDR",2
"4042","2019-07-12","NSR Most Gdański DDR",14
