"","Data","Miejsce","Liczba_rowerow"
"47","2019-05-17","Banacha/Żwirki i Wigury (display)",2661
"48","2019-05-18","Banacha/Żwirki i Wigury (display)",1576
"49","2019-05-19","Banacha/Żwirki i Wigury (display)",2197
"50","2019-05-20","Banacha/Żwirki i Wigury (display)",3170
"51","2019-05-21","Banacha/Żwirki i Wigury (display)",3363
"52","2019-05-22","Banacha/Żwirki i Wigury (display)",3220
"53","2019-05-23","Banacha/Żwirki i Wigury (display)",2777
"54","2019-05-24","Banacha/Żwirki i Wigury (display)",3643
"55","2019-05-25","Banacha/Żwirki i Wigury (display)",2747
"56","2019-05-26","Banacha/Żwirki i Wigury (display)",2342
"57","2019-05-27","Banacha/Żwirki i Wigury (display)",4226
"58","2019-05-28","Banacha/Żwirki i Wigury (display)",2455
"59","2019-05-29","Banacha/Żwirki i Wigury (display)",2778
"60","2019-05-30","Banacha/Żwirki i Wigury (display)",4278
"61","2019-05-31","Banacha/Żwirki i Wigury (display)",4316
"62","2019-06-01","Banacha/Żwirki i Wigury (display)",3053
"63","2019-06-02","Banacha/Żwirki i Wigury (display)",3068
"64","2019-06-03","Banacha/Żwirki i Wigury (display)",4813
"65","2019-06-04","Banacha/Żwirki i Wigury (display)",5122
"66","2019-06-05","Banacha/Żwirki i Wigury (display)",5051
"67","2019-06-06","Banacha/Żwirki i Wigury (display)",4966
"68","2019-06-07","Banacha/Żwirki i Wigury (display)",4424
"69","2019-06-08","Banacha/Żwirki i Wigury (display)",2066
"70","2019-06-09","Banacha/Żwirki i Wigury (display)",3830
"71","2019-06-10","Banacha/Żwirki i Wigury (display)",4671
"72","2019-06-11","Banacha/Żwirki i Wigury (display)",4986
"73","2019-06-12","Banacha/Żwirki i Wigury (display)",4801
"74","2019-06-13","Banacha/Żwirki i Wigury (display)",4084
"75","2019-06-14","Banacha/Żwirki i Wigury (display)",4063
"76","2019-06-15","Banacha/Żwirki i Wigury (display)",2402
"77","2019-06-16","Banacha/Żwirki i Wigury (display)",2795
"78","2019-06-17","Banacha/Żwirki i Wigury (display)",4474
"79","2019-06-18","Banacha/Żwirki i Wigury (display)",4664
"80","2019-06-19","Banacha/Żwirki i Wigury (display)",3480
"81","2019-06-20","Banacha/Żwirki i Wigury (display)",2637
"82","2019-06-21","Banacha/Żwirki i Wigury (display)",2313
"83","2019-06-22","Banacha/Żwirki i Wigury (display)",2121
"84","2019-06-23","Banacha/Żwirki i Wigury (display)",2712
"85","2019-06-24","Banacha/Żwirki i Wigury (display)",4453
"86","2019-06-25","Banacha/Żwirki i Wigury (display)",4720
"87","2019-06-26","Banacha/Żwirki i Wigury (display)",4193
"88","2019-06-27","Banacha/Żwirki i Wigury (display)",3992
"89","2019-06-28","Banacha/Żwirki i Wigury (display)",3918
"90","2019-06-29","Banacha/Żwirki i Wigury (display)",2404
"91","2019-06-30","Banacha/Żwirki i Wigury (display)",2268
"92","2019-07-01","Banacha/Żwirki i Wigury (display)",4092
"93","2019-07-02","Banacha/Żwirki i Wigury (display)",4595
"94","2019-07-03","Banacha/Żwirki i Wigury (display)",4153
"95","2019-07-04","Banacha/Żwirki i Wigury (display)",4187
"96","2019-07-05","Banacha/Żwirki i Wigury (display)",2497
"97","2019-07-06","Banacha/Żwirki i Wigury (display)",1354
"98","2019-07-07","Banacha/Żwirki i Wigury (display)",2205
"99","2019-07-08","Banacha/Żwirki i Wigury (display)",3144
"100","2019-07-09","Banacha/Żwirki i Wigury (display)",2279
"101","2019-07-10","Banacha/Żwirki i Wigury (display)",2489
"102","2019-07-11","Banacha/Żwirki i Wigury (display)",3316
"103","2019-07-12","Banacha/Żwirki i Wigury (display)",3545
"104","2019-07-13","Banacha/Żwirki i Wigury (display)",1216
"105","2019-07-14","Banacha/Żwirki i Wigury (display)",2626
"106","2019-07-15","Banacha/Żwirki i Wigury (display)",4164
"107","2019-07-16","Banacha/Żwirki i Wigury (display)",3031
"108","2019-07-17","Banacha/Żwirki i Wigury (display)",3128
"109","2019-07-18","Banacha/Żwirki i Wigury (display)",4231
"110","2019-07-19","Banacha/Żwirki i Wigury (display)",3691
"111","2019-07-20","Banacha/Żwirki i Wigury (display)",2029
"112","2019-07-21","Banacha/Żwirki i Wigury (display)",1853
"113","2019-07-22","Banacha/Żwirki i Wigury (display)",4108
"114","2019-07-23","Banacha/Żwirki i Wigury (display)",4172
"115","2019-07-24","Banacha/Żwirki i Wigury (display)",4298
"116","2019-07-25","Banacha/Żwirki i Wigury (display)",4391
"117","2019-07-26","Banacha/Żwirki i Wigury (display)",3733
"118","2019-07-27","Banacha/Żwirki i Wigury (display)",1689
"119","2019-07-28","Banacha/Żwirki i Wigury (display)",2237
"120","2019-07-29","Banacha/Żwirki i Wigury (display)",3039
"121","2019-07-30","Banacha/Żwirki i Wigury (display)",3790
"122","2019-07-31","Banacha/Żwirki i Wigury (display)",4404
"123","2019-08-01","Banacha/Żwirki i Wigury (display)",4139
"124","2019-08-02","Banacha/Żwirki i Wigury (display)",3277
"125","2019-08-03","Banacha/Żwirki i Wigury (display)",2127
"126","2019-08-04","Banacha/Żwirki i Wigury (display)",2473
"127","2019-08-05","Banacha/Żwirki i Wigury (display)",3915
"128","2019-08-06","Banacha/Żwirki i Wigury (display)",4307
"129","2019-08-07","Banacha/Żwirki i Wigury (display)",3886
"130","2019-08-08","Banacha/Żwirki i Wigury (display)",3588
"131","2019-08-09","Banacha/Żwirki i Wigury (display)",3679
"132","2019-08-10","Banacha/Żwirki i Wigury (display)",1707
"133","2019-08-11","Banacha/Żwirki i Wigury (display)",2792
"134","2019-08-12","Banacha/Żwirki i Wigury (display)",3619
"135","2019-08-13","Banacha/Żwirki i Wigury (display)",3224
"136","2019-08-14","Banacha/Żwirki i Wigury (display)",2495
"137","2019-08-15","Banacha/Żwirki i Wigury (display)",2722
"138","2019-08-16","Banacha/Żwirki i Wigury (display)",2236
"139","2019-08-17","Banacha/Żwirki i Wigury (display)",1826
"140","2019-08-18","Banacha/Żwirki i Wigury (display)",2354
"141","2019-08-19","Banacha/Żwirki i Wigury (display)",3488
"142","2019-08-20","Banacha/Żwirki i Wigury (display)",4166
"143","2019-08-21","Banacha/Żwirki i Wigury (display)",2443
"144","2019-08-22","Banacha/Żwirki i Wigury (display)",3987
"145","2019-08-23","Banacha/Żwirki i Wigury (display)",3690
"146","2019-08-24","Banacha/Żwirki i Wigury (display)",2209
"147","2019-08-25","Banacha/Żwirki i Wigury (display)",2631
"148","2019-08-26","Banacha/Żwirki i Wigury (display)",4322
"149","2019-08-27","Banacha/Żwirki i Wigury (display)",4744
"150","2019-08-28","Banacha/Żwirki i Wigury (display)",4338
"151","2019-08-29","Banacha/Żwirki i Wigury (display)",4090
"152","2019-08-30","Banacha/Żwirki i Wigury (display)",3152
"153","2019-08-31","Banacha/Żwirki i Wigury (display)",2129
"154","2019-09-01","Banacha/Żwirki i Wigury (display)",2533
"155","2019-09-02","Banacha/Żwirki i Wigury (display)",3268
"156","2019-09-03","Banacha/Żwirki i Wigury (display)",3459
"157","2019-09-04","Banacha/Żwirki i Wigury (display)",4164
"158","2019-09-05","Banacha/Żwirki i Wigury (display)",4226
"159","2019-09-06","Banacha/Żwirki i Wigury (display)",3911
"160","2019-09-07","Banacha/Żwirki i Wigury (display)",1633
"161","2019-09-08","Banacha/Żwirki i Wigury (display)",515
"162","2019-09-09","Banacha/Żwirki i Wigury (display)",3661
"163","2019-09-10","Banacha/Żwirki i Wigury (display)",3535
"164","2019-09-11","Banacha/Żwirki i Wigury (display)",4006
"165","2019-09-12","Banacha/Żwirki i Wigury (display)",4021
"166","2019-09-13","Banacha/Żwirki i Wigury (display)",3393
"167","2019-09-14","Banacha/Żwirki i Wigury (display)",1641
"168","2019-09-15","Banacha/Żwirki i Wigury (display)",1952
"169","2019-09-16","Banacha/Żwirki i Wigury (display)",3181
"170","2019-09-17","Banacha/Żwirki i Wigury (display)",2492
"171","2019-09-18","Banacha/Żwirki i Wigury (display)",1381
"172","2019-09-19","Banacha/Żwirki i Wigury (display)",2056
"173","2019-09-20","Banacha/Żwirki i Wigury (display)",2067
"174","2019-09-21","Banacha/Żwirki i Wigury (display)",859
"175","2019-09-22","Banacha/Żwirki i Wigury (display)",2078
"176","2019-09-23","Banacha/Żwirki i Wigury (display)",2887
"177","2019-09-24","Banacha/Żwirki i Wigury (display)",2886
"178","2019-09-25","Banacha/Żwirki i Wigury (display)",2518
"179","2019-09-26","Banacha/Żwirki i Wigury (display)",1973
"180","2019-09-27","Banacha/Żwirki i Wigury (display)",2212
"181","2019-09-28","Banacha/Żwirki i Wigury (display)",1181
"182","2019-09-29","Banacha/Żwirki i Wigury (display)",1046
"183","2019-09-30","Banacha/Żwirki i Wigury (display)",1176
"184","2019-10-01","Banacha/Żwirki i Wigury (display)",2469
"185","2019-10-02","Banacha/Żwirki i Wigury (display)",1761
"186","2019-10-03","Banacha/Żwirki i Wigury (display)",2470
"187","2019-10-04","Banacha/Żwirki i Wigury (display)",2157
"188","2019-10-05","Banacha/Żwirki i Wigury (display)",832
"189","2019-10-06","Banacha/Żwirki i Wigury (display)",769
"190","2019-10-07","Banacha/Żwirki i Wigury (display)",2159
"191","2019-10-08","Banacha/Żwirki i Wigury (display)",1869
"192","2019-10-09","Banacha/Żwirki i Wigury (display)",1893
"193","2019-10-10","Banacha/Żwirki i Wigury (display)",1960
"194","2019-10-11","Banacha/Żwirki i Wigury (display)",2240
"195","2019-10-12","Banacha/Żwirki i Wigury (display)",1512
"196","2019-10-13","Banacha/Żwirki i Wigury (display)",2031
"197","2019-10-14","Banacha/Żwirki i Wigury (display)",3392
"198","2019-10-15","Banacha/Żwirki i Wigury (display)",3579
"199","2019-10-16","Banacha/Żwirki i Wigury (display)",3046
"200","2019-10-17","Banacha/Żwirki i Wigury (display)",2799
"201","2019-10-18","Banacha/Żwirki i Wigury (display)",2764
"202","2019-10-19","Banacha/Żwirki i Wigury (display)",1461
"203","2019-10-20","Banacha/Żwirki i Wigury (display)",2014
"204","2019-10-21","Banacha/Żwirki i Wigury (display)",3265
"205","2019-10-22","Banacha/Żwirki i Wigury (display)",3388
"206","2019-10-23","Banacha/Żwirki i Wigury (display)",2759
"207","2019-10-24","Banacha/Żwirki i Wigury (display)",2589
"208","2019-10-25","Banacha/Żwirki i Wigury (display)",2533
"209","2019-10-26","Banacha/Żwirki i Wigury (display)",1421
"210","2019-10-27","Banacha/Żwirki i Wigury (display)",1153
"211","2019-10-28","Banacha/Żwirki i Wigury (display)",2219
"212","2019-10-29","Banacha/Żwirki i Wigury (display)",2075
"213","2019-10-30","Banacha/Żwirki i Wigury (display)",2103
"214","2019-10-31","Banacha/Żwirki i Wigury (display)",1778
"215","2019-11-01","Banacha/Żwirki i Wigury (display)",359
"216","2019-11-02","Banacha/Żwirki i Wigury (display)",423
"217","2019-11-03","Banacha/Żwirki i Wigury (display)",717
"218","2019-11-04","Banacha/Żwirki i Wigury (display)",1818
"219","2019-11-05","Banacha/Żwirki i Wigury (display)",2213
"220","2019-11-06","Banacha/Żwirki i Wigury (display)",2185
"221","2019-11-07","Banacha/Żwirki i Wigury (display)",2192
"222","2019-11-08","Banacha/Żwirki i Wigury (display)",1644
"223","2019-11-09","Banacha/Żwirki i Wigury (display)",644
"224","2019-11-10","Banacha/Żwirki i Wigury (display)",511
"225","2019-11-11","Banacha/Żwirki i Wigury (display)",569
"226","2019-11-12","Banacha/Żwirki i Wigury (display)",1781
"227","2019-11-13","Banacha/Żwirki i Wigury (display)",1510
"228","2019-11-14","Banacha/Żwirki i Wigury (display)",1891
"229","2019-11-15","Banacha/Żwirki i Wigury (display)",1607
"230","2019-11-16","Banacha/Żwirki i Wigury (display)",944
"231","2019-11-17","Banacha/Żwirki i Wigury (display)",1074
"232","2019-11-18","Banacha/Żwirki i Wigury (display)",2081
"233","2019-11-19","Banacha/Żwirki i Wigury (display)",2237
"234","2019-11-20","Banacha/Żwirki i Wigury (display)",1865
"235","2019-11-21","Banacha/Żwirki i Wigury (display)",1658
"236","2019-11-22","Banacha/Żwirki i Wigury (display)",1373
"237","2019-11-23","Banacha/Żwirki i Wigury (display)",448
"238","2019-11-24","Banacha/Żwirki i Wigury (display)",340
"239","2019-11-25","Banacha/Żwirki i Wigury (display)",1570
"240","2019-11-26","Banacha/Żwirki i Wigury (display)",1571
"241","2019-11-27","Banacha/Żwirki i Wigury (display)",1590
"242","2019-11-28","Banacha/Żwirki i Wigury (display)",1802
"243","2019-11-29","Banacha/Żwirki i Wigury (display)",1468
"244","2019-11-30","Banacha/Żwirki i Wigury (display)",484
"245","2019-12-01","Banacha/Żwirki i Wigury (display)",338
"246","2019-12-02","Banacha/Żwirki i Wigury (display)",1279
"247","2019-12-03","Banacha/Żwirki i Wigury (display)",1268
"248","2019-12-04","Banacha/Żwirki i Wigury (display)",1114
"249","2019-12-05","Banacha/Żwirki i Wigury (display)",1183
"250","2019-12-06","Banacha/Żwirki i Wigury (display)",1134
"251","2019-12-07","Banacha/Żwirki i Wigury (display)",284
"252","2019-12-08","Banacha/Żwirki i Wigury (display)",333
"253","2019-12-09","Banacha/Żwirki i Wigury (display)",1367
"254","2019-12-10","Banacha/Żwirki i Wigury (display)",1298
"255","2019-12-11","Banacha/Żwirki i Wigury (display)",1212
"256","2019-12-12","Banacha/Żwirki i Wigury (display)",1150
"257","2019-12-13","Banacha/Żwirki i Wigury (display)",932
"258","2019-12-14","Banacha/Żwirki i Wigury (display)",321
"259","2019-12-15","Banacha/Żwirki i Wigury (display)",283
"260","2019-12-16","Banacha/Żwirki i Wigury (display)",1258
"261","2019-12-17","Banacha/Żwirki i Wigury (display)",1371
"262","2019-12-18","Banacha/Żwirki i Wigury (display)",1371
"263","2019-12-19","Banacha/Żwirki i Wigury (display)",1310
"264","2019-12-20","Banacha/Żwirki i Wigury (display)",1222
"265","2019-12-21","Banacha/Żwirki i Wigury (display)",405
"266","2019-12-22","Banacha/Żwirki i Wigury (display)",140
"267","2019-12-23","Banacha/Żwirki i Wigury (display)",446
"268","2019-12-24","Banacha/Żwirki i Wigury (display)",116
"269","2019-12-25","Banacha/Żwirki i Wigury (display)",96
"270","2019-12-26","Banacha/Żwirki i Wigury (display)",93
"271","2019-12-27","Banacha/Żwirki i Wigury (display)",286
"272","2019-12-28","Banacha/Żwirki i Wigury (display)",172
"273","2019-12-29","Banacha/Żwirki i Wigury (display)",196
"274","2019-12-30","Banacha/Żwirki i Wigury (display)",536
"275","2019-12-31","Banacha/Żwirki i Wigury (display)",364
"276","2019-04-01","Żwirki i Wigury/Trojdena E",27
"277","2019-04-02","Żwirki i Wigury/Trojdena E",16
"278","2019-04-03","Żwirki i Wigury/Trojdena E",34
"279","2019-04-04","Żwirki i Wigury/Trojdena E",521
"280","2019-04-05","Żwirki i Wigury/Trojdena E",962
"281","2019-04-06","Żwirki i Wigury/Trojdena E",884
"282","2019-04-07","Żwirki i Wigury/Trojdena E",1055
"283","2019-04-08","Żwirki i Wigury/Trojdena E",1184
"284","2019-04-09","Żwirki i Wigury/Trojdena E",869
"285","2019-04-10","Żwirki i Wigury/Trojdena E",707
"286","2019-04-11","Żwirki i Wigury/Trojdena E",798
"287","2019-04-12","Żwirki i Wigury/Trojdena E",0
"288","2019-04-13","Żwirki i Wigury/Trojdena E",0
"289","2019-04-14","Żwirki i Wigury/Trojdena E",0
"290","2019-04-15","Żwirki i Wigury/Trojdena E",0
"291","2019-04-16","Żwirki i Wigury/Trojdena E",655
"292","2019-04-17","Żwirki i Wigury/Trojdena E",4
"293","2019-04-18","Żwirki i Wigury/Trojdena E",50
"294","2019-04-19","Żwirki i Wigury/Trojdena E",1963
"295","2019-04-20","Żwirki i Wigury/Trojdena E",1160
"296","2019-04-21","Żwirki i Wigury/Trojdena E",544
"297","2019-04-22","Żwirki i Wigury/Trojdena E",938
"298","2019-04-23","Żwirki i Wigury/Trojdena E",1746
"299","2019-04-24","Żwirki i Wigury/Trojdena E",2289
"300","2019-04-25","Żwirki i Wigury/Trojdena E",2621
"301","2019-04-26","Żwirki i Wigury/Trojdena E",3005
"302","2019-04-27","Żwirki i Wigury/Trojdena E",1037
"303","2019-04-28","Żwirki i Wigury/Trojdena E",653
"304","2019-04-29","Żwirki i Wigury/Trojdena E",1753
"305","2019-04-30","Żwirki i Wigury/Trojdena E",2051
"306","2019-05-01","Żwirki i Wigury/Trojdena E",2212
"307","2019-05-02","Żwirki i Wigury/Trojdena E",795
"308","2019-05-03","Żwirki i Wigury/Trojdena E",942
"309","2019-05-04","Żwirki i Wigury/Trojdena E",983
"310","2019-05-05","Żwirki i Wigury/Trojdena E",774
"311","2019-05-06","Żwirki i Wigury/Trojdena E",1713
"312","2019-05-07","Żwirki i Wigury/Trojdena E",2086
"313","2019-05-08","Żwirki i Wigury/Trojdena E",2241
"314","2019-05-09","Żwirki i Wigury/Trojdena E",2165
"315","2019-05-10","Żwirki i Wigury/Trojdena E",1566
"316","2019-05-11","Żwirki i Wigury/Trojdena E",1640
"317","2019-05-12","Żwirki i Wigury/Trojdena E",485
"318","2019-05-13","Żwirki i Wigury/Trojdena E",0
"319","2019-05-14","Żwirki i Wigury/Trojdena E",506
"320","2019-05-15","Żwirki i Wigury/Trojdena E",834
"321","2019-05-16","Żwirki i Wigury/Trojdena E",1162
"322","2019-05-17","Żwirki i Wigury/Trojdena E",1698
"323","2019-05-18","Żwirki i Wigury/Trojdena E",991
"324","2019-05-19","Żwirki i Wigury/Trojdena E",980
"325","2019-05-20","Żwirki i Wigury/Trojdena E",1015
"326","2019-05-21","Żwirki i Wigury/Trojdena E",1108
"327","2019-05-22","Żwirki i Wigury/Trojdena E",1023
"328","2019-05-23","Żwirki i Wigury/Trojdena E",764
"329","2019-05-24","Żwirki i Wigury/Trojdena E",1163
"330","2019-05-25","Żwirki i Wigury/Trojdena E",1020
"331","2019-05-26","Żwirki i Wigury/Trojdena E",938
"332","2019-05-27","Żwirki i Wigury/Trojdena E",1490
"333","2019-05-28","Żwirki i Wigury/Trojdena E",767
"334","2019-05-29","Żwirki i Wigury/Trojdena E",885
"335","2019-05-30","Żwirki i Wigury/Trojdena E",1508
"336","2019-05-31","Żwirki i Wigury/Trojdena E",1503
"337","2019-06-01","Żwirki i Wigury/Trojdena E",1097
"338","2019-06-02","Żwirki i Wigury/Trojdena E",1324
"339","2019-06-03","Żwirki i Wigury/Trojdena E",1776
"340","2019-06-04","Żwirki i Wigury/Trojdena E",1936
"341","2019-06-05","Żwirki i Wigury/Trojdena E",1877
"342","2019-06-06","Żwirki i Wigury/Trojdena E",667
"343","2019-06-07","Żwirki i Wigury/Trojdena E",1077
"344","2019-06-08","Żwirki i Wigury/Trojdena E",926
"345","2019-06-09","Żwirki i Wigury/Trojdena E",1893
"346","2019-06-10","Żwirki i Wigury/Trojdena E",2018
"347","2019-06-11","Żwirki i Wigury/Trojdena E",3349
"348","2019-06-12","Żwirki i Wigury/Trojdena E",3716
"349","2019-06-13","Żwirki i Wigury/Trojdena E",3036
"350","2019-06-14","Żwirki i Wigury/Trojdena E",3021
"351","2019-06-15","Żwirki i Wigury/Trojdena E",1994
"352","2019-06-16","Żwirki i Wigury/Trojdena E",2467
"353","2019-06-17","Żwirki i Wigury/Trojdena E",3608
"354","2019-06-18","Żwirki i Wigury/Trojdena E",3658
"355","2019-06-19","Żwirki i Wigury/Trojdena E",2488
"356","2019-06-20","Żwirki i Wigury/Trojdena E",3018
"357","2019-06-21","Żwirki i Wigury/Trojdena E",1799
"358","2019-06-22","Żwirki i Wigury/Trojdena E",1637
"359","2019-06-23","Żwirki i Wigury/Trojdena E",2355
"360","2019-06-24","Żwirki i Wigury/Trojdena E",3549
"361","2019-06-25","Żwirki i Wigury/Trojdena E",3614
"362","2019-06-26","Żwirki i Wigury/Trojdena E",3449
"363","2019-06-27","Żwirki i Wigury/Trojdena E",3514
"364","2019-06-28","Żwirki i Wigury/Trojdena E",2817
"365","2019-06-29","Żwirki i Wigury/Trojdena E",1772
"366","2019-06-30","Żwirki i Wigury/Trojdena E",1857
"367","2019-07-01","Żwirki i Wigury/Trojdena E",2997
"368","2019-07-02","Żwirki i Wigury/Trojdena E",3446
"369","2019-07-03","Żwirki i Wigury/Trojdena E",2937
"370","2019-07-04","Żwirki i Wigury/Trojdena E",2953
"371","2019-07-05","Żwirki i Wigury/Trojdena E",1862
"372","2019-07-06","Żwirki i Wigury/Trojdena E",1004
"373","2019-07-07","Żwirki i Wigury/Trojdena E",1619
"374","2019-07-08","Żwirki i Wigury/Trojdena E",2309
"375","2019-07-09","Żwirki i Wigury/Trojdena E",1633
"376","2019-07-10","Żwirki i Wigury/Trojdena E",1787
"377","2019-07-11","Żwirki i Wigury/Trojdena E",2577
"378","2019-07-12","Żwirki i Wigury/Trojdena E",2726
"379","2019-07-13","Żwirki i Wigury/Trojdena E",868
"380","2019-07-14","Żwirki i Wigury/Trojdena E",2139
"381","2019-07-15","Żwirki i Wigury/Trojdena E",3160
"382","2019-07-16","Żwirki i Wigury/Trojdena E",2121
"383","2019-07-17","Żwirki i Wigury/Trojdena E",2218
"384","2019-07-18","Żwirki i Wigury/Trojdena E",3029
"385","2019-07-19","Żwirki i Wigury/Trojdena E",2731
"386","2019-07-20","Żwirki i Wigury/Trojdena E",1491
"387","2019-07-21","Żwirki i Wigury/Trojdena E",1581
"388","2019-07-22","Żwirki i Wigury/Trojdena E",2952
"389","2019-07-23","Żwirki i Wigury/Trojdena E",2990
"390","2019-07-24","Żwirki i Wigury/Trojdena E",3069
"391","2019-07-25","Żwirki i Wigury/Trojdena E",3201
"392","2019-07-26","Żwirki i Wigury/Trojdena E",2621
"393","2019-07-27","Żwirki i Wigury/Trojdena E",1211
"394","2019-07-28","Żwirki i Wigury/Trojdena E",1723
"395","2019-07-29","Żwirki i Wigury/Trojdena E",2114
"396","2019-07-30","Żwirki i Wigury/Trojdena E",2754
"397","2019-07-31","Żwirki i Wigury/Trojdena E",3293
"398","2019-08-01","Żwirki i Wigury/Trojdena E",3014
"399","2019-08-02","Żwirki i Wigury/Trojdena E",2698
"400","2019-08-03","Żwirki i Wigury/Trojdena E",0
"401","2019-08-04","Żwirki i Wigury/Trojdena E",0
"402","2019-08-05","Żwirki i Wigury/Trojdena E",1827
"403","2019-08-06","Żwirki i Wigury/Trojdena E",3291
"404","2019-08-07","Żwirki i Wigury/Trojdena E",2902
"405","2019-08-08","Żwirki i Wigury/Trojdena E",2620
"406","2019-08-09","Żwirki i Wigury/Trojdena E",2649
"407","2019-08-10","Żwirki i Wigury/Trojdena E",1203
"408","2019-08-11","Żwirki i Wigury/Trojdena E",2271
"409","2019-08-12","Żwirki i Wigury/Trojdena E",2535
"410","2019-08-13","Żwirki i Wigury/Trojdena E",2302
"411","2019-08-14","Żwirki i Wigury/Trojdena E",1663
"412","2019-08-15","Żwirki i Wigury/Trojdena E",2089
"413","2019-08-16","Żwirki i Wigury/Trojdena E",1651
"414","2019-08-17","Żwirki i Wigury/Trojdena E",1396
"415","2019-08-18","Żwirki i Wigury/Trojdena E",1957
"416","2019-08-19","Żwirki i Wigury/Trojdena E",2448
"417","2019-08-20","Żwirki i Wigury/Trojdena E",3054
"418","2019-08-21","Żwirki i Wigury/Trojdena E",1751
"419","2019-08-22","Żwirki i Wigury/Trojdena E",2937
"420","2019-08-23","Żwirki i Wigury/Trojdena E",2585
"421","2019-08-24","Żwirki i Wigury/Trojdena E",1769
"422","2019-08-25","Żwirki i Wigury/Trojdena E",2003
"423","2019-08-26","Żwirki i Wigury/Trojdena E",3034
"424","2019-08-27","Żwirki i Wigury/Trojdena E",3435
"425","2019-08-28","Żwirki i Wigury/Trojdena E",3295
"426","2019-08-29","Żwirki i Wigury/Trojdena E",3020
"427","2019-08-30","Żwirki i Wigury/Trojdena E",2335
"428","2019-08-31","Żwirki i Wigury/Trojdena E",1663
"429","2019-09-01","Żwirki i Wigury/Trojdena E",2328
"430","2019-09-02","Żwirki i Wigury/Trojdena E",2195
"431","2019-09-03","Żwirki i Wigury/Trojdena E",2442
"432","2019-09-04","Żwirki i Wigury/Trojdena E",3222
"433","2019-09-05","Żwirki i Wigury/Trojdena E",3169
"434","2019-09-06","Żwirki i Wigury/Trojdena E",2745
"435","2019-09-07","Żwirki i Wigury/Trojdena E",1495
"436","2019-09-08","Żwirki i Wigury/Trojdena E",1011
"437","2019-09-09","Żwirki i Wigury/Trojdena E",2608
"438","2019-09-10","Żwirki i Wigury/Trojdena E",2445
"439","2019-09-11","Żwirki i Wigury/Trojdena E",2934
"440","2019-09-12","Żwirki i Wigury/Trojdena E",2983
"441","2019-09-13","Żwirki i Wigury/Trojdena E",2512
"442","2019-09-14","Żwirki i Wigury/Trojdena E",2342
"443","2019-09-15","Żwirki i Wigury/Trojdena E",1867
