"Data","Miejsce","Liczba_rowerow"
"2020-06-09","Świętokrzyska/Emilii Plater S",3323
"2020-06-10","Świętokrzyska/Emilii Plater S",2821
"2020-06-11","Świętokrzyska/Emilii Plater S",3431
"2020-06-12","Świętokrzyska/Emilii Plater S",2936
"2020-06-13","Świętokrzyska/Emilii Plater S",2633
"2020-06-14","Świętokrzyska/Emilii Plater S",2892
"2020-06-15","Świętokrzyska/Emilii Plater S",3933
"2020-06-16","Świętokrzyska/Emilii Plater S",5029
"2020-06-17","Świętokrzyska/Emilii Plater S",3091
"2020-06-18","Świętokrzyska/Emilii Plater S",3556
"2020-06-19","Świętokrzyska/Emilii Plater S",3358
"2020-06-20","Świętokrzyska/Emilii Plater S",2059
"2020-06-21","Świętokrzyska/Emilii Plater S",2618
"2020-06-22","Świętokrzyska/Emilii Plater S",1592
"2020-06-23","Świętokrzyska/Emilii Plater S",4079
"2020-06-24","Świętokrzyska/Emilii Plater S",1664
"2020-06-25","Świętokrzyska/Emilii Plater S",5371
"2020-06-26","Świętokrzyska/Emilii Plater S",4382
"2020-06-27","Świętokrzyska/Emilii Plater S",3632
"2020-06-28","Świętokrzyska/Emilii Plater S",4223
"2020-06-29","Świętokrzyska/Emilii Plater S",2419
"2020-06-30","Świętokrzyska/Emilii Plater S",5181
"2020-07-01","Świętokrzyska/Emilii Plater S",5904
"2020-07-02","Świętokrzyska/Emilii Plater S",5250
"2020-07-03","Świętokrzyska/Emilii Plater S",4498
"2020-07-04","Świętokrzyska/Emilii Plater S",4823
"2020-07-05","Świętokrzyska/Emilii Plater S",4586
"2020-07-06","Świętokrzyska/Emilii Plater S",4032
"2020-07-07","Świętokrzyska/Emilii Plater S",5016
"2020-07-08","Świętokrzyska/Emilii Plater S",4392
"2020-07-09","Świętokrzyska/Emilii Plater S",4823
"2020-07-10","Świętokrzyska/Emilii Plater S",3793
"2020-07-11","Świętokrzyska/Emilii Plater S",1680
"2020-07-12","Świętokrzyska/Emilii Plater S",4297
"2020-07-13","Świętokrzyska/Emilii Plater S",4138
"2020-07-14","Świętokrzyska/Emilii Plater S",5609
"2020-07-15","Świętokrzyska/Emilii Plater S",5793
"2020-07-16","Świętokrzyska/Emilii Plater S",3015
"2020-07-17","Świętokrzyska/Emilii Plater S",4135
"2020-07-18","Świętokrzyska/Emilii Plater S",4382
"2020-07-19","Świętokrzyska/Emilii Plater S",4440
"2020-07-20","Świętokrzyska/Emilii Plater S",3410
"2020-07-21","Świętokrzyska/Emilii Plater S",4991
"2020-07-22","Świętokrzyska/Emilii Plater S",5573
"2020-07-23","Świętokrzyska/Emilii Plater S",4569
"2020-07-24","Świętokrzyska/Emilii Plater S",5110
"2020-07-25","Świętokrzyska/Emilii Plater S",992
"2020-07-26","Świętokrzyska/Emilii Plater S",0
"2020-07-27","Świętokrzyska/Emilii Plater S",0
"2020-07-28","Świętokrzyska/Emilii Plater S",0
"2020-07-29","Świętokrzyska/Emilii Plater S",0
"2020-07-30","Świętokrzyska/Emilii Plater S",0
"2020-07-31","Świętokrzyska/Emilii Plater S",925
"2020-08-01","Świętokrzyska/Emilii Plater S",4923
"2020-08-02","Świętokrzyska/Emilii Plater S",4543
"2020-08-03","Świętokrzyska/Emilii Plater S",3154
"2020-08-04","Świętokrzyska/Emilii Plater S",1320
"2020-08-05","Świętokrzyska/Emilii Plater S",5466
"2020-08-06","Świętokrzyska/Emilii Plater S",5500
"2020-08-07","Świętokrzyska/Emilii Plater S",4854
"2020-08-08","Świętokrzyska/Emilii Plater S",4140
"2020-08-09","Świętokrzyska/Emilii Plater S",3330
"2020-08-10","Świętokrzyska/Emilii Plater S",4780
"2020-08-11","Świętokrzyska/Emilii Plater S",5203
"2020-08-12","Świętokrzyska/Emilii Plater S",5264
"2020-08-13","Świętokrzyska/Emilii Plater S",5083
"2020-08-14","Świętokrzyska/Emilii Plater S",4407
"2020-08-15","Świętokrzyska/Emilii Plater S",4429
"2020-08-16","Świętokrzyska/Emilii Plater S",3946
"2020-08-17","Świętokrzyska/Emilii Plater S",3805
"2020-08-18","Świętokrzyska/Emilii Plater S",4546
"2020-08-19","Świętokrzyska/Emilii Plater S",4759
"2020-08-20","Świętokrzyska/Emilii Plater S",5253
"2020-08-21","Świętokrzyska/Emilii Plater S",4886
"2020-08-22","Świętokrzyska/Emilii Plater S",2222
"2020-08-23","Świętokrzyska/Emilii Plater S",3088
"2020-08-24","Świętokrzyska/Emilii Plater S",4402
"2020-08-25","Świętokrzyska/Emilii Plater S",4194
"2020-08-26","Świętokrzyska/Emilii Plater S",3364
"2020-08-27","Świętokrzyska/Emilii Plater S",1706
"2020-08-28","Świętokrzyska/Emilii Plater S",3654
"2020-08-29","Świętokrzyska/Emilii Plater S",2402
"2020-08-30","Świętokrzyska/Emilii Plater S",1639
"2020-08-31","Świętokrzyska/Emilii Plater S",2592
"2020-09-01","Świętokrzyska/Emilii Plater S",1664
"2020-09-02","Świętokrzyska/Emilii Plater S",2696
"2020-09-03","Świętokrzyska/Emilii Plater S",4228
"2020-09-04","Świętokrzyska/Emilii Plater S",3350
"2020-09-05","Świętokrzyska/Emilii Plater S",2893
"2020-09-06","Świętokrzyska/Emilii Plater S",3550
"2020-09-07","Świętokrzyska/Emilii Plater S",1954
"2020-09-08","Świętokrzyska/Emilii Plater S",375
"2020-09-09","Świętokrzyska/Emilii Plater S",377
"2020-09-10","Świętokrzyska/Emilii Plater S",375
"2020-09-11","Świętokrzyska/Emilii Plater S",376
"2020-09-12","Świętokrzyska/Emilii Plater S",375
"2020-09-13","Świętokrzyska/Emilii Plater S",377
"2020-09-14","Świętokrzyska/Emilii Plater S",375
"2020-05-01","Bystra/Radzymińska",114
"2020-05-02","Bystra/Radzymińska",110
"2020-05-03","Bystra/Radzymińska",91
"2020-05-04","Bystra/Radzymińska",107
"2020-05-05","Bystra/Radzymińska",17
"2020-05-06","Bystra/Radzymińska",15
"2020-05-07","Bystra/Radzymińska",65
"2020-05-08","Bystra/Radzymińska",136
"2020-05-09","Bystra/Radzymińska",210
"2020-05-10","Bystra/Radzymińska",225
"2020-05-11","Bystra/Radzymińska",70
"2020-05-12","Bystra/Radzymińska",25
"2020-05-13","Bystra/Radzymińska",78
"2020-05-14","Bystra/Radzymińska",64
"2020-05-15","Bystra/Radzymińska",124
"2020-05-16","Bystra/Radzymińska",83
"2020-05-17","Bystra/Radzymińska",179
"2020-05-18","Bystra/Radzymińska",92
"2020-05-19","Bystra/Radzymińska",0
"2020-05-20","Bystra/Radzymińska",0
"2020-05-21","Bystra/Radzymińska",0
"2020-05-22","Bystra/Radzymińska",0
"2020-05-23","Bystra/Radzymińska",0
"2020-05-24","Bystra/Radzymińska",0
"2020-05-25","Bystra/Radzymińska",0
"2020-05-26","Bystra/Radzymińska",77
"2020-05-27","Bystra/Radzymińska",107
"2020-05-28","Bystra/Radzymińska",111
"2020-05-29","Bystra/Radzymińska",160
"2020-05-30","Bystra/Radzymińska",39
"2020-05-31","Bystra/Radzymińska",157
"2020-06-01","Bystra/Radzymińska",97
"2020-06-02","Bystra/Radzymińska",114
"2020-06-03","Bystra/Radzymińska",75
"2020-06-04","Bystra/Radzymińska",152
"2020-06-05","Bystra/Radzymińska",67
"2020-06-06","Bystra/Radzymińska",170
"2020-06-07","Bystra/Radzymińska",181
"2020-06-08","Bystra/Radzymińska",32
"2020-06-09","Bystra/Radzymińska",65
"2020-06-10","Bystra/Radzymińska",2
"2020-06-11","Bystra/Radzymińska",0
"2020-06-12","Bystra/Radzymińska",0
"2020-06-13","Bystra/Radzymińska",0
"2020-06-14","Bystra/Radzymińska",0
"2020-06-15","Bystra/Radzymińska",0
"2020-06-16","Bystra/Radzymińska",0
"2020-06-17","Bystra/Radzymińska",0
"2020-06-18","Bystra/Radzymińska",0
"2020-06-19","Bystra/Radzymińska",0
"2020-06-20","Bystra/Radzymińska",0
"2020-06-21","Bystra/Radzymińska",0
"2020-06-22","Bystra/Radzymińska",0
"2020-06-23","Bystra/Radzymińska",0
"2020-06-24","Bystra/Radzymińska",0
"2020-06-25","Bystra/Radzymińska",0
"2020-06-26","Bystra/Radzymińska",0
"2020-06-27","Bystra/Radzymińska",0
"2020-06-28","Bystra/Radzymińska",0
"2020-06-29","Bystra/Radzymińska",0
"2020-06-30","Bystra/Radzymińska",0
"2020-07-01","Bystra/Radzymińska",0
"2020-07-02","Bystra/Radzymińska",0
"2020-07-03","Bystra/Radzymińska",0
"2020-07-04","Bystra/Radzymińska",0
"2020-07-05","Bystra/Radzymińska",0
"2020-07-06","Bystra/Radzymińska",0
"2020-07-07","Bystra/Radzymińska",0
"2020-07-08","Bystra/Radzymińska",0
"2020-07-09","Bystra/Radzymińska",0
"2020-07-10","Bystra/Radzymińska",0
"2020-07-11","Bystra/Radzymińska",0
"2020-07-12","Bystra/Radzymińska",0
"2020-07-13","Bystra/Radzymińska",0
"2020-07-14","Bystra/Radzymińska",0
"2020-07-15","Bystra/Radzymińska",0
"2020-07-16","Bystra/Radzymińska",0
"2020-07-17","Bystra/Radzymińska",0
"2020-07-18","Bystra/Radzymińska",0
"2020-07-19","Bystra/Radzymińska",0
"2020-07-20","Bystra/Radzymińska",0
"2020-07-21","Bystra/Radzymińska",0
"2020-07-22","Bystra/Radzymińska",0
"2020-07-23","Bystra/Radzymińska",0
"2020-07-24","Bystra/Radzymińska",0
"2020-07-25","Bystra/Radzymińska",0
"2020-07-26","Bystra/Radzymińska",0
"2020-07-27","Bystra/Radzymińska",0
"2020-07-28","Bystra/Radzymińska",0
"2020-07-29","Bystra/Radzymińska",0
"2020-07-30","Bystra/Radzymińska",0
"2020-07-31","Bystra/Radzymińska",0
"2020-08-01","Bystra/Radzymińska",0
"2020-08-02","Bystra/Radzymińska",0
"2020-08-03","Bystra/Radzymińska",0
"2020-08-04","Bystra/Radzymińska",0
"2020-08-05","Bystra/Radzymińska",0
"2020-08-06","Bystra/Radzymińska",0
"2020-08-07","Bystra/Radzymińska",0
"2020-08-08","Bystra/Radzymińska",0
"2020-08-09","Bystra/Radzymińska",0
"2020-08-10","Bystra/Radzymińska",0
"2020-08-11","Bystra/Radzymińska",0
"2020-08-12","Bystra/Radzymińska",0
"2020-08-13","Bystra/Radzymińska",0
"2020-08-14","Bystra/Radzymińska",0
"2020-08-15","Bystra/Radzymińska",0
"2020-08-16","Bystra/Radzymińska",0
"2020-08-17","Bystra/Radzymińska",0
"2020-08-18","Bystra/Radzymińska",0
"2020-08-19","Bystra/Radzymińska",0
"2020-08-20","Bystra/Radzymińska",0
"2020-08-21","Bystra/Radzymińska",0
"2020-08-22","Bystra/Radzymińska",0
"2020-08-23","Bystra/Radzymińska",0
"2020-08-24","Bystra/Radzymińska",0
"2020-08-25","Bystra/Radzymińska",0
"2020-08-26","Bystra/Radzymińska",0
"2020-08-27","Bystra/Radzymińska",0
"2020-08-28","Bystra/Radzymińska",0
"2020-08-29","Bystra/Radzymińska",0
"2020-08-30","Bystra/Radzymińska",0
"2020-08-31","Bystra/Radzymińska",0
"2020-09-01","Bystra/Radzymińska",0
"2020-09-02","Bystra/Radzymińska",0
"2020-09-03","Bystra/Radzymińska",0
"2020-09-04","Bystra/Radzymińska",0
"2020-09-05","Bystra/Radzymińska",0
"2020-09-06","Bystra/Radzymińska",0
"2020-09-07","Bystra/Radzymińska",0
"2020-09-08","Bystra/Radzymińska",0
"2020-09-09","Bystra/Radzymińska",0
"2020-09-10","Bystra/Radzymińska",0
"2020-09-11","Bystra/Radzymińska",0
"2020-09-12","Bystra/Radzymińska",0
"2020-09-13","Bystra/Radzymińska",0
"2020-09-14","Bystra/Radzymińska",0
"2020-05-01","Żwirki i Wigury/1 Sierpnia",457
"2020-05-02","Żwirki i Wigury/1 Sierpnia",601
"2020-05-03","Żwirki i Wigury/1 Sierpnia",441
"2020-05-04","Żwirki i Wigury/1 Sierpnia",735
"2020-05-05","Żwirki i Wigury/1 Sierpnia",262
"2020-05-06","Żwirki i Wigury/1 Sierpnia",209
"2020-05-07","Żwirki i Wigury/1 Sierpnia",766
"2020-05-08","Żwirki i Wigury/1 Sierpnia",875
"2020-05-09","Żwirki i Wigury/1 Sierpnia",1046
"2020-05-10","Żwirki i Wigury/1 Sierpnia",1224
"2020-05-11","Żwirki i Wigury/1 Sierpnia",541
"2020-05-12","Żwirki i Wigury/1 Sierpnia",413
"2020-05-13","Żwirki i Wigury/1 Sierpnia",549
"2020-05-14","Żwirki i Wigury/1 Sierpnia",532
"2020-05-15","Żwirki i Wigury/1 Sierpnia",774
"2020-05-16","Żwirki i Wigury/1 Sierpnia",506
"2020-05-17","Żwirki i Wigury/1 Sierpnia",870
"2020-05-18","Żwirki i Wigury/1 Sierpnia",519
"2020-05-19","Żwirki i Wigury/1 Sierpnia",510
"2020-05-20","Żwirki i Wigury/1 Sierpnia",869
"2020-05-21","Żwirki i Wigury/1 Sierpnia",846
"2020-05-22","Żwirki i Wigury/1 Sierpnia",794
"2020-05-23","Żwirki i Wigury/1 Sierpnia",691
"2020-05-24","Żwirki i Wigury/1 Sierpnia",692
"2020-05-25","Żwirki i Wigury/1 Sierpnia",599
"2020-05-26","Żwirki i Wigury/1 Sierpnia",889
"2020-05-27","Żwirki i Wigury/1 Sierpnia",1101
"2020-05-28","Żwirki i Wigury/1 Sierpnia",1010
"2020-05-29","Żwirki i Wigury/1 Sierpnia",864
"2020-05-30","Żwirki i Wigury/1 Sierpnia",217
"2020-05-31","Żwirki i Wigury/1 Sierpnia",717
"2020-06-01","Żwirki i Wigury/1 Sierpnia",1042
"2020-06-02","Żwirki i Wigury/1 Sierpnia",1236
"2020-06-03","Żwirki i Wigury/1 Sierpnia",909
"2020-06-04","Żwirki i Wigury/1 Sierpnia",1320
"2020-06-05","Żwirki i Wigury/1 Sierpnia",589
"2020-06-06","Żwirki i Wigury/1 Sierpnia",950
"2020-06-07","Żwirki i Wigury/1 Sierpnia",90745
"2020-06-08","Żwirki i Wigury/1 Sierpnia",114
"2020-06-09","Żwirki i Wigury/1 Sierpnia",0
"2020-06-10","Żwirki i Wigury/1 Sierpnia",0
"2020-06-11","Żwirki i Wigury/1 Sierpnia",0
"2020-06-12","Żwirki i Wigury/1 Sierpnia",560
"2020-06-13","Żwirki i Wigury/1 Sierpnia",727
"2020-06-14","Żwirki i Wigury/1 Sierpnia",930
"2020-06-15","Żwirki i Wigury/1 Sierpnia",1182
"2020-06-16","Żwirki i Wigury/1 Sierpnia",1517
"2020-06-17","Żwirki i Wigury/1 Sierpnia",815
"2020-06-18","Żwirki i Wigury/1 Sierpnia",944
"2020-06-19","Żwirki i Wigury/1 Sierpnia",828
"2020-06-20","Żwirki i Wigury/1 Sierpnia",505
"2020-06-21","Żwirki i Wigury/1 Sierpnia",634
"2020-06-22","Żwirki i Wigury/1 Sierpnia",426
"2020-06-23","Żwirki i Wigury/1 Sierpnia",1029
"2020-06-24","Żwirki i Wigury/1 Sierpnia",349
"2020-06-25","Żwirki i Wigury/1 Sierpnia",1379
"2020-06-26","Żwirki i Wigury/1 Sierpnia",953
"2020-06-27","Żwirki i Wigury/1 Sierpnia",739
"2020-06-28","Żwirki i Wigury/1 Sierpnia",1029
"2020-06-29","Żwirki i Wigury/1 Sierpnia",676
"2020-06-30","Żwirki i Wigury/1 Sierpnia",1279
"2020-07-01","Żwirki i Wigury/1 Sierpnia",1570
"2020-07-02","Żwirki i Wigury/1 Sierpnia",1260
"2020-07-03","Żwirki i Wigury/1 Sierpnia",1007
"2020-07-04","Żwirki i Wigury/1 Sierpnia",922
"2020-07-05","Żwirki i Wigury/1 Sierpnia",995
"2020-07-06","Żwirki i Wigury/1 Sierpnia",1062
"2020-07-07","Żwirki i Wigury/1 Sierpnia",1276
"2020-07-08","Żwirki i Wigury/1 Sierpnia",1056
"2020-07-09","Żwirki i Wigury/1 Sierpnia",1210
"2020-07-10","Żwirki i Wigury/1 Sierpnia",902
"2020-07-11","Żwirki i Wigury/1 Sierpnia",233
"2020-07-12","Żwirki i Wigury/1 Sierpnia",965
"2020-07-13","Żwirki i Wigury/1 Sierpnia",1080
"2020-07-14","Żwirki i Wigury/1 Sierpnia",1443
"2020-07-15","Żwirki i Wigury/1 Sierpnia",1512
"2020-07-16","Żwirki i Wigury/1 Sierpnia",771
"2020-07-17","Żwirki i Wigury/1 Sierpnia",864
"2020-07-18","Żwirki i Wigury/1 Sierpnia",811
"2020-07-19","Żwirki i Wigury/1 Sierpnia",985
"2020-07-20","Żwirki i Wigury/1 Sierpnia",878
"2020-07-21","Żwirki i Wigury/1 Sierpnia",1652
"2020-07-22","Żwirki i Wigury/1 Sierpnia",41082
"2020-07-23","Żwirki i Wigury/1 Sierpnia",0
"2020-07-24","Żwirki i Wigury/1 Sierpnia",0
"2020-07-25","Żwirki i Wigury/1 Sierpnia",0
"2020-07-26","Żwirki i Wigury/1 Sierpnia",0
"2020-07-27","Żwirki i Wigury/1 Sierpnia",0
"2020-07-28","Żwirki i Wigury/1 Sierpnia",0
"2020-07-29","Żwirki i Wigury/1 Sierpnia",874
"2020-07-30","Żwirki i Wigury/1 Sierpnia",1303
"2020-07-31","Żwirki i Wigury/1 Sierpnia",1084
"2020-08-01","Żwirki i Wigury/1 Sierpnia",818
"2020-08-02","Żwirki i Wigury/1 Sierpnia",980
"2020-08-03","Żwirki i Wigury/1 Sierpnia",754
"2020-08-04","Żwirki i Wigury/1 Sierpnia",412
"2020-08-05","Żwirki i Wigury/1 Sierpnia",1318
"2020-08-06","Żwirki i Wigury/1 Sierpnia",1322
"2020-08-07","Żwirki i Wigury/1 Sierpnia",1084
"2020-08-08","Żwirki i Wigury/1 Sierpnia",761
"2020-08-09","Żwirki i Wigury/1 Sierpnia",725
"2020-08-10","Żwirki i Wigury/1 Sierpnia",1239
"2020-08-11","Żwirki i Wigury/1 Sierpnia",1266
"2020-08-12","Żwirki i Wigury/1 Sierpnia",1271
"2020-08-13","Żwirki i Wigury/1 Sierpnia",1158
"2020-08-14","Żwirki i Wigury/1 Sierpnia",880
"2020-08-15","Żwirki i Wigury/1 Sierpnia",701
"2020-08-16","Żwirki i Wigury/1 Sierpnia",840
"2020-08-17","Żwirki i Wigury/1 Sierpnia",966
"2020-08-18","Żwirki i Wigury/1 Sierpnia",1049
"2020-08-19","Żwirki i Wigury/1 Sierpnia",1159
"2020-08-20","Żwirki i Wigury/1 Sierpnia",1235
"2020-08-21","Żwirki i Wigury/1 Sierpnia",1017
"2020-08-22","Żwirki i Wigury/1 Sierpnia",452
"2020-08-23","Żwirki i Wigury/1 Sierpnia",635
"2020-08-24","Żwirki i Wigury/1 Sierpnia",1052
"2020-08-25","Żwirki i Wigury/1 Sierpnia",868
"2020-08-26","Żwirki i Wigury/1 Sierpnia",779
"2020-08-27","Żwirki i Wigury/1 Sierpnia",341
"2020-08-28","Żwirki i Wigury/1 Sierpnia",768
"2020-08-29","Żwirki i Wigury/1 Sierpnia",398
"2020-08-30","Żwirki i Wigury/1 Sierpnia",375
"2020-08-31","Żwirki i Wigury/1 Sierpnia",607
"2020-09-01","Żwirki i Wigury/1 Sierpnia",389
"2020-09-02","Żwirki i Wigury/1 Sierpnia",613
"2020-09-03","Żwirki i Wigury/1 Sierpnia",1084
"2020-09-04","Żwirki i Wigury/1 Sierpnia",809
"2020-09-05","Żwirki i Wigury/1 Sierpnia",625
"2020-09-06","Żwirki i Wigury/1 Sierpnia",821
"2020-09-07","Żwirki i Wigury/1 Sierpnia",996
"2020-09-08","Żwirki i Wigury/1 Sierpnia",27558
"2020-09-09","Żwirki i Wigury/1 Sierpnia",0
"2020-09-10","Żwirki i Wigury/1 Sierpnia",0
"2020-09-11","Żwirki i Wigury/1 Sierpnia",0
"2020-09-12","Żwirki i Wigury/1 Sierpnia",0
"2020-09-13","Żwirki i Wigury/1 Sierpnia",0
"2020-09-14","Żwirki i Wigury/1 Sierpnia",0
"2020-05-01","NSR Most Gdański CPR",2206
"2020-05-02","NSR Most Gdański CPR",3455
"2020-05-03","NSR Most Gdański CPR",2082
"2020-05-04","NSR Most Gdański CPR",2339
"2020-05-05","NSR Most Gdański CPR",574
"2020-05-06","NSR Most Gdański CPR",453
"2020-05-07","NSR Most Gdański CPR",2684
"2020-05-08","NSR Most Gdański CPR",3502
"2020-05-09","NSR Most Gdański CPR",5921
"2020-05-10","NSR Most Gdański CPR",6693
"2020-05-11","NSR Most Gdański CPR",1589
"2020-05-12","NSR Most Gdański CPR",892
"2020-05-13","NSR Most Gdański CPR",1705
"2020-05-14","NSR Most Gdański CPR",1656
"2020-05-15","NSR Most Gdański CPR",2959
"2020-05-16","NSR Most Gdański CPR",2235
"2020-05-17","NSR Most Gdański CPR",4608
"2020-05-18","NSR Most Gdański CPR",1171
"2020-05-19","NSR Most Gdański CPR",1378
"2020-05-20","NSR Most Gdański CPR",2955
"2020-05-21","NSR Most Gdański CPR",2413
"2020-05-22","NSR Most Gdański CPR",3293
"2020-05-23","NSR Most Gdański CPR",4262
"2020-05-24","NSR Most Gdański CPR",3721
"2020-05-25","NSR Most Gdański CPR",1403
"2020-05-26","NSR Most Gdański CPR",2628
"2020-05-27","NSR Most Gdański CPR",3575
"2020-05-28","NSR Most Gdański CPR",3296
"2020-05-29","NSR Most Gdański CPR",3383
"2020-05-30","NSR Most Gdański CPR",1161
"2020-05-31","NSR Most Gdański CPR",4222
"2020-06-01","NSR Most Gdański CPR",2968
"2020-06-02","NSR Most Gdański CPR",3658
"2020-06-03","NSR Most Gdański CPR",2371
"2020-06-04","NSR Most Gdański CPR",4448
"2020-06-05","NSR Most Gdański CPR",1197
"2020-06-06","NSR Most Gdański CPR",5772
"2020-06-07","NSR Most Gdański CPR",5342
"2020-06-08","NSR Most Gdański CPR",1880
"2020-06-09","NSR Most Gdański CPR",2101
"2020-06-10","NSR Most Gdański CPR",1043
"2020-06-11","NSR Most Gdański CPR",0
"2020-06-12","NSR Most Gdański CPR",0
"2020-06-13","NSR Most Gdański CPR",0
"2020-06-14","NSR Most Gdański CPR",0
"2020-06-15","NSR Most Gdański CPR",0
"2020-06-16","NSR Most Gdański CPR",0
"2020-06-17","NSR Most Gdański CPR",0
"2020-06-18","NSR Most Gdański CPR",2374
"2020-06-19","NSR Most Gdański CPR",2644
"2020-06-20","NSR Most Gdański CPR",2142
"2020-06-21","NSR Most Gdański CPR",3862
"2020-06-22","NSR Most Gdański CPR",742
"2020-06-23","NSR Most Gdański CPR",3356
"2020-06-24","NSR Most Gdański CPR",1001
"2020-06-25","NSR Most Gdański CPR",5388
"2020-06-26","NSR Most Gdański CPR",3193
"2020-06-27","NSR Most Gdański CPR",4848
"2020-06-28","NSR Most Gdański CPR",7194
"2020-06-29","NSR Most Gdański CPR",1810
"2020-06-30","NSR Most Gdański CPR",4443
"2020-07-01","NSR Most Gdański CPR",5474
"2020-07-02","NSR Most Gdański CPR",4091
"2020-07-03","NSR Most Gdański CPR",3099
"2020-07-04","NSR Most Gdański CPR",5895
"2020-07-05","NSR Most Gdański CPR",2888
"2020-07-06","NSR Most Gdański CPR",1074
"2020-07-07","NSR Most Gdański CPR",1473
"2020-07-08","NSR Most Gdański CPR",1160
"2020-07-09","NSR Most Gdański CPR",1437
"2020-07-10","NSR Most Gdański CPR",1100
"2020-07-11","NSR Most Gdański CPR",484
"2020-07-12","NSR Most Gdański CPR",2341
"2020-07-13","NSR Most Gdański CPR",1271
"2020-07-14","NSR Most Gdański CPR",1996
"2020-07-15","NSR Most Gdański CPR",2118
"2020-07-16","NSR Most Gdański CPR",658
"2020-07-17","NSR Most Gdański CPR",1498
"2020-07-18","NSR Most Gdański CPR",2283
"2020-07-19","NSR Most Gdański CPR",2555
"2020-07-20","NSR Most Gdański CPR",991
"2020-07-21","NSR Most Gdański CPR",1675
"2020-07-22","NSR Most Gdański CPR",1905
"2020-07-23","NSR Most Gdański CPR",1272
"2020-07-24","NSR Most Gdański CPR",1786
"2020-07-25","NSR Most Gdański CPR",2175
"2020-07-26","NSR Most Gdański CPR",2449
"2020-07-27","NSR Most Gdański CPR",1179
"2020-07-28","NSR Most Gdański CPR",1619
"2020-07-29","NSR Most Gdański CPR",1708
"2020-07-30","NSR Most Gdański CPR",1839
"2020-07-31","NSR Most Gdański CPR",1405
"2020-08-01","NSR Most Gdański CPR",1894
"2020-08-02","NSR Most Gdański CPR",2790
"2020-08-03","NSR Most Gdański CPR",717
"2020-08-04","NSR Most Gdański CPR",249
"2020-08-05","NSR Most Gdański CPR",1884
"2020-08-06","NSR Most Gdański CPR",1887
"2020-08-07","NSR Most Gdański CPR",1561
"2020-08-08","NSR Most Gdański CPR",1617
"2020-08-09","NSR Most Gdański CPR",1803
"2020-08-10","NSR Most Gdański CPR",1592
"2020-08-11","NSR Most Gdański CPR",1710
"2020-08-12","NSR Most Gdański CPR",1877
"2020-08-13","NSR Most Gdański CPR",1454
"2020-08-14","NSR Most Gdański CPR",1455
"2020-08-15","NSR Most Gdański CPR",2017
"2020-08-16","NSR Most Gdański CPR",2139
"2020-08-17","NSR Most Gdański CPR",1061
"2020-08-18","NSR Most Gdański CPR",1415
"2020-08-19","NSR Most Gdański CPR",1429
"2020-08-20","NSR Most Gdański CPR",1787
"2020-08-21","NSR Most Gdański CPR",1504
"2020-08-22","NSR Most Gdański CPR",987
"2020-08-23","NSR Most Gdański CPR",1729
"2020-08-24","NSR Most Gdański CPR",1411
"2020-08-25","NSR Most Gdański CPR",1316
"2020-08-26","NSR Most Gdański CPR",766
"2020-08-27","NSR Most Gdański CPR",277
"2020-08-28","NSR Most Gdański CPR",1155
"2020-08-29","NSR Most Gdański CPR",906
"2020-08-30","NSR Most Gdański CPR",804
"2020-08-31","NSR Most Gdański CPR",367
"2020-09-01","NSR Most Gdański CPR",210
"2020-09-02","NSR Most Gdański CPR",531
"2020-09-03","NSR Most Gdański CPR",1269
"2020-09-04","NSR Most Gdański CPR",801
"2020-09-05","NSR Most Gdański CPR",1809
"2020-09-06","NSR Most Gdański CPR",2026
"2020-09-07","NSR Most Gdański CPR",944
"2020-09-08","NSR Most Gdański CPR",1235
"2020-09-09","NSR Most Gdański CPR",638
"2020-09-10","NSR Most Gdański CPR",0
"2020-09-11","NSR Most Gdański CPR",0
"2020-09-12","NSR Most Gdański CPR",0
"2020-09-13","NSR Most Gdański CPR",0
"2020-09-14","NSR Most Gdański CPR",0
"2020-05-01","NSR Solec CPR",549
"2020-05-02","NSR Solec CPR",930
"2020-05-03","NSR Solec CPR",590
"2020-05-04","NSR Solec CPR",542
"2020-05-05","NSR Solec CPR",146
"2020-05-06","NSR Solec CPR",159
"2020-05-07","NSR Solec CPR",92
"2020-05-08","NSR Solec CPR",0
"2020-05-09","NSR Solec CPR",0
"2020-05-10","NSR Solec CPR",0
"2020-05-11","NSR Solec CPR",0
"2020-05-12","NSR Solec CPR",0
"2020-05-13","NSR Solec CPR",0
"2020-05-14","NSR Solec CPR",0
"2020-05-15","NSR Solec CPR",0
"2020-05-16","NSR Solec CPR",0
"2020-05-17","NSR Solec CPR",0
"2020-05-18","NSR Solec CPR",0
"2020-05-19","NSR Solec CPR",79
"2020-05-20","NSR Solec CPR",728
"2020-05-21","NSR Solec CPR",596
"2020-05-22","NSR Solec CPR",962
"2020-05-23","NSR Solec CPR",1254
"2020-05-24","NSR Solec CPR",1247
"2020-05-25","NSR Solec CPR",352
"2020-05-26","NSR Solec CPR",701
"2020-05-27","NSR Solec CPR",995
"2020-05-28","NSR Solec CPR",896
"2020-05-29","NSR Solec CPR",950
"2020-05-30","NSR Solec CPR",279
"2020-05-31","NSR Solec CPR",1342
"2020-06-01","NSR Solec CPR",807
"2020-06-02","NSR Solec CPR",950
"2020-06-03","NSR Solec CPR",569
"2020-06-04","NSR Solec CPR",1040
"2020-06-05","NSR Solec CPR",294
