"Data","startTyg","temp_min","temp_avg","temp_max","deszcz","snieg","Jaki_dzien","Wolne","Rodzaj_opadu","Miejsce","Liczba_rowerow"
2017-09-22,2017-09-18,11.6,13.3,15.3,4.9,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",91
2017-09-23,2017-09-18,13,14.7,18.4,0.4,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",96
2017-09-24,2017-09-18,13.2,14.3,17.3,1.9,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",94
2017-09-25,2017-09-25,12.1,13.3,15.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",147
2017-09-26,2017-09-25,10.6,15,21,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",221
2017-09-27,2017-09-25,9.2,13.4,19.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",175
2017-09-28,2017-09-25,7.8,12.1,17.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",163
2017-09-29,2017-09-25,4.5,10.4,16,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",146
2017-09-30,2017-09-25,4.8,10.3,15.8,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",149
2017-10-01,2017-09-25,3.5,9.1,15,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",148
2017-10-02,2017-10-02,2.9,9.9,16.9,8.8,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",168
2017-10-03,2017-10-02,9.4,10.9,12.3,5.5,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",28
2017-10-04,2017-10-02,9.8,11.5,14.1,4.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",81
2017-10-05,2017-10-02,7.1,9.3,12,15.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",34
2017-10-06,2017-10-02,7.6,9.2,11.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",74
2017-10-07,2017-10-02,7.4,9.5,12.1,0.4,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",87
2017-10-08,2017-10-02,7.3,9.2,12.9,2.2,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",29
2017-10-09,2017-10-09,4.6,8.1,11.6,4,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",57
2017-10-10,2017-10-09,5.7,8.3,11.6,3.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",72
2017-10-11,2017-10-09,5.5,12.8,14.6,1.9,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",37
2017-10-12,2017-10-09,12.8,13.8,17.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",81
2017-10-13,2017-10-09,9.8,11,14,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",85
2017-10-14,2017-10-09,6.6,12.3,16.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",78
2017-10-15,2017-10-09,14.3,14.9,17.3,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",77
2017-10-16,2017-10-16,6.1,14,21.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",187
2017-10-17,2017-10-16,7.7,14.9,22.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",184
2017-10-18,2017-10-16,7.2,13.5,19.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",195
2017-10-19,2017-10-16,9.3,12.9,16.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",155
2017-10-20,2017-10-16,7.7,11.9,16,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",142
2017-10-21,2017-10-16,10.6,11.6,13,5.8,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",45
2017-10-22,2017-10-16,7.6,8.8,11.6,1.7,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",52
2017-10-23,2017-10-23,6.5,7.6,8.9,1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",63
2017-10-24,2017-10-23,4.9,5.7,6.5,0.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",110
2017-10-25,2017-10-23,4.8,6.9,8.8,4.9,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",56
2017-10-26,2017-10-23,8.8,11.4,13.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",70
2017-10-27,2017-10-23,8.3,9.7,11.5,1.5,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",66
2017-10-28,2017-10-23,5.6,7.5,9.1,9.8,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",18
2017-10-29,2017-10-23,4.2,6.6,8.9,12,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",8
2017-10-30,2017-10-30,3.1,4,6.2,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",34
2017-10-31,2017-10-30,0.2,3.1,6.1,0.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",47
2017-11-01,2017-10-30,3.3,7,8.3,4.3,0,"roboczy",TRUE,"d","Bazyliańska/Wysockiego",13
2017-11-02,2017-10-30,7.6,9.6,10.1,7.4,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",17
2017-11-03,2017-10-30,8.2,9,10.8,0.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",53
2017-11-04,2017-10-30,7.5,8.6,11.6,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",89
2017-11-05,2017-10-30,4.6,7.8,12.6,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",94
2017-11-06,2017-11-06,6.1,9.4,13.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",72
2017-11-07,2017-11-06,7.4,8.3,9.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",63
2017-11-08,2017-11-06,4.1,5.1,7.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",70
2017-11-09,2017-11-06,4.6,5.7,6.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",63
2017-11-10,2017-11-06,5.3,7.1,9.1,4.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",57
2017-11-11,2017-11-06,2.7,5.2,7.1,1.5,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",11
2017-11-12,2017-11-06,1.4,3.6,5.3,0.6,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",32
2017-11-13,2017-11-13,1.5,2.7,3.1,1.5,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",30
2017-11-14,2017-11-13,2.2,3.7,4.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",54
2017-11-15,2017-11-13,2.9,5.5,7.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",57
2017-11-16,2017-11-13,3.4,5.3,6.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",65
2017-11-17,2017-11-13,2.2,4.8,7,0.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",61
2017-11-18,2017-11-13,2,3.3,5.9,0.5,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",52
2017-11-19,2017-11-13,2.5,3.8,5.5,0,0.9,"weekend",TRUE,"s","Bazyliańska/Wysockiego",19
2017-11-20,2017-11-20,0.3,2.2,3.9,0,4,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",21
2017-11-21,2017-11-20,-1.9,0.6,3.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",44
2017-11-22,2017-11-20,-0.3,1.8,2.5,0,1.3,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",29
2017-11-23,2017-11-20,2.5,5.4,9.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",59
2017-11-24,2017-11-20,1.2,6.2,10.4,0.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",77
2017-11-25,2017-11-20,5.4,8.2,10.5,0.6,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",61
2017-11-26,2017-11-20,3.2,4.1,8.9,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",31
2017-11-27,2017-11-27,-2.6,1,4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",51
2017-11-28,2017-11-27,-1,1.6,3.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",48
2017-11-29,2017-11-27,0.3,1.3,2.9,0,5.3,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",28
2017-11-30,2017-11-27,0,0.4,0.9,0,12.4,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",19
2017-12-01,2017-11-27,0,0.9,1.4,0,0.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",0
2017-12-02,2017-11-27,1.1,1.4,2.4,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",26
2017-12-03,2017-11-27,0.2,0.5,1.4,0,0.5,"weekend",TRUE,"s","Bazyliańska/Wysockiego",16
2017-12-04,2017-12-04,-2.2,0.3,1.7,0,0.5,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",23
2017-12-05,2017-12-04,0.2,2.4,4.1,0,2.9,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",20
2017-12-06,2017-12-04,4.1,5.6,6.3,3.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",21
2017-12-07,2017-12-04,2,4.5,6.2,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",29
2017-12-08,2017-12-04,0.9,3.8,5.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",43
2017-12-09,2017-12-04,-1.1,0.5,4.8,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",27
2017-12-10,2017-12-04,-1.2,0.8,2.7,0,0.4,"weekend",TRUE,"s","Bazyliańska/Wysockiego",16
2017-12-11,2017-12-11,-1.1,3.4,5.9,0.4,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",40
2017-12-12,2017-12-11,3.3,7.4,11,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",37
2017-12-13,2017-12-11,-0.6,1.5,5.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",37
2017-12-14,2017-12-11,-2,1.4,5.2,0,0.9,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",24
2017-12-15,2017-12-11,-0.5,2,3,0,2.3,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",24
2017-12-16,2017-12-11,0.6,1.2,3.8,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",15
2017-12-17,2017-12-11,-1,0.9,3.1,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",12
2017-12-18,2017-12-18,-1.8,-0.8,0.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",19
2017-12-19,2017-12-18,-3.3,-2.2,-1.2,0,0.2,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",22
2017-12-20,2017-12-18,-3.5,-0.6,0.6,0,0.7,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",20
2017-12-21,2017-12-18,-1.7,0.1,1.9,0,0.7,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",12
2017-12-22,2017-12-18,1.8,3.3,4.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",20
2017-12-23,2017-12-18,0.8,3.4,5.6,0,8.5,"weekend",TRUE,"s","Bazyliańska/Wysockiego",11
2017-12-24,2017-12-18,5.6,8.4,9.3,3.7,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",5
2017-12-25,2017-12-25,7.8,8.4,9.1,0.1,0,"roboczy",TRUE,"d","Bazyliańska/Wysockiego",9
2017-12-26,2017-12-25,0.8,4.6,8,0,0,"roboczy",TRUE,"s","Bazyliańska/Wysockiego",21
2017-12-27,2017-12-25,-2.2,2.9,5.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",40
2017-12-28,2017-12-25,4.4,6.8,8.9,0.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",32
2017-12-29,2017-12-25,0.4,1.9,7.6,0,3.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",10
2017-12-30,2017-12-25,-2.9,-0.1,2.6,0,3.7,"weekend",TRUE,"s","Bazyliańska/Wysockiego",34
2017-12-31,2017-12-25,-0.6,3.6,5.3,0.1,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",14
2018-01-01,2018-01-01,2.8,7.5,9.6,0,0,"roboczy",TRUE,"s","Bazyliańska/Wysockiego",26
2018-01-02,2018-01-01,-1.4,1.2,6.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",34
2018-01-03,2018-01-01,2,3.3,5.4,2.4,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",37
2018-01-04,2018-01-01,2.1,5.7,8,0.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",29
2018-01-05,2018-01-01,3.2,6.1,8.9,0.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",28
2018-01-06,2018-01-01,3.3,5.4,9.1,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",44
2018-01-07,2018-01-01,-0.1,1.8,4.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",17
2018-01-08,2018-01-08,-6.7,-3,0.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",23
2018-01-09,2018-01-08,-6.9,-2.1,1.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",28
2018-01-10,2018-01-08,-0.3,0.1,1.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",25
2018-01-11,2018-01-08,-1.5,0.3,1.7,0,0.2,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",30
2018-01-12,2018-01-08,-2.4,-1.6,0.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",25
2018-01-13,2018-01-08,-3.6,-2.5,-0.8,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",20
2018-01-14,2018-01-08,-6.5,-5.5,-3.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",5
2018-01-15,2018-01-15,-6.7,-6.2,-5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",19
2018-01-16,2018-01-15,-8.7,-5.2,-2.5,0,3.9,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",11
2018-01-17,2018-01-15,-3.2,0.3,2.3,0,0.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",12
2018-01-18,2018-01-15,-0.1,1,2.8,0,9.2,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",7
2018-01-19,2018-01-15,-0.2,0.8,1.7,0,0.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",6
2018-01-20,2018-01-15,-0.3,0.2,1.3,0,1,"weekend",TRUE,"s","Bazyliańska/Wysockiego",2
2018-01-21,2018-01-15,-2.8,-1.4,0.5,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",1
2018-01-22,2018-01-22,-5,-4,-1.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",2
2018-01-23,2018-01-22,-7,-4.9,-3.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",0
2018-01-24,2018-01-22,-5.7,-0.5,3,0.8,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",0
2018-01-25,2018-01-22,1.7,4.1,6.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",0
2018-01-26,2018-01-22,-0.6,1.1,5.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",2
2018-01-27,2018-01-22,-2.8,1.3,2.9,0.5,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",3
2018-01-28,2018-01-22,1.5,4.1,6.3,2,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",6
2018-01-29,2018-01-29,6,8.1,10.1,6.7,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",10
2018-01-30,2018-01-29,3.1,4.8,9.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",14
2018-01-31,2018-01-29,0.5,3.6,6.1,1.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",27
2018-02-01,2018-01-29,2.8,4.2,5.3,0,5.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",10
2018-02-02,2018-01-29,0.8,1.6,4.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",29
2018-02-03,2018-01-29,-2.6,-0.5,1.9,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",25
2018-02-04,2018-01-29,-2.6,-0.8,0.9,0,0.2,"weekend",TRUE,"s","Bazyliańska/Wysockiego",9
2018-02-05,2018-02-05,-6.6,-3.5,-0.2,0,0.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",18
2018-02-06,2018-02-05,-6.3,-4.9,-2.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",8
2018-02-07,2018-02-05,-9.4,-4.5,0.5,0,0.9,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",17
2018-02-08,2018-02-05,-2.5,-1.6,-0.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",11
2018-02-09,2018-02-05,-3.7,-3,-1.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",6
2018-02-10,2018-02-05,-4.7,-3.6,-2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",3
2018-02-11,2018-02-05,-5,-2.1,0,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",3
2018-02-12,2018-02-12,-1.7,-0.2,2.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",15
2018-02-13,2018-02-12,-4.9,-0.3,3.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",19
2018-02-14,2018-02-12,-0.9,-0.3,1.2,0,0.4,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",21
2018-02-15,2018-02-12,-4.2,-2.9,-0.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",13
2018-02-16,2018-02-12,-2.7,-0.2,2,0,0.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",18
2018-02-17,2018-02-12,-0.6,0.8,2.1,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",10
2018-02-18,2018-02-12,-1.7,0.1,2.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",19
2018-02-19,2018-02-19,-1.6,0.3,2.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",27
2018-02-20,2018-02-19,-5.6,-1,2.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",15
2018-02-21,2018-02-19,-5.3,-2.7,0.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",23
2018-02-22,2018-02-19,-8.4,-5.8,-2.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",14
2018-02-23,2018-02-19,-8.2,-6.1,-2.2,0,0.3,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",10
2018-02-24,2018-02-19,-10.2,-7.6,-5.4,0,0.1,"weekend",TRUE,"s","Bazyliańska/Wysockiego",8
2018-02-25,2018-02-19,-15.2,-10.9,-7.6,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",2
2018-02-26,2018-02-26,-11.7,-11,-9.7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",6
2018-02-27,2018-02-26,-15.3,-11.8,-8.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",7
2018-02-28,2018-02-26,-13.5,-11,-6.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",2
2018-03-01,2018-02-26,-14.7,-11.5,-8.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",9
2018-03-02,2018-02-26,-15.2,-11.6,-7.2,0,0.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",5
2018-03-03,2018-02-26,-12.8,-9.6,-6.3,0,0.1,"weekend",TRUE,"s","Bazyliańska/Wysockiego",11
2018-03-04,2018-02-26,-13.3,-7.2,-0.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",8
2018-03-05,2018-03-05,-9.6,-2.3,4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",18
2018-03-06,2018-03-05,-2,1.4,6.5,0,0.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",30
2018-03-07,2018-03-05,0.6,2.1,4,0.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",27
2018-03-08,2018-03-05,0.3,4.5,9.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",35
2018-03-09,2018-03-05,-0.2,3.7,8.7,0,0.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",37
2018-03-10,2018-03-05,-2.6,4.6,9.5,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",88
2018-03-11,2018-03-05,4.6,9.3,15.4,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",192
2018-03-12,2018-03-12,4.8,10.3,15.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",70
2018-03-13,2018-03-12,8.5,10.6,13.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",74
2018-03-14,2018-03-12,3.8,6.3,10.5,0.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",44
2018-03-15,2018-03-12,0.2,0.8,3.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",34
2018-03-16,2018-03-12,-3.4,-1.8,0.2,0,1.8,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",23
2018-03-17,2018-03-12,-6.8,-5.1,-2.8,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",7
2018-03-18,2018-03-12,-8.2,-5.1,-1,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",4
2018-03-19,2018-03-19,-7.1,-3.4,0.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",11
2018-03-20,2018-03-19,-5.3,-1.4,1.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",13
2018-03-21,2018-03-19,-4.8,-0.8,3.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",29
2018-03-22,2018-03-19,-3.1,1.3,6.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",43
2018-03-23,2018-03-19,-1.6,1.6,3.8,0,0.1,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",23
2018-03-24,2018-03-19,0.6,3.4,7.5,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",54
2018-03-25,2018-03-19,-2.2,3.9,11.4,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",135
2018-03-26,2018-03-26,-3,4.1,9.8,0.1,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",76
2018-03-27,2018-03-26,0.4,1.8,7,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",37
2018-03-28,2018-03-26,-0.4,1.8,4.5,0,1.6,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",38
2018-03-29,2018-03-26,0.3,2.4,5.7,0,5,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",21
2018-03-30,2018-03-26,1.2,6.4,11.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",67
2018-03-31,2018-03-26,0.4,6.5,11.2,8.4,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",30
2018-04-01,2018-03-26,2.8,5.5,9.1,0,0.6,"weekend",TRUE,"s","Bazyliańska/Wysockiego",7
2018-04-02,2018-04-02,0.6,2.8,7.2,0,0.1,"roboczy",TRUE,"s","Bazyliańska/Wysockiego",34
2018-04-03,2018-04-02,-2.1,7.5,15.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",128
2018-04-04,2018-04-02,4.3,13.3,21.5,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",212
2018-04-05,2018-04-02,6.5,13.8,19.6,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",188
2018-04-06,2018-04-02,6.8,8.7,15.4,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",134
2018-04-07,2018-04-02,-1.2,8.7,16.2,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",298
2018-04-08,2018-04-02,7.2,15.5,23.4,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",473
2018-04-09,2018-04-09,10.4,18.1,25.8,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",270
2018-04-10,2018-04-09,9.5,18.1,25.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",284
2018-04-11,2018-04-09,11.4,14.3,20.2,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",229
2018-04-12,2018-04-09,7.3,14.2,21.2,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",276
2018-04-13,2018-04-09,8.9,16.1,23.5,5,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",247
2018-04-14,2018-04-09,9.6,14.6,20.6,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",347
2018-04-15,2018-04-09,6.7,16.4,23.5,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",580
2018-04-16,2018-04-16,13.4,18.5,23.2,0.8,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",266
2018-04-17,2018-04-16,11,13.3,21,0.3,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",163
2018-04-18,2018-04-16,7.7,12.9,18.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",287
2018-04-19,2018-04-16,10,14.9,20.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",266
2018-04-20,2018-04-16,6.1,14.1,20.9,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",330
2018-04-21,2018-04-16,9,16.4,23.5,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",379
2018-04-22,2018-04-16,6,13,18.7,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",506
2018-04-23,2018-04-23,4.6,14.5,21,2.7,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",276
2018-04-24,2018-04-23,10.6,14.3,19.6,0.5,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",186
2018-04-25,2018-04-23,9.3,15.1,23.1,0.2,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",182
2018-04-26,2018-04-23,6.4,10.6,16.2,1.7,0,"roboczy",FALSE,"d","Bazyliańska/Wysockiego",151
2018-04-27,2018-04-23,5.3,10.1,15.3,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",203
2018-04-28,2018-04-23,6.5,15,23.9,0,0,"weekend",TRUE,"s","Bazyliańska/Wysockiego",341
2018-04-29,2018-04-23,9.8,18.8,27.7,1.1,0,"weekend",TRUE,"d","Bazyliańska/Wysockiego",327
2018-04-30,2018-04-30,15.2,21.8,28.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",281
2018-05-01,2018-04-30,12.2,19.7,26.3,0,0,"roboczy",TRUE,"s","Bazyliańska/Wysockiego",447
2018-05-02,2018-04-30,10.7,16.5,21.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",234
2018-05-03,2018-04-30,14,21.9,29.4,0,0,"roboczy",TRUE,"s","Bazyliańska/Wysockiego",505
2018-05-04,2018-04-30,11.5,16.4,24.1,0,0,"roboczy",FALSE,"s","Bazyliańska/Wysockiego",278
